table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10893,r030,All locations -> Nevada,All locations,Nevada,,2,510,394,286,338,400,375,306,573,520
10893,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,336,342,374,351,472,669,483,526,445
10893,r032,All locations -> New Jersey,All locations,New Jersey,,2,1968,1632,1677,1963,2367,2834,2885,3400,3386
10893,r033,All locations -> New Mexico,All locations,New Mexico,,2,3714,3543,3662,3383,3630,3756,3502,3884,3484
10893,r034,All locations -> New York,All locations,New York,,2,4581,4567,4744,4955,5366,6162,8148,6833,6726
10893,r035,All locations -> North Carolina,All locations,North Carolina,,2,1881,1892,1906,2005,2270,2417,3271,3620,3724
10893,r036,All locations -> North Dakota,All locations,North Dakota,,2,80,82,104,75,111,73,140,168,153
10893,r037,All locations -> Ohio,All locations,Ohio,,2,2454,2639,2497,2550,4207,5188,5216,3861,8243
10893,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,317,450,349,368,481,506,537,1505,458
10893,r039,All locations -> Oregon,All locations,Oregon,,2,602,558,544,573,627,697,814,1070,812
10893,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,3695,3710,3981,3788,4148,4093,5214,4547,4912
10893,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,555,519,627,615,662,723,876,866,895
10893,r042,All locations -> South Carolina,All locations,South Carolina,,2,476,447,461,505,561,646,822,1434,1162
10893,r043,All locations -> South Dakota,All locations,South Dakota,,2,69,73,69,77,81,89,131,139,134
10893,r044,All locations -> Tennessee,All locations,Tennessee,,2,2023,2313,2479,2491,2564,3578,3151,3727,3385
10893,r045,All locations -> Texas,All locations,Texas,,2,4678,5574,5296,5319,4677,5067,6135,6461,5475
10893,r046,All locations -> Utah,All locations,Utah,,2,1222,1144,938,1058,1110,1301,1141,2440,3196
10893,r047,All locations -> Vermont,All locations,Vermont,,2,116,82,82,81,97,120,129,244,162
10893,r048,All locations -> Virginia,All locations,Virginia,,2,7652,7487,7384,6311,7187,8029,9650,9775,10144
10893,r049,All locations -> Washington,All locations,Washington,,2,3565,2362,2084,2624,2746,3195,3280,3737,3576
10893,r050,All locations -> West Virginia,All locations,West Virginia,,2,208,239,456,141,281,142,150,200,212
10893,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,701,701,723,730,759,840,908,989,1115
10893,r052,All locations -> Wyoming,All locations,Wyoming,,2,46,53,44,46,49,68,87,197,80
10893,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,318,347,331,104,496,521,195,229,142
10893,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,71,66,72,68,75,82,88,120,102
10893,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,247,281,259,36,421,439,107,109,41
10893,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,38,28,4,2,12,4,48,179,21
10893,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,16728,15624,969,2594,1666,3073,1829,5177,4973
