table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_hierarchy_depth,field_2020_actual,field_2021_preliminary,field_2022_proposed,field_2020_21_change_,field_2021_22_change_
5541,r018,R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,,,3,976,1013,1504,3.7,48.5
5541,r019,R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> Mission Support/ Spectrum,R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,Mission Support/ Spectrum,,4,7,15,38,112.8,153.3
5541,r020,"R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Environmental Satellite, Data, and Information Service",R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,"National Environmental Satellite, Data, and Information Service",,4,33,29,50,-12.4,73.9
5541,r021,R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Marine Fisheries Service,R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,National Marine Fisheries Service,,4,64,64,67,-0.7,5.8
5541,r022,R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Ocean Service,R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,National Ocean Service,,4,103,103,138,-0.0,34.6
5541,r023,R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Weather Service,R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,National Weather Service,,4,29,24,37,-16.3,51.6
5541,r024,R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> Office of Oceanic and Atmospheric Research,R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,Office of Oceanic and Atmospheric Research,,4,579,573,757,-1.2,32.2
5541,r025,R&D and R&D plant -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> Office of Marine and Aviation Operations,R&D and R&D plant,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,Office of Marine and Aviation Operations,,4,161,206,416,27.9,102.5
5541,r026,R&D and R&D plant -> Other natural resources (306) -> Geological Survey (DOI),R&D and R&D plant,Other natural resources (306),Geological Survey (DOI),,,3,665,691,947,4.0,37.0
5541,r027,R&D and R&D plant -> Other natural resources (306) -> Geological Survey (DOI) -> Land resources,R&D and R&D plant,Other natural resources (306),Geological Survey (DOI),Land resources,,4,87,na,na,-,-
5541,r028,R&D and R&D plant -> Other natural resources (306) -> Geological Survey (DOI) -> Core science systems,R&D and R&D plant,Other natural resources (306),Geological Survey (DOI),Core science systems,,4,62,93,169,51.0,81.1
5541,r029,R&D and R&D plant -> Other natural resources (306) -> Geological Survey (DOI) -> Ecosystems,R&D and R&D plant,Other natural resources (306),Geological Survey (DOI),Ecosystems,,4,171,258,356,51.2,38.1
5541,r030,"R&D and R&D plant -> Other natural resources (306) -> Geological Survey (DOI) -> Energy, minerals, and environmental health",R&D and R&D plant,Other natural resources (306),Geological Survey (DOI),"Energy, minerals, and environmental health",,4,101,78,121,-23.0,54.8
5541,r031,R&D and R&D plant -> Other natural resources (306) -> Geological Survey (DOI) -> Natural hazards,R&D and R&D plant,Other natural resources (306),Geological Survey (DOI),Natural hazards,,4,124,128,155,3.1,20.9
5541,r032,R&D and R&D plant -> Other natural resources (306) -> Geological Survey (DOI) -> Water resources,R&D and R&D plant,Other natural resources (306),Geological Survey (DOI),Water resources,,4,120,135,147,12.3,9.2
5541,r033,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,2,2653,2654,3339,0.0,25.8
5541,r034,R&D and R&D plant -> R&D -> Conservation and land management (302),R&D and R&D plant,R&D,Conservation and land management (302),,,3,508,470,588,-7.5,25.1
5541,r035,R&D and R&D plant -> R&D -> Conservation and land management (302) -> Department of the Interior<sup>a</sup>,R&D and R&D plant,R&D,Conservation and land management (302),Department of the Interior<sup>a</sup>,,4,199,165,229,-17.1,38.8
5541,r036,R&D and R&D plant -> R&D -> Conservation and land management (302) -> Department of Agriculture,R&D and R&D plant,R&D,Conservation and land management (302),Department of Agriculture,,4,309,305,359,-1.3,17.7
5541,r037,R&D and R&D plant -> R&D -> Conservation and land management (302) -> Department of Agriculture -> Forest Service<sup>b</sup>,R&D and R&D plant,R&D,Conservation and land management (302),Department of Agriculture,Forest Service<sup>b</sup>,5,309,305,359,-1.3,17.7
5541,r038,R&D and R&D plant -> R&D -> Pollution control and abatement (304),R&D and R&D plant,R&D,Pollution control and abatement (304),,,3,518,527,595,1.8,12.9
5541,r039,R&D and R&D plant -> R&D -> Pollution control and abatement (304) -> Environmental Protection Agency<sup>c</sup>,R&D and R&D plant,R&D,Pollution control and abatement (304),Environmental Protection Agency<sup>c</sup>,,4,517,526,594,1.8,12.9
5541,r040,R&D and R&D plant -> R&D -> Pollution control and abatement (304) -> Environmental Protection Agency<sup>c</sup> -> Oil spill response research,R&D and R&D plant,R&D,Pollution control and abatement (304),Environmental Protection Agency<sup>c</sup>,Oil spill response research,5,1,1,1,-1.6,1.1
5541,r041,R&D and R&D plant -> R&D -> Pollution control and abatement (304) -> Environmental Protection Agency<sup>c</sup> -> Science and technology,R&D and R&D plant,R&D,Pollution control and abatement (304),Environmental Protection Agency<sup>c</sup>,Science and technology,5,485,494,562,1.9,13.7
5541,r042,R&D and R&D plant -> R&D -> Pollution control and abatement (304) -> Environmental Protection Agency<sup>c</sup> -> Superfund,R&D and R&D plant,R&D,Pollution control and abatement (304),Environmental Protection Agency<sup>c</sup>,Superfund,5,31,31,31,0.2,0.7
5541,r043,R&D and R&D plant -> R&D -> Pollution control and abatement (304) -> Coast Guard (DHS),R&D and R&D plant,R&D,Pollution control and abatement (304),Coast Guard (DHS),,4,1,1,1,0.0,0.0
5541,r044,R&D and R&D plant -> R&D -> Recreational resources (303),R&D and R&D plant,R&D,Recreational resources (303),,,3,28,28,34,0.0,21.4
5541,r045,R&D and R&D plant -> R&D -> Recreational resources (303) -> National Park Service (DOI),R&D and R&D plant,R&D,Recreational resources (303),National Park Service (DOI),,4,28,28,34,0.0,21.4
5541,r046,R&D and R&D plant -> R&D -> Water resources (301),R&D and R&D plant,R&D,Water resources (301),,,3,174,163,152,-6.3,-6.7
5541,r047,R&D and R&D plant -> R&D -> Water resources (301) -> Army Corps of Engineers (DOD),R&D and R&D plant,R&D,Water resources (301),Army Corps of Engineers (DOD),,4,30,30,30,0.0,0.0
5541,r048,R&D and R&D plant -> R&D -> Water resources (301) -> Bureau of Reclamation (DOI),R&D and R&D plant,R&D,Water resources (301),Bureau of Reclamation (DOI),,4,144,133,122,-7.6,-8.3
5541,r049,R&D and R&D plant -> R&D -> Other natural resources (306),R&D and R&D plant,R&D,Other natural resources (306),,,3,1425,1465,1970,2.8,34.4
5541,r050,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,,4,760,774,1023,1.8,32.1
5541,r051,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> Mission Support/ Spectrum,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,Mission Support/ Spectrum,5,0,0,0,-,-
5541,r052,"R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Environmental Satellite, Data, and Information Service",R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,"National Environmental Satellite, Data, and Information Service",5,33,29,50,-12.4,73.9
5541,r053,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Marine Fisheries Service,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,National Marine Fisheries Service,5,64,64,67,-0.7,5.8
5541,r054,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Ocean Service,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,National Ocean Service,5,102,103,138,0.8,34.6
5541,r055,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> National Weather Service,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,National Weather Service,5,29,23,36,-18.9,53.3
5541,r056,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> Office of Oceanic and Atmospheric Research,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,Office of Oceanic and Atmospheric Research,5,530,521,693,-1.6,33.0
5541,r057,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC)<sup>d</sup> -> Office of Marine and Aviation Operations,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC)<sup>d</sup>,Office of Marine and Aviation Operations,5,2,34,38,1456.8,10.9
5541,r058,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI),R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI),,4,665,691,947,4.0,37.0
5541,r059,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI) -> Land resources,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI),Land resources,5,87,na,na,-,-
5541,r060,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI) -> Core science systems,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI),Core science systems,5,62,93,169,51.0,81.1
5541,r061,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI) -> Ecosystems,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI),Ecosystems,5,171,258,356,51.2,38.1
5541,r062,"R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI) -> Energy, minerals, and environmental health",R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI),"Energy, minerals, and environmental health",5,101,78,121,-23.0,54.8
5541,r063,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI) -> Natural hazards,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI),Natural hazards,5,124,128,155,3.1,20.9
5541,r064,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI) -> Water resources,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI),Water resources,5,120,135,147,12.3,9.2
