table_id,row_id,selected_industry_naics_code_and_company_size_full_path,selected_industry_naics_code_and_company_size_level_1,selected_industry_naics_code_and_company_size_level_2,selected_industry_naics_code_and_company_size_level_3,selected_industry_naics_code_and_company_size_level_4,selected_industry_naics_code_and_company_size_hierarchy_depth,field_totalb,field_used_for_domestic_r_da_totalb_c,field_used_for_domestic_r_da_land_acquisition,field_used_for_domestic_r_da_buildings_and_land_improvementd,field_used_for_domestic_r_da_equipment,field_used_for_domestic_r_da_capitalized_software,field_used_for_domestic_r_da_other_intellectual_property,field_used_for_domestic_r_da_all_other_and_undistributede
9413,r011,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Electrical equipment, appliance, and components, 335","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Electrical equipment, appliance, and components, 335",,3,"['4,119', '  ']","['389', '  ']","['*', '  ']","['42', '  ']","['190', '  ']","['58', '  ']","['5', '  ']","['94', '  ']"
9413,r012,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336",,3,"['53,820', '  ']","['3,652', '  ']","['81', 'i ']","['431', '  ']","['2,156', '  ']","['502', 'i ']","['263', '  ']","['218', '  ']"
9413,r013,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Motor vehicles, bodies, trailers, and parts, 3361&#8211;63","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336","Motor vehicles, bodies, trailers, and parts, 3361&#8211;63",4,"['42,528', '  ']","['2,813', 'i ']","['68', 'i ']","['308', '  ']","['1,654', 'i ']","['475', 'i ']","['98 - 263', '  ']","['42 - 208', 'i ']"
9413,r014,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Aerospace products and parts, 3364","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336","Aerospace products and parts, 3364",4,"['8,998', '  ']","['704', '  ']","['0 - 14', '  ']","['113', '  ']","['401', '  ']","['25', '  ']","['0 - 150', '  ']","['1 - 167', '  ']"
9413,r015,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Other 336","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336",Other 336,4,"['2,294', '&nbsp;']","['135', '&nbsp;']","['*', '&nbsp;']","['10', '&nbsp;']","['101', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
9413,r016,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Manufacturing nec, other 31&#8211;33","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Manufacturing nec, other 31&#8211;33",,3,"['111,576', '&nbsp;']","['5,355', '&nbsp;']","['*', '&nbsp;']","['522', '&nbsp;']","['3,382', '&nbsp;']","['297', '&nbsp;']","['494', '&nbsp;']","['637', '&nbsp;']"
9413,r017,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81",,,2,"['488,556', '  ']","['24,394', 'i ']","['341', 'r ']","['1,342', 'i ']","['4,496', '  ']","['13,651', 'i ']","['2,056', 'i ']","['2,507', 'i ']"
9413,r018,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51",,3,"['188,156', '  ']","['10,768', '  ']","['5', '  ']","['608', 'i ']","['1,661', '  ']","['6,744', 'i ']","['1,282', 'i ']","['469', '  ']"
9413,r019,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51 -> Software publishers, 5112","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51","Software publishers, 5112",4,"['30,445', '  ']","['2,877', '  ']","['5', '  ']","['131', '  ']","['570', '  ']","['1,525', '  ']","['521', 'i ']","['125', '  ']"
9413,r020,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51 -> Telecommunications, 517","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51","Telecommunications, 517",4,"['80,916', '  ']","['239', 'i ']","['0', '  ']","['*', '  ']","['26', 'i ']","['173', 'i ']","['*', '  ']","['40', 'i ']"
9413,r021,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51 -> Other 51","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51",Other 51,4,"['76,795', '&nbsp;']","['7,652', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['1,065', '&nbsp;']","['5,046', '&nbsp;']","['*', '&nbsp;']","['304', '&nbsp;']"
9413,r022,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Finance and insurance, 52","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Finance and insurance, 52",,3,"['29,975', '  ']","['3,491', '  ']","['0', '  ']","['10', 'i ']","['104', 'i ']","['3,256', '  ']","['16', 'i ']","['105', '  ']"
9413,r023,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",,3,"['23,487', '  ']","['5,028', '  ']","['324', 'r ']","['592', '  ']","['1,797', '  ']","['1,676', 'i ']","['345', '  ']","['295', '  ']"
9413,r024,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Computer systems design and related services, 5415","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Computer systems design and related services, 5415",4,"['13,041', '  ']","['2,367', '  ']","['0', '  ']","['82', '  ']","['922', '  ']","['1,171', 'i ']","['65', '  ']","['126', '  ']"
9413,r025,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Scientific research and development services, 5417","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Scientific research and development services, 5417",4,"['3,934', '  ']","['1,467', '  ']","['24', '  ']","['435', '  ']","['669', '  ']","['147', '  ']","['57', 'i ']","['135', '  ']"
9413,r026,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Other 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",Other 54,4,"['6,512', '&nbsp;']","['1,194', '&nbsp;']","['300', '&nbsp;']","['75', '&nbsp;']","['206', '&nbsp;']","['358', '&nbsp;']","['223', '&nbsp;']","['34', '&nbsp;']"
9413,r027,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81",,3,"['246,938', '&nbsp;']","['5,107', '&nbsp;']","['12', '&nbsp;']","['132', '&nbsp;']","['934', '&nbsp;']","['1,975', '&nbsp;']","['413', '&nbsp;']","['1,638', '&nbsp;']"
9413,r028,Size of company (number of domestic employees),Size of company (number of domestic employees),,,,1,"['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&nbsp;', '&nbsp;']"
9413,r029,Size of company (number of domestic employees) -> Small companies<sup>f</sup>,Size of company (number of domestic employees),Small companies<sup>f</sup>,,,2,"['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&nbsp;', '&nbsp;']"
9413,r030,Size of company (number of domestic employees) -> Small companies<sup>f</sup> -> 10&#8211;19,Size of company (number of domestic employees),Small companies<sup>f</sup>,10&#8211;19,,3,"['4,398', '  ']","['474', '  ']","['7', 'i ']","['33', 'i ']","['207', 'i ']","['121', '  ']","['71', '  ']","['35', 'i ']"
9413,r031,Size of company (number of domestic employees) -> Small companies<sup>f</sup> -> 20&#8211;49,Size of company (number of domestic employees),Small companies<sup>f</sup>,20&#8211;49,,3,"['6,962', '  ']","['1,719', '  ']","['211', 'r ']","['205', '  ']","['700', '  ']","['247', 'i ']","['154', 'i ']","['202', '  ']"
9413,r032,Size of company (number of domestic employees) -> Medium companies,Size of company (number of domestic employees),Medium companies,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9413,r033,Size of company (number of domestic employees) -> Medium companies -> 50&#8211;99,Size of company (number of domestic employees),Medium companies,50&#8211;99,,3,"['7,708', '  ']","['1,733', '  ']","['13', 'i ']","['322', '  ']","['816', '  ']","['302', '  ']","['63', '  ']","['217', '  ']"
9413,r034,Size of company (number of domestic employees) -> Medium companies -> 100&#8211;249,Size of company (number of domestic employees),Medium companies,100&#8211;249,,3,"['21,307', '  ']","['3,102', '  ']","['34', 'i ']","['260', '  ']","['983', '  ']","['1,004', 'i ']","['586', '  ']","['236', '  ']"
9413,r035,Size of company (number of domestic employees) -> Large companies,Size of company (number of domestic employees),Large companies,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9413,r036,Size of company (number of domestic employees) -> Large companies -> 250&#8211;499,Size of company (number of domestic employees),Large companies,250&#8211;499,,3,"['18,528', '  ']","['2,835', '  ']","['31', 'i ']","['309', '  ']","['805', '  ']","['985', '  ']","['373', '  ']","['331', '  ']"
9413,r037,Size of company (number of domestic employees) -> Large companies -> 500&#8211;999,Size of company (number of domestic employees),Large companies,500&#8211;999,,3,"['22,388', '  ']","['3,012', '  ']","['49', 'i ']","['320', '  ']","['1,099', '  ']","['1,113', '  ']","['162', '  ']","['269', '  ']"
9413,r038,"Size of company (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",Size of company (number of domestic employees),Large companies,"1,000&#8211;4,999",,3,"['94,802', '  ']","['8,427', '  ']","['79', '  ']","['983', '  ']","['2,893', '  ']","['2,707', '  ']","['797', '  ']","['967', '  ']"
9413,r039,"Size of company (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",Size of company (number of domestic employees),Large companies,"5,000&#8211;9,999",,3,"['90,879', '  ']","['5,864', '  ']","['22', '  ']","['297', '  ']","['2,046', '  ']","['2,716', '  ']","['154', '  ']","['628', '  ']"
9413,r040,"Size of company (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",Size of company (number of domestic employees),Large companies,"10,000&#8211;24,999",,3,"['151,918', '  ']","['7,891', '  ']","['64', 'i ']","['818', '  ']","['4,108', '  ']","['1,371', '  ']","['566', '  ']","['963', 'i ']"
9413,r041,"Size of company (number of domestic employees) -> Large companies -> 25,000 or more",Size of company (number of domestic employees),Large companies,"25,000 or more",,3,"['374,373', '  ']","['17,787', 'i ']","['74', 'i ']","['1,672', 'i ']","['6,008', 'i ']","['5,682', 'i ']","['2,784', '  ']","['1,567', 'i ']"
