table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_performersa_all,field_r_d_performersa_intramural,field_r_d_performersa_extramural,field_r_d_plantb_all,field_r_d_plantb_intramural,field_r_d_plantb_extramural
12535,r333,"United States<sup>c</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>c</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,236546,236546,0,0,0,0
12535,r334,"United States<sup>c</sup> -> Rhode Island -> Transportation, Department of",United States<sup>c</sup>,Rhode Island,"Transportation, Department of",3,1687000,0,1687000,0,0,0
12535,r335,United States<sup>c</sup> -> Rhode Island -> Water Resources Board,United States<sup>c</sup>,Rhode Island,Water Resources Board,3,72989,0,72989,0,0,0
12535,r336,United States<sup>c</sup> -> South Carolina,United States<sup>c</sup>,South Carolina,,2,53419952,32709409,20710543,0,0,0
12535,r337,"United States<sup>c</sup> -> South Carolina -> Agriculture, Department of",United States<sup>c</sup>,South Carolina,"Agriculture, Department of",3,1229068,0,1229068,0,0,0
12535,r338,"United States<sup>c</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>c</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,12227417,0,12227417,0,0,0
12535,r339,"United States<sup>c</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>c</sup>,South Carolina,"Health and Environmental Control, Department of",3,1824716,1824716,0,0,0,0
12535,r340,"United States<sup>c</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>c</sup>,South Carolina,"Natural Resources, Department of",3,29190303,28539233,651070,0,0,0
12535,r341,United States<sup>c</sup> -> South Carolina -> Public Service Authority,United States<sup>c</sup>,South Carolina,Public Service Authority,3,512345,0,512345,0,0,0
12535,r342,United States<sup>c</sup> -> South Carolina -> Research Authority,United States<sup>c</sup>,South Carolina,Research Authority,3,2075537,0,2075537,0,0,0
12535,r343,United States<sup>c</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>c</sup>,South Carolina,Sea Grant Consortium,3,4121416,2333614,1787802,0,0,0
12535,r344,"United States<sup>c</sup> -> South Carolina -> Transportation, Department of",United States<sup>c</sup>,South Carolina,"Transportation, Department of",3,2239150,11846,2227304,0,0,0
12535,r345,United States<sup>c</sup> -> South Dakota,United States<sup>c</sup>,South Dakota,,2,5227211,273454,4953757,500000,0,500000
12535,r346,United States<sup>c</sup> -> South Dakota -> Corn Utilization Council,United States<sup>c</sup>,South Dakota,Corn Utilization Council,3,37445,0,37445,0,0,0
12535,r347,"United States<sup>c</sup> -> South Dakota -> Midwest Dairy Association, South Dakota Division",United States<sup>c</sup>,South Dakota,"Midwest Dairy Association, South Dakota Division",3,90090,0,90090,0,0,0
12535,r348,United States<sup>c</sup> -> South Dakota -> Nutrient Research and Education Council,United States<sup>c</sup>,South Dakota,Nutrient Research and Education Council,3,1479262,0,1479262,0,0,0
12535,r349,United States<sup>c</sup> -> South Dakota -> Oilseeds Council,United States<sup>c</sup>,South Dakota,Oilseeds Council,3,204975,0,204975,0,0,0
12535,r350,United States<sup>c</sup> -> South Dakota -> Pulse Crop Council,United States<sup>c</sup>,South Dakota,Pulse Crop Council,3,33610,0,33610,0,0,0
12535,r351,United States<sup>c</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>c</sup>,South Dakota,Soybean Research and Promotion Council,3,845866,29267,816599,500000,0,500000
12535,r352,"United States<sup>c</sup> -> South Dakota -> Transportation, Department of",United States<sup>c</sup>,South Dakota,"Transportation, Department of",3,1904042,244187,1659855,0,0,0
12535,r353,United States<sup>c</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>c</sup>,South Dakota,Weed and Pest Control Commission,3,47000,0,47000,0,0,0
12535,r354,United States<sup>c</sup> -> South Dakota -> Wheat Commission,United States<sup>c</sup>,South Dakota,Wheat Commission,3,584921,0,584921,0,0,0
12535,r355,United States<sup>c</sup> -> Tennessee,United States<sup>c</sup>,Tennessee,,2,67457255,175000,67282255,0,0,0
12535,r356,"United States<sup>c</sup> -> Tennessee -> Education, Department of",United States<sup>c</sup>,Tennessee,"Education, Department of",3,57171745,0,57171745,0,0,0
12535,r357,"United States<sup>c</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>c</sup>,Tennessee,"Environment and Conservation, Department of",3,50851,0,50851,0,0,0
12535,r358,United States<sup>c</sup> -> Tennessee -> LaunchTN,United States<sup>c</sup>,Tennessee,LaunchTN,3,7000000,0,7000000,0,0,0
12535,r359,"United States<sup>c</sup> -> Tennessee -> Transportation, Department of",United States<sup>c</sup>,Tennessee,"Transportation, Department of",3,3234659,175000,3059659,0,0,0
12535,r360,United States<sup>c</sup> -> Texas,United States<sup>c</sup>,Texas,,2,282261790,1993899,280267891,0,0,0
12535,r361,"United States<sup>c</sup> -> Texas -> Agriculture, Department of",United States<sup>c</sup>,Texas,"Agriculture, Department of",3,2086663,0,2086663,0,0,0
12535,r362,United States<sup>c</sup> -> Texas -> Alzheimer's Research and Care Consortium (TARCC),United States<sup>c</sup>,Texas,Alzheimer's Research and Care Consortium (TARCC),3,4384547,0,4384547,0,0,0
12535,r363,United States<sup>c</sup> -> Texas -> Cancer Prevention and Research Institute,United States<sup>c</sup>,Texas,Cancer Prevention and Research Institute,3,237997927,0,237997927,0,0,0
12535,r364,"United States<sup>c</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>c</sup>,Texas,"Environmental Quality, Commission on",3,2255204,63981,2191223,0,0,0
12535,r365,United States<sup>c</sup> -> Texas -> Parks and Wildlife Department,United States<sup>c</sup>,Texas,Parks and Wildlife Department,3,5484621,1578191,3906430,0,0,0
12535,r366,"United States<sup>c</sup> -> Texas -> State Health Services, Department of ",United States<sup>c</sup>,Texas,"State Health Services, Department of ",3,2257536,351727,1905809,0,0,0
12535,r367,"United States<sup>c</sup> -> Texas -> Transportation, Department of",United States<sup>c</sup>,Texas,"Transportation, Department of",3,24220565,0,24220565,0,0,0
12535,r368,United States<sup>c</sup> -> Texas -> Water Development Board,United States<sup>c</sup>,Texas,Water Development Board,3,3574727,0,3574727,0,0,0
12535,r369,United States<sup>c</sup> -> Utah,United States<sup>c</sup>,Utah,,2,10119476,7748094,2371382,0,0,0
12535,r370,"United States<sup>c</sup> -> Utah -> Agriculture and Food, Department of",United States<sup>c</sup>,Utah,"Agriculture and Food, Department of",3,1317,0,1317,0,0,0
12535,r371,"United States<sup>c</sup> -> Utah -> Environmental Quality, Department of",United States<sup>c</sup>,Utah,"Environmental Quality, Department of",3,1036855,273553,763302,0,0,0
12535,r372,"United States<sup>c</sup> -> Utah -> Natural Resources, Department of",United States<sup>c</sup>,Utah,"Natural Resources, Department of",3,6352113,6352113,0,0,0,0
12535,r373,"United States<sup>c</sup> -> Utah -> Transportation, Department of ",United States<sup>c</sup>,Utah,"Transportation, Department of ",3,2729191,1122428,1606763,0,0,0
12535,r374,United States<sup>c</sup> -> Vermont,United States<sup>c</sup>,Vermont,,2,2833206,2163824,669382,0,0,0
12535,r375,"United States<sup>c</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>c</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,79783,0,79783,0,0,0
12535,r376,"United States<sup>c</sup> -> Vermont -> Human Services, Agency of",United States<sup>c</sup>,Vermont,"Human Services, Agency of",3,1818036,1698182,119854,0,0,0
12535,r377,"United States<sup>c</sup> -> Vermont -> Transportation, Agency of",United States<sup>c</sup>,Vermont,"Transportation, Agency of",3,935387,465642,469745,0,0,0
12535,r378,United States<sup>c</sup> -> Virginia,United States<sup>c</sup>,Virginia,,2,57260560,20744159,36516401,10393687,8315001,2078686
12535,r379,"United States<sup>c</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>c</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,3066176,0,3066176,0,0,0
12535,r380,"United States<sup>c</sup> -> Virginia -> Behavioral Health and Developmental Services, Department of",United States<sup>c</sup>,Virginia,"Behavioral Health and Developmental Services, Department of",3,5100,5100,0,0,0,0
12535,r381,United States<sup>c</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>c</sup>,Virginia,Commonwealth Health Research Board,3,1573838,0,1573838,0,0,0
12535,r382,"United States<sup>c</sup> -> Virginia -> Education, Department of",United States<sup>c</sup>,Virginia,"Education, Department of",3,1115000,865000,250000,0,0,0
12535,r383,"United States<sup>c</sup> -> Virginia -> Energy, Department of",United States<sup>c</sup>,Virginia,"Energy, Department of",3,1321426,1283426,38000,0,0,0
12535,r384,"United States<sup>c</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>c</sup>,Virginia,"Environmental Quality, Department of",3,382014,146816,235198,0,0,0
12535,r385,"United States<sup>c</sup> -> Virginia -> Forensic Science, Department of",United States<sup>c</sup>,Virginia,"Forensic Science, Department of",3,1067190,1067190,0,78686,0,78686
12535,r386,"United States<sup>c</sup> -> Virginia -> Forestry, Department of",United States<sup>c</sup>,Virginia,"Forestry, Department of",3,481630,481630,0,0,0,0
12535,r387,United States<sup>c</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>c</sup>,Virginia,Foundation for Healthy Youth,3,907041,0,907041,0,0,0
12535,r388,United States<sup>c</sup> -> Virginia -> Innovation Partnership Corporation,United States<sup>c</sup>,Virginia,Innovation Partnership Corporation,3,18076226,2366008,15710218,2000000,0,2000000
12535,r389,United States<sup>c</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>c</sup>,Virginia,Institute for Advanced Learning and Research,3,68000,68000,0,0,0,0
12535,r390,United States<sup>c</sup> -> Virginia -> Marine Resources Commission,United States<sup>c</sup>,Virginia,Marine Resources Commission,3,2314260,558126,1756134,0,0,0
12535,r391,"United States<sup>c</sup> -> Virginia -> Natural History, Museum of",United States<sup>c</sup>,Virginia,"Natural History, Museum of",3,1001282,1001282,0,0,0,0
12535,r392,United States<sup>c</sup> -> Virginia -> Rail and Public Transportation,United States<sup>c</sup>,Virginia,Rail and Public Transportation,3,1004284,879284,125000,0,0,0
12535,r393,"United States<sup>c</sup> -> Virginia -> Social Services, Department of",United States<sup>c</sup>,Virginia,"Social Services, Department of",3,1050000,1050000,0,0,0,0
12535,r394,"United States<sup>c</sup> -> Virginia -> Transportation, Department of",United States<sup>c</sup>,Virginia,"Transportation, Department of",3,15450372,9341820,6108552,0,0,0
12535,r395,"United States<sup>c</sup> -> Virginia -> Wildlife Resources, Department of",United States<sup>c</sup>,Virginia,"Wildlife Resources, Department of",3,8376721,1630477,6746244,8315001,8315001,0
12535,r396,United States<sup>c</sup> -> Washington,United States<sup>c</sup>,Washington,,2,60479947,26263518,34216429,1150155,0,1150155
12535,r397,"United States<sup>c</sup> -> Washington -> Agriculture, Department of",United States<sup>c</sup>,Washington,"Agriculture, Department of",3,3880349,0,3880349,0,0,0
12535,r398,United States<sup>c</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>c</sup>,Washington,Alfalfa Seed Commission,3,20000,0,20000,0,0,0
12535,r399,United States<sup>c</sup> -> Washington -> Asparagus Commission,United States<sup>c</sup>,Washington,Asparagus Commission,3,33000,0,33000,0,0,0
12535,r400,United States<sup>c</sup> -> Washington -> Blueberry Commission,United States<sup>c</sup>,Washington,Blueberry Commission,3,77262,0,77262,0,0,0
12535,r401,"United States<sup>c</sup> -> Washington -> Commerce, Department of",United States<sup>c</sup>,Washington,"Commerce, Department of",3,7387066,0,7387066,1113341,0,1113341
12535,r402,United States<sup>c</sup> -> Washington -> Dairy Products Commission,United States<sup>c</sup>,Washington,Dairy Products Commission,3,20000,0,20000,0,0,0
12535,r403,"United States<sup>c</sup> -> Washington -> Ecology, Department of",United States<sup>c</sup>,Washington,"Ecology, Department of",3,2886743,2156422,730321,0,0,0
12535,r404,"United States<sup>c</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>c</sup>,Washington,"Fish and Wildlife, Department of",3,11115720,10756073,359647,0,0,0
12535,r405,United States<sup>c</sup> -> Washington -> Fruit Commission,United States<sup>c</sup>,Washington,Fruit Commission,3,92424,0,92424,0,0,0
12535,r406,United States<sup>c</sup> -> Washington -> Grain Commission,United States<sup>c</sup>,Washington,Grain Commission,3,2050158,0,2050158,0,0,0
12535,r407,"United States<sup>c</sup> -> Washington -> Health, Department of",United States<sup>c</sup>,Washington,"Health, Department of",3,1265000,1202000,63000,0,0,0
12535,r408,United States<sup>c</sup> -> Washington -> Hop Commission,United States<sup>c</sup>,Washington,Hop Commission,3,141228,0,141228,36814,0,36814
12535,r409,"United States<sup>c</sup> -> Washington -> Labor and Industries, Department of",United States<sup>c</sup>,Washington,"Labor and Industries, Department of",3,3337518,3337518,0,0,0,0
12535,r410,United States<sup>c</sup> -> Washington -> Mint Commission,United States<sup>c</sup>,Washington,Mint Commission,3,35289,0,35289,0,0,0
12535,r411,"United States<sup>c</sup> -> Washington -> Natural Resources, Department of",United States<sup>c</sup>,Washington,"Natural Resources, Department of",3,11714582,6748718,4965864,0,0,0
12535,r412,United States<sup>c</sup> -> Washington -> Oilseeds Commission,United States<sup>c</sup>,Washington,Oilseeds Commission,3,69887,0,69887,0,0,0
12535,r413,"United States<sup>c</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>c</sup>,Washington,"Pesticide Registration, Commission on",3,427997,0,427997,0,0,0
12535,r414,United States<sup>c</sup> -> Washington -> Potato Commission,United States<sup>c</sup>,Washington,Potato Commission,3,808462,0,808462,0,0,0
12535,r415,United States<sup>c</sup> -> Washington -> Puget Sound Partnership,United States<sup>c</sup>,Washington,Puget Sound Partnership,3,3615000,115000,3500000,0,0,0
12535,r416,United States<sup>c</sup> -> Washington -> Pulse Crops Commission,United States<sup>c</sup>,Washington,Pulse Crops Commission,3,140077,0,140077,0,0,0
12535,r417,United States<sup>c</sup> -> Washington -> Red Raspberry Commission,United States<sup>c</sup>,Washington,Red Raspberry Commission,3,179481,0,179481,0,0,0
12535,r418,"United States<sup>c</sup> -> Washington -> Transportation, Department of",United States<sup>c</sup>,Washington,"Transportation, Department of",3,6136300,1627400,4508900,0,0,0
12535,r419,United States<sup>c</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>c</sup>,Washington,Tree Fruit Research Commission,3,4484773,320387,4164386,0,0,0
12535,r420,United States<sup>c</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>c</sup>,Washington,Turfgrass Seed Commission,3,110619,0,110619,0,0,0
12535,r421,United States<sup>c</sup> -> Washington -> Wine Commission,United States<sup>c</sup>,Washington,Wine Commission,3,451012,0,451012,0,0,0
12535,r422,United States<sup>c</sup> -> West Virginia,United States<sup>c</sup>,West Virginia,,2,8731717,4773515,3958202,0,0,0
12535,r423,"United States<sup>c</sup> -> West Virginia -> Agriculture, Department of",United States<sup>c</sup>,West Virginia,"Agriculture, Department of",3,43500,43500,0,0,0,0
12535,r424,United States<sup>c</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>c</sup>,West Virginia,Geological and Economic Survey,3,2516066,2094323,421743,0,0,0
12535,r425,United States<sup>c</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>c</sup>,West Virginia,Higher Education Policy Commission,3,1832049,196339,1635710,0,0,0
12535,r426,"United States<sup>c</sup> -> West Virginia -> Justice and Community Services, Division of Administrative Services",United States<sup>c</sup>,West Virginia,"Justice and Community Services, Division of Administrative Services",3,105395,105395,0,0,0,0
12535,r427,"United States<sup>c</sup> -> West Virginia -> Natural Resources, Division of",United States<sup>c</sup>,West Virginia,"Natural Resources, Division of",3,2148601,2074488,74113,0,0,0
12535,r428,"United States<sup>c</sup> -> West Virginia -> Transportation, Department of",United States<sup>c</sup>,West Virginia,"Transportation, Department of",3,2086106,259470,1826636,0,0,0
12535,r429,United States<sup>c</sup> -> Wisconsin,United States<sup>c</sup>,Wisconsin,,2,16366530,5377653,10988877,0,0,0
12535,r430,"United States<sup>c</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>c</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,2384761,0,2384761,0,0,0
12535,r431,United States<sup>c</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>c</sup>,Wisconsin,Economic Development Corporation,3,2096000,0,2096000,0,0,0
12535,r432,"United States<sup>c</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>c</sup>,Wisconsin,"Natural Resources, Department of",3,7574828,5100602,2474226,0,0,0
12535,r433,"United States<sup>c</sup> -> Wisconsin -> Transportation, Department of",United States<sup>c</sup>,Wisconsin,"Transportation, Department of",3,4310941,277051,4033890,0,0,0
12535,r434,United States<sup>c</sup> -> Wyoming,United States<sup>c</sup>,Wyoming,,2,9886086,4237727,5648359,0,0,0
12535,r435,"United States<sup>c</sup> -> Wyoming -> Agriculture, Department of",United States<sup>c</sup>,Wyoming,"Agriculture, Department of",3,549736,0,549736,0,0,0
12535,r436,United States<sup>c</sup> -> Wyoming -> Business Council,United States<sup>c</sup>,Wyoming,Business Council,3,2010000,0,2010000,0,0,0
12535,r437,United States<sup>c</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>c</sup>,Wyoming,Enhanced Oil Recovery Institute,3,2049753,476536,1573217,0,0,0
12535,r438,United States<sup>c</sup> -> Wyoming -> Game and Fish Department,United States<sup>c</sup>,Wyoming,Game and Fish Department,3,1991442,1563972,427470,0,0,0
12535,r439,United States<sup>c</sup> -> Wyoming -> State Geological Survey,United States<sup>c</sup>,Wyoming,State Geological Survey,3,2095403,2095403,0,0,0,0
12535,r440,"United States<sup>c</sup> -> Wyoming -> Transportation, Department of",United States<sup>c</sup>,Wyoming,"Transportation, Department of",3,746932,101816,645116,0,0,0
12535,r441,United States<sup>c</sup> -> Wyoming -> Water Development Office,United States<sup>c</sup>,Wyoming,Water Development Office,3,442820,0,442820,0,0,0
12535,r442,Puerto Rico<sup>d</sup>,Puerto Rico<sup>d</sup>,,,1,47543226,30716521,16826705,1947876,1764602,183274
12535,r443,"Puerto Rico<sup>d</sup> -> Business Development Office, Economic Development & Commerce",Puerto Rico<sup>d</sup>,"Business Development Office, Economic Development & Commerce",,2,7190000,0,7190000,0,0,0
12535,r444,Puerto Rico<sup>d</sup> -> Comprehensive Cancer Center,Puerto Rico<sup>d</sup>,Comprehensive Cancer Center,,2,16142829,9702293,6440536,571650,388376,183274
12535,r445,Puerto Rico<sup>d</sup> -> Economic Development & Commerce,Puerto Rico<sup>d</sup>,Economic Development & Commerce,,2,528263,0,528263,0,0,0
12535,r446,"Puerto Rico<sup>d</sup> -> Health, Department of ",Puerto Rico<sup>d</sup>,"Health, Department of ",,2,17000000,17000000,0,0,0,0
12535,r447,Puerto Rico<sup>d</sup> -> Innovation and Technology Services,Puerto Rico<sup>d</sup>,Innovation and Technology Services,,2,3453922,1905123,1548799,0,0,0
12535,r448,Puerto Rico<sup>d</sup> -> Institute of Statistics,Puerto Rico<sup>d</sup>,Institute of Statistics,,2,1615810,1615810,0,0,0,0
12535,r449,"Puerto Rico<sup>d</sup> -> Science, Technology and Research Trust",Puerto Rico<sup>d</sup>,"Science, Technology and Research Trust",,2,1612402,493295,1119107,1376226,1376226,0
