table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_performersa_all,field_r_d_performersa_intramural,field_r_d_performersa_extramural,field_r_d_plantb_all,field_r_d_plantb_intramural,field_r_d_plantb_extramural
12535,r011,"United States<sup>c</sup> -> Alabama -> Transportation, Department of",United States<sup>c</sup>,Alabama,"Transportation, Department of",3,5262021,779896,4482125,0,0,0
12535,r012,United States<sup>c</sup> -> Alaska,United States<sup>c</sup>,Alaska,,2,19451112,14118929,5332183,0,0,0
12535,r013,United States<sup>c</sup> -> Alaska -> Energy Authority,United States<sup>c</sup>,Alaska,Energy Authority,3,242896,0,242896,0,0,0
12535,r014,"United States<sup>c</sup> -> Alaska -> Environmental Conservation, Department of ",United States<sup>c</sup>,Alaska,"Environmental Conservation, Department of ",3,192715,137502,55213,0,0,0
12535,r015,United States<sup>c</sup> -> Alaska -> Housing Finance Corporation,United States<sup>c</sup>,Alaska,Housing Finance Corporation,3,500000,0,500000,0,0,0
12535,r016,"United States<sup>c</sup> -> Alaska -> Natural Resources, Department of; Division of Geological and Geophysical Surveys",United States<sup>c</sup>,Alaska,"Natural Resources, Department of; Division of Geological and Geophysical Surveys",3,12212300,12212300,0,0,0,0
12535,r017,United States<sup>c</sup> -> Alaska -> Railroad Corporation,United States<sup>c</sup>,Alaska,Railroad Corporation,3,3098866,1221457,1877409,0,0,0
12535,r018,United States<sup>c</sup> -> Alaska -> Seafood Marketing Institute,United States<sup>c</sup>,Alaska,Seafood Marketing Institute,3,74015,0,74015,0,0,0
12535,r019,"United States<sup>c</sup> -> Alaska -> Transportation and Public Facilities, Department of",United States<sup>c</sup>,Alaska,"Transportation and Public Facilities, Department of",3,3130320,547670,2582650,0,0,0
12535,r020,United States<sup>c</sup> -> Arizona,United States<sup>c</sup>,Arizona,,2,14011612,2901013,11110599,0,0,0
12535,r021,"United States<sup>c</sup> -> Arizona -> Agriculture, Department of",United States<sup>c</sup>,Arizona,"Agriculture, Department of",3,1943155,0,1943155,0,0,0
12535,r022,United States<sup>c</sup> -> Arizona -> Deaf and Hard of Hearing,United States<sup>c</sup>,Arizona,Deaf and Hard of Hearing,3,115000,0,115000,0,0,0
12535,r023,United States<sup>c</sup> -> Arizona -> Game and Fish Department,United States<sup>c</sup>,Arizona,Game and Fish Department,3,1419872,1299872,120000,0,0,0
12535,r024,"United States<sup>c</sup> -> Arizona -> Health Services, Department of",United States<sup>c</sup>,Arizona,"Health Services, Department of",3,7868651,0,7868651,0,0,0
12535,r025,"United States<sup>c</sup> -> Arizona -> Juvenile Corrections, Department of ",United States<sup>c</sup>,Arizona,"Juvenile Corrections, Department of ",3,600000,600000,0,0,0,0
12535,r026,"United States<sup>c</sup> -> Arizona -> Transportation, Department of",United States<sup>c</sup>,Arizona,"Transportation, Department of",3,2064934,1001141,1063793,0,0,0
12535,r027,United States<sup>c</sup> -> Arkansas,United States<sup>c</sup>,Arkansas,,2,9521076,391998,9129078,0,0,0
12535,r028,United States<sup>c</sup> -> Arkansas -> Beef Council,United States<sup>c</sup>,Arkansas,Beef Council,3,76605,0,76605,0,0,0
12535,r029,United States<sup>c</sup> -> Arkansas -> Corn and Grain Sorghum Promotion Board,United States<sup>c</sup>,Arkansas,Corn and Grain Sorghum Promotion Board,3,965315,0,965315,0,0,0
12535,r030,United States<sup>c</sup> -> Arkansas -> Economic Development Commission,United States<sup>c</sup>,Arkansas,Economic Development Commission,3,605749,0,605749,0,0,0
12535,r031,United States<sup>c</sup> -> Arkansas -> Game and Fish Commission,United States<sup>c</sup>,Arkansas,Game and Fish Commission,3,1966097,248065,1718032,0,0,0
12535,r032,"United States<sup>c</sup> -> Arkansas -> Midwest Dairy Association, Arkansas Division",United States<sup>c</sup>,Arkansas,"Midwest Dairy Association, Arkansas Division",3,7425,0,7425,0,0,0
12535,r033,United States<sup>c</sup> -> Arkansas -> Natural Heritage Commission,United States<sup>c</sup>,Arkansas,Natural Heritage Commission,3,208588,102653,105935,0,0,0
12535,r034,United States<sup>c</sup> -> Arkansas -> Rice Research and Promotion Board,United States<sup>c</sup>,Arkansas,Rice Research and Promotion Board,3,2500050,0,2500050,0,0,0
12535,r035,United States<sup>c</sup> -> Arkansas -> Soybean Promotion Board,United States<sup>c</sup>,Arkansas,Soybean Promotion Board,3,1221170,0,1221170,0,0,0
12535,r036,"United States<sup>c</sup> -> Arkansas -> Transportation, Department of",United States<sup>c</sup>,Arkansas,"Transportation, Department of",3,1936385,41280,1895105,0,0,0
12535,r037,United States<sup>c</sup> -> Arkansas -> Wheat Promotion Board,United States<sup>c</sup>,Arkansas,Wheat Promotion Board,3,33692,0,33692,0,0,0
12535,r038,United States<sup>c</sup> -> California,United States<sup>c</sup>,California,,2,594541351,97801248,496740103,0,0,0
12535,r039,United States<sup>c</sup> -> California -> Air Resources Board,United States<sup>c</sup>,California,Air Resources Board,3,17641553,10629196,7012357,0,0,0
12535,r040,United States<sup>c</sup> -> California -> Coachella Valley Mountains,United States<sup>c</sup>,California,Coachella Valley Mountains,3,215912,0,215912,0,0,0
12535,r041,"United States<sup>c</sup> -> California -> Conservation, Department of",United States<sup>c</sup>,California,"Conservation, Department of",3,1490818,1166321,324497,0,0,0
12535,r042,"United States<sup>c</sup> -> California -> Corrections and Rehabilitation, Department of",United States<sup>c</sup>,California,"Corrections and Rehabilitation, Department of",3,6466366,0,6466366,0,0,0
12535,r043,United States<sup>c</sup> -> California -> Covered California,United States<sup>c</sup>,California,Covered California,3,5765443,0,5765443,0,0,0
12535,r044,United States<sup>c</sup> -> California -> Dairy Council,United States<sup>c</sup>,California,Dairy Council,3,69421,0,69421,0,0,0
12535,r045,United States<sup>c</sup> -> California -> Delta Stewardship Council,United States<sup>c</sup>,California,Delta Stewardship Council,3,5138976,0,5138976,0,0,0
12535,r046,United States<sup>c</sup> -> California -> Emergency Services Governor's Office,United States<sup>c</sup>,California,Emergency Services Governor's Office,3,2020000,120000,1900000,0,0,0
12535,r047,United States<sup>c</sup> -> California -> Energy Commission,United States<sup>c</sup>,California,Energy Commission,3,170673193,36001202,134671991,0,0,0
12535,r048,"United States<sup>c</sup> -> California -> Environmental Health Hazard Assessment, Office of",United States<sup>c</sup>,California,"Environmental Health Hazard Assessment, Office of",3,25263123,18194997,7068126,0,0,0
12535,r049,United States<sup>c</sup> -> California -> First 5 California (Children and Families Commission),United States<sup>c</sup>,California,First 5 California (Children and Families Commission),3,6000000,0,6000000,0,0,0
12535,r050,"United States<sup>c</sup> -> California -> Food and Agriculture, Department of",United States<sup>c</sup>,California,"Food and Agriculture, Department of",3,6187795,0,6187795,0,0,0
12535,r051,"United States<sup>c</sup> -> California -> Forestry and Fire Protection, Department of",United States<sup>c</sup>,California,"Forestry and Fire Protection, Department of",3,16600000,2600000,14000000,0,0,0
12535,r052,United States<sup>c</sup> -> California -> Horse Racing Board,United States<sup>c</sup>,California,Horse Racing Board,3,976291,0,976291,0,0,0
12535,r053,"United States<sup>c</sup> -> California -> Housing and Community Development, Department of",United States<sup>c</sup>,California,"Housing and Community Development, Department of",3,79000,79000,0,0,0,0
12535,r054,United States<sup>c</sup> -> California -> Institute for Regenerative Medicine,United States<sup>c</sup>,California,Institute for Regenerative Medicine,3,152261013,0,152261013,0,0,0
12535,r055,"United States<sup>c</sup> -> California -> Motor Vehicles, Department of",United States<sup>c</sup>,California,"Motor Vehicles, Department of",3,1714131,1696942,17189,0,0,0
12535,r056,"United States<sup>c</sup> -> California -> Parks And Recreation, Department of",United States<sup>c</sup>,California,"Parks And Recreation, Department of",3,3297362,0,3297362,0,0,0
12535,r057,"United States<sup>c</sup> -> California -> Pesticide Regulation, Department of ",United States<sup>c</sup>,California,"Pesticide Regulation, Department of ",3,20772486,13757992,7014494,0,0,0
12535,r058,"United States<sup>c</sup> -> California -> Public Health, Department of",United States<sup>c</sup>,California,"Public Health, Department of",3,8500000,0,8500000,0,0,0
12535,r059,"United States<sup>c</sup> -> California -> Public Utilities Commission, Executive Division",United States<sup>c</sup>,California,"Public Utilities Commission, Executive Division",3,55035940,0,55035940,0,0,0
12535,r060,"United States<sup>c</sup> -> California -> Resources Recycling and Recovery, Department of",United States<sup>c</sup>,California,"Resources Recycling and Recovery, Department of",3,250112,0,250112,0,0,0
12535,r061,United States<sup>c</sup> -> California -> San Diego River Conservancy ,United States<sup>c</sup>,California,San Diego River Conservancy ,3,495155,0,495155,0,0,0
12535,r062,United States<sup>c</sup> -> California -> State Coastal Conservancy,United States<sup>c</sup>,California,State Coastal Conservancy,3,751289,0,751289,0,0,0
12535,r063,United States<sup>c</sup> -> California -> State Water Resources Control Board,United States<sup>c</sup>,California,State Water Resources Control Board,3,24800361,0,24800361,0,0,0
12535,r064,"United States<sup>c</sup> -> California -> Toxic Substances Control, Department of",United States<sup>c</sup>,California,"Toxic Substances Control, Department of",3,221058,221058,0,0,0,0
12535,r065,"United States<sup>c</sup> -> California -> Transportation, Department of",United States<sup>c</sup>,California,"Transportation, Department of",3,49446825,13234540,36212285,0,0,0
12535,r066,"United States<sup>c</sup> -> California -> Water Resources, Department of",United States<sup>c</sup>,California,"Water Resources, Department of",3,12407728,100000,12307728,0,0,0
12535,r067,United States<sup>c</sup> -> Colorado,United States<sup>c</sup>,Colorado,,2,39665229,10548105,29117124,0,0,0
12535,r068,"United States<sup>c</sup> -> Colorado -> Agriculture, Department of",United States<sup>c</sup>,Colorado,"Agriculture, Department of",3,362802,337677,25125,0,0,0
12535,r069,"United States<sup>c</sup> -> Colorado -> Economic Development and International Trade, Office of",United States<sup>c</sup>,Colorado,"Economic Development and International Trade, Office of",3,22767255,0,22767255,0,0,0
12535,r070,United States<sup>c</sup> -> Colorado -> Higher Education Competitive Research Authority,United States<sup>c</sup>,Colorado,Higher Education Competitive Research Authority,3,1843141,0,1843141,0,0,0
12535,r071,"United States<sup>c</sup> -> Colorado -> Natural Resources, Department of",United States<sup>c</sup>,Colorado,"Natural Resources, Department of",3,6892590,6826610,65980,0,0,0
12535,r072,"United States<sup>c</sup> -> Colorado -> Public Health and Environment, Department of",United States<sup>c</sup>,Colorado,"Public Health and Environment, Department of",3,3439025,2642560,796465,0,0,0
12535,r073,"United States<sup>c</sup> -> Colorado -> Transportation, Department of",United States<sup>c</sup>,Colorado,"Transportation, Department of",3,4153335,741258,3412077,0,0,0
12535,r074,United States<sup>c</sup> -> Colorado -> Wine Industry Development Board,United States<sup>c</sup>,Colorado,Wine Industry Development Board,3,207081,0,207081,0,0,0
12535,r075,United States<sup>c</sup> -> Connecticut,United States<sup>c</sup>,Connecticut,,2,55924506,29335244,26589262,0,0,0
12535,r076,United States<sup>c</sup> -> Connecticut -> Agricultural Experiment Station,United States<sup>c</sup>,Connecticut,Agricultural Experiment Station,3,14165952,14165952,0,0,0,0
12535,r077,"United States<sup>c</sup> -> Connecticut -> Energy and Environmental Protection, Department of",United States<sup>c</sup>,Connecticut,"Energy and Environmental Protection, Department of",3,8086000,7188455,897545,0,0,0
12535,r078,United States<sup>c</sup> -> Connecticut -> Innovation Inc.,United States<sup>c</sup>,Connecticut,Innovation Inc.,3,22043617,0,22043617,0,0,0
12535,r079,"United States<sup>c</sup> -> Connecticut -> Mental Health and Addiction Services, Department of",United States<sup>c</sup>,Connecticut,"Mental Health and Addiction Services, Department of",3,7079816,7079816,0,0,0,0
12535,r080,"United States<sup>c</sup> -> Connecticut -> Social Services, Department of",United States<sup>c</sup>,Connecticut,"Social Services, Department of",3,641305,391305,250000,0,0,0
12535,r081,"United States<sup>c</sup> -> Connecticut -> Transportation, Department of",United States<sup>c</sup>,Connecticut,"Transportation, Department of",3,3907816,509716,3398100,0,0,0
12535,r082,United States<sup>c</sup> -> Delaware,United States<sup>c</sup>,Delaware,,2,3584063,1600464,1983599,0,0,0
12535,r083,United States<sup>c</sup> -> Delaware -> Geological Survey,United States<sup>c</sup>,Delaware,Geological Survey,3,1651264,1600464,50800,0,0,0
12535,r084,"United States<sup>c</sup> -> Delaware -> Natural Resources and Environmental Control, Department of",United States<sup>c</sup>,Delaware,"Natural Resources and Environmental Control, Department of",3,488092,0,488092,0,0,0
12535,r085,United States<sup>c</sup> -> Delaware -> Sustainable Energy Utility,United States<sup>c</sup>,Delaware,Sustainable Energy Utility,3,50500,0,50500,0,0,0
12535,r086,"United States<sup>c</sup> -> Delaware -> Transportation, Department of",United States<sup>c</sup>,Delaware,"Transportation, Department of",3,1394207,0,1394207,0,0,0
12535,r087,United States<sup>c</sup> -> District of Columbia,United States<sup>c</sup>,District of Columbia,,2,10563918,7041016,3522902,0,0,0
12535,r088,"United States<sup>c</sup> -> District of Columbia -> Energy and Environment, Department of",United States<sup>c</sup>,District of Columbia,"Energy and Environment, Department of",3,348077,0,348077,0,0,0
12535,r089,"United States<sup>c</sup> -> District of Columbia -> Health, Department of",United States<sup>c</sup>,District of Columbia,"Health, Department of",3,7909103,5929590,1979513,0,0,0
12535,r090,"United States<sup>c</sup> -> District of Columbia -> Transportation, Department of",United States<sup>c</sup>,District of Columbia,"Transportation, Department of",3,806738,111426,695312,0,0,0
12535,r091,United States<sup>c</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>c</sup>,District of Columbia,Water and Sewer Authority,3,1500000,1000000,500000,0,0,0
12535,r092,United States<sup>c</sup> -> Florida,United States<sup>c</sup>,Florida,,2,222882689,53921437,168961252,6717144,6717144,0
12535,r093,"United States<sup>c</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>c</sup>,Florida,"Agriculture and Consumer Services, Department of",3,22629310,1089702,21539608,0,0,0
12535,r094,"United States<sup>c</sup> -> Florida -> Citrus, Department of",United States<sup>c</sup>,Florida,"Citrus, Department of",3,2067852,93920,1973932,0,0,0
12535,r095,"United States<sup>c</sup> -> Florida -> Environmental Protection, Department of",United States<sup>c</sup>,Florida,"Environmental Protection, Department of",3,60125,0,60125,0,0,0
12535,r096,United States<sup>c</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>c</sup>,Florida,Fish and Wildlife Conservation Commission,3,60990297,51516677,9473620,3080144,3080144,0
12535,r097,United States<sup>c</sup> -> Florida -> Gaming Control Commission,United States<sup>c</sup>,Florida,Gaming Control Commission,3,100000,0,100000,0,0,0
12535,r098,"United States<sup>c</sup> -> Florida -> Health, Department of",United States<sup>c</sup>,Florida,"Health, Department of",3,121558745,0,121558745,0,0,0
12535,r099,United States<sup>c</sup> -> Florida -> Space Florida,United States<sup>c</sup>,Florida,Space Florida,3,1110000,0,1110000,0,0,0
12535,r100,"United States<sup>c</sup> -> Florida -> Transportation, Department of",United States<sup>c</sup>,Florida,"Transportation, Department of",3,14366360,1221138,13145222,3637000,3637000,0
12535,r101,United States<sup>c</sup> -> Georgia,United States<sup>c</sup>,Georgia,,2,20739193,2930709,17808484,0,0,0
12535,r102,"United States<sup>c</sup> -> Georgia -> Commodity Commission, Agriculture, Department of",United States<sup>c</sup>,Georgia,"Commodity Commission, Agriculture, Department of",3,2513762,0,2513762,0,0,0
12535,r103,"United States<sup>c</sup> -> Georgia -> Natural Resources, Department of",United States<sup>c</sup>,Georgia,"Natural Resources, Department of",3,2297557,0,2297557,0,0,0
12535,r104,United States<sup>c</sup> -> Georgia -> Southern States Energy Board,United States<sup>c</sup>,Georgia,Southern States Energy Board,3,9213432,2930709,6282723,0,0,0
12535,r105,"United States<sup>c</sup> -> Georgia -> Transportation, Department of",United States<sup>c</sup>,Georgia,"Transportation, Department of",3,6714442,0,6714442,0,0,0
12535,r106,United States<sup>c</sup> -> Hawaii,United States<sup>c</sup>,Hawaii,,2,5280407,628842,4651565,0,0,0
12535,r107,"United States<sup>c</sup> -> Hawaii -> Agriculture, Department of",United States<sup>c</sup>,Hawaii,"Agriculture, Department of",3,652670,198717,453953,0,0,0
12535,r108,"United States<sup>c</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>c</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,2447125,430125,2017000,0,0,0
12535,r109,"United States<sup>c</sup> -> Hawaii -> Land and Natural Resources, Department of",United States<sup>c</sup>,Hawaii,"Land and Natural Resources, Department of",3,445210,0,445210,0,0,0
12535,r110,"United States<sup>c</sup> -> Hawaii -> Transportation, Department of",United States<sup>c</sup>,Hawaii,"Transportation, Department of",3,1735402,0,1735402,0,0,0
12535,r111,United States<sup>c</sup> -> Idaho,United States<sup>c</sup>,Idaho,,2,18670602,7349090,11321512,669265,0,669265
12535,r112,"United States<sup>c</sup> -> Idaho -> Agriculture, Department of",United States<sup>c</sup>,Idaho,"Agriculture, Department of",3,1020066,0,1020066,0,0,0
12535,r113,United States<sup>c</sup> -> Idaho -> Barley Commission,United States<sup>c</sup>,Idaho,Barley Commission,3,254646,0,254646,0,0,0
12535,r114,United States<sup>c</sup> -> Idaho -> Bean Commission,United States<sup>c</sup>,Idaho,Bean Commission,3,33575,0,33575,0,0,0
12535,r115,"United States<sup>c</sup> -> Idaho -> Commerce, Department of ",United States<sup>c</sup>,Idaho,"Commerce, Department of ",3,784945,0,784945,0,0,0
12535,r116,United States<sup>c</sup> -> Idaho -> Dairy West,United States<sup>c</sup>,Idaho,Dairy West,3,2843786,0,2843786,549265,0,549265
12535,r117,"United States<sup>c</sup> -> Idaho -> Fish and Game, Department of",United States<sup>c</sup>,Idaho,"Fish and Game, Department of",3,9232224,7136173,2096051,0,0,0
12535,r118,United States<sup>c</sup> -> Idaho -> Oilseed Commission,United States<sup>c</sup>,Idaho,Oilseed Commission,3,66548,0,66548,0,0,0
12535,r119,United States<sup>c</sup> -> Idaho -> Pea and Lentil Commission,United States<sup>c</sup>,Idaho,Pea and Lentil Commission,3,61179,0,61179,0,0,0
12535,r120,United States<sup>c</sup> -> Idaho -> Potato Commission,United States<sup>c</sup>,Idaho,Potato Commission,3,650880,0,650880,0,0,0
12535,r121,United States<sup>c</sup> -> Idaho -> Transportation Department,United States<sup>c</sup>,Idaho,Transportation Department,3,2832749,212917,2619832,0,0,0
12535,r122,United States<sup>c</sup> -> Idaho -> Wheat Commission,United States<sup>c</sup>,Idaho,Wheat Commission,3,890004,0,890004,120000,0,120000
12535,r123,United States<sup>c</sup> -> Illinois,United States<sup>c</sup>,Illinois,,2,45907372,554067,45353305,670186,335093,335093
12535,r124,"United States<sup>c</sup> -> Illinois -> Children and Family Services, Department of",United States<sup>c</sup>,Illinois,"Children and Family Services, Department of",3,2814959,0,2814959,0,0,0
12535,r125,United States<sup>c</sup> -> Illinois -> Great Lakes - St. Lawrence River Basin,United States<sup>c</sup>,Illinois,Great Lakes - St. Lawrence River Basin,3,100000,0,100000,0,0,0
12535,r126,"United States<sup>c</sup> -> Illinois -> Midwest Dairy Association, Illinois Division",United States<sup>c</sup>,Illinois,"Midwest Dairy Association, Illinois Division",3,15345,0,15345,0,0,0
12535,r127,"United States<sup>c</sup> -> Illinois -> Natural Resources, Department of",United States<sup>c</sup>,Illinois,"Natural Resources, Department of",3,27317164,0,27317164,0,0,0
12535,r128,United States<sup>c</sup> -> Illinois -> Nature Preserves Commission,United States<sup>c</sup>,Illinois,Nature Preserves Commission,3,1065000,0,1065000,0,0,0
12535,r129,United States<sup>c</sup> -> Illinois -> Nutrient Research and Education Council,United States<sup>c</sup>,Illinois,Nutrient Research and Education Council,3,3844915,0,3844915,0,0,0
12535,r130,"United States<sup>c</sup> -> Illinois -> Public Health, Department of",United States<sup>c</sup>,Illinois,"Public Health, Department of",3,516000,0,516000,0,0,0
12535,r131,"United States<sup>c</sup> -> Illinois -> Transportation, Department of",United States<sup>c</sup>,Illinois,"Transportation, Department of",3,10233989,554067,9679922,670186,335093,335093
12535,r132,United States<sup>c</sup> -> Indiana,United States<sup>c</sup>,Indiana,,2,24179311,1902083,22277228,0,0,0
12535,r133,United States<sup>c</sup> -> Indiana -> Economic Development Corporation,United States<sup>c</sup>,Indiana,Economic Development Corporation,3,9961588,0,9961588,0,0,0
12535,r134,"United States<sup>c</sup> -> Indiana -> Natural Resources, Department of",United States<sup>c</sup>,Indiana,"Natural Resources, Department of",3,4366329,1828814,2537515,0,0,0
12535,r135,"United States<sup>c</sup> -> Indiana -> Transportation, Department of",United States<sup>c</sup>,Indiana,"Transportation, Department of",3,9851394,73269,9778125,0,0,0
12535,r136,United States<sup>c</sup> -> Iowa,United States<sup>c</sup>,Iowa,,2,9809708,1366776,8442932,0,0,0
12535,r137,"United States<sup>c</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>c</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,632002,632002,0,0,0,0
12535,r138,"United States<sup>c</sup> -> Iowa -> Midwest Dairy Association, Iowa Division",United States<sup>c</sup>,Iowa,"Midwest Dairy Association, Iowa Division",3,113850,0,113850,0,0,0
12535,r139,"United States<sup>c</sup> -> Iowa -> Natural Resources, Department of",United States<sup>c</sup>,Iowa,"Natural Resources, Department of",3,1945868,734774,1211094,0,0,0
12535,r140,"United States<sup>c</sup> -> Iowa -> Transportation, Department of",United States<sup>c</sup>,Iowa,"Transportation, Department of",3,7117988,0,7117988,0,0,0
12535,r141,United States<sup>c</sup> -> Kansas,United States<sup>c</sup>,Kansas,,2,10364853,2166223,8198630,0,0,0
12535,r142,United States<sup>c</sup> -> Kansas -> Corn Commission,United States<sup>c</sup>,Kansas,Corn Commission,3,375941,0,375941,0,0,0
12535,r143,United States<sup>c</sup> -> Kansas -> Grain Sorghum Commission,United States<sup>c</sup>,Kansas,Grain Sorghum Commission,3,553341,0,553341,0,0,0
12535,r144,"United States<sup>c</sup> -> Kansas -> Midwest Dairy Association, Kansas Division",United States<sup>c</sup>,Kansas,"Midwest Dairy Association, Kansas Division",3,13860,0,13860,0,0,0
12535,r145,United States<sup>c</sup> -> Kansas -> Soybean Commission,United States<sup>c</sup>,Kansas,Soybean Commission,3,1400000,0,1400000,0,0,0
12535,r146,United States<sup>c</sup> -> Kansas -> State Board of Regents,United States<sup>c</sup>,Kansas,State Board of Regents,3,1000314,7049,993265,0,0,0
12535,r147,United States<sup>c</sup> -> Kansas -> Sunflower Commission,United States<sup>c</sup>,Kansas,Sunflower Commission,3,11248,0,11248,0,0,0
12535,r148,"United States<sup>c</sup> -> Kansas -> Transportation, Department of",United States<sup>c</sup>,Kansas,"Transportation, Department of",3,3882450,1290541,2591909,0,0,0
12535,r149,United States<sup>c</sup> -> Kansas -> Water Office,United States<sup>c</sup>,Kansas,Water Office,3,1805720,868633,937087,0,0,0
12535,r150,United States<sup>c</sup> -> Kansas -> Wheat Commission,United States<sup>c</sup>,Kansas,Wheat Commission,3,1321979,0,1321979,0,0,0
12535,r151,United States<sup>c</sup> -> Kentucky,United States<sup>c</sup>,Kentucky,,2,37765916,4842218,32923698,0,0,0
12535,r152,"United States<sup>c</sup> -> Kentucky -> Economic Development, Cabinet for",United States<sup>c</sup>,Kentucky,"Economic Development, Cabinet for",3,3126802,0,3126802,0,0,0
12535,r153,"United States<sup>c</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>c</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,7566970,4794264,2772706,0,0,0
12535,r154,United States<sup>c</sup> -> Kentucky -> Horse Racing Commission,United States<sup>c</sup>,Kentucky,Horse Racing Commission,3,140153,0,140153,0,0,0
12535,r155,"United States<sup>c</sup> -> Kentucky -> Nature Preserves, Office of Kentucky",United States<sup>c</sup>,Kentucky,"Nature Preserves, Office of Kentucky",3,55409,47954,7455,0,0,0
12535,r156,"United States<sup>c</sup> -> Kentucky -> Postsecondary Education, Council on",United States<sup>c</sup>,Kentucky,"Postsecondary Education, Council on",3,11029618,0,11029618,0,0,0
12535,r157,"United States<sup>c</sup> -> Kentucky -> Public Health, Department for ",United States<sup>c</sup>,Kentucky,"Public Health, Department for ",3,7256093,0,7256093,0,0,0
12535,r158,United States<sup>c</sup> -> Kentucky -> Soybean Promotion Board,United States<sup>c</sup>,Kentucky,Soybean Promotion Board,3,502893,0,502893,0,0,0
12535,r159,United States<sup>c</sup> -> Kentucky -> Transportation Cabinet,United States<sup>c</sup>,Kentucky,Transportation Cabinet,3,8087978,0,8087978,0,0,0
12535,r160,United States<sup>c</sup> -> Louisiana,United States<sup>c</sup>,Louisiana,,2,31663714,10567296,21096418,0,0,0
12535,r161,United States<sup>c</sup> -> Louisiana -> Board of Regents,United States<sup>c</sup>,Louisiana,Board of Regents,3,12395006,0,12395006,0,0,0
12535,r162,United States<sup>c</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>c</sup>,Louisiana,Coastal Protection and Restoration Authority,3,3791442,524674,3266768,0,0,0
12535,r163,"United States<sup>c</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>c</sup>,Louisiana,"Transportation and Development, Department of ",3,8500000,4250000,4250000,0,0,0
12535,r164,"United States<sup>c</sup> -> Louisiana -> Wildlife and Fisheries, Department of",United States<sup>c</sup>,Louisiana,"Wildlife and Fisheries, Department of",3,6977266,5792622,1184644,0,0,0
12535,r165,United States<sup>c</sup> -> Maine,United States<sup>c</sup>,Maine,,2,47576007,12319129,35256878,631650,43316,588334
12535,r166,"United States<sup>c</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>c</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1697100,1466400,230700,0,0,0
12535,r167,United States<sup>c</sup> -> Maine -> Aquaculture Innovation Center,United States<sup>c</sup>,Maine,Aquaculture Innovation Center,3,587473,587473,0,0,0,0
