table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_level_6,budget_function_and_agency_hierarchy_depth,field_2017_actual,field_2018_preliminarya,field_2019_proposed,field_2017_18_change_,field_2018_19_change_
1315,r013,"R&D and R&D plant -> Department of Energy, atomic energy defense activities (053)<sup>e</sup>",R&D and R&D plant,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",,,,,2,6460,6454,6889,-0.1,6.7
1315,r014,"R&D and R&D plant -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Defense environmental cleanup",R&D and R&D plant,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Defense environmental cleanup,,,,3,28,28,28,0.0,0.0
1315,r015,"R&D and R&D plant -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Naval reactors development",R&D and R&D plant,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Naval reactors development,,,,3,1420,1410,1789,-0.7,26.9
1315,r016,"R&D and R&D plant -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Nonproliferation",R&D and R&D plant,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Nonproliferation,,,,3,312,316,326,1.3,3.2
1315,r017,"R&D and R&D plant -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Weapons activities",R&D and R&D plant,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Weapons activities,,,,3,4700,4700,4746,0.0,1.0
1315,r018,"R&D and R&D plant -> Department of Justice, Federal Bureau of Investigation (054)",R&D and R&D plant,"Department of Justice, Federal Bureau of Investigation (054)",,,,,2,2,5,5,150.0,0.0
1315,r019,"R&D and R&D plant -> Department of Homeland Security, National Protection and Programs Directorate (054)",R&D and R&D plant,"Department of Homeland Security, National Protection and Programs Directorate (054)",,,,,2,6,6,48,0.0,700.0
1315,r020,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,,2,57055,60775,65329,6.5,7.5
1315,r021,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup>",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",,,,3,50907,54623,59032,7.3,8.1
1315,r022,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup>",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,,,4,47868,52613,56978,9.9,8.3
1315,r023,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Defense agencies",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Defense agencies,,5,14964,16614,17324,11.0,4.3
1315,r024,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Defense agencies -> Defense Advanced Research Projects Agency",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Defense agencies,Defense Advanced Research Projects Agency,6,2888,3170,3439,9.8,8.5
1315,r025,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Defense agencies -> Missile Defense Agency",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Defense agencies,Missile Defense Agency,6,6201,6798,6777,9.6,-0.3
1315,r026,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Defense agencies -> Other defense agencies",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Defense agencies,Other defense agencies,6,5875,6645,7108,13.1,7.0
1315,r027,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Department of the Air Force",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Department of the Air Force,,5,11125,14433,17300,29.7,19.9
1315,r028,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Department of the Army",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Department of the Army,,5,7556,7644,8502,1.2,11.2
1315,r029,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Department of the Navy",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Department of the Navy,,5,14034,13735,13631,-2.1,-0.8
1315,r030,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> R&D within RDT&E accounts<sup>c</sup> -> Operational Test and Evaluation",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",R&D within RDT&E accounts<sup>c</sup>,Operational Test and Evaluation,,5,189,187,221,-0.9,17.9
1315,r031,"R&D and R&D plant -> R&D -> Department of Defense, military (051)<sup>b</sup> -> Other military funding<sup>d</sup>",R&D and R&D plant,R&D,"Department of Defense, military (051)<sup>b</sup>",Other military funding<sup>d</sup>,,,4,3039,2010,2054,-33.9,2.2
1315,r032,"R&D and R&D plant -> R&D -> Department of Energy, atomic energy defense activities (053)<sup>e</sup>",R&D and R&D plant,R&D,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",,,,3,6140,6141,6244,0.0,1.7
1315,r033,"R&D and R&D plant -> R&D -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Defense environmental cleanup",R&D and R&D plant,R&D,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Defense environmental cleanup,,,4,28,28,28,0.0,0.0
1315,r034,"R&D and R&D plant -> R&D -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Naval reactors development",R&D and R&D plant,R&D,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Naval reactors development,,,4,1235,1232,1406,-0.2,14.1
1315,r035,"R&D and R&D plant -> R&D -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Nonproliferation",R&D and R&D plant,R&D,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Nonproliferation,,,4,312,316,325,1.3,2.8
1315,r036,"R&D and R&D plant -> R&D -> Department of Energy, atomic energy defense activities (053)<sup>e</sup> -> Weapons activities",R&D and R&D plant,R&D,"Department of Energy, atomic energy defense activities (053)<sup>e</sup>",Weapons activities,,,4,4565,4565,4485,0.0,-1.8
1315,r037,"R&D and R&D plant -> R&D -> Department of Justice, Federal Bureau of Investigation (054)",R&D and R&D plant,R&D,"Department of Justice, Federal Bureau of Investigation (054)",,,,3,2,5,5,150.0,0.0
1315,r038,"R&D and R&D plant -> R&D -> Department of Homeland Security, National Protection and Programs Directorate (054)",R&D and R&D plant,R&D,"Department of Homeland Security, National Protection and Programs Directorate (054)",,,,3,6,6,48,0.0,700.0
