table_id,row_id,_b_r_d_field_b_full_path,_b_r_d_field_b_level_1,_b_r_d_field_b_level_2,_b_r_d_field_b_level_3,_b_r_d_field_b_level_4,_b_r_d_field_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_imputed_amount,field_total_imputed_amount_as_of_total,field_federally_financed_all_r_d_expenditures,field_federally_financed_imputed_amount,field_federally_financed_imputed_amount_as_of_total
7935,r034,All R&D fields -> All science and engineering -> Engineering -> Civil engineering,All R&D fields,All science and engineering,Engineering,Civil engineering,4,1482377,10734,0.7,664620,642,0.1
7935,r035,"All R&D fields -> All science and engineering -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,All science and engineering,Engineering,"Electrical, electronic, and communications engineering",4,3080363,29234,0.9,2209153,1467,0.1
7935,r036,All R&D fields -> All science and engineering -> Engineering -> Industrial and manufacturing engineering,All R&D fields,All science and engineering,Engineering,Industrial and manufacturing engineering,4,573915,3474,0.6,384142,87,0.0
7935,r037,All R&D fields -> All science and engineering -> Engineering -> Mechanical engineering,All R&D fields,All science and engineering,Engineering,Mechanical engineering,4,1881551,15271,0.8,1274012,1521,0.1
7935,r038,All R&D fields -> All science and engineering -> Engineering -> Metallurgical and materials engineering,All R&D fields,All science and engineering,Engineering,Metallurgical and materials engineering,4,841196,5018,0.6,559447,245,0.0
7935,r039,All R&D fields -> All science and engineering -> Engineering -> Engineering nec,All R&D fields,All science and engineering,Engineering,Engineering nec,4,2397439,15591,0.7,980908,1625,0.2
7935,r040,All R&D fields -> All non-science and engineering,All R&D fields,All non-science and engineering,,,2,5113430,50871,1.0,1364942,3887,0.3
7935,r041,All R&D fields -> All non-science and engineering -> Business management and business administration,All R&D fields,All non-science and engineering,Business management and business administration,,3,934020,4659,0.5,97277,224,0.2
7935,r042,All R&D fields -> All non-science and engineering -> Communication and communications technologies,All R&D fields,All non-science and engineering,Communication and communications technologies,,3,186003,1265,0.7,39337,13,0.0
7935,r043,All R&D fields -> All non-science and engineering -> Education,All R&D fields,All non-science and engineering,Education,,3,1616705,10188,0.6,701430,2466,0.4
7935,r044,All R&D fields -> All non-science and engineering -> Humanities,All R&D fields,All non-science and engineering,Humanities,,3,556694,10884,2.0,56658,251,0.4
7935,r045,All R&D fields -> All non-science and engineering -> Law,All R&D fields,All non-science and engineering,Law,,3,282662,228,0.1,28777,5,0.0
7935,r046,All R&D fields -> All non-science and engineering -> Social work,All R&D fields,All non-science and engineering,Social work,,3,319273,1532,0.5,165278,67,0.0
7935,r047,All R&D fields -> All non-science and engineering -> Visual and performing arts,All R&D fields,All non-science and engineering,Visual and performing arts,,3,179563,1486,0.8,11476,111,1.0
7935,r048,All R&D fields -> All non-science and engineering -> Non-science and engineering nec,All R&D fields,All non-science and engineering,Non-science and engineering nec,,3,1038510,20629,2.0,264709,750,0.3
