table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_obligations_2019,field_obligations_2020_preliminary_,field_outlays_2019,field_outlays_2020_preliminary_
3845,r015,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,1064.2,972.0,967.0,909.0
3845,r016,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7.9,8.2,8.9,9.2
3845,r017,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,95.6,119.8,95.6,119.8
3845,r018,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,59389.2,62766.9,48488.5,54648.4
3845,r019,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,3321.0,3667.2,3253.7,3403.7
3845,r020,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,15269.4,15782.2,12035.5,15134.1
3845,r021,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,10274.8,10754.8,9293.2,10203.4
3845,r022,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,15484.4,16921.3,11029.1,12102.8
3845,r023,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,15039.6,15641.5,12877.0,13804.4
3845,r024,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,235.8,242.2,226.4,203.0
3845,r025,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,16621.9,18539.2,16893.2,20007.0
3845,r026,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,405.0,425.0,247.1,352.1
3845,r027,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,137.7,153.9,144.2,146.8
3845,r028,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,2001.3,2985.2,3189.6,3632.9
3845,r029,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,26.1,11.6,29.3,31.4
3845,r030,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,682.0,709.0,682.0,709.0
3845,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,6077.9,6612.1,5752.5,7748.0
3845,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,3997.8,4649.3,3634.9,5697.7
3845,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1788.6,1648.4,1788.6,1648.4
3845,r034,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,291.5,314.5,329.0,402.0
3845,r035,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,606.4,675.6,1109.5,657.3
3845,r036,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,51.9,43.9,36.3,67.4
3845,r037,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,6633.6,6923.0,5702.7,6662.1
3845,r038,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,39434.2,41826.7,35426.7,37827.0
3845,r039,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,2.3,1.6,2.4,1.6
3845,r040,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,83.1,90.2,83.1,90.2
3845,r041,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,338.0,308.1,338.0,338.0
3845,r042,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,7.0,7.0,7.0,7.0
3845,r043,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,736.2,747.0,280.8,16.9
3845,r044,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,419.4,405.2,187.2,181.6
3845,r045,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,133.5,136.0,5.8,5.8
3845,r046,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,519.1,530.0,469.7,480.5
3845,r047,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,32.6,31.5,26.6,19.4
3845,r048,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,37146.0,39553.0,34009.0,36669.0
3845,r049,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,17.0,17.0,17.0,17.0
3845,r050,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,17.0,17.0,17.0,17.0
3845,r051,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,648.5,507.7,1069.5,983.5
3845,r052,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,81.4,41.4,81.4,47.7
3845,r053,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,13.1,14.4,13.1,14.4
3845,r054,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,510.5,422.0,929.0,885.0
3845,r055,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,20.6,22.9,20.6,22.9
3845,r056,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,20.8,4.9,23.4,1.2
3845,r057,All agencies -> Departments -> Department of Homeland Security -> U.S. Secret Service,All agencies,Departments,Department of Homeland Security,U.S. Secret Service,,4,1.9,2.1,1.9,12.2
3845,r058,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,61.0,88.6,63.0,64.0
3845,r059,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,831.5,891.1,804.4,843.7
3845,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,5.0,5.0,5.0,5.0
3845,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,20.8,20.8,20.8,20.8
3845,r062,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,85.5,96.9,73.3,69.6
3845,r063,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,24.3,37.5,24.3,37.5
3845,r064,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,12.6,22.7,15.0,18.5
3845,r065,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,10.1,10.2,0.9,0.9
3845,r066,All agencies -> Departments -> Department of the Interior -> Office of Surface Mining Reclamation and Enforcement,All agencies,Departments,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,,4,0.3,0.5,1.0,0.8
3845,r067,All agencies -> Departments -> Department of the Interior -> U.S. Fish and Wildlife Service,All agencies,Departments,Department of the Interior,U.S. Fish and Wildlife Service,,4,32.7,32.7,24.0,25.8
3845,r068,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,640.2,664.8,640.2,664.8
3845,r069,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,121.2,107.0,19.6,19.1
3845,r070,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,6.6,7.0,6.6,7.0
3845,r071,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,1.0,1.0,1.0,1.0
3845,r072,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,113.6,99.0,12.0,11.0
3845,r073,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4.4,4.7,2.8,2.8
3845,r074,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2.6,2.9,1.1,1.1
3845,r075,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,1.7,1.8,1.7,1.8
3845,r076,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,62.2,62.3,62.2,62.3
3845,r077,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,1051.7,1384.6,706.6,747.1
3845,r078,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,424.3,739.8,247.0,261.0
3845,r079,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,451.6,417.7,287.1,261.8
3845,r080,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,7.8,11.1,7.1,9.1
3845,r081,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,41.4,40.0,35.1,55.0
3845,r082,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,2.8,20.0,39.7,35.0
3845,r083,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,76.3,74.2,64.0,57.0
3845,r084,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,19.8,27.0,8.5,22.2
3845,r085,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,27.8,54.8,18.0,45.9
3845,r086,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,61.3,61.8,48.8,48.9
3845,r087,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,58.8,61.4,46.4,48.5
3845,r088,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,2.5,0.4,2.5,0.4
3845,r089,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1507.9,1602.7,685.0,757.0
3845,r090,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,
3845,r091,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,6.4,7.7,6.4,7.7
3845,r092,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,220.6,220.6,220.6,220.6
3845,r093,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,0.9,0.0,0.6,0.5
3845,r094,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,0.9,0.2,0.9,0.2
3845,r095,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,490.0,493.0,490.0,493.0
3845,r096,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,2.0,1.8,2.0,1.8
3845,r097,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,6.0,7.3,6.0,7.3
3845,r098,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,1.9,2.7,1.9,2.7
3845,r099,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,13616.4,13486.8,13338.2,13011.4
3845,r100,All agencies -> Other agencies -> National Archives and Records Administration,All agencies,Other agencies,National Archives and Records Administration,,,3,0.5,0.0,0.5,0.0
3845,r101,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,6648.3,6710.8,5741.0,5944.0
3845,r102,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,74.9,65.3,74.9,65.3
3845,r103,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,578.4,540.7,578.5,540.7
3845,r104,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,269.0,274.0,269.0,274.0
3845,r105,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,146.2,131.8,146.2,131.8
3845,r106,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,9.7,8.2,9.7,8.2
3845,r107,All agencies -> Other agencies -> U.S. Agency for Global Media,All agencies,Other agencies,U.S. Agency for Global Media,,,3,6.1,6.2,6.1,6.2
3845,r108,All agencies -> Other agencies -> U.S. Postal Service,All agencies,Other agencies,U.S. Postal Service,,,3,26.7,26.6,26.7,26.6
