table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
10397,r854,All states and outlying areas -> Pennsylvania -> Montgomery County Community C.,All states and outlying areas,Pennsylvania,Montgomery County Community C.,3,573,115,0,0,459,0
10397,r855,All states and outlying areas -> Pennsylvania -> Moravian C.,All states and outlying areas,Pennsylvania,Moravian C.,3,131,131,0,0,0,0
10397,r856,All states and outlying areas -> Pennsylvania -> Pennsylvania State U.,All states and outlying areas,Pennsylvania,Pennsylvania State U.,3,549070,508209,1232,0,16820,22808
10397,r857,All states and outlying areas -> Pennsylvania -> Pittsburgh Technical C.,All states and outlying areas,Pennsylvania,Pittsburgh Technical C.,3,1008,234,0,0,774,0
10397,r858,All states and outlying areas -> Pennsylvania -> Point Park U.,All states and outlying areas,Pennsylvania,Point Park U.,3,282,259,0,0,23,0
10397,r859,All states and outlying areas -> Pennsylvania -> Saint Joseph's U.,All states and outlying areas,Pennsylvania,Saint Joseph's U.,3,559,436,0,0,123,0
10397,r860,All states and outlying areas -> Pennsylvania -> Salus U.,All states and outlying areas,Pennsylvania,Salus U.,3,384,384,0,0,0,0
10397,r861,All states and outlying areas -> Pennsylvania -> Swarthmore C.,All states and outlying areas,Pennsylvania,Swarthmore C.,3,1855,1855,0,0,0,0
10397,r862,All states and outlying areas -> Pennsylvania -> Temple U.,All states and outlying areas,Pennsylvania,Temple U.,3,115236,106541,0,0,4002,4693
10397,r863,All states and outlying areas -> Pennsylvania -> Thomas Jefferson U.,All states and outlying areas,Pennsylvania,Thomas Jefferson U.,3,94870,84012,0,0,3076,7782
10397,r864,All states and outlying areas -> Pennsylvania -> U. Pennsylvania,All states and outlying areas,Pennsylvania,U. Pennsylvania,3,734635,681663,1859,0,34444,16669
10397,r865,All states and outlying areas -> Pennsylvania -> U. Pittsburgh,All states and outlying areas,Pennsylvania,U. Pittsburgh,3,746051,679319,4518,0,28703,33511
10397,r866,"All states and outlying areas -> Pennsylvania -> U. Sciences, Philadelphia",All states and outlying areas,Pennsylvania,"U. Sciences, Philadelphia",3,363,317,0,0,46,0
10397,r867,All states and outlying areas -> Pennsylvania -> U. Scranton,All states and outlying areas,Pennsylvania,U. Scranton,3,1017,654,363,0,0,0
10397,r868,All states and outlying areas -> Pennsylvania -> Ursinus C.,All states and outlying areas,Pennsylvania,Ursinus C.,3,614,614,0,0,0,0
10397,r869,All states and outlying areas -> Pennsylvania -> Villanova U.,All states and outlying areas,Pennsylvania,Villanova U.,3,5506,4739,41,0,726,0
10397,r870,All states and outlying areas -> Pennsylvania -> Waynesburg U.,All states and outlying areas,Pennsylvania,Waynesburg U.,3,225,225,0,0,0,0
10397,r871,All states and outlying areas -> Pennsylvania -> West Chester U. Pennsylvania,All states and outlying areas,Pennsylvania,West Chester U. Pennsylvania,3,2448,1218,0,0,1230,0
10397,r872,"All states and outlying areas -> Pennsylvania -> Widener U., Chester",All states and outlying areas,Pennsylvania,"Widener U., Chester",3,774,521,0,0,253,0
10397,r873,All states and outlying areas -> Pennsylvania -> Wilkes U.,All states and outlying areas,Pennsylvania,Wilkes U.,3,508,508,0,0,0,0
10397,r874,"All states and outlying areas -> Pennsylvania -> Wilson C., Chambersburg",All states and outlying areas,Pennsylvania,"Wilson C., Chambersburg",3,50,50,0,0,0,0
10397,r875,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,,2,286811,271976,290,0,10569,3977
10397,r876,All states and outlying areas -> Rhode Island -> Brown U.,All states and outlying areas,Rhode Island,Brown U.,3,204619,197987,290,0,6246,97
10397,r877,All states and outlying areas -> Rhode Island -> Bryant U.,All states and outlying areas,Rhode Island,Bryant U.,3,162,162,0,0,0,0
10397,r878,"All states and outlying areas -> Rhode Island -> Johnson and Wales U., Providence",All states and outlying areas,Rhode Island,"Johnson and Wales U., Providence",3,591,424,0,0,112,56
10397,r879,All states and outlying areas -> Rhode Island -> Naval War C.,All states and outlying areas,Rhode Island,Naval War C.,3,5372,5372,0,0,0,0
10397,r880,All states and outlying areas -> Rhode Island -> Providence C.,All states and outlying areas,Rhode Island,Providence C.,3,675,675,0,0,0,0
10397,r881,All states and outlying areas -> Rhode Island -> Rhode Island C.,All states and outlying areas,Rhode Island,Rhode Island C.,3,1104,392,0,0,713,0
10397,r882,All states and outlying areas -> Rhode Island -> Roger Williams U.,All states and outlying areas,Rhode Island,Roger Williams U.,3,302,302,0,0,0,0
10397,r883,All states and outlying areas -> Rhode Island -> U. Rhode Island,All states and outlying areas,Rhode Island,U. Rhode Island,3,73984,66662,0,0,3498,3824
10397,r884,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,,2,341660,309583,0,0,14569,17508
10397,r885,All states and outlying areas -> South Carolina -> Benedict C.,All states and outlying areas,South Carolina,Benedict C.,3,846,597,0,0,0,249
10397,r886,All states and outlying areas -> South Carolina -> C. Charleston,All states and outlying areas,South Carolina,C. Charleston,3,767,743,0,0,24,0
10397,r887,All states and outlying areas -> South Carolina -> Citadel Military C. South Carolina,All states and outlying areas,South Carolina,Citadel Military C. South Carolina,3,133,133,0,0,0,0
10397,r888,All states and outlying areas -> South Carolina -> Claflin U.,All states and outlying areas,South Carolina,Claflin U.,3,807,629,0,0,178,0
10397,r889,All states and outlying areas -> South Carolina -> Clemson U.,All states and outlying areas,South Carolina,Clemson U.,3,84011,72009,0,0,2225,9777
10397,r890,All states and outlying areas -> South Carolina -> Clinton C.,All states and outlying areas,South Carolina,Clinton C.,3,199,40,0,0,159,0
10397,r891,All states and outlying areas -> South Carolina -> Coker C.,All states and outlying areas,South Carolina,Coker C.,3,1350,337,0,0,1012,0
10397,r892,All states and outlying areas -> South Carolina -> Francis Marion U.,All states and outlying areas,South Carolina,Francis Marion U.,3,102,102,0,0,0,0
10397,r893,All states and outlying areas -> South Carolina -> Furman U.,All states and outlying areas,South Carolina,Furman U.,3,348,348,0,0,0,0
10397,r894,All states and outlying areas -> South Carolina -> Medical U. South Carolina,All states and outlying areas,South Carolina,Medical U. South Carolina,3,141894,132997,0,0,5624,3273
10397,r895,All states and outlying areas -> South Carolina -> Presbyterian C.,All states and outlying areas,South Carolina,Presbyterian C.,3,226,226,0,0,0,0
10397,r896,All states and outlying areas -> South Carolina -> South Carolina Sea Grant Consortium,All states and outlying areas,South Carolina,South Carolina Sea Grant Consortium,3,1146,1146,0,0,0,0
10397,r897,All states and outlying areas -> South Carolina -> South Carolina State U.,All states and outlying areas,South Carolina,South Carolina State U.,3,10252,4556,0,0,2055,3640
10397,r898,All states and outlying areas -> South Carolina -> South Carolina Universities Research and Education Foundation,All states and outlying areas,South Carolina,South Carolina Universities Research and Education Foundation,3,1427,0,0,0,1427,0
10397,r899,All states and outlying areas -> South Carolina -> Spartanburg Community C.,All states and outlying areas,South Carolina,Spartanburg Community C.,3,593,119,0,0,474,0
10397,r900,All states and outlying areas -> South Carolina -> U. South Carolina,All states and outlying areas,South Carolina,U. South Carolina,3,93362,91472,0,0,1321,569
10397,r901,All states and outlying areas -> South Carolina -> Voorhees C.,All states and outlying areas,South Carolina,Voorhees C.,3,3940,3940,0,0,0,0
10397,r902,All states and outlying areas -> South Carolina -> Winthrop U.,All states and outlying areas,South Carolina,Winthrop U.,3,70,1,0,0,69,0
10397,r903,All states and outlying areas -> South Carolina -> Wofford C.,All states and outlying areas,South Carolina,Wofford C.,3,189,189,0,0,0,0
10397,r904,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,,2,47147,33993,525,0,5049,7580
10397,r905,"All states and outlying areas -> South Dakota -> Augustana U., Sioux Falls",All states and outlying areas,South Dakota,"Augustana U., Sioux Falls",3,124,124,0,0,0,0
10397,r906,All states and outlying areas -> South Dakota -> Black Hills State U.,All states and outlying areas,South Dakota,Black Hills State U.,3,90,90,0,0,0,0
10397,r907,All states and outlying areas -> South Dakota -> Dakota State U.,All states and outlying areas,South Dakota,Dakota State U.,3,1119,224,0,0,895,0
10397,r908,All states and outlying areas -> South Dakota -> Oglala Lakota C.,All states and outlying areas,South Dakota,Oglala Lakota C.,3,369,19,0,0,109,240
10397,r909,All states and outlying areas -> South Dakota -> Sinte Gleska U.,All states and outlying areas,South Dakota,Sinte Gleska U.,3,369,60,0,0,152,157
10397,r910,All states and outlying areas -> South Dakota -> Sisseton Wahpeton C.,All states and outlying areas,South Dakota,Sisseton Wahpeton C.,3,200,0,0,0,200,0
10397,r911,All states and outlying areas -> South Dakota -> South Dakota Board of Regents,All states and outlying areas,South Dakota,South Dakota Board of Regents,3,4155,4155,0,0,0,0
10397,r912,All states and outlying areas -> South Dakota -> South Dakota School of Mines & Technology,All states and outlying areas,South Dakota,South Dakota School of Mines & Technology,3,6652,4981,0,0,1013,658
10397,r913,All states and outlying areas -> South Dakota -> South Dakota State U.,All states and outlying areas,South Dakota,South Dakota State U.,3,22955,14256,243,0,1930,6526
10397,r914,"All states and outlying areas -> South Dakota -> U. South Dakota, The",All states and outlying areas,South Dakota,"U. South Dakota, The",3,11116,10084,282,0,750,0
10397,r915,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,,2,776000,692690,9052,0,50071,24188
10397,r916,All states and outlying areas -> Tennessee -> Austin Peay State U.,All states and outlying areas,Tennessee,Austin Peay State U.,3,300,150,0,0,150,0
10397,r917,All states and outlying areas -> Tennessee -> Christian Brothers U.,All states and outlying areas,Tennessee,Christian Brothers U.,3,375,1,0,0,373,0
10397,r918,All states and outlying areas -> Tennessee -> East Tennessee State U.,All states and outlying areas,Tennessee,East Tennessee State U.,3,8714,8674,0,0,40,0
10397,r919,All states and outlying areas -> Tennessee -> Fisk U.,All states and outlying areas,Tennessee,Fisk U.,3,2477,1488,0,0,989,0
10397,r920,All states and outlying areas -> Tennessee -> Lane C.,All states and outlying areas,Tennessee,Lane C.,3,336,67,0,0,269,0
10397,r921,All states and outlying areas -> Tennessee -> Lincoln Memorial U.,All states and outlying areas,Tennessee,Lincoln Memorial U.,3,789,5,0,0,784,0
10397,r922,All states and outlying areas -> Tennessee -> Maryville C.,All states and outlying areas,Tennessee,Maryville C.,3,75,2,0,0,74,0
10397,r923,All states and outlying areas -> Tennessee -> Meharry Medical C.,All states and outlying areas,Tennessee,Meharry Medical C.,3,19916,11094,671,0,8150,0
10397,r924,All states and outlying areas -> Tennessee -> Middle Tennessee State U.,All states and outlying areas,Tennessee,Middle Tennessee State U.,3,4772,2753,0,0,1513,505
10397,r925,All states and outlying areas -> Tennessee -> Northeast State Community C.,All states and outlying areas,Tennessee,Northeast State Community C.,3,91,91,0,0,0,0
10397,r926,All states and outlying areas -> Tennessee -> Oak Ridge Associated Universities,All states and outlying areas,Tennessee,Oak Ridge Associated Universities,3,2006,2002,4,0,0,0
10397,r927,"All states and outlying areas -> Tennessee -> Rhodes C., Memphis",All states and outlying areas,Tennessee,"Rhodes C., Memphis",3,384,27,358,0,0,0
10397,r928,All states and outlying areas -> Tennessee -> St. Jude Children's Research Hospital Graduate School of Biomedical Sciences,All states and outlying areas,Tennessee,St. Jude Children's Research Hospital Graduate School of Biomedical Sciences,3,375,0,0,0,375,0
10397,r929,All states and outlying areas -> Tennessee -> Tennessee State U.,All states and outlying areas,Tennessee,Tennessee State U.,3,21868,12893,0,0,3604,5371
10397,r930,All states and outlying areas -> Tennessee -> Tennessee Technological U.,All states and outlying areas,Tennessee,Tennessee Technological U.,3,6287,4717,0,0,1570,0
10397,r931,"All states and outlying areas -> Tennessee -> U. Memphis, The",All states and outlying areas,Tennessee,"U. Memphis, The",3,11798,8746,0,0,2700,352
10397,r932,"All states and outlying areas -> Tennessee -> U. Tennessee, System Office",All states and outlying areas,Tennessee,"U. Tennessee, System Office",3,24007,22359,692,0,659,296
10397,r933,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Chattanooga",All states and outlying areas,Tennessee,"U. Tennessee, The, Chattanooga",3,3484,2705,0,0,457,323
10397,r934,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Health Science Center",All states and outlying areas,Tennessee,"U. Tennessee, The, Health Science Center",3,57331,50833,6327,0,170,0
10397,r935,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Knoxville",All states and outlying areas,Tennessee,"U. Tennessee, The, Knoxville",3,60170,48980,0,0,5748,5442
10397,r936,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Knoxville, Institute of Agriculture",All states and outlying areas,Tennessee,"U. Tennessee, The, Knoxville, Institute of Agriculture",3,7180,7180,0,0,0,0
10397,r937,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Martin",All states and outlying areas,Tennessee,"U. Tennessee, The, Martin",3,912,116,0,0,796,0
10397,r938,All states and outlying areas -> Tennessee -> Vanderbilt U.,All states and outlying areas,Tennessee,Vanderbilt U.,3,542355,507806,1000,0,21650,11898
10397,r939,All states and outlying areas -> Texas,All states and outlying areas,Texas,,2,2631526,2378815,20592,1763,93957,136399
10397,r940,All states and outlying areas -> Texas -> Abilene Christian U.,All states and outlying areas,Texas,Abilene Christian U.,3,429,429,0,0,0,0
10397,r941,All states and outlying areas -> Texas -> Alamo Colleges District,All states and outlying areas,Texas,Alamo Colleges District,3,975,339,0,0,636,0
10397,r942,All states and outlying areas -> Texas -> Angelo State U.,All states and outlying areas,Texas,Angelo State U.,3,305,289,0,0,16,0
10397,r943,All states and outlying areas -> Texas -> Austin C.,All states and outlying areas,Texas,Austin C.,3,222,4,0,0,218,0
10397,r944,All states and outlying areas -> Texas -> Austin Community C. District,All states and outlying areas,Texas,Austin Community C. District,3,386,77,0,0,309,0
10397,r945,All states and outlying areas -> Texas -> Baylor C. Medicine,All states and outlying areas,Texas,Baylor C. Medicine,3,419916,394891,0,0,7484,17541
10397,r946,All states and outlying areas -> Texas -> Baylor U.,All states and outlying areas,Texas,Baylor U.,3,11486,10863,0,0,623,0
10397,r947,All states and outlying areas -> Texas -> Del Mar C.,All states and outlying areas,Texas,Del Mar C.,3,20,0,0,0,19,0
10397,r948,All states and outlying areas -> Texas -> El Paso Community C.,All states and outlying areas,Texas,El Paso Community C.,3,324,324,0,0,0,0
10397,r949,All states and outlying areas -> Texas -> Galveston C.,All states and outlying areas,Texas,Galveston C.,3,1659,1527,0,0,133,0
10397,r950,All states and outlying areas -> Texas -> Hardin-Simmons U.,All states and outlying areas,Texas,Hardin-Simmons U.,3,283,283,0,0,0,0
10397,r951,All states and outlying areas -> Texas -> Houston Baptist U.,All states and outlying areas,Texas,Houston Baptist U.,3,132,12,0,0,120,0
10397,r952,All states and outlying areas -> Texas -> Huston-Tillotson U.,All states and outlying areas,Texas,Huston-Tillotson U.,3,299,239,0,0,60,0
10397,r953,All states and outlying areas -> Texas -> Lamar U.,All states and outlying areas,Texas,Lamar U.,3,369,346,0,0,24,0
10397,r954,All states and outlying areas -> Texas -> Midwestern State U.,All states and outlying areas,Texas,Midwestern State U.,3,865,189,0,0,676,0
10397,r955,All states and outlying areas -> Texas -> Our Lady of the Lake U.,All states and outlying areas,Texas,Our Lady of the Lake U.,3,650,163,0,0,488,0
10397,r956,All states and outlying areas -> Texas -> Prairie View A&M U.,All states and outlying areas,Texas,Prairie View A&M U.,3,24240,13611,0,0,3457,7172
10397,r957,All states and outlying areas -> Texas -> Rice U.,All states and outlying areas,Texas,Rice U.,3,81949,76381,1043,0,3225,1299
10397,r958,All states and outlying areas -> Texas -> Sam Houston State U.,All states and outlying areas,Texas,Sam Houston State U.,3,1609,1609,0,0,0,0
10397,r959,All states and outlying areas -> Texas -> San Jacinto Community C. District,All states and outlying areas,Texas,San Jacinto Community C. District,3,1513,916,0,0,597,0
10397,r960,All states and outlying areas -> Texas -> South Plains C.,All states and outlying areas,Texas,South Plains C.,3,198,182,0,0,16,0
10397,r961,All states and outlying areas -> Texas -> Southern Methodist U.,All states and outlying areas,Texas,Southern Methodist U.,3,13358,13128,205,0,0,25
10397,r962,All states and outlying areas -> Texas -> St. Edward's U.,All states and outlying areas,Texas,St. Edward's U.,3,154,154,0,0,0,0
10397,r963,"All states and outlying areas -> Texas -> St. Mary's U., San Antonio",All states and outlying areas,Texas,"St. Mary's U., San Antonio",3,1743,1117,0,0,626,0
10397,r964,All states and outlying areas -> Texas -> Stephen F. Austin State U.,All states and outlying areas,Texas,Stephen F. Austin State U.,3,1650,521,0,0,1129,0
10397,r965,All states and outlying areas -> Texas -> Sul Ross State U.,All states and outlying areas,Texas,Sul Ross State U.,3,1128,23,0,0,1106,0
10397,r966,All states and outlying areas -> Texas -> Tarleton State U.,All states and outlying areas,Texas,Tarleton State U.,3,1050,465,0,0,285,300
10397,r967,All states and outlying areas -> Texas -> Texas A&M International U.,All states and outlying areas,Texas,Texas A&M International U.,3,1034,743,0,0,291,0
10397,r968,"All states and outlying areas -> Texas -> Texas A&M U., College Station",All states and outlying areas,Texas,"Texas A&M U., College Station",3,321733,299165,153,1000,8947,12468
10397,r969,"All states and outlying areas -> Texas -> Texas A&M U., San Antonio",All states and outlying areas,Texas,"Texas A&M U., San Antonio",3,1224,721,0,0,503,0
10397,r970,"All states and outlying areas -> Texas -> Texas A&M U., System Office",All states and outlying areas,Texas,"Texas A&M U., System Office",3,20199,18120,0,0,0,2078
10397,r971,All states and outlying areas -> Texas -> Texas A&M U.-Commerce,All states and outlying areas,Texas,Texas A&M U.-Commerce,3,1178,755,0,0,423,0
10397,r972,All states and outlying areas -> Texas -> Texas A&M U.-Corpus Christi,All states and outlying areas,Texas,Texas A&M U.-Corpus Christi,3,9461,6807,331,0,2323,0
10397,r973,All states and outlying areas -> Texas -> Texas A&M U.-Kingsville,All states and outlying areas,Texas,Texas A&M U.-Kingsville,3,5609,3449,0,0,1795,365
10397,r974,All states and outlying areas -> Texas -> Texas C.,All states and outlying areas,Texas,Texas C.,3,448,448,0,0,0,0
10397,r975,All states and outlying areas -> Texas -> Texas Christian U.,All states and outlying areas,Texas,Texas Christian U.,3,4139,4139,0,0,0,0
10397,r976,All states and outlying areas -> Texas -> Texas Southern U.,All states and outlying areas,Texas,Texas Southern U.,3,5635,3230,0,0,2405,0
10397,r977,All states and outlying areas -> Texas -> Texas State U.,All states and outlying areas,Texas,Texas State U.,3,11682,9723,420,0,1408,131
10397,r978,All states and outlying areas -> Texas -> Texas Tech U.,All states and outlying areas,Texas,Texas Tech U.,3,30009,28972,0,0,1037,0
10397,r979,"All states and outlying areas -> Texas -> Texas Tech U. Health Sciences Center, El Paso",All states and outlying areas,Texas,"Texas Tech U. Health Sciences Center, El Paso",3,1273,1273,0,0,0,0
10397,r980,"All states and outlying areas -> Texas -> Texas Tech U., System Administration",All states and outlying areas,Texas,"Texas Tech U., System Administration",3,13753,11856,0,0,1575,322
10397,r981,All states and outlying areas -> Texas -> Texas Woman's U.,All states and outlying areas,Texas,Texas Woman's U.,3,2385,1210,0,0,1175,0
10397,r982,All states and outlying areas -> Texas -> Trinity U.,All states and outlying areas,Texas,Trinity U.,3,1358,1358,0,0,0,0
10397,r983,All states and outlying areas -> Texas -> U. Houston,All states and outlying areas,Texas,U. Houston,3,46448,45939,0,0,509,0
10397,r984,"All states and outlying areas -> Texas -> U. Houston, System Administration",All states and outlying areas,Texas,"U. Houston, System Administration",3,31620,28112,0,0,1937,1571
10397,r985,All states and outlying areas -> Texas -> U. Houston-Clear Lake,All states and outlying areas,Texas,U. Houston-Clear Lake,3,5,5,0,0,0,0
10397,r986,All states and outlying areas -> Texas -> U. Houston-Downtown,All states and outlying areas,Texas,U. Houston-Downtown,3,248,0,0,0,0,248
10397,r987,All states and outlying areas -> Texas -> U. Incarnate Word,All states and outlying areas,Texas,U. Incarnate Word,3,1547,879,0,0,669,0
10397,r988,"All states and outlying areas -> Texas -> U. North Texas, Denton",All states and outlying areas,Texas,"U. North Texas, Denton",3,98646,93796,686,0,2164,2000
10397,r989,"All states and outlying areas -> Texas -> U. St. Thomas, Houston",All states and outlying areas,Texas,"U. St. Thomas, Houston",3,952,702,0,0,0,250
10397,r990,"All states and outlying areas -> Texas -> U. Texas Health Science Center, The, Houston",All states and outlying areas,Texas,"U. Texas Health Science Center, The, Houston",3,161661,146302,0,0,3150,12209
10397,r991,"All states and outlying areas -> Texas -> U. Texas Health Science Center, The, San Antonio",All states and outlying areas,Texas,"U. Texas Health Science Center, The, San Antonio",3,138088,109918,0,0,5942,22228
10397,r992,"All states and outlying areas -> Texas -> U. Texas Health Science Center, The, Tyler",All states and outlying areas,Texas,"U. Texas Health Science Center, The, Tyler",3,7536,7291,0,0,0,244
10397,r993,"All states and outlying areas -> Texas -> U. Texas M. D. Anderson Cancer Center, The",All states and outlying areas,Texas,"U. Texas M. D. Anderson Cancer Center, The",3,210727,187597,0,0,2705,20425
10397,r994,"All states and outlying areas -> Texas -> U. Texas Medical Branch at Galveston, The",All states and outlying areas,Texas,"U. Texas Medical Branch at Galveston, The",3,102749,98980,0,0,2701,1068
10397,r995,All states and outlying areas -> Texas -> U. Texas of the Permian Basin,All states and outlying areas,Texas,U. Texas of the Permian Basin,3,1026,776,0,0,0,250
10397,r996,"All states and outlying areas -> Texas -> U. Texas Rio Grande Valley, The",All states and outlying areas,Texas,"U. Texas Rio Grande Valley, The",3,19606,14559,0,0,4802,244
10397,r997,"All states and outlying areas -> Texas -> U. Texas Southwestern Medical Center, The",All states and outlying areas,Texas,"U. Texas Southwestern Medical Center, The",3,278232,253373,0,0,4622,20237
10397,r998,"All states and outlying areas -> Texas -> U. Texas, System Administration",All states and outlying areas,Texas,"U. Texas, System Administration",3,16135,15372,0,763,0,0
10397,r999,"All states and outlying areas -> Texas -> U. Texas, The, Arlington",All states and outlying areas,Texas,"U. Texas, The, Arlington",3,40227,30272,0,0,1359,8596
10397,r1000,"All states and outlying areas -> Texas -> U. Texas, The, Austin",All states and outlying areas,Texas,"U. Texas, The, Austin",3,354482,330082,11759,0,11119,1522
10397,r1001,"All states and outlying areas -> Texas -> U. Texas, The, Dallas",All states and outlying areas,Texas,"U. Texas, The, Dallas",3,47484,44255,0,0,1350,1879
10397,r1002,"All states and outlying areas -> Texas -> U. Texas, The, El Paso",All states and outlying areas,Texas,"U. Texas, The, El Paso",3,43907,31791,5478,0,5149,1490
10397,r1003,"All states and outlying areas -> Texas -> U. Texas, The, San Antonio",All states and outlying areas,Texas,"U. Texas, The, San Antonio",3,30701,27883,404,0,2178,236
10397,r1004,"All states and outlying areas -> Texas -> U. Texas, The, Tyler",All states and outlying areas,Texas,"U. Texas, The, Tyler",3,1218,630,113,0,475,0
10397,r1005,All states and outlying areas -> Texas -> West Texas A&M U.,All states and outlying areas,Texas,West Texas A&M U.,3,250,250,0,0,0,0
10397,r1006,All states and outlying areas -> Utah,All states and outlying areas,Utah,,2,477049,433155,802,0,22389,20703
10397,r1007,All states and outlying areas -> Utah -> Bridgerland Technical C.,All states and outlying areas,Utah,Bridgerland Technical C.,3,548,110,0,0,438,0
10397,r1008,"All states and outlying areas -> Utah -> Brigham Young U., Provo",All states and outlying areas,Utah,"Brigham Young U., Provo",3,15512,15344,0,0,168,0
10397,r1009,All states and outlying areas -> Utah -> Dixie State U.,All states and outlying areas,Utah,Dixie State U.,3,989,289,0,0,700,0
10397,r1010,All states and outlying areas -> Utah -> Salt Lake Community C.,All states and outlying areas,Utah,Salt Lake Community C.,3,1073,324,0,0,750,0
10397,r1011,All states and outlying areas -> Utah -> Snow C.,All states and outlying areas,Utah,Snow C.,3,305,61,0,0,244,0
10397,r1012,All states and outlying areas -> Utah -> Southern Utah U.,All states and outlying areas,Utah,Southern Utah U.,3,581,581,0,0,0,0
10397,r1013,"All states and outlying areas -> Utah -> U. Utah, The",All states and outlying areas,Utah,"U. Utah, The",3,329498,301093,400,0,13665,14341
10397,r1014,All states and outlying areas -> Utah -> Utah State U.,All states and outlying areas,Utah,Utah State U.,3,124741,114349,403,0,3627,6361
10397,r1015,All states and outlying areas -> Utah -> Utah Valley U.,All states and outlying areas,Utah,Utah Valley U.,3,2514,662,0,0,1852,0
10397,r1016,All states and outlying areas -> Utah -> Weber State U.,All states and outlying areas,Utah,Weber State U.,3,1177,232,0,0,946,0
10397,r1017,"All states and outlying areas -> Utah -> Westminster C., Salt Lake City",All states and outlying areas,Utah,"Westminster C., Salt Lake City",3,111,111,0,0,0,0
10397,r1018,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,,2,110444,96252,730,0,5663,7799
10397,r1019,All states and outlying areas -> Vermont -> Bennington C.,All states and outlying areas,Vermont,Bennington C.,3,154,154,0,0,0,0
10397,r1020,All states and outlying areas -> Vermont -> Johnson State C.,All states and outlying areas,Vermont,Johnson State C.,3,58,58,0,0,0,0
10397,r1021,All states and outlying areas -> Vermont -> Landmark C.,All states and outlying areas,Vermont,Landmark C.,3,1298,325,0,0,974,0
10397,r1022,All states and outlying areas -> Vermont -> Middlebury C.,All states and outlying areas,Vermont,Middlebury C.,3,2327,2327,0,0,0,0
10397,r1023,All states and outlying areas -> Vermont -> Norwich U.,All states and outlying areas,Vermont,Norwich U.,3,5021,4323,0,0,698,0
10397,r1024,All states and outlying areas -> Vermont -> U. Vermont,All states and outlying areas,Vermont,U. Vermont,3,98374,86567,730,0,3991,7087
10397,r1025,All states and outlying areas -> Vermont -> Vermont Law School,All states and outlying areas,Vermont,Vermont Law School,3,2500,2500,0,0,0,0
10397,r1026,All states and outlying areas -> Vermont -> Vermont Technical C.,All states and outlying areas,Vermont,Vermont Technical C.,3,712,0,0,0,0,712
10397,r1027,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,,2,720586,631826,6901,0,39591,42269
10397,r1028,All states and outlying areas -> Virginia -> American Indian Higher Education Consortium,All states and outlying areas,Virginia,American Indian Higher Education Consortium,3,1164,636,0,0,528,0
10397,r1029,All states and outlying areas -> Virginia -> Christopher Newport U.,All states and outlying areas,Virginia,Christopher Newport U.,3,1402,1178,0,0,225,0
10397,r1030,All states and outlying areas -> Virginia -> Eastern Mennonite U.,All states and outlying areas,Virginia,Eastern Mennonite U.,3,926,14,19,0,893,0
10397,r1031,All states and outlying areas -> Virginia -> Eastern Virginia Medical School,All states and outlying areas,Virginia,Eastern Virginia Medical School,3,10079,10049,0,0,30,0
10397,r1032,All states and outlying areas -> Virginia -> Edward Via C. Osteopathic Medicine,All states and outlying areas,Virginia,Edward Via C. Osteopathic Medicine,3,867,475,0,0,392,0
10397,r1033,All states and outlying areas -> Virginia -> George Mason U.,All states and outlying areas,Virginia,George Mason U.,3,76375,65038,3330,0,2497,5510
10397,r1034,All states and outlying areas -> Virginia -> Hampton U.,All states and outlying areas,Virginia,Hampton U.,3,12353,9767,350,0,2236,0
10397,r1035,All states and outlying areas -> Virginia -> James Madison U.,All states and outlying areas,Virginia,James Madison U.,3,2891,1849,0,0,1042,0
10397,r1036,All states and outlying areas -> Virginia -> Longwood U.,All states and outlying areas,Virginia,Longwood U.,3,1500,375,0,0,1125,0
10397,r1037,All states and outlying areas -> Virginia -> Marymount U.,All states and outlying areas,Virginia,Marymount U.,3,274,0,0,0,274,0
10397,r1038,All states and outlying areas -> Virginia -> National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,All states and outlying areas,Virginia,National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,3,1221,1211,0,0,10,0
10397,r1039,All states and outlying areas -> Virginia -> Norfolk State U.,All states and outlying areas,Virginia,Norfolk State U.,3,4101,2360,742,0,1000,0
10397,r1040,All states and outlying areas -> Virginia -> Old Dominion U.,All states and outlying areas,Virginia,Old Dominion U.,3,13784,10173,180,0,3201,230
