table_id,row_id,time_period,_b_total_b_level_1,_b_total_b_level_2,_b_total_b_hierarchy_depth,value
10101,r088,2017,Total,Experimental development,2,7127886
10101,r089,2017,Federal,All R&D expenditures,2,40248058
10101,r090,2017,Federal,Basic research,2,26022463
10101,r091,2017,Federal,Applied research,2,11223090
10101,r092,2017,Federal,Experimental development,2,3002505
10101,r093,2017,Nonfederal,All R&D expenditures,2,34900243
10101,r094,2017,Nonfederal,Basic research,2,21181348
10101,r095,2017,Nonfederal,Applied research,2,9593514
10101,r096,2017,Nonfederal,Experimental development,2,4125381
10101,r097,2018,Total,All R&D expenditures,2,79024262
10101,r098,2018,Total,Basic research,2,49887855
10101,r099,2018,Total,Applied research,2,21737284
10101,r100,2018,Total,Experimental development,2,7399123
10101,r101,2018,Federal,All R&D expenditures,2,41860369
10101,r102,2018,Federal,Basic research,2,27068451
10101,r103,2018,Federal,Applied research,2,11685671
10101,r104,2018,Federal,Experimental development,2,3106247
10101,r105,2018,Nonfederal,All R&D expenditures,2,37163893
10101,r106,2018,Nonfederal,Basic research,2,22819404
10101,r107,2018,Nonfederal,Applied research,2,10051613
10101,r108,2018,Nonfederal,Experimental development,2,4292876
10101,r109,2019,Total,All R&D expenditures,2,83488120
10101,r110,2019,Total,Basic research,2,52720322
10101,r111,2019,Total,Applied research,2,23050139
10101,r112,2019,Total,Experimental development,2,7717659
10101,r113,2019,Federal,All R&D expenditures,2,44460327
10101,r114,2019,Federal,Basic research,2,28796368
10101,r115,2019,Federal,Applied research,2,12358229
10101,r116,2019,Federal,Experimental development,2,3305730
10101,r117,2019,Nonfederal,All R&D expenditures,2,39027793
10101,r118,2019,Nonfederal,Basic research,2,23923954
10101,r119,2019,Nonfederal,Applied research,2,10691910
10101,r120,2019,Nonfederal,Experimental development,2,4411929
10101,r121,2020,Total,All R&D expenditures,2,86302262
10101,r122,2020,Total,Basic research,2,54372149
10101,r123,2020,Total,Applied research,2,23865214
10101,r124,2020,Total,Experimental development,2,8064899
10101,r125,2020,Federal,All R&D expenditures,2,46106539
10101,r126,2020,Federal,Basic research,2,29457040
10101,r127,2020,Federal,Applied research,2,12872587
10101,r128,2020,Federal,Experimental development,2,3776912
10101,r129,2020,Nonfederal,All R&D expenditures,2,40195723
10101,r130,2020,Nonfederal,Basic research,2,24915109
10101,r131,2020,Nonfederal,Applied research,2,10992627
10101,r132,2020,Nonfederal,Experimental development,2,4287987
10101,r133,2021,Total,All R&D expenditures,2,89694837
10101,r134,2021,Total,Basic research,2,56197180
10101,r135,2021,Total,Applied research,2,24798604
10101,r136,2021,Total,Experimental development,2,8699053
10101,r137,2021,Federal,All R&D expenditures,2,49116033
10101,r138,2021,Federal,Basic research,2,31292071
10101,r139,2021,Federal,Applied research,2,13717410
10101,r140,2021,Federal,Experimental development,2,4106552
10101,r141,2021,Nonfederal,All R&D expenditures,2,40578804
10101,r142,2021,Nonfederal,Basic research,2,24905109
10101,r143,2021,Nonfederal,Applied research,2,11081194
10101,r144,2021,Nonfederal,Experimental development,2,4592501
10101,r145,2022,Total,All R&D expenditures,2,97680528
10101,r146,2022,Total,Basic research,2,61698057
10101,r147,2022,Total,Applied research,2,26722947
10101,r148,2022,Total,Experimental development,2,9259524
10101,r149,2022,Federal,All R&D expenditures,2,53971468
10101,r150,2022,Federal,Basic research,2,34673895
10101,r151,2022,Federal,Applied research,2,14880303
10101,r152,2022,Federal,Experimental development,2,4417270
10101,r153,2022,Nonfederal,All R&D expenditures,2,43709060
10101,r154,2022,Nonfederal,Basic research,2,27024162
10101,r155,2022,Nonfederal,Applied research,2,11842644
10101,r156,2022,Nonfederal,Experimental development,2,4842254
