table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipients,field_doctorate_recipients_with_definite_commitments,field_location_of_definite_commitments_united_states_total,field_location_of_definite_commitments_united_states_postdoctoral_study,field_location_of_definite_commitments_united_states_academic_employment,field_location_of_definite_commitments_united_states_industry_employmenta,field_location_of_definite_commitments_united_states_otherb,field_location_of_definite_commitments_abroad,field_location_of_definite_commitments_unknown
7563,r017,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Computer and information sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Computer and information sciences,,3,703,539,515,114,124,224,53,24,0
7563,r018,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Computer and information sciences -> Computer science,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Computer and information sciences,Computer science,4,480,360,345,80,74,160,31,15,0
7563,r019,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Computer and information sciences,"Computer and information sciences, other",4,223,179,170,34,50,64,22,9,0
7563,r020,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,,3,3785,2537,2478,828,244,1060,346,59,0
7563,r021,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",4,732,424,414,209,27,163,15,10,0
7563,r022,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Chemical and petroleum engineering,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,Chemical and petroleum engineering,4,540,349,343,132,5,186,20,6,0
7563,r023,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",4,325,216,207,69,32,63,43,9,0
7563,r024,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Electrical and computer engineering,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,Electrical and computer engineering,4,553,408,395,68,52,221,54,13,0
7563,r025,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Engineering technologies,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,Engineering technologies,4,132,85,,34,,28,11,,0
7563,r026,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Industrial engineering and operations research,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,Industrial engineering and operations research,4,203,160,,,34,67,41,,0
7563,r027,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Materials and mining engineering,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,Materials and mining engineering,4,288,182,,76,,77,18,,0
7563,r028,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Mechanical engineering,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,Mechanical engineering,4,571,392,382,123,40,152,67,10,0
7563,r029,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Engineering -> Engineering, other",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Engineering,"Engineering, other",4,441,321,,,39,103,77,,0
7563,r030,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,3,665,493,471,283,52,59,77,22,0
7563,r031,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,4,373,271,258,141,,,,13,0
7563,r032,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,4,292,222,213,142,,,,9,0
7563,r033,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Health sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Health sciences,,3,1886,1339,1316,415,444,202,255,22,1
7563,r034,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Health sciences -> Nursing and nursing science,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Health sciences,Nursing and nursing science,4,510,381,,76,,,84,,0
7563,r035,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,4,196,128,,56,,57,6,,0
7563,r036,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Health sciences -> Public health,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Health sciences,Public health,4,527,380,,146,100,,87,,1
7563,r037,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Health sciences -> Health sciences, other",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Health sciences,"Health sciences, other",4,653,450,442,137,149,78,78,8,0
7563,r038,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Mathematics and statistics,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Mathematics and statistics,,3,847,568,518,219,129,129,41,50,0
7563,r039,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Mathematics and statistics -> Applied mathematics,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Mathematics and statistics,Applied mathematics,4,228,154,147,72,29,34,12,7,0
7563,r040,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Mathematics and statistics -> Mathematics,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Mathematics and statistics,Mathematics,4,428,271,233,107,67,39,20,38,0
7563,r041,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Mathematics and statistics -> Statistics,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Mathematics and statistics,Statistics,4,191,143,138,40,33,56,9,5,0
7563,r042,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,3,674,449,434,154,84,134,62,15,0
7563,r043,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,4,175,136,,29,24,66,,,0
7563,r044,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",4,499,313,,125,60,68,,,0
7563,r045,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Physical sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Physical sciences,,3,2712,1843,1745,925,115,588,117,98,0
7563,r046,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Physical sciences,Astronomy and astrophysics,4,183,141,129,,11,,9,12,0
7563,r047,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Physical sciences -> Chemistry,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Physical sciences,Chemistry,4,1390,941,915,453,68,343,51,26,0
7563,r048,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Physical sciences -> Materials sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Physical sciences,Materials sciences,4,226,142,132,,,57,14,10,0
7563,r049,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Physical sciences -> Physics,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Physical sciences,Physics,4,913,619,569,322,,,43,50,0
7563,r050,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Psychology,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Psychology,,3,3070,2267,2237,1331,334,283,289,30,0
7563,r051,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Psychology -> Clinical psychology,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Psychology,Clinical psychology,4,1090,878,,723,,49,69,,0
7563,r052,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Psychology -> Counseling and applied psychology,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Psychology,Counseling and applied psychology,4,1133,823,816,364,160,134,158,7,0
7563,r053,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Psychology -> Research and experimental psychology,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Psychology,Research and experimental psychology,4,530,378,363,171,,,36,15,0
7563,r054,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Psychology -> Psychology, other",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Psychology,"Psychology, other",4,317,188,,73,,,26,,0
7563,r055,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,,3,2993,2055,1939,472,721,260,486,116,0
7563,r056,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences -> Anthropology,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,Anthropology,4,294,162,151,65,54,17,15,11,0
7563,r057,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,283,171,161,48,77,10,26,10,0
7563,r058,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences -> Economics,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,Economics,4,467,393,374,72,114,79,109,19,0
7563,r059,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences -> Political science and government,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,Political science and government,4,405,277,256,78,,,48,21,0
7563,r060,U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences -> Public policy analysis,U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,Public policy analysis,4,316,220,213,34,,,82,7,0
7563,r061,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,"Sociology, demography, and population studies",4,469,336,317,84,,,68,19,0
7563,r062,"U.S. citizens and permanent residents reporting postgraduation plans -> Science and engineering -> Social sciences -> Social sciences, other",U.S. citizens and permanent residents reporting postgraduation plans,Science and engineering,Social sciences,"Social sciences, other",4,759,496,467,91,178,60,138,29,0
7563,r063,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,,,2,7768,4902,4757,601,2409,437,1310,141,4
7563,r064,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Business,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Business,,3,590,410,384,22,235,78,49,26,0
7563,r065,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Business -> Business administration and management,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Business,Business administration and management,4,219,145,136,6,71,37,22,9,0
7563,r066,"U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Business -> Business, other",U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Business,"Business, other",4,371,265,248,16,164,41,27,17,0
7563,r067,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Education,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Education,,3,2962,2055,2034,135,997,148,754,20,1
7563,r068,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Education -> Education leadership and administration,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Education,Education leadership and administration,4,937,690,683,,357,,281,7,0
7563,r069,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Education -> Education research,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Education,Education research,4,924,645,,52,323,,194,,0
7563,r070,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Education -> Teacher education,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Education,Teacher education,4,778,517,509,,244,,188,7,1
7563,r071,"U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Education -> Education, other",U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Education,"Education, other",4,323,203,,22,73,,91,,0
7563,r072,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Humanities,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Humanities,,3,2339,1345,1278,274,642,86,276,65,2
7563,r073,"U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Humanities -> English language and literature, letters",U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Humanities,"English language and literature, letters",4,776,442,431,75,275,27,54,11,0
7563,r074,"U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",4,305,164,153,31,85,12,25,11,0
7563,r075,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Humanities -> History,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Humanities,History,4,524,290,278,83,110,15,70,11,1
7563,r076,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Humanities -> Philosophy and religious studies,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Humanities,Philosophy and religious studies,4,457,280,255,70,,19,,24,1
7563,r077,"U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Humanities -> Humanities, other",U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Humanities,"Humanities, other",4,277,169,161,15,,13,,8,0
7563,r078,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Visual and performing arts,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Visual and performing arts,,3,571,282,265,,129,,60,17,0
7563,r079,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Visual and performing arts -> Performing arts,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Visual and performing arts,Performing arts,4,368,176,168,,83,,40,8,0
7563,r080,"U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies/ design",U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Visual and performing arts,"Visual arts, media studies/ design",4,203,106,97,,46,,20,9,0
7563,r081,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Other non-science and engineering,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Other non-science and engineering,,3,1306,810,796,,406,,171,13,1
7563,r082,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Other non-science and engineering,Communications and journalism,4,358,223,,,142,26,15,,1
7563,r083,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,4,233,127,,21,62,,26,,0
7563,r084,U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Other non-science and engineering,Public administration and social services,4,357,229,,28,102,,83,,0
7563,r085,"U.S. citizens and permanent residents reporting postgraduation plans -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",U.S. citizens and permanent residents reporting postgraduation plans,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",4,358,231,225,39,100,39,47,6,0
