table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doda,field_doe,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda
7287,r046,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,45,518.7,0.0,0.0,0.0,0.0,0.0,0.0,518.7,0.0
7287,r047,All HBCUs -> Virginia Union U.,All HBCUs,Virginia Union U.,2,46,336.8,0.0,0.0,0.0,0.0,0.0,0.0,336.8,0.0
7287,r048,All HBCUs -> LeMoyne-Owen C.,All HBCUs,LeMoyne-Owen C.,2,47,329.8,0.0,0.0,0.0,0.0,0.0,0.0,329.8,0.0
7287,r049,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,48,301.4,0.0,0.0,0.0,0.0,0.0,0.0,301.4,0.0
7287,r050,All HBCUs -> Lane C.,All HBCUs,Lane C.,2,49,163.4,0.0,0.0,0.0,0.0,0.0,0.0,163.4,0.0
7287,r051,All HBCUs -> Voorhees C.,All HBCUs,Voorhees C.,2,50,160.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0
7287,r052,All HBCUs -> Albany State U.,All HBCUs,Albany State U.,2,51,160.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0
7287,r053,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,52,158.3,0.0,0.0,0.0,0.0,0.0,0.0,158.3,0.0
7287,r054,All HBCUs -> Coppin State U.,All HBCUs,Coppin State U.,2,53,134.7,0.0,0.0,0.0,0.0,0.0,0.0,134.7,0.0
7287,r055,All HBCUs -> Edward Waters C.,All HBCUs,Edward Waters C.,2,54,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0
7287,r056,All HBCUs -> Texas C.,All HBCUs,Texas C.,2,55,119.6,0.0,0.0,0.0,0.0,0.0,0.0,119.6,0.0
7287,r057,"All HBCUs -> Lawson State Community C., Birmingham",All HBCUs,"Lawson State Community C., Birmingham",2,56,104.2,0.0,0.0,0.0,0.0,0.0,0.0,104.2,0.0
7287,r058,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,57,89.8,0.0,0.0,0.0,0.0,0.0,0.0,89.8,0.0
7287,r059,All HBCUs -> Lincoln U. Commonwealth of Pennsylvania,All HBCUs,Lincoln U. Commonwealth of Pennsylvania,2,58,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
7287,r060,All HBCUs -> Florida Memorial U.,All HBCUs,Florida Memorial U.,2,59,15.6,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0
