table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_companies_in_the_united_states,field_companies_outside_the_united_states_company_s_parent,field_companies_outside_the_united_states_unaffiliated_companies,field_u_s_federal_government_agencies,field_u_s_state_government_agencies,field_foreign_government_agencies,field_u_s_universities_colleges_and_academic_researchers,field_foreign_universities_colleges_and_academic_researchers,field_all_other_in_the_united_states,field_all_other_outside_the_united_states
12296,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['1,907', '  ']","['553', '  ']","['412', '  ']","['63', '  ']","['741', '  ']","['32', '  ']","['D', '&nbsp;']","['10', '  ']","['2', 'r ']","['81', '  ']","['D', '  ']"
12296,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12296,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['1,990', '  ']","['358', '  ']","['745', '  ']","['69', '  ']","['746', '  ']","['21', '  ']","['3', 'r ']","['13', '  ']","['*', '  ']","['34', '  ']","['1', '  ']"
12296,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,003', '  ']","['554', '  ']","['832', '  ']","['114', '  ']","['1,402', '  ']","['13', '  ']","['3', '  ']","['3', '  ']","['*', '  ']","['80', '  ']","['0', '  ']"
12296,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12296,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['3,080', '  ']","['607', '  ']","['1,250', '  ']","['338', '  ']","['687', '  ']","['26', '  ']","['0', '  ']","['1', '  ']","['4', '  ']","['141', '  ']","['26', '  ']"
12296,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,795', '  ']","['980', '  ']","['1,015', '  ']","['73', '  ']","['679', '  ']","['12', '  ']","['*', '  ']","['5', '  ']","['0', '  ']","['31', '  ']","['0', '  ']"
12296,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['9,890', '  ']","['2,346', '  ']","['5,203', '  ']","['575', '  ']","['1,672', '  ']","['62', '  ']","['*', 'i ']","['1', 'i ']","['*', '  ']","['32', 'i ']","['*', 'i ']"
12296,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['4,692', '  ']","['1,299', '  ']","['384', '  ']","['329', '  ']","['2,573', '  ']","['8', '  ']","['12', 'i ']","['*', '  ']","['3', '  ']","['83', '  ']","['*', 'i ']"
12296,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['25,072', 'i ']","['11,010', 'i ']","['10,954', 'i ']","['926', 'i ']","['1,960', '  ']","['D', '  ']","['D', '  ']","['*', 'i ']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']"
12296,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['29,792', '  ']","['8,985', '  ']","['0', '  ']","['82', '  ']","['20,670', '  ']","['D', '  ']","['29', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['1', '  ']"
