table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_companies_number_,field_product_innovation_only_new_to_the_business_number_yes,field_product_innovation_only_new_to_the_business_number_no,field_product_innovation_only_new_to_the_business_percent_yes,field_product_innovation_only_new_to_the_business_percent_no
9877,r013,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['1,652', '&nbsp;']","['229', '&nbsp;']","['1,423', '&nbsp;']","['13.9', '&nbsp;']","['86.1', '&nbsp;']"
9877,r014,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['4,194', '&nbsp;']","['578', '&nbsp;']","['3,616', '&nbsp;']","['13.8', '&nbsp;']","['86.2', '&nbsp;']"
9877,r015,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['7,060', '&nbsp;']","['532', '&nbsp;']","['6,528', '&nbsp;']","['7.5', '&nbsp;']","['92.5', '&nbsp;']"
9877,r016,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['7,290', '&nbsp;']","['461', '&nbsp;']","['6,829', '&nbsp;']","['6.3', '&nbsp;']","['93.7', '&nbsp;']"
9877,r017,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['2,079', '&nbsp;']","['88', '&nbsp;']","['1,991', '&nbsp;']","['4.2', '&nbsp;']","['95.8', '&nbsp;']"
9877,r018,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['46,128', '&nbsp;']","['2,904', '&nbsp;']","['43,224', '&nbsp;']","['6.3', '&nbsp;']","['93.7', '&nbsp;']"
9877,r019,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['16,440', '&nbsp;']","['1,757', '&nbsp;']","['14,683', '&nbsp;']","['10.7', '&nbsp;']","['89.3', '&nbsp;']"
9877,r020,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['8,527', '&nbsp;']","['1,405', '&nbsp;']","['7,122', '&nbsp;']","['16.5', '&nbsp;']","['83.5', '&nbsp;']"
9877,r021,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['850', '&nbsp;']","['188', '&nbsp;']","['662', '&nbsp;']","['22.1', '&nbsp;']","['77.9', '&nbsp;']"
9877,r022,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['2,711', '&nbsp;']","['351', '&nbsp;']","['2,360', '&nbsp;']","['12.9', '&nbsp;']","['87.1', '&nbsp;']"
9877,r023,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,737', '&nbsp;']","['574', '&nbsp;']","['3,163', '&nbsp;']","['15.4', '&nbsp;']","['84.6', '&nbsp;']"
9877,r024,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['1,230', '&nbsp;']","['292', '&nbsp;']","['938', '&nbsp;']","['23.7', '&nbsp;']","['76.3', '&nbsp;']"
9877,r025,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['3,925', '&nbsp;']","['525', '&nbsp;']","['3,400', '&nbsp;']","['13.4', '&nbsp;']","['86.6', '&nbsp;']"
9877,r026,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['7,325', '&nbsp;']","['870', '&nbsp;']","['6,455', '&nbsp;']","['11.9', '&nbsp;']","['88.1', '&nbsp;']"
9877,r027,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['4,494', '&nbsp;']","['530', '&nbsp;']","['3,964', '&nbsp;']","['11.8', '&nbsp;']","['88.2', '&nbsp;']"
9877,r028,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['1,044', '&nbsp;']","['126', '&nbsp;']","['918', '&nbsp;']","['12.1', '&nbsp;']","['87.9', '&nbsp;']"
9877,r029,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,787', '&nbsp;']","['214', '&nbsp;']","['1,573', '&nbsp;']","['12.0', '&nbsp;']","['88.0', '&nbsp;']"
9877,r030,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['12,060', '&nbsp;']","['465', '&nbsp;']","['11,595', '&nbsp;']","['3.9', '&nbsp;']","['96.1', '&nbsp;']"
9877,r031,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['20,536', '&nbsp;']","['1,893', '&nbsp;']","['18,643', '&nbsp;']","['9.2', '&nbsp;']","['90.8', '&nbsp;']"
9877,r032,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['7,602', '&nbsp;']","['563', '&nbsp;']","['7,039', '&nbsp;']","['7.4', '&nbsp;']","['92.6', '&nbsp;']"
9877,r033,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['12,933', '&nbsp;']","['1,329', '&nbsp;']","['11,604', '&nbsp;']","['10.3', '&nbsp;']","['89.7', '&nbsp;']"
9877,r034,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"11, 21–23, 42–81","['4,665,645', '&nbsp;']","['294,849', '&nbsp;']","['4,370,796', '&nbsp;']","['6.3', '&nbsp;']","['93.7', '&nbsp;']"
9877,r035,"All industries -> Nonmanufacturing industries -> Agriculture, forestry, fishing, and hunting",All industries,Nonmanufacturing industries,"Agriculture, forestry, fishing, and hunting",,,3,11,"['19,567', '&nbsp;']","['603', '&nbsp;']","['18,964', '&nbsp;']","['3.1', '&nbsp;']","['96.9', '&nbsp;']"
9877,r036,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['14,004', '&nbsp;']","['230', '&nbsp;']","['13,774', '&nbsp;']","['1.6', '&nbsp;']","['98.4', '&nbsp;']"
9877,r037,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['2,994', '&nbsp;']","['144', '&nbsp;']","['2,850', '&nbsp;']","['4.8', '&nbsp;']","['95.2', '&nbsp;']"
9877,r038,All industries -> Nonmanufacturing industries -> Construction,All industries,Nonmanufacturing industries,Construction,,,3,23,"['635,568', '&nbsp;']","['20,189', '&nbsp;']","['615,379', '&nbsp;']","['3.2', '&nbsp;']","['96.8', '&nbsp;']"
9877,r039,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['241,440', '&nbsp;']","['16,637', '&nbsp;']","['224,803', '&nbsp;']","['6.9', '&nbsp;']","['93.1', '&nbsp;']"
9877,r040,All industries -> Nonmanufacturing industries -> Retail trade,All industries,Nonmanufacturing industries,Retail trade,,,3,44–45,"['546,067', '&nbsp;']","['37,795', '&nbsp;']","['508,272', '&nbsp;']","['6.9', '&nbsp;']","['93.1', '&nbsp;']"
9877,r041,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['165,454', '&nbsp;']","['5,700', '&nbsp;']","['159,754', '&nbsp;']","['3.4', '&nbsp;']","['96.6', '&nbsp;']"
9877,r042,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['65,445', '&nbsp;']","['9,040', '&nbsp;']","['56,405', '&nbsp;']","['13.8', '&nbsp;']","['86.2', '&nbsp;']"
9877,r043,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['17,755', '&nbsp;']","['3,233', '&nbsp;']","['14,522', '&nbsp;']","['18.2', '&nbsp;']","['81.8', '&nbsp;']"
9877,r044,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['9,162', '&nbsp;']","['786', '&nbsp;']","['8,376', '&nbsp;']","['8.6', '&nbsp;']","['91.4', '&nbsp;']"
9877,r045,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['8,589', '&nbsp;']","['2,448', '&nbsp;']","['6,141', '&nbsp;']","['28.5', '&nbsp;']","['71.5', '&nbsp;']"
9877,r046,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['7,319', '&nbsp;']","['801', '&nbsp;']","['6,518', '&nbsp;']","['10.9', '&nbsp;']","['89.1', '&nbsp;']"
9877,r047,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['8,346', '&nbsp;']","['1,401', '&nbsp;']","['6,945', '&nbsp;']","['16.8', '&nbsp;']","['83.2', '&nbsp;']"
9877,r048,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['32,027', '&nbsp;']","['3,601', '&nbsp;']","['28,426', '&nbsp;']","['11.2', '&nbsp;']","['88.8', '&nbsp;']"
9877,r049,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['198,128', '&nbsp;']","['11,591', '&nbsp;']","['186,537', '&nbsp;']","['5.9', '&nbsp;']","['94.1', '&nbsp;']"
9877,r050,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['283,276', '&nbsp;']","['9,164', '&nbsp;']","['274,112', '&nbsp;']","['3.2', '&nbsp;']","['96.8', '&nbsp;']"
9877,r051,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1,956', '&nbsp;']","['85', 'r']","['1,871', '&nbsp;']","['4.3', 'r']","['95.7', '&nbsp;']"
9877,r052,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['281,321', '&nbsp;']","['9,080', '&nbsp;']","['272,241', '&nbsp;']","['3.2', '&nbsp;']","['96.8', '&nbsp;']"
9877,r053,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['717,229', '&nbsp;']","['57,810', '&nbsp;']","['659,419', '&nbsp;']","['8.1', '&nbsp;']","['91.9', '&nbsp;']"
9877,r054,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Legal services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Legal services,,4,5411,"['152,543', '&nbsp;']","['4,208', '&nbsp;']","['148,335', '&nbsp;']","['2.8', '&nbsp;']","['97.2', '&nbsp;']"
9877,r055,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Accounting, tax preparation, bookkeeping, and payroll services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Accounting, tax preparation, bookkeeping, and payroll services",,4,5412,"['109,075', '&nbsp;']","['4,951', '&nbsp;']","['104,124', '&nbsp;']","['4.5', '&nbsp;']","['95.5', '&nbsp;']"
9877,r056,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['87,994', '&nbsp;']","['5,901', '&nbsp;']","['82,093', '&nbsp;']","['6.7', '&nbsp;']","['93.3', '&nbsp;']"
9877,r057,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Specialized design services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Specialized design services,,4,5414,"['29,258', '&nbsp;']","['2,932', '&nbsp;']","['26,326', '&nbsp;']","['10.0', '&nbsp;']","['90.0', '&nbsp;']"
9877,r058,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['100,282', '&nbsp;']","['13,814', '&nbsp;']","['86,468', '&nbsp;']","['13.8', '&nbsp;']","['86.2', '&nbsp;']"
9877,r059,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Management, scientific, and technical consulting services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Management, scientific, and technical consulting services",,4,5416,"['144,421', '&nbsp;']","['16,494', '&nbsp;']","['127,927', '&nbsp;']","['11.4', '&nbsp;']","['88.6', '&nbsp;']"
9877,r060,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['11,149', '&nbsp;']","['1,207', '&nbsp;']","['9,942', '&nbsp;']","['10.8', '&nbsp;']","['89.2', '&nbsp;']"
9877,r061,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Advertising, public relations, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Advertising, public relations, and related services",,4,5418,"['28,236', '&nbsp;']","['3,277', '&nbsp;']","['24,959', '&nbsp;']","['11.6', '&nbsp;']","['88.4', '&nbsp;']"
9877,r062,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,5419,"['54,270', '&nbsp;']","['5,023', '&nbsp;']","['49,247', '&nbsp;']","['9.3', '&nbsp;']","['90.7', '&nbsp;']"
9877,r063,All industries -> Nonmanufacturing industries -> Management of companies and enterprises,All industries,Nonmanufacturing industries,Management of companies and enterprises,,,3,55,"['3,153', '&nbsp;']","['96', 'r']","['3,057', '&nbsp;']","['3.0', 'r']","['97.0', '&nbsp;']"
9877,r064,All industries -> Nonmanufacturing industries -> Administrative and support and waste management and remediation services,All industries,Nonmanufacturing industries,Administrative and support and waste management and remediation services,,,3,56,"['293,539', '&nbsp;']","['16,048', '&nbsp;']","['277,491', '&nbsp;']","['5.5', '&nbsp;']","['94.5', '&nbsp;']"
9877,r065,All industries -> Nonmanufacturing industries -> Educational services,All industries,Nonmanufacturing industries,Educational services,,,3,61,"['57,078', '&nbsp;']","['9,613', '&nbsp;']","['47,465', '&nbsp;']","['16.8', '&nbsp;']","['83.2', '&nbsp;']"
9877,r066,All industries -> Nonmanufacturing industries -> Health care and social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,,,3,62,"['536,276', '&nbsp;']","['45,216', '&nbsp;']","['491,060', '&nbsp;']","['8.4', '&nbsp;']","['91.6', '&nbsp;']"
9877,r067,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Health care services,All industries,Nonmanufacturing industries,Health care and social assistance,Health care services,,4,621–23,"['469,939', '&nbsp;']","['40,443', '&nbsp;']","['429,496', '&nbsp;']","['8.6', '&nbsp;']","['91.4', '&nbsp;']"
9877,r068,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,Social assistance,,4,624,"['66,336', '&nbsp;']","['4,772', '&nbsp;']","['61,564', '&nbsp;']","['7.2', '&nbsp;']","['92.8', '&nbsp;']"
9877,r069,"All industries -> Nonmanufacturing industries -> Arts, entertainment, and recreation",All industries,Nonmanufacturing industries,"Arts, entertainment, and recreation",,,3,71,"['89,491', '&nbsp;']","['6,526', '&nbsp;']","['82,965', '&nbsp;']","['7.3', '&nbsp;']","['92.7', '&nbsp;']"
9877,r070,All industries -> Nonmanufacturing industries -> Accommodation and food services,All industries,Nonmanufacturing industries,Accommodation and food services,,,3,72,"['455,071', '&nbsp;']","['28,625', '&nbsp;']","['426,446', '&nbsp;']","['6.3', '&nbsp;']","['93.7', '&nbsp;']"
9877,r071,All industries -> Nonmanufacturing industries -> Other services,All industries,Nonmanufacturing industries,Other services,,,3,81,"['341,869', '&nbsp;']","['19,824', '&nbsp;']","['322,045', '&nbsp;']","['5.8', '&nbsp;']","['94.2', '&nbsp;']"
