table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
2575,r011,All states -> Florida,All states,Florida,2,"['    942 ', '&nbsp;']","['    289,938 ', '&nbsp;']","['    684 ', '&nbsp;']","['    216,993 ', '&nbsp;']","['    259 ', '&nbsp;']","['    72,944 ', '&nbsp;']"
2575,r012,All states -> Georgia,All states,Georgia,2,"['    430 ', '&nbsp;']","['    119,150 ', '&nbsp;']","['    328 ', '&nbsp;']","['    81,911 ', '&nbsp;']","['    102 ', '&nbsp;']","['    37,238 ', 'r']"
2575,r013,All states -> Hawaii,All states,Hawaii,2,"['    43 ', '&nbsp;']","['    7,096 ', '&nbsp;']","['    35 ', '&nbsp;']","['    3,870 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2575,r014,All states -> Idaho,All states,Idaho,2,"['    45 ', '&nbsp;']","['    8,927 ', '&nbsp;']","['    27 ', '&nbsp;']","['    4,494 ', '&nbsp;']","['    18 ', '&nbsp;']","['    4,433 ', '&nbsp;']"
2575,r015,All states -> Illinois,All states,Illinois,2,"['    542 ', '&nbsp;']","['    154,752 ', '&nbsp;']","['    377 ', '&nbsp;']","['    73,105 ', '&nbsp;']","['    165 ', '&nbsp;']","['    81,648 ', '&nbsp;']"
2575,r016,All states -> Indiana,All states,Indiana,2,"['    200 ', '&nbsp;']","['    40,120 ', '&nbsp;']","['    131 ', '&nbsp;']","['    18,893 ', '&nbsp;']","['    69 ', '&nbsp;']","['    21,227 ', '&nbsp;']"
2575,r017,All states -> Iowa,All states,Iowa,2,"['    146 ', '&nbsp;']","['    28,418 ', '&nbsp;']","['    130 ', '&nbsp;']","['    23,388 ', '&nbsp;']","['    16 ', 'r']","['    5,029 ', 'r']"
2575,r018,All states -> Kansas,All states,Kansas,2,"['    113 ', '&nbsp;']","['    30,652 ', '&nbsp;']","['    79 ', '&nbsp;']","['    19,543 ', '&nbsp;']","['    34 ', '&nbsp;']","['    11,109 ', '&nbsp;']"
2575,r019,All states -> Kentucky,All states,Kentucky,2,"['    136 ', '&nbsp;']","['    24,491 ', '&nbsp;']","['    81 ', '&nbsp;']","['    11,900 ', '&nbsp;']","['    55 ', '&nbsp;']","['    12,591 ', '&nbsp;']"
2575,r020,All states -> Louisiana,All states,Louisiana,2,"['    90 ', '&nbsp;']","['    30,128 ', '&nbsp;']","['    58 ', '&nbsp;']","['    16,438 ', '&nbsp;']","['    32 ', '&nbsp;']","['    13,690 ', 'r']"
2575,r021,All states -> Maine,All states,Maine,2,"['    57 ', '&nbsp;']","['    20,348 ', '&nbsp;']","['    26 ', '&nbsp;']","['    10,555 ', 'r']","['    31 ', '&nbsp;']","['    9,793 ', 'r']"
2575,r022,All states -> Maryland,All states,Maryland,2,"['    503 ', '&nbsp;']","['    203,806 ', '&nbsp;']","['    347 ', '&nbsp;']","['    98,805 ', '&nbsp;']","['    155 ', '&nbsp;']","['    105,001 ', '&nbsp;']"
2575,r023,All states -> Massachusetts,All states,Massachusetts,2,"['    859 ', '&nbsp;']","['    383,529 ', '&nbsp;']","['    561 ', '&nbsp;']","['    168,926 ', '&nbsp;']","['    298 ', '&nbsp;']","['    214,603 ', '&nbsp;']"
2575,r024,All states -> Michigan,All states,Michigan,2,"['    308 ', '&nbsp;']","['    80,825 ', '&nbsp;']","['    220 ', '&nbsp;']","['    47,198 ', '&nbsp;']","['    89 ', '&nbsp;']","['    33,627 ', '&nbsp;']"
2575,r025,All states -> Minnesota,All states,Minnesota,2,"['    330 ', '&nbsp;']","['    110,546 ', '&nbsp;']","['    233 ', '&nbsp;']","['    61,981 ', '&nbsp;']","['    96 ', '&nbsp;']","['    48,564 ', '&nbsp;']"
2575,r026,All states -> Mississippi,All states,Mississippi,2,"['    38 ', '&nbsp;']","['    4,856 ', '&nbsp;']","['    30 ', '&nbsp;']","['    2,744 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2575,r027,All states -> Missouri,All states,Missouri,2,"['    175 ', '&nbsp;']","['    56,914 ', '&nbsp;']","['    113 ', '&nbsp;']","['    40,134 ', '&nbsp;']","['    62 ', '&nbsp;']","['    16,780 ', '&nbsp;']"
2575,r028,All states -> Montana,All states,Montana,2,"['    82 ', '&nbsp;']","['    17,957 ', '&nbsp;']","['    62 ', '&nbsp;']","['    13,106 ', '&nbsp;']","['    20 ', '&nbsp;']","['    4,851 ', '&nbsp;']"
2575,r029,All states -> Nebraska,All states,Nebraska,2,"['    60 ', '&nbsp;']","['    8,451 ', '&nbsp;']","['    37 ', '&nbsp;']","['    4,383 ', '&nbsp;']","['    23 ', '&nbsp;']","['    4,068 ', '&nbsp;']"
2575,r030,All states -> Nevada,All states,Nevada,2,"['    131 ', '&nbsp;']","['    40,025 ', '&nbsp;']","['    110 ', '&nbsp;']","['    29,193 ', '&nbsp;']","['    21 ', '&nbsp;']","['    10,832 ', '&nbsp;']"
2575,r031,All states -> New Hampshire,All states,New Hampshire,2,"['    122 ', '&nbsp;']","['    36,500 ', '&nbsp;']","['    64 ', '&nbsp;']","['    13,552 ', '&nbsp;']","['    58 ', '&nbsp;']","['    22,948 ', '&nbsp;']"
2575,r032,All states -> New Jersey,All states,New Jersey,2,"['    879 ', '&nbsp;']","['    257,043 ', '&nbsp;']","['    650 ', '&nbsp;']","['    164,268 ', '&nbsp;']","['    229 ', '&nbsp;']","['    92,775 ', '&nbsp;']"
2575,r033,All states -> New Mexico,All states,New Mexico,2,"['    123 ', '&nbsp;']","['    37,502 ', '&nbsp;']","['    70 ', '&nbsp;']","['    11,538 ', '&nbsp;']","['    52 ', '&nbsp;']","['    25,964 ', '&nbsp;']"
2575,r034,All states -> New York,All states,New York,2,"['    1,131 ', '&nbsp;']","['    409,416 ', '&nbsp;']","['    807 ', '&nbsp;']","['    240,033 ', '&nbsp;']","['    324 ', '&nbsp;']","['    169,382 ', '&nbsp;']"
2575,r035,All states -> North Carolina,All states,North Carolina,2,"['    501 ', '&nbsp;']","['    193,409 ', '&nbsp;']","['    343 ', '&nbsp;']","['    76,419 ', '&nbsp;']","['    157 ', '&nbsp;']","['    116,990 ', '&nbsp;']"
2575,r036,All states -> North Dakota,All states,North Dakota,2,"['    34 ', '&nbsp;']","['    10,060 ', '&nbsp;']","['    24 ', '&nbsp;']","['    8,497 ', '&nbsp;']","['    10 ', 'r']","['    1,563 ', 'r']"
2575,r037,All states -> Ohio,All states,Ohio,2,"['    511 ', '&nbsp;']","['    149,355 ', '&nbsp;']","['    352 ', '&nbsp;']","['    113,361 ', '&nbsp;']","['    159 ', '&nbsp;']","['    35,994 ', '&nbsp;']"
2575,r038,All states -> Oklahoma,All states,Oklahoma,2,"['    85 ', '&nbsp;']","['    14,671 ', '&nbsp;']","['    45 ', '&nbsp;']","['    5,903 ', '&nbsp;']","['    39 ', '&nbsp;']","['    8,768 ', '&nbsp;']"
2575,r039,All states -> Oregon,All states,Oregon,2,"['    325 ', '&nbsp;']","['    198,541 ', '&nbsp;']","['    178 ', '&nbsp;']","['    44,516 ', '&nbsp;']","['    147 ', '&nbsp;']","['    154,025 ', '&nbsp;']"
2575,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['    583 ', '&nbsp;']","['    242,738 ', '&nbsp;']","['    432 ', '&nbsp;']","['    102,264 ', '&nbsp;']","['    151 ', '&nbsp;']","['    140,475 ', '&nbsp;']"
2575,r041,All states -> Rhode Island,All states,Rhode Island,2,"['    53 ', '&nbsp;']","['    23,157 ', '&nbsp;']","['    30 ', '&nbsp;']","['    3,863 ', '&nbsp;']","['    22 ', '&nbsp;']","['    19,294 ', '&nbsp;']"
2575,r042,All states -> South Carolina,All states,South Carolina,2,"['    129 ', '&nbsp;']","['    58,175 ', '&nbsp;']","['    84 ', '&nbsp;']","['    23,866 ', '&nbsp;']","['    45 ', '&nbsp;']","['    34,308 ', '&nbsp;']"
2575,r043,All states -> South Dakota,All states,South Dakota,2,"['    25 ', '&nbsp;']","['    5,057 ', '&nbsp;']","['    15 ', '&nbsp;']","['    1,483 ', '&nbsp;']","['    10 ', '&nbsp;']","['    3,574 ', '&nbsp;']"
2575,r044,All states -> Tennessee,All states,Tennessee,2,"['    141 ', '&nbsp;']","['    49,173 ', '&nbsp;']","['    95 ', '&nbsp;']","['    30,169 ', '&nbsp;']","['    46 ', '&nbsp;']","['    19,004 ', '&nbsp;']"
2575,r045,All states -> Texas,All states,Texas,2,"['    1,157 ', '&nbsp;']","['    329,140 ', '&nbsp;']","['    876 ', '&nbsp;']","['    212,492 ', '&nbsp;']","['    281 ', '&nbsp;']","['    116,648 ', '&nbsp;']"
2575,r046,All states -> Utah,All states,Utah,2,"['    223 ', '&nbsp;']","['    79,606 ', '&nbsp;']","['    146 ', '&nbsp;']","['    35,488 ', '&nbsp;']","['    77 ', '&nbsp;']","['    44,117 ', '&nbsp;']"
2575,r047,All states -> Vermont,All states,Vermont,2,"['    32 ', '&nbsp;']","['    7,375 ', '&nbsp;']","['    29 ', '&nbsp;']","['    6,846 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2575,r048,All states -> Virginia,All states,Virginia,2,"['    692 ', '&nbsp;']","['    161,665 ', '&nbsp;']","['    541 ', '&nbsp;']","['    88,908 ', '&nbsp;']","['    151 ', '&nbsp;']","['    72,757 ', '&nbsp;']"
2575,r049,All states -> Washington,All states,Washington,2,"['    576 ', '&nbsp;']","['    216,907 ', '&nbsp;']","['    367 ', '&nbsp;']","['    91,551 ', '&nbsp;']","['    208 ', '&nbsp;']","['    125,356 ', '&nbsp;']"
2575,r050,All states -> West Virginia,All states,West Virginia,2,"['    10 ', '&nbsp;']","['    1,355 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2575,r051,All states -> Wisconsin,All states,Wisconsin,2,"['    269 ', '&nbsp;']","['    62,366 ', '&nbsp;']","['    217 ', '&nbsp;']","['    47,261 ', '&nbsp;']","['    51 ', '&nbsp;']","['    15,105 ', '&nbsp;']"
2575,r052,All states -> Wyoming,All states,Wyoming,2,"['    31 ', '&nbsp;']","['    12,602 ', '&nbsp;']","['    27 ', '&nbsp;']","['    11,969 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2575,r053,All states -> Undistributed,All states,Undistributed,2,"['    16 ', 'r']","['    10,717 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']","['    14 ', 'r']","['    9,725 ', 'r']"
