table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
3374,r380,R&D and R&D plant budget authority -> 2016,Current $millions,National defense,2,80202
3374,r381,R&D and R&D plant budget authority -> 2016,Current $millions,Civilian functions,2,70191
3374,r382,R&D and R&D plant budget authority -> 2016,% distribution,Total,2,100.0
3374,r383,R&D and R&D plant budget authority -> 2016,% distribution,National defense,2,53.3
3374,r384,R&D and R&D plant budget authority -> 2016,% distribution,Civilian functions,2,46.7
3374,r385,R&D and R&D plant budget authority -> 2017<sup>b</sup>,Current $millions,Total,2,127306
3374,r386,R&D and R&D plant budget authority -> 2017<sup>b</sup>,Current $millions,National defense,2,57530
3374,r387,R&D and R&D plant budget authority -> 2017<sup>b</sup>,Current $millions,Civilian functions,2,69776
3374,r388,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,Total,2,100.0
3374,r389,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,National defense,2,45.2
3374,r390,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,Civilian functions,2,54.8
3374,r391,R&D and R&D plant budget authority -> 2018,Current $millions,Total,2,144459
3374,r392,R&D and R&D plant budget authority -> 2018,Current $millions,National defense,2,68916
3374,r393,R&D and R&D plant budget authority -> 2018,Current $millions,Civilian functions,2,75543
3374,r394,R&D and R&D plant budget authority -> 2018,% distribution,Total,2,100.0
3374,r395,R&D and R&D plant budget authority -> 2018,% distribution,National defense,2,47.7
3374,r396,R&D and R&D plant budget authority -> 2018,% distribution,Civilian functions,2,52.3
3374,r397,R&D and R&D plant budget authority -> 2019,Current $millions,Total,2,149971
3374,r398,R&D and R&D plant budget authority -> 2019,Current $millions,National defense,2,72027
3374,r399,R&D and R&D plant budget authority -> 2019,Current $millions,Civilian functions,2,77944
3374,r400,R&D and R&D plant budget authority -> 2019,% distribution,Total,2,100.0
3374,r401,R&D and R&D plant budget authority -> 2019,% distribution,National defense,2,48.0
3374,r402,R&D and R&D plant budget authority -> 2019,% distribution,Civilian functions,2,52.0
3374,r403,R&D and R&D plant budget authority -> 2020 preliminary<sup>c</sup>,Current $millions,Total,2,164453
3374,r404,R&D and R&D plant budget authority -> 2020 preliminary<sup>c</sup>,Current $millions,National defense,2,80923
3374,r405,R&D and R&D plant budget authority -> 2020 preliminary<sup>c</sup>,Current $millions,Civilian functions,2,83530
3374,r406,R&D and R&D plant budget authority -> 2020 preliminary<sup>c</sup>,% distribution,Total,2,100.0
3374,r407,R&D and R&D plant budget authority -> 2020 preliminary<sup>c</sup>,% distribution,National defense,2,49.2
3374,r408,R&D and R&D plant budget authority -> 2020 preliminary<sup>c</sup>,% distribution,Civilian functions,2,50.8
3374,r409,R&D and R&D plant budget authority -> 2021 proposed<sup>d</sup>,Current $millions,Total,2,150874
3374,r410,R&D and R&D plant budget authority -> 2021 proposed<sup>d</sup>,Current $millions,National defense,2,76480
3374,r411,R&D and R&D plant budget authority -> 2021 proposed<sup>d</sup>,Current $millions,Civilian functions,2,74394
3374,r412,R&D and R&D plant budget authority -> 2021 proposed<sup>d</sup>,% distribution,Total,2,100.0
3374,r413,R&D and R&D plant budget authority -> 2021 proposed<sup>d</sup>,% distribution,National defense,2,50.7
3374,r414,R&D and R&D plant budget authority -> 2021 proposed<sup>d</sup>,% distribution,Civilian functions,2,49.3
