table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_ssa,field_usda
4332,r037,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,36,2945.1,0.0,400.0,0.0,0.0,0.0,625.1,0.0,1920.0,0.0,0.0
4332,r038,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,37,2522.9,0.0,0.0,0.0,0.0,0.0,1322.5,0.0,1200.5,0.0,0.0
4332,r039,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,38,2098.6,0.0,6.0,0.0,0.0,248.2,488.3,0.0,1356.1,0.0,0.0
4332,r040,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,39,2042.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.5
4332,r041,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,40,1950.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.3,0.0,0.0
4332,r042,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,41,1781.1,0.0,251.8,0.0,0.0,0.0,430.7,0.0,1098.6,0.0,0.0
4332,r043,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,42,1641.3,0.0,476.8,0.0,0.0,246.6,207.9,0.0,710.1,0.0,0.0
4332,r044,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,43,1640.4,0.0,0.0,0.0,0.0,0.0,1327.9,0.0,312.5,0.0,0.0
4332,r045,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,44,1578.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.8,0.0,0.0
4332,r046,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,45,1476.7,0.0,514.8,0.0,0.0,0.0,0.05,0.0,961.9,0.0,0.0
4332,r047,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,46,1061.6,0.0,0.0,0.0,0.0,195.5,119.9,0.0,746.2,0.0,0.0
4332,r048,All HBCUs -> Lane C.,All HBCUs,Lane C.,2,47,1048.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.6,0.0,0.0
4332,r049,All HBCUs -> Virginia Union U.,All HBCUs,Virginia Union U.,2,48,836.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.3,0.0,0.0
4332,r050,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,49,799.0,0.0,401.7,0.0,0.0,247.4,0.0,0.0,149.9,0.0,0.0
4332,r051,All HBCUs -> Mississippi Valley State U.,All HBCUs,Mississippi Valley State U.,2,50,730.4,0.0,0.0,0.0,0.0,250.0,0.0,0.0,480.4,0.0,0.0
4332,r052,All HBCUs -> Albany State U.,All HBCUs,Albany State U.,2,51,550.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,300.0,0.0,0.0
4332,r053,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,52,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0
4332,r054,All HBCUs -> Gadsden State Community C.,All HBCUs,Gadsden State Community C.,2,53,435.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.2,0.0,0.0
4332,r055,All HBCUs -> Jarvis Christian C.,All HBCUs,Jarvis Christian C.,2,54,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0
4332,r056,"All HBCUs -> Lawson State Community C., Birmingham",All HBCUs,"Lawson State Community C., Birmingham",2,55,369.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.1,0.0,0.0
4332,r057,"All HBCUs -> Bennett C., Greensboro",All HBCUs,"Bennett C., Greensboro",2,56,299.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.9,0.0,0.0
4332,r058,All HBCUs -> Saint Augustine's U.,All HBCUs,Saint Augustine's U.,2,57,299.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.9,0.0,0.0
4332,r059,"All HBCUs -> Southern U. and A&M C., system office",All HBCUs,"Southern U. and A&M C., system office",2,58,250.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
4332,r060,All HBCUs -> Paine C.,All HBCUs,Paine C.,2,59,250.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
4332,r061,All HBCUs -> Benedict C.,All HBCUs,Benedict C.,2,60,249.8,0.0,0.0,0.0,0.0,249.8,0.0,0.0,0.0,0.0,0.0
4332,r062,All HBCUs -> Oakwood U.,All HBCUs,Oakwood U.,2,61,205.8,0.0,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,r063,All HBCUs -> Cheyney U. Pennsylvania,All HBCUs,Cheyney U. Pennsylvania,2,62,199.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.9,0.0,0.0
4332,r064,All HBCUs -> Florida Memorial U.,All HBCUs,Florida Memorial U.,2,63,183.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.1,0.0,0.0
4332,r065,All HBCUs -> Huston-Tillotson U.,All HBCUs,Huston-Tillotson U.,2,64,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
4332,r066,All HBCUs -> Coppin State U.,All HBCUs,Coppin State U.,2,65,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.0,0.0
4332,r067,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,66,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
