table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
7695,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,32392463,12263843,20128620
7695,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,28212493,2005962,26206531
7695,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,23307621,6047993,17259628
7695,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,29718391,6912826,22805565
7695,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,22483420,7689513,14793907
7695,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,11143362,9061908,2081454
7695,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,14009154,4240386,9768768
7695,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,8447295,5600354,2846941
7695,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,31337947,6288269,25049678
7695,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,4222929,2001509,2221420
7695,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,8675207,631502,8043705
7695,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,12864404,5466394,7398010
7695,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,3054817,2152671,902146
7695,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,417246309,166507446,250738863
7695,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,36870713,11005615,25865098
7695,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,35139613,6863870,28275743
7695,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,55336431,8732356,46604075
7695,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,55989692,7560791,48428901
7695,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,37419218,14233548,23185670
7695,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,93621093,10315593,83305500
7695,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,10226630,6631735,3594895
7695,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,44557581,27721413,16836168
7695,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,3193289,725396,2467893
7695,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,10287206,7551808,2735398
7695,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,255731862,23447625,232284237
7695,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,8316189,1701485,6614704
7695,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,1535157,1081618,453539
7695,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,44913546,19427277,25486269
7695,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,56690210,17162043,39528167
7695,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,9013091,5247993,3765098
7695,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,15239075,5893866,9345209
7695,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,7278796,3124556,4154240
