table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_economy,field_isic_rev_4_industry_codes,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10758,r027,"All ISIC, Rev.4, industries -> All manufacturing","All ISIC, Rev.4, industries",All manufacturing,,,,2,Canada,C (10–33),121178,134270,149445,159833,170020,179447,169505,142698,167016,184232,189304,183264,176164,160515,156570,164964,175681,173326,163187,198030,224946
10758,r028,"All ISIC, Rev.4, industries -> Total private services","All ISIC, Rev.4, industries",Total private services,,,,2,Canada,G to N,330024,387800,444856,507817,578884,648019,674043,623308,723274,790279,811426,820602,804015,714667,712268,761112,791716,806032,759606,917609,1012080
10758,r029,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,,,3,Canada,,63105,70435,75707,81518,87539,93387,89772,79775,94236,106617,110414,109644,108027,97711,97089,102617,109346,111497,99454,118282,130679
10758,r030,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,,4,Canada,,50250,55029,57688,60881,63654,66929,62175,52781,63625,71417,73724,71503,69240,62665,61072,63268,66114,66243,57605,68151,75359
10758,r031,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Chemicals and chemical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Chemicals and chemical products,5,Canada,C20,6603,7174,7826,7899,7861,8456,8508,8130,10630,13435,13321,13670,11944,11527,11256,11908,13132,12057,10532,12870,13810
10758,r032,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Pharmaceuticals, medicinal chemical, and botanical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Pharmaceuticals, medicinal chemical, and botanical products",5,Canada,C21,2941,3588,3523,3735,4998,4450,4176,4116,4540,4283,4693,3800,4465,3994,4109,4077,4274,4283,4938,6061,6417
10758,r033,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Weapons and ammunition","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Weapons and ammunition,5,Canada,C252,1449,1683,1783,1916,2012,2260,2271,1671,2107,2362,2640,2508,2451,2097,2002,2060,2163,2197,2130,2394,2902
10758,r034,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Computer, electronic, and optical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Computer, electronic, and optical products",5,Canada,C26,4003,4967,5778,6506,6873,7317,7086,6716,7725,7691,6728,5895,5646,4925,4709,5036,5334,5714,5310,6296,6758
10758,r035,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Electrical equipment","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Electrical equipment,5,Canada,C27,2445,2302,2746,3059,3146,3478,3540,3232,3513,4061,3997,3789,3007,2893,3002,3129,3198,3231,3055,3208,3680
10758,r036,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Machinery and equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Machinery and equipment nec,5,Canada,C28,7632,8390,9699,10739,11987,13035,12722,10155,11440,14507,15253,14717,13899,11613,10720,12145,13265,12929,11810,14824,16887
10758,r037,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Motor vehicles, trailers, and semi-trailers","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Motor vehicles, trailers, and semi-trailers",5,Canada,C29,19641,20286,19388,19474,18312,18505,13511,9733,14078,14577,16080,15502,15908,14593,15253,14456,14008,14212,10824,12111,13792
10758,r038,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Railroad, military vehicles, and transport equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Railroad, military vehicles, and transport equipment nec",5,Canada,C30X,1053,1205,1189,1413,1608,1786,1778,1523,1414,1883,1828,1761,1765,1768,1786,1708,1962,1982,1402,1599,1904
10758,r039,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Air and spacecraft and related machinery","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Air and spacecraft and related machinery,5,Canada,C303,3665,4437,4653,4978,5571,6400,7284,6143,6592,6801,7553,8359,8848,8064,6814,7228,7179,8037,6213,7266,7597
10758,r040,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Medical and dental instruments and supplies","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Medical and dental instruments and supplies,5,Canada,C325,819,995,1104,1161,1288,1243,1301,1363,1585,1817,1631,1500,1307,1191,1421,1522,1599,1602,1391,1522,1611
10758,r041,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,,4,Canada,,12855,15406,18019,20637,23885,26458,27597,26994,30611,35200,36690,38141,38786,35045,36017,39349,43232,45254,41849,50131,55320
10758,r042,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Software publishing","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Software publishing,5,Canada,J582,1883,2159,2736,3128,3526,3976,3819,3122,3622,4319,4881,5262,5739,4953,5012,5255,6226,6760,5841,6991,7421
10758,r043,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> IT and other information services","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,IT and other information services,5,Canada,J62–63,8757,10650,12348,14130,16490,18009,19117,19400,22157,25325,26453,27326,27740,25628,26679,29459,31939,33501,31316,37485,41468
10758,r044,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Scientific R&D","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Scientific R&D,5,Canada,M72,2215,2597,2936,3379,3868,4473,4660,4471,4832,5556,5356,5553,5307,4464,4326,4636,5066,4993,4692,5655,6432
10758,r045,Analytical ratios (%),Analytical ratios (%),,,,,1,,,KTI shares (%),,,,,,,,,,,,,,,,,,,,
10758,r046,"Analytical ratios (%) -> KTI/all ISIC, Rev.4, industries (%)",Analytical ratios (%),"KTI/all ISIC, Rev.4, industries (%)",,,,2,Canada,,9.0,8.5,7.9,7.5,7.1,6.8,6.2,6.2,6.2,6.3,6.5,6.3,6.4,6.7,6.8,6.7,6.8,6.9,6.5,6.4,6.2
10758,r047,Analytical ratios (%) -> KTI manufacturing industries/all KTI (%),Analytical ratios (%),KTI manufacturing industries/all KTI (%),,,,2,Canada,,79.6,78.1,76.2,74.7,72.7,71.7,69.3,66.2,67.5,67.0,66.8,65.2,64.1,64.1,62.9,61.7,60.5,59.4,57.9,57.6,57.7
10758,r048,Analytical ratios (%) -> KTI service industries/all KTI (%),Analytical ratios (%),KTI service industries/all KTI (%),,,,2,Canada,,20.4,21.9,23.8,25.3,27.3,28.3,30.7,33.8,32.5,33.0,33.2,34.8,35.9,35.9,37.1,38.3,39.5,40.6,42.1,42.4,42.3
10758,r049,&nbsp;,&nbsp;,,,,,1,,,Millions of current U.S. dollars,,,,,,,,,,,,,,,,,,,,
10758,r050,"All ISIC, Rev.4, industries","All ISIC, Rev.4, industries",,,,,1,China,A to U,1380715,1564812,1863484,2266876,2727825,3520161,4551491,5028891,6010916,7502234,8481957,9536287,10385325,10877144,11188444,12294207,14050797,14518323,14960848,18235858,18925380
10758,r051,"All ISIC, Rev.4, industries -> All manufacturing","All ISIC, Rev.4, industries",All manufacturing,,,,2,China,C (10–33),375127,453596,548490,733715,893193,1149942,1475422,1612010,1924624,2420593,2691662,2957882,3174887,3220960,3225368,3590913,4215442,4211903,4286522,5504128,5844391
10758,r052,"All ISIC, Rev.4, industries -> Total private services","All ISIC, Rev.4, industries",Total private services,,,,2,China,G to N,465805,516704,588039,683358,841566,1133501,1456051,1669967,2007508,2508180,2912886,3406491,3774717,4106480,4242498,4646378,5254365,5345744,5486868,6638962,6543646
10758,r053,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,,,3,China,,217798,259633,292804,347421,422554,540717,701498,758521,936682,1144626,1284363,1444534,1587457,1645518,1653552,1872226,2140056,2122703,2202016,2822138,3045410
10758,r054,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,,4,China,,200917,242329,272668,320907,388458,494477,639852,683607,847569,1029303,1141468,1277754,1390908,1441201,1445825,1636094,1863188,1832434,1907953,2436420,2657693
10758,r055,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Chemicals and chemical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Chemicals and chemical products,5,China,C20,36569,43507,55998,62561,74080,99845,119966,126824,163391,214458,221151,241822,249926,253129,236275,262839,313956,302602,303041,360910,517575
10758,r056,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Pharmaceuticals, medicinal chemical, and botanical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Pharmaceuticals, medicinal chemical, and botanical products",5,China,C21,14455,16153,16114,19623,22313,28014,37449,41293,47292,58640,73240,84256,95100,105220,111165,128386,147930,147253,155172,222201,207443
10758,r057,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Weapons and ammunition","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Weapons and ammunition,5,China,C252,524,487,567,701,886,1184,1639,1785,2120,2566,2944,3329,3527,3608,3694,4159,4642,4685,4999,6622,7655
10758,r058,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Computer, electronic, and optical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Computer, electronic, and optical products",5,China,C26,48310,61909,71714,82829,99401,111364,132855,130017,157805,186549,210508,237627,262826,276892,274241,308080,351798,345929,356700,457224,475537
10758,r059,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Electrical equipment","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Electrical equipment,5,China,C27,27445,31896,36148,45846,56988,74166,102377,112814,133058,156889,174511,195974,213999,223521,226680,256409,287159,295401,318227,424458,459992
10758,r060,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Machinery and equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Machinery and equipment nec,5,China,C28,33508,40961,46785,59628,75223,100152,144712,150567,186383,231064,254555,280106,292879,294486,292055,331877,377729,372004,390436,503485,527600
10758,r061,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Motor vehicles, trailers, and semi-trailers","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Motor vehicles, trailers, and semi-trailers",5,China,C29,27556,34473,32201,33920,41927,56250,70386,87670,120025,136607,157784,180573,210200,218581,235941,269847,294118,277435,291232,349681,345574
10758,r062,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Railroad, military vehicles, and transport equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Railroad, military vehicles, and transport equipment nec",5,China,C30X,5691,5997,6184,7337,7742,9811,13387,14422,17586,21183,25068,27757,34105,35876,35540,39611,43362,43226,43196,53934,58067
10758,r063,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Air and spacecraft and related machinery","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Air and spacecraft and related machinery,5,China,C303,2822,3226,3291,4077,4903,7332,8428,8712,9172,8605,8973,9477,10358,10896,11627,13752,17399,19238,19914,25610,25824
10758,r064,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Medical and dental instruments and supplies","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Medical and dental instruments and supplies,5,China,C325,4038,3722,3665,4384,4995,6360,8651,9503,10736,12742,12735,16834,17988,18993,18607,21132,25095,24662,25035,32295,32427
10758,r065,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,,4,,,16881,17305,20136,26514,34095,46241,61647,74914,89113,115323,142894,166780,196548,204317,207727,236132,276867,290269,294063,385717,387718
10758,r066,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Software publishing","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Software publishing,5,China,J582,1185,1410,1867,2062,2184,2349,2780,3322,3463,4376,5036,6040,7977,7648,7803,9018,10699,11160,10540,13858,12896
10758,r067,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> IT and other information services","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,IT and other information services,5,China,J62–63,7879,8132,8995,12010,16128,23046,32025,37064,44334,56943,71230,87659,105923,108182,107752,123204,145978,155058,158695,210023,214927
10758,r068,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Scientific R&D","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Scientific R&D,5,China,M72,7817,7762,9274,12442,15783,20846,26842,34528,41316,54005,66628,73081,82649,88487,92173,103910,120190,124051,124829,161836,159896
10758,r069,Analytical ratios (%),Analytical ratios (%),,,,,1,,,KTI shares (%),,,,,,,,,,,,,,,,,,,,
10758,r070,"Analytical ratios (%) -> KTI/all ISIC, Rev.4, industries (%)",Analytical ratios (%),"KTI/all ISIC, Rev.4, industries (%)",,,,2,,,15.8,16.6,15.7,15.3,15.5,15.4,15.4,15.1,15.6,15.3,15.1,15.1,15.3,15.1,14.8,15.2,15.2,14.6,14.7,15.5,16.1
10758,r071,Analytical ratios (%) -> KTI manufacturing industries/all KTI (%),Analytical ratios (%),KTI manufacturing industries/all KTI (%),,,,2,,,92.2,93.3,93.1,92.4,91.9,91.4,91.2,90.1,90.5,89.9,88.9,88.5,87.6,87.6,87.4,87.4,87.1,86.3,86.6,86.3,87.3
10758,r072,Analytical ratios (%) -> KTI service industries/all KTI (%),Analytical ratios (%),KTI service industries/all KTI (%),,,,2,,,7.8,6.7,6.9,7.6,8.1,8.6,8.8,9.9,9.5,10.1,11.1,11.5,12.4,12.4,12.6,12.6,12.9,13.7,13.4,13.7,12.7
10758,r073,&nbsp;,&nbsp;,,,,,1,,,Millions of current U.S. dollars,,,,,,,,,,,,,,,,,,,,
10758,r074,"All ISIC, Rev.4, industries","All ISIC, Rev.4, industries",,,,,1,EU-27,A to U,7111375,8743468,10044537,10447924,11118192,12866924,14242952,12979765,12783261,13815066,12838854,13417361,13709459,11872438,12155643,12879693,13937911,13675924,13430919,14944568,14967442
10758,r075,"All ISIC, Rev.4, industries -> All manufacturing","All ISIC, Rev.4, industries",All manufacturing,,,,2,EU-27,C (10–33),1327437,1591740,1808477,1854995,1975961,2293872,2436609,2011377,2071071,2286303,2095771,2176178,2258235,2037336,2101122,2218891,2381342,2282953,2191928,2468009,2469985
10758,r076,"All ISIC, Rev.4, industries -> Total private services","All ISIC, Rev.4, industries",Total private services,,,,2,EU-27,G to N,3465830,4279595,4924357,5150899,5483605,6390130,7092366,6518164,6370253,6890874,6423036,6738870,6912417,5984951,6134466,6509716,7068742,6972223,6801625,7568542,7612050
10758,r077,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,,,3,EU-27,,805287,969724,1103186,1135954,1223518,1430722,1545302,1317634,1384080,1543135,1440429,1523000,1594486,1461079,1519567,1633394,1792786,1757157,1724139,1933664,1883117
10758,r078,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,,4,EU-27,,607862,730974,826763,845062,910172,1058192,1124947,922020,988981,1101360,1017892,1061035,1110569,1034535,1069701,1140100,1229143,1180955,1132679,1278076,1241852
10758,r079,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Chemicals and chemical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Chemicals and chemical products,5,EU-27,C20,88427,102657,117039,119841,124014,144540,152840,131430,139693,155449,142279,147127,149410,148206,148734,158767,163391,153339,156332,178818,177196
10758,r080,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Pharmaceuticals, medicinal chemical, and botanical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Pharmaceuticals, medicinal chemical, and botanical products",5,EU-27,C21,69318,83100,89193,94723,98238,111480,120537,119132,116192,121947,114281,118958,121668,133886,140542,144724,166300,170819,190074,218059,216420
10758,r081,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Weapons and ammunition","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Weapons and ammunition,5,EU-27,C252,3861,4701,4903,5012,5601,6569,6867,6390,6297,6785,6859,7052,7187,6160,6785,7016,7632,7552,7709,8789,9336
10758,r082,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Computer, electronic, and optical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Computer, electronic, and optical products",5,EU-27,C26,80724,96519,111436,113590,119507,137443,135854,105243,107740,114495,101884,106895,109660,104784,107046,112480,123408,117924,113713,116378,108211
10758,r083,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Electrical equipment","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Electrical equipment,5,EU-27,C27,65356,78235,90425,89711,99098,112641,126814,105145,110570,119722,109746,112534,114567,97654,100563,105765,112894,104955,102705,108024,104435
10758,r084,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Machinery and equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Machinery and equipment nec,5,EU-27,C28,130248,156731,182713,188526,207974,249547,275088,209177,224157,261721,243376,252055,262851,225924,228872,247573,268708,257087,250401,287158,278177
