table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_companiesa_number_,field_domestic_r_d_amount,field_software_products_and_embedded_software_r_d_total_companiesb_number_,field_software_products_and_embedded_software_r_d_total_amount,field_software_products_and_embedded_software_r_d_paid_for_by_the_company_companiesb_number_,field_software_products_and_embedded_software_r_d_paid_for_by_the_company_amount,field_software_products_and_embedded_software_r_d_paid_for_by_others_total_companiesb_number_,field_software_products_and_embedded_software_r_d_paid_for_by_others_total_amount,field_software_products_and_embedded_software_r_d_paid_for_by_others_federally_funded_companiesb_number_,field_software_products_and_embedded_software_r_d_paid_for_by_others_federally_funded_amount
8810,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['1,040', '&nbsp;']","['2,634', '&nbsp;']","['170', 'i']","['241', 'i']","['170', 'i']","['241', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['240', '&nbsp;']","['1,717', 'i']","['20', '&nbsp;']","['27', 'i']","['20', '&nbsp;']","['27', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['270', '&nbsp;']","['815', '&nbsp;']","['60', 'i']","['8', '&nbsp;']","['60', 'i']","['8', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,270', '&nbsp;']","['3,396', '&nbsp;']","['390', 'i']","['326', 'i']","['390', 'i']","['325', 'i']","['10', 'i']","['1', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['2,120', '&nbsp;']","['16,223', '&nbsp;']","['870', 'i']","['1,947', '&nbsp;']","['860', 'i']","['1,881', '&nbsp;']","['20', '&nbsp;']","['66', '&nbsp;']","['10', '&nbsp;']","['8', '&nbsp;']"
8810,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['160', '&nbsp;']","['1,769 - 1,811', '&nbsp;']","['90', 'i']","['110', '&nbsp;']","['90', 'i']","['110', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']"
8810,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['60', '&nbsp;']","['4,807', '&nbsp;']","['40', 'i']","['199', 'i']","['40', 'i']","['187', 'i']","['10', '&nbsp;']","['12', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['90', '&nbsp;']","['1,645', '&nbsp;']","['40', 'i']","['129', '&nbsp;']","['40', 'i']","['119', '&nbsp;']","['10', '&nbsp;']","['9', '&nbsp;']","['10', '&nbsp;']","['8', '&nbsp;']"
8810,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,830', '&nbsp;']","['7,959 - 8,001', '&nbsp;']","['710', 'i']","['1,510', '&nbsp;']","['700', 'i']","['1,465', '&nbsp;']","['10', '&nbsp;']","['45', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,220', '&nbsp;']","['99,535', '&nbsp;']","['1,390', 'i']","['35,084', 'i']","['1,320', 'i']","['31,162', 'i']","['180', 'i']","['3,922', 'i']","['50', 'i']","['2,892', 'i']"
8810,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['400', '&nbsp;']","['12,103', '&nbsp;']","['300', 'i']","['8,546', 'i']","['290', 'i']","['8,474', 'i']","['20', '&nbsp;']","['72', '&nbsp;']","['10', 'i']","['0 - 73', '&nbsp;']"
8810,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['570', '&nbsp;']","['43,181', '&nbsp;']","['190', 'i']","['8,385', 'i']","['160', 'i']","['8,106', 'i']","['70', 'i']","['279', 'i']","['10', '&nbsp;']","['28', 'i']"
8810,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['1,060', '&nbsp;']","['18,505', '&nbsp;']","['760', 'i']","['6,801', 'i']","['730', 'i']","['3,285', '&nbsp;']","['100', 'i']","['3,516', 'i']","['40', 'i']","['2,735 - 2,865', 'i']"
8810,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['190', '&nbsp;']","['2,858', '&nbsp;']","['120', 'i']","['542', 'i']","['120', 'i']","['458', 'i']","['20', '&nbsp;']","['85', '&nbsp;']","['10', 'i']","['6', '&nbsp;']"
8810,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['130', '&nbsp;']","['10,586', '&nbsp;']","['110', 'i']","['4,950', 'i']","['110', 'i']","['1,606', '&nbsp;']","['20', '&nbsp;']","['3,344', 'i']","['20', '&nbsp;']","['2,717 - 2,849', 'i']"
8810,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['740', '&nbsp;']","['5,061', '&nbsp;']","['540', 'i']","['1,309', 'i']","['510', 'i']","['1,222', '&nbsp;']","['80', 'i']","['87', '&nbsp;']","['20', 'i']","['11', 'i']"
8810,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['210', '&nbsp;']","['25,747', '&nbsp;']","['160', 'i']","['11,352', '&nbsp;']","['150', 'i']","['11,297', '&nbsp;']","['10', '&nbsp;']","['55', '&nbsp;']","['10', '&nbsp;']","['0 - 56', '&nbsp;']"
8810,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['680', '&nbsp;']","['4,998', '&nbsp;']","['390', 'i']","['1,092', '&nbsp;']","['380', 'i']","['942', '&nbsp;']","['20', 'i']","['150', 'i']","['10', '&nbsp;']","['1', '&nbsp;']"
8810,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['980', '&nbsp;']","['48,796', '&nbsp;']","['340', 'i']","['4,626', 'i']","['310', 'i']","['3,928', 'i']","['70', 'i']","['698', '&nbsp;']","['10', '&nbsp;']","['323', '&nbsp;']"
8810,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['490', '&nbsp;']","['23,121', '&nbsp;']","['130', 'i']","['2,677', 'i']","['120', 'i']","['2,470', 'i']","['30', '&nbsp;']","['207', '&nbsp;']","['10', '&nbsp;']","['0 - 4', '&nbsp;']"
8810,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['340', '&nbsp;']","['22,914', 'i']","['190', 'i']","['1,848', 'i']","['160', 'i']","['1,394', 'i']","['40', 'i']","['454', '&nbsp;']","['10', '&nbsp;']","['320', '&nbsp;']"
8810,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['310', '&nbsp;']","['21,291', 'i']","['170', 'i']","['1,833', 'i']","['150', 'i']","['1,382', 'i']","['40', 'i']","['452', '&nbsp;']","['10', '&nbsp;']","['320', '&nbsp;']"
8810,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['40', '&nbsp;']","['1,623', '&nbsp;']","['20', 'i']","['14', '&nbsp;']","['20', 'i']","['12', '&nbsp;']","['10', 'i']","['2', '&nbsp;']","['10', 'i']","['*', 'i']"
8810,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['10', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['140', '&nbsp;']","['2,750', '&nbsp;']","['30', '&nbsp;']","['101', '&nbsp;']","['30', '&nbsp;']","['63', '&nbsp;']","['10', '&nbsp;']","['38', '&nbsp;']","['10', '&nbsp;']","['0 - 4', '&nbsp;']"
8810,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['240', '&nbsp;']","['496', '&nbsp;']","['80', 'i']","['59', '&nbsp;']","['80', 'i']","['59', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,430', '&nbsp;']","['18,791 - 18,809', '&nbsp;']","['510', 'i']","['2,329', '&nbsp;']","['500', 'i']","['2,303', '&nbsp;']","['40', 'i']","['26', '&nbsp;']","['20', 'i']","['7', 'i']"
8810,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['840', '&nbsp;']","['16,116', '&nbsp;']","['380', 'i']","['1,849', '&nbsp;']","['370', 'i']","['1,823', '&nbsp;']","['40', 'i']","['26', '&nbsp;']","['20', 'i']","['7', 'i']"
8810,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['600', '&nbsp;']","['2,674 - 2,692', '&nbsp;']","['130', '&nbsp;']","['480', '&nbsp;']","['130', '&nbsp;']","['480', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['14,460', '&nbsp;']","['229,174', '&nbsp;']","['9,290', 'i']","['178,197', 'i']","['8,580', 'i']","['169,510', 'i']","['1,160', 'i']","['8,687', '&nbsp;']","['550', 'i']","['3,068', '&nbsp;']"
8810,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['300', '&nbsp;']","['1,165', '&nbsp;']","['50', 'i']","['306', '&nbsp;']","['50', 'i']","['293', '&nbsp;']","['10', '&nbsp;']","['13', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['50', '&nbsp;']","['264', '&nbsp;']","['20', '&nbsp;']","['83', 'i']","['20', '&nbsp;']","['78', 'i']","['10', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,160', '&nbsp;']","['1,058', '&nbsp;']","['220', 'i']","['101', 'i']","['210', 'i']","['92', 'i']","['20', '&nbsp;']","['9', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['90', '&nbsp;']","['3,840 - 19,390', 'i']","['70', '&nbsp;']","['2,164 - 19,148', 'i']","['70', '&nbsp;']","['2,164 - 19,107', 'i']","['10', '&nbsp;']","['0 - 44', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['60', '&nbsp;']","['4,957', 'i']","['40', '&nbsp;']","['3,769', 'i']","['40', '&nbsp;']","['3,769', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,810', '&nbsp;']","['129,463', '&nbsp;']","['3,680', 'i']","['119,125', 'i']","['3,610', 'i']","['118,335', 'i']","['130', 'i']","['789', '&nbsp;']","['20', '&nbsp;']","['299', 'i']"
8810,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,680', '&nbsp;']","['35,025', '&nbsp;']","['1,650', 'i']","['29,411', '&nbsp;']","['1,610', 'i']","['29,180', '&nbsp;']","['100', 'i']","['231', '&nbsp;']","['10', '&nbsp;']","['10', '&nbsp;']"
8810,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['30', '&nbsp;']","['60', '&nbsp;']","['10', 'i']","['17', '&nbsp;']","['10', 'i']","['17', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,650', '&nbsp;']","['34,965', '&nbsp;']","['1,650', 'i']","['29,394', '&nbsp;']","['1,600', 'i']","['29,163', '&nbsp;']","['100', 'i']","['231', '&nbsp;']","['10', '&nbsp;']","['10', '&nbsp;']"
8810,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['140', '&nbsp;']","['3,425 - 3,437', '&nbsp;']","['110', '&nbsp;']","['1,401', '&nbsp;']","['110', '&nbsp;']","['1,335 - 1,393', '&nbsp;']","['10', '&nbsp;']","['8 - 66', 'i']","['10', '&nbsp;']","['3', '&nbsp;']"
8810,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,660', '&nbsp;']","['41,551', '&nbsp;']","['1,640', '&nbsp;']","['39,873', '&nbsp;']","['1,630', '&nbsp;']","['39,429', '&nbsp;']","['40', 'i']","['444', '&nbsp;']","['10', '&nbsp;']","['286', 'i']"
8810,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['350', '&nbsp;']","['49,449 - 49,463', '&nbsp;']","['280', 'i']","['48,440', 'i']","['280', 'i']","['48,334 - 48,393', 'i']","['10', '&nbsp;']","['47 - 105', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['220', '&nbsp;']","['12,296', '&nbsp;']","['180', '&nbsp;']","['9,539', '&nbsp;']","['180', '&nbsp;']","['9,539', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['60', '&nbsp;']","['3,249', '&nbsp;']","['10', '&nbsp;']","['3,070', '&nbsp;']","['10', '&nbsp;']","['3,070', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['20', '&nbsp;']","['7', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['40', '&nbsp;']","['3,242', '&nbsp;']","['10', '&nbsp;']","['3,070', '&nbsp;']","['10', '&nbsp;']","['3,070', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8810,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['6,980', '&nbsp;']","['54,367', '&nbsp;']","['4,660', 'i']","['22,916', 'i']","['4,030', 'i']","['15,086', '&nbsp;']","['1,010', 'i']","['7,830', 'i']","['530', 'i']","['2,769', '&nbsp;']"
8810,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,390', '&nbsp;']","['4,214', '&nbsp;']","['460', 'i']","['790', 'i']","['310', 'i']","['310', '&nbsp;']","['190', 'i']","['480', 'i']","['90', '&nbsp;']","['353', 'i']"
8810,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,780', '&nbsp;']","['17,935', '&nbsp;']","['2,740', 'i']","['10,914', '&nbsp;']","['2,520', 'i']","['7,987', '&nbsp;']","['390', 'i']","['2,927', '&nbsp;']","['150', 'i']","['485', 'i']"
8810,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['1,710', '&nbsp;']","['25,600', '&nbsp;']","['740', 'i']","['6,703', 'i']","['500', 'i']","['2,858', 'i']","['380', 'i']","['3,845', 'i']","['280', 'i']","['1,478', '&nbsp;']"
8810,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['110', 'i']","['179', 'i']","['10', 'i']","['8', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['10', 'i']","['8', 'i']","['10', 'i']","['8', 'i']"
