table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_hierarchy_depth,value
10650,r044,1978<sup>a</sup>,Postdoctoral appointees,Health,2,na
10650,r045,1978<sup>a</sup>,Nonfaculty researchers,All fields,2,na
10650,r046,1978<sup>a</sup>,Nonfaculty researchers,Science,2,na
10650,r047,1978<sup>a</sup>,Nonfaculty researchers,Engineering,2,na
10650,r048,1978<sup>a</sup>,Nonfaculty researchers,Health,2,na
10650,r049,1979,Graduate students,All fields,2,357578
10650,r050,1979,Graduate students,Science,2,247235
10650,r051,1979,Graduate students,Engineering,2,71808
10650,r052,1979,Graduate students,Health,2,38535
10650,r053,1979,Postdoctoral appointees,All fields,2,18101
10650,r054,1979,Postdoctoral appointees,Science,2,12519
10650,r055,1979,Postdoctoral appointees,Engineering,2,1067
10650,r056,1979,Postdoctoral appointees,Health,2,4515
10650,r057,1979,Nonfaculty researchers,All fields,2,2687
10650,r058,1979,Nonfaculty researchers,Science,2,1915
10650,r059,1979,Nonfaculty researchers,Engineering,2,273
10650,r060,1979,Nonfaculty researchers,Health,2,499
10650,r061,1980,Graduate students,All fields,2,367078
10650,r062,1980,Graduate students,Science,2,251265
10650,r063,1980,Graduate students,Engineering,2,74335
10650,r064,1980,Graduate students,Health,2,41478
10650,r065,1980,Postdoctoral appointees,All fields,2,18399
10650,r066,1980,Postdoctoral appointees,Science,2,13042
10650,r067,1980,Postdoctoral appointees,Engineering,2,981
10650,r068,1980,Postdoctoral appointees,Health,2,4376
10650,r069,1980,Nonfaculty researchers,All fields,2,3260
10650,r070,1980,Nonfaculty researchers,Science,2,2184
10650,r071,1980,Nonfaculty researchers,Engineering,2,423
10650,r072,1980,Nonfaculty researchers,Health,2,653
10650,r073,1981,Graduate students,All fields,2,375130
10650,r074,1981,Graduate students,Science,2,252404
10650,r075,1981,Graduate students,Engineering,2,79585
10650,r076,1981,Graduate students,Health,2,43141
10650,r077,1981,Postdoctoral appointees,All fields,2,19634
10650,r078,1981,Postdoctoral appointees,Science,2,13731
10650,r079,1981,Postdoctoral appointees,Engineering,2,1040
10650,r080,1981,Postdoctoral appointees,Health,2,4863
10650,r081,1981,Nonfaculty researchers,All fields,2,3559
10650,r082,1981,Nonfaculty researchers,Science,2,2445
10650,r083,1981,Nonfaculty researchers,Engineering,2,503
10650,r084,1981,Nonfaculty researchers,Health,2,611
10650,r085,1982,Graduate students,All fields,2,382291
10650,r086,1982,Graduate students,Science,2,255146
10650,r087,1982,Graduate students,Engineering,2,83720
10650,r088,1982,Graduate students,Health,2,43425
10650,r089,1982,Postdoctoral appointees,All fields,2,19363
10650,r090,1982,Postdoctoral appointees,Science,2,13698
10650,r091,1982,Postdoctoral appointees,Engineering,2,980
10650,r092,1982,Postdoctoral appointees,Health,2,4685
10650,r093,1982,Nonfaculty researchers,All fields,2,4026
10650,r094,1982,Nonfaculty researchers,Science,2,2809
10650,r095,1982,Nonfaculty researchers,Engineering,2,670
10650,r096,1982,Nonfaculty researchers,Health,2,547
10650,r097,1983,Graduate students,All fields,2,390432
10650,r098,1983,Graduate students,Science,2,255820
10650,r099,1983,Graduate students,Engineering,2,91146
10650,r100,1983,Graduate students,Health,2,43466
10650,r101,1983,Postdoctoral appointees,All fields,2,20712
10650,r102,1983,Postdoctoral appointees,Science,2,14562
10650,r103,1983,Postdoctoral appointees,Engineering,2,1108
10650,r104,1983,Postdoctoral appointees,Health,2,5042
10650,r105,1983,Nonfaculty researchers,All fields,2,4896
10650,r106,1983,Nonfaculty researchers,Science,2,3348
10650,r107,1983,Nonfaculty researchers,Engineering,2,631
10650,r108,1983,Nonfaculty researchers,Health,2,917
10650,r109,1984,Graduate students,All fields,2,394670
10650,r110,1984,Graduate students,Science,2,256903
10650,r111,1984,Graduate students,Engineering,2,92739
10650,r112,1984,Graduate students,Health,2,45028
10650,r113,1984,Postdoctoral appointees,All fields,2,21535
10650,r114,1984,Postdoctoral appointees,Science,2,14979
10650,r115,1984,Postdoctoral appointees,Engineering,2,1203
10650,r116,1984,Postdoctoral appointees,Health,2,5353
10650,r117,1984,Nonfaculty researchers,All fields,2,5042
10650,r118,1984,Nonfaculty researchers,Science,2,3442
10650,r119,1984,Nonfaculty researchers,Engineering,2,589
10650,r120,1984,Nonfaculty researchers,Health,2,1011
10650,r121,1985,Graduate students,All fields,2,404021
10650,r122,1985,Graduate students,Science,2,261973
10650,r123,1985,Graduate students,Engineering,2,96018
10650,r124,1985,Graduate students,Health,2,46030
10650,r125,1985,Postdoctoral appointees,All fields,2,22387
10650,r126,1985,Postdoctoral appointees,Science,2,15576
10650,r127,1985,Postdoctoral appointees,Engineering,2,1356
10650,r128,1985,Postdoctoral appointees,Health,2,5455
10650,r129,1985,Nonfaculty researchers,All fields,2,5103
10650,r130,1985,Nonfaculty researchers,Science,2,3529
10650,r131,1985,Nonfaculty researchers,Engineering,2,615
10650,r132,1985,Nonfaculty researchers,Health,2,959
10650,r133,1986,Graduate students,All fields,2,415520
10650,r134,1986,Graduate students,Science,2,266077
10650,r135,1986,Graduate students,Engineering,2,101905
10650,r136,1986,Graduate students,Health,2,47538
10650,r137,1986,Postdoctoral appointees,All fields,2,23721
10650,r138,1986,Postdoctoral appointees,Science,2,16512
10650,r139,1986,Postdoctoral appointees,Engineering,2,1405
10650,r140,1986,Postdoctoral appointees,Health,2,5804
10650,r141,1986,Nonfaculty researchers,All fields,2,4846
10650,r142,1986,Nonfaculty researchers,Science,2,3356
10650,r143,1986,Nonfaculty researchers,Engineering,2,521
10650,r144,1986,Nonfaculty researchers,Health,2,969
10650,r145,1987,Graduate students,All fields,2,421497
10650,r146,1987,Graduate students,Science,2,269256
10650,r147,1987,Graduate students,Engineering,2,103983
10650,r148,1987,Graduate students,Health,2,48258
10650,r149,1987,Postdoctoral appointees,All fields,2,24881
10650,r150,1987,Postdoctoral appointees,Science,2,17369
10650,r151,1987,Postdoctoral appointees,Engineering,2,1446
10650,r152,1987,Postdoctoral appointees,Health,2,6066
10650,r153,1987,Nonfaculty researchers,All fields,2,4597
10650,r154,1987,Nonfaculty researchers,Science,2,3250
10650,r155,1987,Nonfaculty researchers,Engineering,2,443
10650,r156,1987,Nonfaculty researchers,Health,2,904
10650,r157,1988,Graduate students,All fields,2,424523
10650,r158,1988,Graduate students,Science,2,272309
10650,r159,1988,Graduate students,Engineering,2,102854
10650,r160,1988,Graduate students,Health,2,49360
10650,r161,1988,Postdoctoral appointees,All fields,2,26123
10650,r162,1988,Postdoctoral appointees,Science,2,18024
10650,r163,1988,Postdoctoral appointees,Engineering,2,1690
10650,r164,1988,Postdoctoral appointees,Health,2,6409
10650,r165,1988,Nonfaculty researchers,All fields,2,4869
10650,r166,1988,Nonfaculty researchers,Science,2,3348
10650,r167,1988,Nonfaculty researchers,Engineering,2,566
10650,r168,1988,Nonfaculty researchers,Health,2,955
10650,r169,1989,Graduate students,All fields,2,434478
10650,r170,1989,Graduate students,Science,2,278577
10650,r171,1989,Graduate students,Engineering,2,104065
10650,r172,1989,Graduate students,Health,2,51836
10650,r173,1989,Postdoctoral appointees,All fields,2,27932
10650,r174,1989,Postdoctoral appointees,Science,2,18978
10650,r175,1989,Postdoctoral appointees,Engineering,2,1928
10650,r176,1989,Postdoctoral appointees,Health,2,7026
10650,r177,1989,Nonfaculty researchers,All fields,2,4908
10650,r178,1989,Nonfaculty researchers,Science,2,3470
10650,r179,1989,Nonfaculty researchers,Engineering,2,581
10650,r180,1989,Nonfaculty researchers,Health,2,857
10650,r181,1990,Graduate students,All fields,2,452113
10650,r182,1990,Graduate students,Science,2,289383
10650,r183,1990,Graduate students,Engineering,2,107658
10650,r184,1990,Graduate students,Health,2,55072
10650,r185,1990,Postdoctoral appointees,All fields,2,29565
10650,r186,1990,Postdoctoral appointees,Science,2,19853
10650,r187,1990,Postdoctoral appointees,Engineering,2,1950
10650,r188,1990,Postdoctoral appointees,Health,2,7762
10650,r189,1990,Nonfaculty researchers,All fields,2,5255
10650,r190,1990,Nonfaculty researchers,Science,2,3745
10650,r191,1990,Nonfaculty researchers,Engineering,2,609
10650,r192,1990,Nonfaculty researchers,Health,2,901
10650,r193,1991,Graduate students,All fields,2,471212
10650,r194,1991,Graduate students,Science,2,299057
10650,r195,1991,Graduate students,Engineering,2,113535
10650,r196,1991,Graduate students,Health,2,58620
10650,r197,1991,Postdoctoral appointees,All fields,2,30865
10650,r198,1991,Postdoctoral appointees,Science,2,20595
10650,r199,1991,Postdoctoral appointees,Engineering,2,2262
10650,r200,1991,Postdoctoral appointees,Health,2,8008
10650,r201,1991,Nonfaculty researchers,All fields,2,5478
10650,r202,1991,Nonfaculty researchers,Science,2,3872
10650,r203,1991,Nonfaculty researchers,Engineering,2,659
10650,r204,1991,Nonfaculty researchers,Health,2,947
10650,r205,1992,Graduate students,All fields,2,493522
10650,r206,1992,Graduate students,Science,2,312478
10650,r207,1992,Graduate students,Engineering,2,118039
10650,r208,1992,Graduate students,Health,2,63005
10650,r209,1992,Postdoctoral appointees,All fields,2,32747
10650,r210,1992,Postdoctoral appointees,Science,2,21514
10650,r211,1992,Postdoctoral appointees,Engineering,2,2369
10650,r212,1992,Postdoctoral appointees,Health,2,8864
10650,r213,1992,Nonfaculty researchers,All fields,2,5482
10650,r214,1992,Nonfaculty researchers,Science,2,3660
10650,r215,1992,Nonfaculty researchers,Engineering,2,737
10650,r216,1992,Nonfaculty researchers,Health,2,1085
10650,r217,1993,Graduate students,All fields,2,504304
10650,r218,1993,Graduate students,Science,2,318851
10650,r219,1993,Graduate students,Engineering,2,116872
10650,r220,1993,Graduate students,Health,2,68581
10650,r221,1993,Postdoctoral appointees,All fields,2,34322
10650,r222,1993,Postdoctoral appointees,Science,2,22219
10650,r223,1993,Postdoctoral appointees,Engineering,2,2446
10650,r224,1993,Postdoctoral appointees,Health,2,9657
10650,r225,1993,Nonfaculty researchers,All fields,2,6001
10650,r226,1993,Nonfaculty researchers,Science,2,4003
10650,r227,1993,Nonfaculty researchers,Engineering,2,805
10650,r228,1993,Nonfaculty researchers,Health,2,1193
10650,r229,1994,Graduate students,All fields,2,504399
10650,r230,1994,Graduate students,Science,2,318118
10650,r231,1994,Graduate students,Engineering,2,113024
10650,r232,1994,Graduate students,Health,2,73257
10650,r233,1994,Postdoctoral appointees,All fields,2,36377
10650,r234,1994,Postdoctoral appointees,Science,2,23181
10650,r235,1994,Postdoctoral appointees,Engineering,2,2606
10650,r236,1994,Postdoctoral appointees,Health,2,10590
10650,r237,1994,Nonfaculty researchers,All fields,2,6209
10650,r238,1994,Nonfaculty researchers,Science,2,4156
10650,r239,1994,Nonfaculty researchers,Engineering,2,825
10650,r240,1994,Nonfaculty researchers,Health,2,1228
10650,r241,1995,Graduate students,All fields,2,499640
10650,r242,1995,Graduate students,Science,2,315265
10650,r243,1995,Graduate students,Engineering,2,107201
10650,r244,1995,Graduate students,Health,2,77174
10650,r245,1995,Postdoctoral appointees,All fields,2,35926
10650,r246,1995,Postdoctoral appointees,Science,2,23512
10650,r247,1995,Postdoctoral appointees,Engineering,2,2648
10650,r248,1995,Postdoctoral appointees,Health,2,9766
10650,r249,1995,Nonfaculty researchers,All fields,2,6534
10650,r250,1995,Nonfaculty researchers,Science,2,4395
10650,r251,1995,Nonfaculty researchers,Engineering,2,789
10650,r252,1995,Nonfaculty researchers,Health,2,1350
10650,r253,1996,Graduate students,All fields,2,494079
10650,r254,1996,Graduate students,Science,2,311957
10650,r255,1996,Graduate students,Engineering,2,103224
10650,r256,1996,Graduate students,Health,2,78898
10650,r257,1996,Postdoctoral appointees,All fields,2,37107
10650,r258,1996,Postdoctoral appointees,Science,2,23892
10650,r259,1996,Postdoctoral appointees,Engineering,2,2677
10650,r260,1996,Postdoctoral appointees,Health,2,10538
10650,r261,1996,Nonfaculty researchers,All fields,2,6604
10650,r262,1996,Nonfaculty researchers,Science,2,4426
10650,r263,1996,Nonfaculty researchers,Engineering,2,731
10650,r264,1996,Nonfaculty researchers,Health,2,1447
10650,r265,1997,Graduate students,All fields,2,487208
10650,r266,1997,Graduate students,Science,2,306482
10650,r267,1997,Graduate students,Engineering,2,101148
10650,r268,1997,Graduate students,Health,2,79578
10650,r269,1997,Postdoctoral appointees,All fields,2,38481
10650,r270,1997,Postdoctoral appointees,Science,2,24293
10650,r271,1997,Postdoctoral appointees,Engineering,2,2971
10650,r272,1997,Postdoctoral appointees,Health,2,11217
10650,r273,1997,Nonfaculty researchers,All fields,2,6722
10650,r274,1997,Nonfaculty researchers,Science,2,4408
10650,r275,1997,Nonfaculty researchers,Engineering,2,848
10650,r276,1997,Nonfaculty researchers,Health,2,1466
10650,r277,1998,Graduate students,All fields,2,485627
10650,r278,1998,Graduate students,Science,2,304818
10650,r279,1998,Graduate students,Engineering,2,100038
10650,r280,1998,Graduate students,Health,2,80771
10650,r281,1998,Postdoctoral appointees,All fields,2,40086
10650,r282,1998,Postdoctoral appointees,Science,2,25023
10650,r283,1998,Postdoctoral appointees,Engineering,2,2853
10650,r284,1998,Postdoctoral appointees,Health,2,12210
10650,r285,1998,Nonfaculty researchers,All fields,2,7100
10650,r286,1998,Nonfaculty researchers,Science,2,4497
10650,r287,1998,Nonfaculty researchers,Engineering,2,810
10650,r288,1998,Nonfaculty researchers,Health,2,1793
10650,r289,1999,Graduate students,All fields,2,493256
10650,r290,1999,Graduate students,Science,2,309491
10650,r291,1999,Graduate students,Engineering,2,101691
10650,r292,1999,Graduate students,Health,2,82074
10650,r293,1999,Postdoctoral appointees,All fields,2,40800
10650,r294,1999,Postdoctoral appointees,Science,2,25784
10650,r295,1999,Postdoctoral appointees,Engineering,2,3196
10650,r296,1999,Postdoctoral appointees,Health,2,11820
10650,r297,1999,Nonfaculty researchers,All fields,2,7573
10650,r298,1999,Nonfaculty researchers,Science,2,4761
10650,r299,1999,Nonfaculty researchers,Engineering,2,940
10650,r300,1999,Nonfaculty researchers,Health,2,1872
10650,r301,2000,Graduate students,All fields,2,493311
10650,r302,2000,Graduate students,Science,2,309424
10650,r303,2000,Graduate students,Engineering,2,104112
10650,r304,2000,Graduate students,Health,2,79775
10650,r305,2000,Postdoctoral appointees,All fields,2,43115
10650,r306,2000,Postdoctoral appointees,Science,2,26911
10650,r307,2000,Postdoctoral appointees,Engineering,2,3313
10650,r308,2000,Postdoctoral appointees,Health,2,12891
10650,r309,2000,Nonfaculty researchers,All fields,2,7879
10650,r310,2000,Nonfaculty researchers,Science,2,4931
10650,r311,2000,Nonfaculty researchers,Engineering,2,896
10650,r312,2000,Nonfaculty researchers,Health,2,2052
10650,r313,2001,Graduate students,All fields,2,509607
10650,r314,2001,Graduate students,Science,2,319736
10650,r315,2001,Graduate students,Engineering,2,109493
10650,r316,2001,Graduate students,Health,2,80378
10650,r317,2001,Postdoctoral appointees,All fields,2,43311
10650,r318,2001,Postdoctoral appointees,Science,2,27044
10650,r319,2001,Postdoctoral appointees,Engineering,2,3152
10650,r320,2001,Postdoctoral appointees,Health,2,13115
10650,r321,2001,Nonfaculty researchers,All fields,2,7531
10650,r322,2001,Nonfaculty researchers,Science,2,4707
10650,r323,2001,Nonfaculty researchers,Engineering,2,801
10650,r324,2001,Nonfaculty researchers,Health,2,2023
10650,r325,2002,Graduate students,All fields,2,540404
10650,r326,2002,Graduate students,Science,2,335166
10650,r327,2002,Graduate students,Engineering,2,119668
10650,r328,2002,Graduate students,Health,2,85570
10650,r329,2002,Postdoctoral appointees,All fields,2,45034
10650,r330,2002,Postdoctoral appointees,Science,2,28371
10650,r331,2002,Postdoctoral appointees,Engineering,2,3566
10650,r332,2002,Postdoctoral appointees,Health,2,13097
10650,r333,2002,Nonfaculty researchers,All fields,2,7906
10650,r334,2002,Nonfaculty researchers,Science,2,5019
10650,r335,2002,Nonfaculty researchers,Engineering,2,903
10650,r336,2002,Nonfaculty researchers,Health,2,1984
10650,r337,2003,Graduate students,All fields,2,567121
10650,r338,2003,Graduate students,Science,2,347268
10650,r339,2003,Graduate students,Engineering,2,127377
10650,r340,2003,Graduate students,Health,2,92476
10650,r341,2003,Postdoctoral appointees,All fields,2,46728
10650,r342,2003,Postdoctoral appointees,Science,2,29856
10650,r343,2003,Postdoctoral appointees,Engineering,2,3810
10650,r344,2003,Postdoctoral appointees,Health,2,13062
10650,r345,2003,Nonfaculty researchers,All fields,2,8473
10650,r346,2003,Nonfaculty researchers,Science,2,5493
10650,r347,2003,Nonfaculty researchers,Engineering,2,952
10650,r348,2003,Nonfaculty researchers,Health,2,2028
10650,r349,2004,Graduate students,All fields,2,574463
10650,r350,2004,Graduate students,Science,2,352307
10650,r351,2004,Graduate students,Engineering,2,123566
10650,r352,2004,Graduate students,Health,2,98590
10650,r353,2004,Postdoctoral appointees,All fields,2,47240
10650,r354,2004,Postdoctoral appointees,Science,2,30116
10650,r355,2004,Postdoctoral appointees,Engineering,2,3949
10650,r356,2004,Postdoctoral appointees,Health,2,13175
10650,r357,2004,Nonfaculty researchers,All fields,2,9075
10650,r358,2004,Nonfaculty researchers,Science,2,5880
10650,r359,2004,Nonfaculty researchers,Engineering,2,1043
10650,r360,2004,Nonfaculty researchers,Health,2,2152
10650,r361,2005,Graduate students,All fields,2,582226
10650,r362,2005,Graduate students,Science,2,357710
10650,r363,2005,Graduate students,Engineering,2,120565
10650,r364,2005,Graduate students,Health,2,103951
10650,r365,2005,Postdoctoral appointees,All fields,2,48555
10650,r366,2005,Postdoctoral appointees,Science,2,30290
10650,r367,2005,Postdoctoral appointees,Engineering,2,4166
10650,r368,2005,Postdoctoral appointees,Health,2,14099
10650,r369,2005,Nonfaculty researchers,All fields,2,9527
10650,r370,2005,Nonfaculty researchers,Science,2,6069
10650,r371,2005,Nonfaculty researchers,Engineering,2,946
10650,r372,2005,Nonfaculty researchers,Health,2,2512
10650,r373,2006,Graduate students,All fields,2,597643
10650,r374,2006,Graduate students,Science,2,363246
10650,r375,2006,Graduate students,Engineering,2,123041
10650,r376,2006,Graduate students,Health,2,111356
10650,r377,2006,Postdoctoral appointees,All fields,2,49343
10650,r378,2006,Postdoctoral appointees,Science,2,30245
10650,r379,2006,Postdoctoral appointees,Engineering,2,4642
10650,r380,2006,Postdoctoral appointees,Health,2,14456
10650,r381,2006,Nonfaculty researchers,All fields,2,10814
10650,r382,2006,Nonfaculty researchers,Science,2,6658
10650,r383,2006,Nonfaculty researchers,Engineering,2,1118
10650,r384,2006,Nonfaculty researchers,Health,2,3038
10650,r385,2007old<sup>b</sup>,Graduate students,All fields,2,607823
10650,r386,2007old<sup>b</sup>,Graduate students,Science,2,372120
10650,r387,2007old<sup>b</sup>,Graduate students,Engineering,2,130255
10650,r388,2007old<sup>b</sup>,Graduate students,Health,2,105448
10650,r389,2007old<sup>b</sup>,Postdoctoral appointees,All fields,2,50712
10650,r390,2007old<sup>b</sup>,Postdoctoral appointees,Science,2,30986
10650,r391,2007old<sup>b</sup>,Postdoctoral appointees,Engineering,2,4908
10650,r392,2007old<sup>b</sup>,Postdoctoral appointees,Health,2,14818
10650,r393,2007old<sup>b</sup>,Nonfaculty researchers,All fields,2,10736
10650,r394,2007old<sup>b</sup>,Nonfaculty researchers,Science,2,6517
10650,r395,2007old<sup>b</sup>,Nonfaculty researchers,Engineering,2,1298
10650,r396,2007old<sup>b</sup>,Nonfaculty researchers,Health,2,2921
10650,r397,2007new<sup>b</sup>,Graduate students,All fields,2,619499
10650,r398,2007new<sup>b</sup>,Graduate students,Science,2,384523
10650,r399,2007new<sup>b</sup>,Graduate students,Engineering,2,131676
10650,r400,2007new<sup>b</sup>,Graduate students,Health,2,103300
10650,r401,2007new<sup>b</sup>,Postdoctoral appointees,All fields,2,50840
10650,r402,2007new<sup>b</sup>,Postdoctoral appointees,Science,2,31281
10650,r403,2007new<sup>b</sup>,Postdoctoral appointees,Engineering,2,4942
10650,r404,2007new<sup>b</sup>,Postdoctoral appointees,Health,2,14617
10650,r405,2007new<sup>b</sup>,Nonfaculty researchers,All fields,2,10752
10650,r406,2007new<sup>b</sup>,Nonfaculty researchers,Science,2,6526
10650,r407,2007new<sup>b</sup>,Nonfaculty researchers,Engineering,2,1310
10650,r408,2007new<sup>b</sup>,Nonfaculty researchers,Health,2,2916
10650,r409,2008,Graduate students,All fields,2,631489
10650,r410,2008,Graduate students,Science,2,391419
10650,r411,2008,Graduate students,Engineering,2,137856
10650,r412,2008,Graduate students,Health,2,102214
10650,r413,2008,Postdoctoral appointees,All fields,2,54164
10650,r414,2008,Postdoctoral appointees,Science,2,32741
10650,r415,2008,Postdoctoral appointees,Engineering,2,5462
10650,r416,2008,Postdoctoral appointees,Health,2,15961
10650,r417,2008,Nonfaculty researchers,All fields,2,13747
10650,r418,2008,Nonfaculty researchers,Science,2,8669
10650,r419,2008,Nonfaculty researchers,Engineering,2,1419
10650,r420,2008,Nonfaculty researchers,Health,2,3659
10650,r421,2009,Graduate students,All fields,2,631645
10650,r422,2009,Graduate students,Science,2,401008
10650,r423,2009,Graduate students,Engineering,2,144677
10650,r424,2009,Graduate students,Health,2,85960
10650,r425,2009,Postdoctoral appointees,All fields,2,57805
10650,r426,2009,Postdoctoral appointees,Science,2,34388
10650,r427,2009,Postdoctoral appointees,Engineering,2,6416
10650,r428,2009,Postdoctoral appointees,Health,2,17001
10650,r429,2009,Nonfaculty researchers,All fields,2,14059
10650,r430,2009,Nonfaculty researchers,Science,2,8698
10650,r431,2009,Nonfaculty researchers,Engineering,2,1737
10650,r432,2009,Nonfaculty researchers,Health,2,3624
10650,r433,"2010<sup>c,d</sup>",Graduate students,All fields,2,632652
10650,r434,"2010<sup>c,d</sup>",Graduate students,Science,2,407291
10650,r435,"2010<sup>c,d</sup>",Graduate students,Engineering,2,149241
10650,r436,"2010<sup>c,d</sup>",Graduate students,Health,2,76120
10650,r437,"2010<sup>c,d</sup>",Postdoctoral appointees,All fields,2,63439
10650,r438,"2010<sup>c,d</sup>",Postdoctoral appointees,Science,2,37351
10650,r439,"2010<sup>c,d</sup>",Postdoctoral appointees,Engineering,2,6969
10650,r440,"2010<sup>c,d</sup>",Postdoctoral appointees,Health,2,19119
10650,r441,"2010<sup>c,d</sup>",Nonfaculty researchers,All fields,2,21345
10650,r442,"2010<sup>c,d</sup>",Nonfaculty researchers,Science,2,12751
10650,r443,"2010<sup>c,d</sup>",Nonfaculty researchers,Engineering,2,2406
10650,r444,"2010<sup>c,d</sup>",Nonfaculty researchers,Health,2,6188
10650,r445,2011<sup>d</sup>,Graduate students,All fields,2,626820
10650,r446,2011<sup>d</sup>,Graduate students,Science,2,414440
10650,r447,2011<sup>d</sup>,Graduate students,Engineering,2,146501
10650,r448,2011<sup>d</sup>,Graduate students,Health,2,65879
10650,r449,2011<sup>d</sup>,Postdoctoral appointees,All fields,2,62639
10650,r450,2011<sup>d</sup>,Postdoctoral appointees,Science,2,37335
10650,r451,2011<sup>d</sup>,Postdoctoral appointees,Engineering,2,6786
10650,r452,2011<sup>d</sup>,Postdoctoral appointees,Health,2,18518
10650,r453,2011<sup>d</sup>,Nonfaculty researchers,All fields,2,21498
10650,r454,2011<sup>d</sup>,Nonfaculty researchers,Science,2,13363
10650,r455,2011<sup>d</sup>,Nonfaculty researchers,Engineering,2,2312
10650,r456,2011<sup>d</sup>,Nonfaculty researchers,Health,2,5823
10650,r457,2012,Graduate students,All fields,2,627243
10650,r458,2012,Graduate students,Science,2,413033
10650,r459,2012,Graduate students,Engineering,2,148385
10650,r460,2012,Graduate students,Health,2,65825
10650,r461,2012,Postdoctoral appointees,All fields,2,62851
10650,r462,2012,Postdoctoral appointees,Science,2,36738
10650,r463,2012,Postdoctoral appointees,Engineering,2,7103
10650,r464,2012,Postdoctoral appointees,Health,2,19010
10650,r465,2012,Nonfaculty researchers,All fields,2,21908
10650,r466,2012,Nonfaculty researchers,Science,2,13264
10650,r467,2012,Nonfaculty researchers,Engineering,2,2497
10650,r468,2012,Nonfaculty researchers,Health,2,6147
10650,r469,2013,Graduate students,All fields,2,633010
10650,r470,2013,Graduate students,Science,2,417251
10650,r471,2013,Graduate students,Engineering,2,153049
10650,r472,2013,Graduate students,Health,2,62710
10650,r473,2013,Postdoctoral appointees,All fields,2,61942
10650,r474,2013,Postdoctoral appointees,Science,2,36289
10650,r475,2013,Postdoctoral appointees,Engineering,2,7106
10650,r476,2013,Postdoctoral appointees,Health,2,18547
10650,r477,2013,Nonfaculty researchers,All fields,2,22465
10650,r478,2013,Nonfaculty researchers,Science,2,13932
10650,r479,2013,Nonfaculty researchers,Engineering,2,2494
10650,r480,2013,Nonfaculty researchers,Health,2,6039
10650,r481,2014old<sup>e</sup>,Graduate students,All fields,2,650738
10650,r482,2014old<sup>e</sup>,Graduate students,Science,2,425148
10650,r483,2014old<sup>e</sup>,Graduate students,Engineering,2,162013
10650,r484,2014old<sup>e</sup>,Graduate students,Health,2,63577
10650,r485,2014old<sup>e</sup>,Postdoctoral appointees,All fields,2,62379
10650,r486,2014old<sup>e</sup>,Postdoctoral appointees,Science,2,36184
10650,r487,2014old<sup>e</sup>,Postdoctoral appointees,Engineering,2,7292
10650,r488,2014old<sup>e</sup>,Postdoctoral appointees,Health,2,18903
10650,r489,2014old<sup>e</sup>,Nonfaculty researchers,All fields,2,23290
