table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
8792,r039,Company and financial information (US$millions) -> 2.9(1),Company and financial information (US$millions),2.9(1),2,Domestic R&D paid for by the company and performed by others,"['38,631', '&nbsp;']"
8792,r040,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Projected worldwide R&D expense paid for and performed by the company in 2020,"['&nbsp;', '&nbsp;']"
8792,r041,Company and financial information (US$millions) -> 2.20(3),Company and financial information (US$millions),2.20(3),2,Worldwide R&D to be paid for and performed by the company,"['692,741', '&nbsp;']"
8792,r042,Company and financial information (US$millions) -> 2.20(1),Company and financial information (US$millions),2.20(1),2,Domestic R&D to be paid for and performed by the company,"['574,938', '&nbsp;']"
8792,r043,Company and financial information (US$millions) -> 2.20(2),Company and financial information (US$millions),2.20(2),2,Foreign R&D to be paid for and performed by the company,"['117,803', '&nbsp;']"
8792,r044,Company and financial information (US$millions) -> 2.21,Company and financial information (US$millions),2.21,2,Projected R&D services and projected payments for collaborative R&D,"['45,995', '&nbsp;']"
8792,r045,Company and financial information (US$millions) -> 3.1j/ 3.2c,Company and financial information (US$millions),3.1j/ 3.2c,2,Worldwide R&D paid for by others and performed by the company and others,"['93,463', '&nbsp;']"
8792,r046,Company and financial information (US$millions) -> 3.1a,Company and financial information (US$millions),3.1a,2,R&D reimbursed by the company's foreign parent or owner,"['20,299', '&nbsp;']"
8792,r047,Company and financial information (US$millions) -> 3.1b,Company and financial information (US$millions),3.1b,2,Collaborative R&D reimbursed by business partners,"['9,696', '&nbsp;']"
8792,r048,Company and financial information (US$millions) -> 3.1c,Company and financial information (US$millions),3.1c,2,R&D paid for by grants (government or private foundation),"['11,113', '&nbsp;']"
8792,r049,Company and financial information (US$millions) -> 3.1d,Company and financial information (US$millions),3.1d,2,Defense R&D goods or services provided as a prime contractor or subcontractor to the federal government and/ or government contractors,"['19,624', 'i']"
8792,r050,Company and financial information (US$millions) -> 3.1e,Company and financial information (US$millions),3.1e,2,Medical clinical trial Phase I–III services provided to others not owned by the company,"['21,577', 'i']"
8792,r051,Company and financial information (US$millions) -> 3.1f,Company and financial information (US$millions),3.1f,2,"Medical R&D services, other than clinical trials, provided to others not owned by the company","['2,945', '&nbsp;']"
8792,r052,Company and financial information (US$millions) -> 3.1g,Company and financial information (US$millions),3.1g,2,Nondefense custom software development or computer systems designed for others not owned by the company,"['661', '&nbsp;']"
8792,r053,Company and financial information (US$millions) -> 3.1h,Company and financial information (US$millions),3.1h,2,"Prototype development, production, and testing for customer's products","['1,559', '&nbsp;']"
8792,r054,Company and financial information (US$millions) -> 3.1i,Company and financial information (US$millions),3.1i,2,All other R&D services provided to the federal government or to others not owned by the company ,"['5,989', 'i']"
8792,r055,Company and financial information (US$millions) -> 3.2c/ 3.1j,Company and financial information (US$millions),3.2c/ 3.1j,2,Worldwide R&D paid for by others and performed by the company and others,"['93,463', '&nbsp;']"
8792,r056,Company and financial information (US$millions) -> 3.2a,Company and financial information (US$millions),3.2a,2,Domestic R&D paid for by others and performed by the company and others,"['80,901', '&nbsp;']"
8792,r057,Company and financial information (US$millions) -> 3.2b,Company and financial information (US$millions),3.2b,2,Foreign R&D paid for by others and performed by the company and others,"['12,563', 'i']"
8792,r058,Company and financial information (US$millions) -> 3.3m(1),Company and financial information (US$millions),3.3m(1),2,Domestic R&D paid for by others and performed by the company and others,"['80,901', '&nbsp;']"
8792,r059,Company and financial information (US$millions) -> 3.3a(1),Company and financial information (US$millions),3.3a(1),2,"Salaries, wages, and fringe benefits","['41,958', '&nbsp;']"
8792,r060,Company and financial information (US$millions) -> 3.3b(1),Company and financial information (US$millions),3.3b(1),2,Stock-based compensation,"['795', '&nbsp;']"
8792,r061,Company and financial information (US$millions) -> 3.3c(1),Company and financial information (US$millions),3.3c(1),2,"Leased or temporary staffing, including on-site contractors","['2,745', '&nbsp;']"
8792,r062,Company and financial information (US$millions) -> 3.3d(1),Company and financial information (US$millions),3.3d(1),2,Expensed equipment (not capitalized),"['373', '&nbsp;']"
8792,r063,Company and financial information (US$millions) -> 3.3e(1),Company and financial information (US$millions),3.3e(1),2,Materials and supplies,"['7,642', '&nbsp;']"
8792,r064,Company and financial information (US$millions) -> 3.3f(1),Company and financial information (US$millions),3.3f(1),2,Leased facilities and equipment rental payments,"['1,110', '&nbsp;']"
8792,r065,Company and financial information (US$millions) -> 3.3g(1),Company and financial information (US$millions),3.3g(1),2,"Depreciation and amortization on R&D property, plant, equipment, and intangible assets","['2,414', '&nbsp;']"
8792,r066,Company and financial information (US$millions) -> 3.3h(1),Company and financial information (US$millions),3.3h(1),2,Royalties and licensing fees,"['309', '&nbsp;']"
8792,r067,Company and financial information (US$millions) -> 3.3i(1),Company and financial information (US$millions),3.3i(1),2,Collaborative R&D payments,"['2,834', '&nbsp;']"
8792,r068,Company and financial information (US$millions) -> 3.3j(1),Company and financial information (US$millions),3.3j(1),2,Contract R&D,"['6,610', '&nbsp;']"
8792,r069,Company and financial information (US$millions) -> 3.3k(1),Company and financial information (US$millions),3.3k(1),2,Other purchased services,"['4,386', 'i']"
8792,r070,Company and financial information (US$millions) -> 3.3l(1),Company and financial information (US$millions),3.3l(1),2,All other costs,"['9,724', '&nbsp;']"
8792,r071,Company and financial information (US$millions) -> 3.4(3),Company and financial information (US$millions),3.4(3),2,Worldwide R&D paid for and performed by others,"['10,489', '&nbsp;']"
8792,r072,Company and financial information (US$millions) -> 3.4(1),Company and financial information (US$millions),3.4(1),2,Domestic R&D paid for and performed by others,"['9,444', '&nbsp;']"
8792,r073,Company and financial information (US$millions) -> 3.4(2),Company and financial information (US$millions),3.4(2),2,Foreign R&D paid for and performed by others,"['1,045', '&nbsp;']"
8792,r074,Company and financial information (US$millions) -> 3.5(3),Company and financial information (US$millions),3.5(3),2,Worldwide R&D paid for by others and performed by the company,"['82,975', '&nbsp;']"
8792,r075,Company and financial information (US$millions) -> 3.5(2),Company and financial information (US$millions),3.5(2),2,Foreign R&D paid for by others and performed by the company,"['11,518', 'i']"
8792,r076,Company and financial information (US$millions) -> 3.5(1),Company and financial information (US$millions),3.5(1),2,Domestic R&D paid for by others and performed by the company,"['71,457', '&nbsp;']"
8792,r077,Company and financial information (US$millions) -> 3.8a,Company and financial information (US$millions),3.8a,2,Other companies in the United States,"['21,572', '&nbsp;']"
8792,r078,Company and financial information (US$millions) -> 3.8b,Company and financial information (US$millions),3.8b,2,Your company's foreign parent or owner,"['17,784', '&nbsp;']"
8792,r079,Company and financial information (US$millions) -> 3.8c,Company and financial information (US$millions),3.8c,2,Other companies outside the United States,"['2,070', '&nbsp;']"
8792,r080,Company and financial information (US$millions) -> 3.8d/ 3.11j/ 3.12c,Company and financial information (US$millions),3.8d/ 3.11j/ 3.12c,2,U.S. federal government agencies or laboratories,"['28,905', '&nbsp;']"
8792,r081,Company and financial information (US$millions) -> 3.8e,Company and financial information (US$millions),3.8e,2,U.S. state and local government agencies or laboratories,"['199', '&nbsp;']"
8792,r082,Company and financial information (US$millions) -> 3.8f,Company and financial information (US$millions),3.8f,2,Foreign government agencies or laboratories,"['128', '&nbsp;']"
8792,r083,Company and financial information (US$millions) -> 3.8g,Company and financial information (US$millions),3.8g,2,"U.S. universities, colleges, and academic researchers","['60', '&nbsp;']"
8792,r084,Company and financial information (US$millions) -> 3.8h,Company and financial information (US$millions),3.8h,2,"Universities, colleges, and academic researchers outside the United States","['2', '&nbsp;']"
8792,r085,Company and financial information (US$millions) -> 3.8i,Company and financial information (US$millions),3.8i,2,All other organizations in the United States,"['707', '&nbsp;']"
8792,r086,Company and financial information (US$millions) -> 3.8j,Company and financial information (US$millions),3.8j,2,All other organizations outside the United States,"['30', '&nbsp;']"
8792,r087,Company and financial information (US$millions) -> 3.8d,Company and financial information (US$millions),3.8d,2,Federally funded R&D performed by the company,"['28,905', '&nbsp;']"
8792,r088,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Domestic R&D paid for by others and performed by the company,"['&nbsp;', '&nbsp;']"
8792,r089,Company and financial information (US$millions) -> 3.13,Company and financial information (US$millions),3.13,2,Performed at largest domestic location,"['32,965', '&nbsp;']"
8792,r090,Company and financial information (US$millions) -> 3.15,Company and financial information (US$millions),3.15,2,Performed at second-largest domestic location,"['6,916', '&nbsp;']"
8792,r091,Company and financial information (US$millions) -> 3.16,Company and financial information (US$millions),3.16,2,Domestic R&D paid for by U.S. federal government agencies or laboratories and performed by others,"['3,694', '&nbsp;']"
8792,r092,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Projected R&D to be paid for by others and performed by the company in 2021,"['&nbsp;', '&nbsp;']"
8792,r093,Company and financial information (US$millions) -> 3.17,Company and financial information (US$millions),3.17,2,Worldwide R&D to be paid for by others and performed by the company,"['99,058', '&nbsp;']"
8792,r094,Company and financial information (US$millions) -> 3.18,Company and financial information (US$millions),3.18,2,Domestic R&D to be paid for by others and performed by the company,"['77,900', '&nbsp;']"
8792,r095,Company and financial information (US$millions) -> 3.19,Company and financial information (US$millions),3.19,2,Domestic R&D to be paid for by the U.S. federal government and performed by the company,"['30,938', '&nbsp;']"
8792,r096,Company and financial information (US$millions) -> 4.1,Company and financial information (US$millions),4.1,2,Total domestic capital expenditures,"['686,393', '&nbsp;']"
8792,r097,Company and financial information (US$millions) -> 4.2/ 4.3f,Company and financial information (US$millions),4.2/ 4.3f,2,Domestic capital expenditures for R&D,"['32,494', '&nbsp;']"
8792,r098,Company and financial information (US$millions) -> 4.3a,Company and financial information (US$millions),4.3a,2,Land acquisition,"['147', '&nbsp;']"
8792,r099,Company and financial information (US$millions) -> 4.3b,Company and financial information (US$millions),4.3b,2,Buildings and land improvement,"['4,060', '&nbsp;']"
8792,r100,Company and financial information (US$millions) -> 4.3c,Company and financial information (US$millions),4.3c,2,Equipment,"['15,731', '&nbsp;']"
8792,r101,Company and financial information (US$millions) -> 4.3d,Company and financial information (US$millions),4.3d,2,Capitalized software,"['8,436', '&nbsp;']"
8792,r102,Company and financial information (US$millions) -> 4.3e,Company and financial information (US$millions),4.3e,2,All other capital expenditures for R&D,"['4,120', '&nbsp;']"
8792,r103,Company and financial information (US$millions) -> 5.1,Company and financial information (US$millions),5.1,2,Worldwide R&D paid for and performed by the company and others directed toward business areas or product lines new to the company,"['86,264', '&nbsp;']"
8792,r104,Company and financial information (US$millions) -> 5.2/ 2.10(1),Company and financial information (US$millions),5.2/ 2.10(1),2,Domestic R&D paid for and performed by the company,"['466,162', '&nbsp;']"
8792,r105,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
8792,r106,Company and financial information (US$millions) -> 5.4b,Company and financial information (US$millions),5.4b,2,Basic research,"['29,330', '&nbsp;']"
8792,r107,Company and financial information (US$millions) -> 5.4a,Company and financial information (US$millions),5.4a,2,Applied research,"['60,620', '&nbsp;']"
8792,r108,Company and financial information (US$millions) -> 5.3b,Company and financial information (US$millions),5.3b,2,Development,"['376,213', '&nbsp;']"
8792,r109,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
8792,r110,Company and financial information (US$millions) -> 5.5,Company and financial information (US$millions),5.5,2,Software products and software embedded in other projects or products,"['212,555', 'i']"
8792,r111,Company and financial information (US$millions) -> 5.6,Company and financial information (US$millions),5.6,2,Biotechnology,"['72,459', '&nbsp;']"
8792,r112,Company and financial information (US$millions) -> 5.7,Company and financial information (US$millions),5.7,2,Nanotechnology,"['20,721', 'i']"
8792,r113,Company and financial information (US$millions) -> 5.8,Company and financial information (US$millions),5.8,2,Artificial intelligence,"['18,613', 'i']"
8792,r114,Company and financial information (US$millions) -> 5.10c,Company and financial information (US$millions),5.10c,2,Foreign R&D paid for and performed by the company,"['98,187', '&nbsp;']"
8792,r115,Company and financial information (US$millions) -> 5.10a,Company and financial information (US$millions),5.10a,2,Research,"['13,872', '&nbsp;']"
8792,r116,Company and financial information (US$millions) -> 5.10b,Company and financial information (US$millions),5.10b,2,Development,"['84,315', '&nbsp;']"
8792,r117,Company and financial information (US$millions) -> 5.11/ 3.5(1),Company and financial information (US$millions),5.11/ 3.5(1),2,Domestic R&D paid for by others and performed by the company,"['71,457', '&nbsp;']"
8792,r118,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
8792,r119,Company and financial information (US$millions) -> 5.13b,Company and financial information (US$millions),5.13b,2,Basic research,"['6,688', '&nbsp;']"
8792,r120,Company and financial information (US$millions) -> 5.13a,Company and financial information (US$millions),5.13a,2,Applied research,"['15,468', '&nbsp;']"
8792,r121,Company and financial information (US$millions) -> 5.12b,Company and financial information (US$millions),5.12b,2,Development,"['49,301', '&nbsp;']"
8792,r122,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
8792,r123,Company and financial information (US$millions) -> 5.14,Company and financial information (US$millions),5.14,2,Software products and software embedded in other projects or products,"['13,589', 'i']"
8792,r124,Company and financial information (US$millions) -> 5.15,Company and financial information (US$millions),5.15,2,Biotechnology,"['15,964', '&nbsp;']"
8792,r125,Company and financial information (US$millions) -> 5.16,Company and financial information (US$millions),5.16,2,Nanotechnology,"['1,701', 'i']"
8792,r126,Company and financial information (US$millions) -> 5.17,Company and financial information (US$millions),5.17,2,Artificial intelligence,"['2,030', 'i']"
8792,r127,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Federally funded R&D performed by the company,"['&nbsp;', '&nbsp;']"
8792,r128,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
8792,r129,Company and financial information (US$millions) -> 5.20b,Company and financial information (US$millions),5.20b,2,Basic research,"['2,148', 'i']"
8792,r130,Company and financial information (US$millions) -> 5.20a,Company and financial information (US$millions),5.20a,2,Applied research,"['5,698', '&nbsp;']"
8792,r131,Company and financial information (US$millions) -> 5.19b,Company and financial information (US$millions),5.19b,2,Development,"['21,059', '&nbsp;']"
8792,r132,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
8792,r133,Company and financial information (US$millions) -> 5.21,Company and financial information (US$millions),5.21,2,Federally funded R&D performed by the company for software products and software embedded in other projects or products,"['6,303', 'i']"
8792,r134,Company and financial information (US$millions) -> 5.23c,Company and financial information (US$millions),5.23c,2,Foreign R&D paid for by others and performed by the company,"['11,518', 'i']"
8792,r135,Company and financial information (US$millions) -> 5.23a,Company and financial information (US$millions),5.23a,2,Research,"['3,138', 'i']"
8792,r136,Company and financial information (US$millions) -> 5.23b,Company and financial information (US$millions),5.23b,2,Development,"['8,380', 'i']"
8792,r137,Employees (thousands),Employees (thousands),,1,,"['', '']"
8792,r138,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Worldwide,"['&nbsp;', '&nbsp;']"
8792,r139,Employees (thousands) -> 1.8/ 1.9(3)/ 6.1c(3),Employees (thousands),1.8/ 1.9(3)/ 6.1c(3),2,Total employees,"['33,086', '&nbsp;']"
8792,r140,Employees (thousands) -> 6.1b(3),Employees (thousands),6.1b(3),2,Non-R&D employees,"['30,240', '&nbsp;']"
8792,r141,Employees (thousands) -> 6.1a(3),Employees (thousands),6.1a(3),2,R&D employees,"['2,847', '&nbsp;']"
8792,r142,Employees (thousands) -> 6.4a(3),Employees (thousands),6.4a(3),2,Female,"['797', '&nbsp;']"
8792,r143,Employees (thousands) -> 6.4b(3),Employees (thousands),6.4b(3),2,Male,"['2,050', '&nbsp;']"
8792,r144,Employees (thousands) -> 6.5a(3),Employees (thousands),6.5a(3),2,Researchers,"['1,924', '&nbsp;']"
8792,r145,Employees (thousands) -> 6.5b(3),Employees (thousands),6.5b(3),2,Technicians,"['658', '&nbsp;']"
8792,r146,Employees (thousands) -> 6.5c(3),Employees (thousands),6.5c(3),2,Support staff,"['265', '&nbsp;']"
8792,r147,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Domestic,"['&nbsp;', '&nbsp;']"
8792,r148,Employees (thousands) -> 1.9(1)/ 6.1c(1),Employees (thousands),1.9(1)/ 6.1c(1),2,Total employees,"['22,034', '&nbsp;']"
8792,r149,Employees (thousands) -> 6.1b(1),Employees (thousands),6.1b(1),2,Non-R&D employees,"['20,098', '&nbsp;']"
8792,r150,Employees (thousands) -> 6.1a(1),Employees (thousands),6.1a(1),2,R&D employees,"['1,936', '&nbsp;']"
8792,r151,Employees (thousands) -> 6.4a(1),Employees (thousands),6.4a(1),2,Female,"['517', '&nbsp;']"
8792,r152,Employees (thousands) -> 6.4b(1),Employees (thousands),6.4b(1),2,Male,"['1,419', '&nbsp;']"
8792,r153,Employees (thousands) -> 6.5a(1),Employees (thousands),6.5a(1),2,Researchers,"['1,312', '&nbsp;']"
8792,r154,Employees (thousands) -> 6.5b(1),Employees (thousands),6.5b(1),2,Technicians,"['443', '&nbsp;']"
8792,r155,Employees (thousands) -> 6.5c(1),Employees (thousands),6.5c(1),2,Support staff,"['181', '&nbsp;']"
8792,r156,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Foreign,"['&nbsp;', '&nbsp;']"
8792,r157,Employees (thousands) -> 1.9(2)/ 6.1c(2),Employees (thousands),1.9(2)/ 6.1c(2),2,Total employees,"['11,052', '&nbsp;']"
8792,r158,Employees (thousands) -> 6.1b(2),Employees (thousands),6.1b(2),2,Non-R&D employees,"['10,142', '&nbsp;']"
8792,r159,Employees (thousands) -> 6.1a(2),Employees (thousands),6.1a(2),2,R&D employees,"['910', '&nbsp;']"
8792,r160,Employees (thousands) -> 6.4a(2),Employees (thousands),6.4a(2),2,Female,"['280', '&nbsp;']"
8792,r161,Employees (thousands) -> 6.4b(2),Employees (thousands),6.4b(2),2,Male,"['631', '&nbsp;']"
8792,r162,Employees (thousands) -> 6.5a(2),Employees (thousands),6.5a(2),2,Researchers,"['613', '&nbsp;']"
8792,r163,Employees (thousands) -> 6.5b(2),Employees (thousands),6.5b(2),2,Technicians,"['214', '&nbsp;']"
8792,r164,Employees (thousands) -> 6.5c(2),Employees (thousands),6.5c(2),2,Support staff,"['83', '&nbsp;']"
8792,r165,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Researchers with PhD,"['&nbsp;', '&nbsp;']"
8792,r166,Employees (thousands) -> 6.6(3),Employees (thousands),6.6(3),2,Worldwide,"['163', '&nbsp;']"
8792,r167,Employees (thousands) -> 6.6(1),Employees (thousands),6.6(1),2,Domestic,"['129', '&nbsp;']"
8792,r168,Employees (thousands) -> 6.6(2),Employees (thousands),6.6(2),2,Foreign,"['35', '&nbsp;']"
8792,r169,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Full-time equivalent,"['&nbsp;', '&nbsp;']"
8792,r170,Employees (thousands) -> 6.7d,Employees (thousands),6.7d,2,R&D employees,"['1,765', '&nbsp;']"
8792,r171,Employees (thousands) -> 6.7a,Employees (thousands),6.7a,2,Full-time R&D employees,"['1,472', '&nbsp;']"
8792,r172,Employees (thousands) -> 6.7b,Employees (thousands),6.7b,2,Full-time employees not solely working on R&D,"['272', '&nbsp;']"
8792,r173,Employees (thousands) -> 6.7c,Employees (thousands),6.7c,2,Part-time employees working on R&D,"['21', '&nbsp;']"
8792,r174,Employees (thousands) -> 6.8d,Employees (thousands),6.8d,2,Researchers,"['1,201', '&nbsp;']"
8792,r175,Employees (thousands) -> 6.8a,Employees (thousands),6.8a,2,Full-time R&D employees,"['1,038', '&nbsp;']"
8792,r176,Employees (thousands) -> 6.8b,Employees (thousands),6.8b,2,Full-time employees not solely working on R&D,"['152', '&nbsp;']"
8792,r177,Employees (thousands) -> 6.8c,Employees (thousands),6.8c,2,Part-time employees working on R&D,"['10', '&nbsp;']"
8792,r178,Employees (thousands) -> 6.9,Employees (thousands),6.9,2,Non-U.S. citizens employed as researchers under temporary visaa,"['66', '&nbsp;']"
8792,r179,Employees (thousands) -> 6.10d(1),Employees (thousands),6.10d(1),2,Total leased and temporary employees working on R&D,"['250', 'i']"
8792,r180,Employees (thousands) -> 6.10a(1),Employees (thousands),6.10a(1),2,Researchers,"['161', 'i']"
8792,r181,Employees (thousands) -> 6.10b(1),Employees (thousands),6.10b(1),2,Technicians,"['56', 'i']"
8792,r182,Employees (thousands) -> 6.10c(1),Employees (thousands),6.10c(1),2,Support staff,"['33', 'i']"
8792,r183,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,U.S. patents (number)a,"['&nbsp;', '&nbsp;']"
8792,r184,Employees (thousands) -> 7.1,Employees (thousands),7.1,2,"Patents applied for, total","['163,300', '&nbsp;']"
8792,r185,Employees (thousands) -> 7.2,Employees (thousands),7.2,2,Nonprovisional utility patents applied for,"['112,959', '&nbsp;']"
8792,r186,Employees (thousands) -> 7.3,Employees (thousands),7.3,2,Nonprovisional utility patent applications filed or planned in foreign jurisdictions,"['53,553', '&nbsp;']"
