table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_all_intramural_r_d_expenditures,field_type_of_r_d_basic_research,field_type_of_r_d_applied_research,field_type_of_r_d_experimental_development
12525,r024,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,2,143576,35000,108576,0
12525,r025,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,2,3138073,0,3138073,0
12525,r026,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,2,2030108,0,906562,1123546
12525,r027,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,2,4589925,0,4589925,0
12525,r028,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,2,3806428,0,3692054,114374
12525,r029,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,2,74500,0,29800,44700
12525,r030,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,2,256192,0,256192,0
12525,r031,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,2,89546,0,1696,87850
12525,r032,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,2,3917853,334238,3024632,558983
12525,r033,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,2,781067,0,781067,0
12525,r034,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,2,286453348,72009629,210409452,4034267
12525,r035,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,2,16335642,1762688,14572954,0
12525,r036,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,2,981502,0,981502,0
12525,r037,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,2,641094,604979,36115,0
12525,r038,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,2,1434856,595534,339878,499444
12525,r039,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,2,19770459,5840729,10366383,3563347
12525,r040,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,2,16987160,0,367167,16619993
12525,r041,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,2,236546,236546,0,0
12525,r042,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,2,32709409,2058077,29951248,700084
12525,r043,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,2,273454,6634,250820,16000
12525,r044,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,2,175000,0,0,175000
12525,r045,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,2,1993899,226869,1641355,125675
12525,r046,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,2,7748094,0,7748094,0
12525,r047,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,2,2163824,0,2163824,0
12525,r048,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,2,20744159,2958612,14186660,3598887
12525,r049,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,2,26263518,77999,24239515,1946004
12525,r050,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,2,4773515,364865,4408650,0
12525,r051,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,2,5377653,0,5377653,0
12525,r052,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,2,4237727,1665788,2571939,0
12525,r053,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,1,30716521,17202293,6014228,7500000
