table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
726,r018,Company and financial information (US$millions) -> 2.11g(1),Company and financial information (US$millions),2.11g(1),2,Depreciation and amortization of R&D property and equipment,"['11,348', '&nbsp;']"
726,r019,Company and financial information (US$millions) -> 2.11h(1),Company and financial information (US$millions),2.11h(1),2,Payments to business partners for collaborative R&D,"['9,295', '&nbsp;']"
726,r020,Company and financial information (US$millions) -> 2.11i(1),Company and financial information (US$millions),2.11i(1),2,Purchased R&D services,"['29,389', '&nbsp;']"
726,r021,Company and financial information (US$millions) -> 2.11j(1),Company and financial information (US$millions),2.11j(1),2,All other purchased services except R&D,"['6,172', '&nbsp;']"
726,r022,Company and financial information (US$millions) -> 2.11k(1),Company and financial information (US$millions),2.11k(1),2,All other costs,"['44,764', '&nbsp;']"
726,r023,Company and financial information (US$millions) -> 2.12(3),Company and financial information (US$millions),2.12(3),2,Worldwide R&D paid for by the company and performed by others,"['47,846', '&nbsp;']"
726,r024,Company and financial information (US$millions) -> 2.12(1),Company and financial information (US$millions),2.12(1),2,Domestic R&D paid for by the company and performed by others,"['38,683', '&nbsp;']"
726,r025,Company and financial information (US$millions) -> 2.12(2),Company and financial information (US$millions),2.12(2),2,Foreign R&D paid for by the company and performed by others,"['9,163', '&nbsp;']"
726,r026,Company and financial information (US$millions) -> 2.13(3),Company and financial information (US$millions),2.13(3),2,Worldwide R&D paid for and performed by the company,"['364,500', '&nbsp;']"
726,r027,Company and financial information (US$millions) -> 2.13(1),Company and financial information (US$millions),2.13(1),2,Domestic R&D paid for and performed by the company,"['296,677', '&nbsp;']"
726,r028,Company and financial information (US$millions) -> 2.13(2),Company and financial information (US$millions),2.13(2),2,Foreign R&D paid for and performed by the company,"['67,822', '&nbsp;']"
726,r029,Company and financial information (US$millions) -> 2.12(1) + 2.13(1) + 3.8(1) + 3.9(1),Company and financial information (US$millions),2.12(1) + 2.13(1) + 3.8(1) + 3.9(1),2,Domestic R&D paid for by the company and others and performed by the company and others,"['404,594', '&nbsp;']"
726,r030,Company and financial information (US$millions) -> 2.13(1) + 3.9 (1),Company and financial information (US$millions),2.13(1) + 3.9 (1),2,Domestic R&D paid for by the company and others and performed by the company,"['355,821', '&nbsp;']"
726,r031,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for and performed by the company,"['&nbsp;', '&nbsp;']"
726,r032,Company and financial information (US$millions) -> 2.19,Company and financial information (US$millions),2.19,2,Performed at largest domestic location,"['171,049', '&nbsp;']"
726,r033,Company and financial information (US$millions) -> 2.21,Company and financial information (US$millions),2.21,2,Performed at second-largest domestic location,"['29,967', '&nbsp;']"
726,r034,Company and financial information (US$millions) -> 2.23,Company and financial information (US$millions),2.23,2,Domestic R&D paid for by foreign operations or subsidiaries and performed by the company,"['6,785', '&nbsp;']"
726,r035,Company and financial information (US$millions) -> 2.24,Company and financial information (US$millions),2.24,2,Foreign R&D paid for by domestic operations or subsidiaries and performed by the company,"['8,937', '&nbsp;']"
726,r036,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for by the company and performed by others,"['&nbsp;', '&nbsp;']"
726,r037,Company and financial information (US$millions) -> 2.26a,Company and financial information (US$millions),2.26a,2,Companies in United States,"['32,121', '&nbsp;']"
726,r038,Company and financial information (US$millions) -> 2.26b,Company and financial information (US$millions),2.26b,2,Your company's foreign parent or owner,"['414', '&nbsp;']"
726,r039,Company and financial information (US$millions) -> 2.26c,Company and financial information (US$millions),2.26c,2,Companies outside United States,"['3,829', '&nbsp;']"
726,r040,Company and financial information (US$millions) -> 2.26d,Company and financial information (US$millions),2.26d,2,U.S. federal government agencies or laboratories,"['156', '&nbsp;']"
726,r041,Company and financial information (US$millions) -> 2.26e,Company and financial information (US$millions),2.26e,2,U.S. state and local government agencies or laboratories,"['10', '&nbsp;']"
726,r042,Company and financial information (US$millions) -> 2.26f,Company and financial information (US$millions),2.26f,2,Foreign government agencies or laboratories,"['*', '&nbsp;']"
726,r043,Company and financial information (US$millions) -> 2.26g,Company and financial information (US$millions),2.26g,2,All other organizations in the United States,"['479', '&nbsp;']"
726,r044,Company and financial information (US$millions) -> 2.26h,Company and financial information (US$millions),2.26h,2,All other organizations outside the United States,"['158', '&nbsp;']"
726,r045,Company and financial information (US$millions) -> 2.26,Company and financial information (US$millions),2.26,2,Undistributed (BRDI-1(S)),"['1,516', 'i']"
726,r046,Company and financial information (US$millions) -> 2.28,Company and financial information (US$millions),2.28,2,Monetary gifts made by the company to U.S. universities and colleges,"['293', '&nbsp;']"
726,r047,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Projected worldwide R&D expense for 2016,"['&nbsp;', '&nbsp;']"
726,r048,Company and financial information (US$millions) -> 2.29(3),Company and financial information (US$millions),2.29(3),2,Worldwide R&D to be paid for and performed by the company,"['433,478', '&nbsp;']"
726,r049,Company and financial information (US$millions) -> 2.29(1),Company and financial information (US$millions),2.29(1),2,Domestic R&D to be paid for and performed by the company,"['347,502', '&nbsp;']"
726,r050,Company and financial information (US$millions) -> 2.29(2),Company and financial information (US$millions),2.29(2),2,Foreign R&D to be paid for and performed by the company,"['85,977', '&nbsp;']"
726,r051,Company and financial information (US$millions) -> 2.30,Company and financial information (US$millions),2.30,2,Projected R&D services and projected payments for collaborative R&D,"['37,878', '&nbsp;']"
726,r052,Company and financial information (US$millions) -> 2.31,Company and financial information (US$millions),2.31,2,Total domestic capital expenditures,"['558,899', '&nbsp;']"
726,r053,Company and financial information (US$millions) -> 2.32,Company and financial information (US$millions),2.32,2,Domestic capital expenditures for R&D,"['28,203', '&nbsp;']"
726,r054,Company and financial information (US$millions) -> 2.33a,Company and financial information (US$millions),2.33a,2,Structures,"['3,674', '&nbsp;']"
726,r055,Company and financial information (US$millions) -> 2.33b,Company and financial information (US$millions),2.33b,2,Equipment,"['13,704', '&nbsp;']"
726,r056,Company and financial information (US$millions) -> 2.33c,Company and financial information (US$millions),2.33c,2,Capitalized software,"['6,970', '&nbsp;']"
726,r057,Company and financial information (US$millions) -> 2.33d,Company and financial information (US$millions),2.33d,2,All other expenditures,"['3,856', '&nbsp;']"
726,r058,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,R&D paid for by others and performed by the company and others,"['&nbsp;', '&nbsp;']"
726,r059,Company and financial information (US$millions) -> 3.1a,Company and financial information (US$millions),3.1a,2,R&D reimbursed by the company's foreign parent or owner,"['14,742', '&nbsp;']"
726,r060,Company and financial information (US$millions) -> 3.1b,Company and financial information (US$millions),3.1b,2,Collaborative R&D reimbursed by business partners,"['8,543', '&nbsp;']"
726,r061,Company and financial information (US$millions) -> 3.1c,Company and financial information (US$millions),3.1c,2,R&D paid for by government or private foundation grants,"['11,834', '&nbsp;']"
726,r062,Company and financial information (US$millions) -> 3.1d,Company and financial information (US$millions),3.1d,2,Defense RDT&E goods or services provided to the federal government or governmentcontractors,"['17,151', '&nbsp;']"
726,r063,Company and financial information (US$millions) -> 3.1e,Company and financial information (US$millions),3.1e,2,Medical nonclinical R&D services provided to others not owned by the company,"['3,245', '&nbsp;']"
726,r064,Company and financial information (US$millions) -> 3.1f,Company and financial information (US$millions),3.1f,2,Medical clinical trial Phase I–III services provided to others not owned by the company,"['10,191', '&nbsp;']"
726,r065,Company and financial information (US$millions) -> 3.1g,Company and financial information (US$millions),3.1g,2,Nondefense custom software development or computer systems designed for othersnot owned by the company,"['513', '&nbsp;']"
726,r066,Company and financial information (US$millions) -> 3.1h,Company and financial information (US$millions),3.1h,2,"Prototype development, production, and testing for customer's products","['2,882', '&nbsp;']"
726,r067,Company and financial information (US$millions) -> 3.1i,Company and financial information (US$millions),3.1i,2,All other R&D services not included in 3.1a–3.1h provided to the federal governmentor to others not owned by the company ,"['6,648', 'i']"
726,r068,Company and financial information (US$millions) -> 3.1j,Company and financial information (US$millions),3.1j,2,Worldwide R&D paid for by others and performed by the company and others,"['75,749', '&nbsp;']"
726,r069,Company and financial information (US$millions) -> 3.4a,Company and financial information (US$millions),3.4a,2,Domestic R&D paid for by others and performed by the company and others,"['69,233', '&nbsp;']"
726,r070,Company and financial information (US$millions) -> 3.4b,Company and financial information (US$millions),3.4b,2,Foreign R&D paid for by others and performed by the company and others,"['6,515', '&nbsp;']"
726,r071,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for by others and performed by the company and others,"['&nbsp;', '&nbsp;']"
726,r072,Company and financial information (US$millions) -> 3.7a(1),Company and financial information (US$millions),3.7a(1),2,"Salaries, wages, and fringe benefits","['32,454', '&nbsp;']"
726,r073,Company and financial information (US$millions) -> 3.7b(1),Company and financial information (US$millions),3.7b(1),2,Stock-based compensation,"['520', '&nbsp;']"
726,r074,Company and financial information (US$millions) -> 3.7c(1),Company and financial information (US$millions),3.7c(1),2,"Temporary staffing, including on-site contractors","['1,751', '&nbsp;']"
726,r075,Company and financial information (US$millions) -> 3.7d(1),Company and financial information (US$millions),3.7d(1),2,Expensed equipment,"['351', '&nbsp;']"
726,r076,Company and financial information (US$millions) -> 3.7e(1),Company and financial information (US$millions),3.7e(1),2,Materials and supplies,"['5,808', '&nbsp;']"
726,r077,Company and financial information (US$millions) -> 3.7f(1),Company and financial information (US$millions),3.7f(1),2,Leased facilities and equipment rental payments,"['879', '&nbsp;']"
726,r078,Company and financial information (US$millions) -> 3.7g(1),Company and financial information (US$millions),3.7g(1),2,Depreciation and amortization of R&D property and equipment,"['1,084', '&nbsp;']"
726,r079,Company and financial information (US$millions) -> 3.7h(1),Company and financial information (US$millions),3.7h(1),2,Payments to business partners for collaborative R&D,"['1,858', '&nbsp;']"
726,r080,Company and financial information (US$millions) -> 3.7i(1),Company and financial information (US$millions),3.7i(1),2,Purchased R&D services,"['8,231', '&nbsp;']"
726,r081,Company and financial information (US$millions) -> 3.7j(1),Company and financial information (US$millions),3.7j(1),2,All other purchased services except R&D,"['2,181', '&nbsp;']"
726,r082,Company and financial information (US$millions) -> 3.7k(1),Company and financial information (US$millions),3.7k(1),2,All other costs,"['14,116', '&nbsp;']"
726,r083,Company and financial information (US$millions) -> 3.8(3),Company and financial information (US$millions),3.8(3),2,Worldwide R&D paid for and performed by others,"['10,736', '&nbsp;']"
726,r084,Company and financial information (US$millions) -> 3.8(1),Company and financial information (US$millions),3.8(1),2,Domestic R&D paid for and performed by others,"['10,089', '&nbsp;']"
726,r085,Company and financial information (US$millions) -> 3.8(2),Company and financial information (US$millions),3.8(2),2,Foreign R&D paid for and performed by others,"['647', '&nbsp;']"
726,r086,Company and financial information (US$millions) -> 3.9(3),Company and financial information (US$millions),3.9(3),2,Worldwide R&D paid for by others and performed by the company,"['65,012', '&nbsp;']"
726,r087,Company and financial information (US$millions) -> 3.9(1),Company and financial information (US$millions),3.9(1),2,Domestic R&D paid for by others and performed by the company,"['59,144', '&nbsp;']"
726,r088,Company and financial information (US$millions) -> 3.9(2),Company and financial information (US$millions),3.9(2),2,Foreign R&D paid for by others and performed by the company,"['5,868', '&nbsp;']"
726,r089,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for by others and performed by the company,"['&nbsp;', '&nbsp;']"
726,r090,Company and financial information (US$millions) -> 3.14a,Company and financial information (US$millions),3.14a,2,Companies in United States,"['14,595', 'i']"
726,r091,Company and financial information (US$millions) -> 3.14b,Company and financial information (US$millions),3.14b,2,Your company's foreign parent or owner,"['12,579', '&nbsp;']"
726,r092,Company and financial information (US$millions) -> 3.14c,Company and financial information (US$millions),3.14c,2,Companies outside United States,"['3,738', '&nbsp;']"
726,r093,Company and financial information (US$millions) -> 3.14d,Company and financial information (US$millions),3.14d,2,U.S. federal government agencies or laboratories,"['26,990', '&nbsp;']"
726,r094,Company and financial information (US$millions) -> 3.14e,Company and financial information (US$millions),3.14e,2,U.S. state and local government agencies or laboratories,"['127', '&nbsp;']"
726,r095,Company and financial information (US$millions) -> 3.14f,Company and financial information (US$millions),3.14f,2,Foreign government agencies or laboratories,"['572', '&nbsp;']"
726,r096,Company and financial information (US$millions) -> 3.14g,Company and financial information (US$millions),3.14g,2,All other organizations in the United States,"['489', '&nbsp;']"
726,r097,Company and financial information (US$millions) -> 3.14h,Company and financial information (US$millions),3.14h,2,All other organizations outside the United States,"['54', 'i']"
726,r098,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Federally funded R&D performed by the company,"['&nbsp;', '&nbsp;']"
726,r099,Company and financial information (US$millions) -> 3.18a,Company and financial information (US$millions),3.18a,2,Department of Defense,"['18,163', '&nbsp;']"
726,r100,Company and financial information (US$millions) -> 3.18b,Company and financial information (US$millions),3.18b,2,Department of Energy,"['1,727', 'i']"
726,r101,Company and financial information (US$millions) -> 3.18c,Company and financial information (US$millions),3.18c,2,National Aeronautics and Space Administration,"['4,331', 'i']"
726,r102,Company and financial information (US$millions) -> 3.18d,Company and financial information (US$millions),3.18d,2,National Institutes of Health,"['877', 'i']"
726,r103,Company and financial information (US$millions) -> 3.18e,Company and financial information (US$millions),3.18e,2,Department of Homeland Security,"['47', '&nbsp;']"
726,r104,Company and financial information (US$millions) -> 3.18f,Company and financial information (US$millions),3.18f,2,Department of Transportation,"['117', '&nbsp;']"
726,r105,Company and financial information (US$millions) -> 3.18g,Company and financial information (US$millions),3.18g,2,Environmental Protection Agency,"['5', '&nbsp;']"
726,r106,Company and financial information (US$millions) -> 3.18h,Company and financial information (US$millions),3.18h,2,National Science Foundation,"['16', '&nbsp;']"
726,r107,Company and financial information (US$millions) -> 3.18i,Company and financial information (US$millions),3.18i,2,Other U.S. federal agencies,"['1,707', '&nbsp;']"
726,r108,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Federally funded R&D performed by the company by type of agreement,"['&nbsp;', '&nbsp;']"
726,r109,Company and financial information (US$millions) -> 3.19a,Company and financial information (US$millions),3.19a,2,Contracts,"['25,833', 'i']"
726,r110,Company and financial information (US$millions) -> 3.19b,Company and financial information (US$millions),3.19b,2,Grants and all other agreements,"['1,158', '&nbsp;']"
726,r111,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for by others and performed by the company,"['&nbsp;', '&nbsp;']"
726,r112,Company and financial information (US$millions) -> 3.23,Company and financial information (US$millions),3.23,2,Performed at largest domestic location,"['29,554', '&nbsp;']"
726,r113,Company and financial information (US$millions) -> 3.25,Company and financial information (US$millions),3.25,2,Performed at second-largest domestic location,"['5,386', '&nbsp;']"
726,r114,Company and financial information (US$millions) -> 3.27,Company and financial information (US$millions),3.27,2,Domestic R&D paid for by U.S. federal government agencies or laboratories and performed by others,"['4,200', '&nbsp;']"
726,r115,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Projected R&D to be paid for by others and performed by the company in 2016,"['&nbsp;', '&nbsp;']"
726,r116,Company and financial information (US$millions) -> 3.28,Company and financial information (US$millions),3.28,2,Worldwide to be paid for by others and performed by the company,"['73,844', '&nbsp;']"
726,r117,Company and financial information (US$millions) -> 3.29,Company and financial information (US$millions),3.29,2,Domestic R&D to be paid for by others and performed by the company,"['59,333', '&nbsp;']"
726,r118,Company and financial information (US$millions) -> 3.30,Company and financial information (US$millions),3.30,2,Domestic R&D to be paid for by U.S. federal government and performed by the company,"['26,156', '&nbsp;']"
726,r119,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for and performed by the company,"['&nbsp;', '&nbsp;']"
726,r120,Company and financial information (US$millions) -> 4.3,Company and financial information (US$millions),4.3,2,R&D directed toward business areas or product lines new to company,"['43,082', '&nbsp;']"
726,r121,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
726,r122,Company and financial information (US$millions) -> 4.6b,Company and financial information (US$millions),4.6b,2,Basic research,"['16,306', '&nbsp;']"
726,r123,Company and financial information (US$millions) -> 4.6a,Company and financial information (US$millions),4.6a,2,Applied research,"['44,344', '&nbsp;']"
726,r124,Company and financial information (US$millions) -> 4.5b,Company and financial information (US$millions),4.5b,2,Development,"['236,027', '&nbsp;']"
726,r125,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Application areas,"['&nbsp;', '&nbsp;']"
726,r126,Company and financial information (US$millions) -> 4.7,Company and financial information (US$millions),4.7,2,Energy applications,"['20,486', '&nbsp;']"
726,r127,Company and financial information (US$millions) -> 4.8,Company and financial information (US$millions),4.8,2,Environmental protection applications,"['7,481', '&nbsp;']"
726,r128,Company and financial information (US$millions) -> 4.9,Company and financial information (US$millions),4.9,2,Defense applications,"['9,857', '&nbsp;']"
726,r129,Company and financial information (US$millions) -> 4.10,Company and financial information (US$millions),4.10,2,Health or medical applications,"['71,474', '&nbsp;']"
726,r130,Company and financial information (US$millions) -> 4.11,Company and financial information (US$millions),4.11,2,Agricultural applications,"['6,040', '&nbsp;']"
726,r131,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
726,r132,Company and financial information (US$millions) -> 4.12,Company and financial information (US$millions),4.12,2,Software products and software embedded in other projects or products,"['101,995', '&nbsp;']"
726,r133,Company and financial information (US$millions) -> 4.13,Company and financial information (US$millions),4.13,2,Biotechnology,"['32,798', '&nbsp;']"
726,r134,Company and financial information (US$millions) -> 4.14,Company and financial information (US$millions),4.14,2,Nanotechnology,"['20,123', 'i']"
726,r135,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for by others and performed by the company,"['&nbsp;', '&nbsp;']"
726,r136,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
726,r137,Company and financial information (US$millions) -> 4.18b,Company and financial information (US$millions),4.18b,2,Basic research,"['5,486', '&nbsp;']"
726,r138,Company and financial information (US$millions) -> 4.18a,Company and financial information (US$millions),4.18a,2,Applied research,"['12,128', '&nbsp;']"
726,r139,Company and financial information (US$millions) -> 4.17b,Company and financial information (US$millions),4.17b,2,Development,"['41,530', '&nbsp;']"
726,r140,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Application areas,"['&nbsp;', '&nbsp;']"
726,r141,Company and financial information (US$millions) -> 4.19,Company and financial information (US$millions),4.19,2,Energy applications,"['2,585', '&nbsp;']"
726,r142,Company and financial information (US$millions) -> 4.20,Company and financial information (US$millions),4.20,2,Environmental protection applications,"['1,666', 'i']"
726,r143,Company and financial information (US$millions) -> 4.21,Company and financial information (US$millions),4.21,2,Defense applications,"['19,963', '&nbsp;']"
726,r144,Company and financial information (US$millions) -> 4.22,Company and financial information (US$millions),4.22,2,Health or medical applications,"['17,487', '&nbsp;']"
726,r145,Company and financial information (US$millions) -> 4.23,Company and financial information (US$millions),4.23,2,Agricultural applications,"['555', '&nbsp;']"
726,r146,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
726,r147,Company and financial information (US$millions) -> 4.24,Company and financial information (US$millions),4.24,2,Software products and software embedded in other projects or products,"['8,190', '&nbsp;']"
726,r148,Company and financial information (US$millions) -> 4.25,Company and financial information (US$millions),4.25,2,Biotechnology,"['6,997', '&nbsp;']"
726,r149,Company and financial information (US$millions) -> 4.26,Company and financial information (US$millions),4.26,2,Nanotechnology,"['1,494', 'i']"
726,r150,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Federally funded R&D performed by the company,"['&nbsp;', '&nbsp;']"
726,r151,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
726,r152,Company and financial information (US$millions) -> 4.30b,Company and financial information (US$millions),4.30b,2,Basic research,"['2,038', 'i']"
726,r153,Company and financial information (US$millions) -> 4.30a,Company and financial information (US$millions),4.30a,2,Applied research,"['6,102', 'i']"
726,r154,Company and financial information (US$millions) -> 4.29b,Company and financial information (US$millions),4.29b,2,Development,"['18,850', 'i']"
726,r155,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
726,r156,Company and financial information (US$millions) -> 4.31,Company and financial information (US$millions),4.31,2,Software products and software embedded in other projects or products,"['3,958', '&nbsp;']"
726,r157,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Foreign R&D paid for and performed by the company,"['&nbsp;', '&nbsp;']"
726,r158,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
726,r159,Company and financial information (US$millions) -> 4.33a,Company and financial information (US$millions),4.33a,2,Research,"['17,552', '&nbsp;']"
726,r160,Company and financial information (US$millions) -> 4.33b,Company and financial information (US$millions),4.33b,2,Development,"['50,270', '&nbsp;']"
726,r161,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Foreign R&D paid for by others and performed by the company,"['&nbsp;', '&nbsp;']"
726,r162,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
726,r163,Company and financial information (US$millions) -> 4.35a,Company and financial information (US$millions),4.35a,2,Research,"['944', 'i']"
726,r164,Company and financial information (US$millions) -> 4.35b,Company and financial information (US$millions),4.35b,2,Development,"['4,925', 'i']"
726,r165,Employees (thousands),Employees (thousands),,1,,"['', '']"
726,r166,Employees (thousands) ->  - ,Employees (thousands), - ,2,Worldwide,"['&nbsp;', '&nbsp;']"
726,r167,Employees (thousands) -> 5.1,Employees (thousands),5.1,2,Total employees,"['29,240', '&nbsp;']"
726,r168,Employees (thousands) -> 5.3b(3),Employees (thousands),5.3b(3),2,Non-R&D employees,"['27,062', '&nbsp;']"
726,r169,Employees (thousands) -> 5.3a(3),Employees (thousands),5.3a(3),2,R&D employees,"['2,178', '&nbsp;']"
726,r170,Employees (thousands) -> 5.5a(3),Employees (thousands),5.5a(3),2,Female,"['568', '&nbsp;']"
726,r171,Employees (thousands) -> 5.5b(3),Employees (thousands),5.5b(3),2,Male,"['1,610', '&nbsp;']"
726,r172,Employees (thousands) -> 5.6a(3),Employees (thousands),5.6a(3),2,Researchers,"['1,539', '&nbsp;']"
726,r173,Employees (thousands) -> 5.6b(3),Employees (thousands),5.6b(3),2,Technicians,"['409', '&nbsp;']"
726,r174,Employees (thousands) -> 5.6c(3),Employees (thousands),5.6c(3),2,Support staff,"['231', '&nbsp;']"
726,r175,Employees (thousands) ->  - ,Employees (thousands), - ,2,Domestic,"['&nbsp;', '&nbsp;']"
726,r176,Employees (thousands) -> 5.2(1),Employees (thousands),5.2(1),2,Total employees,"['18,915', '&nbsp;']"
726,r177,Employees (thousands) -> 5.3b(1),Employees (thousands),5.3b(1),2,Non-R&D employees,"['17,372', '&nbsp;']"
726,r178,Employees (thousands) -> 5.3a(1),Employees (thousands),5.3a(1),2,R&D employees,"['1,543', '&nbsp;']"
726,r179,Employees (thousands) -> 5.5a(1),Employees (thousands),5.5a(1),2,Female,"['389', '&nbsp;']"
726,r180,Employees (thousands) -> 5.5b(1),Employees (thousands),5.5b(1),2,Male,"['1,155', '&nbsp;']"
726,r181,Employees (thousands) -> 5.6a(1),Employees (thousands),5.6a(1),2,Researchers,"['1,075', '&nbsp;']"
726,r182,Employees (thousands) -> 5.6b(1),Employees (thousands),5.6b(1),2,Technicians,"['302', '&nbsp;']"
726,r183,Employees (thousands) -> 5.6c(1),Employees (thousands),5.6c(1),2,Support staff,"['167', '&nbsp;']"
726,r184,Employees (thousands) ->  - ,Employees (thousands), - ,2,Foreign,"['&nbsp;', '&nbsp;']"
726,r185,Employees (thousands) -> 5.2(2),Employees (thousands),5.2(2),2,Total employees,"['10,325', '&nbsp;']"
726,r186,Employees (thousands) -> 5.3b(2),Employees (thousands),5.3b(2),2,Non-R&D employees,"['9,690', '&nbsp;']"
726,r187,Employees (thousands) -> 5.3a(2),Employees (thousands),5.3a(2),2,R&D employees,"['635', '&nbsp;']"
726,r188,Employees (thousands) -> 5.5a(2),Employees (thousands),5.5a(2),2,Female,"['179', '&nbsp;']"
726,r189,Employees (thousands) -> 5.5b(2),Employees (thousands),5.5b(2),2,Male,"['456', '&nbsp;']"
726,r190,Employees (thousands) -> 5.6a(2),Employees (thousands),5.6a(2),2,Researchers,"['464', '&nbsp;']"
726,r191,Employees (thousands) -> 5.6b(2),Employees (thousands),5.6b(2),2,Technicians,"['107', '&nbsp;']"
726,r192,Employees (thousands) -> 5.6c(2),Employees (thousands),5.6c(2),2,Support staff,"['64', '&nbsp;']"
726,r193,Employees (thousands) ->  - ,Employees (thousands), - ,2,Researchers with PhD,"['&nbsp;', '&nbsp;']"
726,r194,Employees (thousands) -> 5.7(3),Employees (thousands),5.7(3),2,Worldwide,"['143', '&nbsp;']"
726,r195,Employees (thousands) -> 5.7(1),Employees (thousands),5.7(1),2,Domestic,"['115', '&nbsp;']"
