table_id,row_id,location_full_path,location_level_1,location_level_2,location_level_3,location_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others
1419,r030,All locations -> Europe -> Czech Republic,All locations,Europe,Czech Republic,3,"['335', '  ']","['292', '  ']","['43', 'i ']"
1419,r031,All locations -> Europe -> Denmark,All locations,Europe,Denmark,3,"['548', '  ']","['525', '  ']","['23', 'i ']"
1419,r032,All locations -> Europe -> Finland,All locations,Europe,Finland,3,"['724', '  ']","['687', '  ']","['37', '  ']"
1419,r033,All locations -> Europe -> France,All locations,Europe,France,3,"['2,926', '  ']","['2,568', '  ']","['358', '  ']"
1419,r034,All locations -> Europe -> Germany,All locations,Europe,Germany,3,"['8,422', '  ']","['7,999', '  ']","['423', '  ']"
1419,r035,All locations -> Europe -> Hungary,All locations,Europe,Hungary,3,"['242', '  ']","['201', '  ']","['41', 'i ']"
1419,r036,All locations -> Europe -> Ireland,All locations,Europe,Ireland,3,"['2,754', '  ']","['2,673', '  ']","['80', '  ']"
1419,r037,All locations -> Europe -> Italy,All locations,Europe,Italy,3,"['1,312', '  ']","['1,168', '  ']","['144', '  ']"
1419,r038,All locations -> Europe -> Luxembourg,All locations,Europe,Luxembourg,3,"['205', '  ']","['205', '  ']","['  * ', '  ']"
1419,r039,All locations -> Europe -> Netherlands,All locations,Europe,Netherlands,3,"['1,362', '  ']","['1,188', '  ']","['174', 'i ']"
1419,r040,All locations -> Europe -> Norway,All locations,Europe,Norway,3,"['428', '  ']","['420', '  ']","['8', '  ']"
1419,r041,All locations -> Europe -> Poland,All locations,Europe,Poland,3,"['608', '  ']","['505', '  ']","['103', 'i ']"
1419,r042,All locations -> Europe -> Russia,All locations,Europe,Russia,3,"['282', '  ']","['220', '  ']","['62', 'i ']"
1419,r043,All locations -> Europe -> Spain,All locations,Europe,Spain,3,"['671', '  ']","['556', '  ']","['115', 'i ']"
1419,r044,All locations -> Europe -> Sweden,All locations,Europe,Sweden,3,"['1,196', '  ']","['1,122', '  ']","['73', '  ']"
1419,r045,All locations -> Europe -> Switzerland,All locations,Europe,Switzerland,3,"['2,988', '  ']","['2,565', '  ']","['424', '  ']"
1419,r046,All locations -> Europe -> Turkey,All locations,Europe,Turkey,3,"['91', '  ']","['74', '  ']","['17', 'i ']"
1419,r047,All locations -> Europe -> United Kingdom,All locations,Europe,United Kingdom,3,"['8,600', '  ']","['7,018', '  ']","['1,582', '  ']"
1419,r048,All locations -> Europe -> Other European locations,All locations,Europe,Other European locations,3,"['2,883', '  ']","['2,566', '  ']","['317', 'i ']"
1419,r049,All locations -> Middle East,All locations,Middle East,,2,"['3,886', '  ']","['3,816', '  ']","['70', 'i ']"
1419,r050,All locations -> Middle East -> Israel,All locations,Middle East,Israel,3,"['3,724', '  ']","['3,663', '  ']","['60', 'i ']"
1419,r051,All locations -> Middle East -> Other Middle Eastern locations,All locations,Middle East,Other Middle Eastern locations,3,"['163', '  ']","['153', '  ']","['10', 'i ']"
1419,r052,All locations -> Undistributed,All locations,Undistributed,,2,"['2,126', 'i ']","['2,121', 'i ']","['6', 'i ']"
