table_id,row_id,citizenship_status_and_major_field_of_study_full_path,citizenship_status_and_major_field_of_study_level_1,citizenship_status_and_major_field_of_study_level_2,citizenship_status_and_major_field_of_study_level_3,citizenship_status_and_major_field_of_study_level_4,citizenship_status_and_major_field_of_study_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field__change_2008_17
956,r011,All doctorate recipients<sup>a</sup> -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Mathematics and computer sciences,Computer and information sciences,,3,1787,1610,1633,1667,1793,1843,1988,2003,2084,1987,11.2
956,r012,All doctorate recipients<sup>a</sup> -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Mathematics and computer sciences,Mathematics and statistics,,3,1400,1553,1590,1606,1703,1817,1874,1815,1872,1856,32.6
956,r013,All doctorate recipients<sup>a</sup> -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Psychology and social sciences,,,2,7635,7945,7883,8221,8498,8580,8751,9078,9060,9079,18.9
956,r014,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Psychology,,3,3357,3472,3421,3576,3599,3592,3724,3776,3931,3960,18.0
956,r015,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Anthropology,,3,483,503,507,553,547,550,524,492,460,455,-5.8
956,r016,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Economics,,3,1091,1118,1073,1121,1243,1183,1195,1255,1236,1237,13.4
956,r017,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Political science and government,,3,628,682,728,685,724,803,777,859,745,752,19.7
956,r018,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Sociology,,3,601,662,639,657,633,636,679,742,615,689,14.6
956,r019,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Other social sciences,,3,1475,1508,1515,1629,1752,1816,1852,1954,2073,1986,34.6
956,r020,All doctorate recipients<sup>a</sup> -> Engineering,All doctorate recipients<sup>a</sup>,Engineering,,,2,7864,7642,7578,8032,8469,9000,9627,9876,9458,9843,25.2
956,r021,"All doctorate recipients<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,266,297,252,262,307,348,386,361,370,378,42.1
956,r022,All doctorate recipients<sup>a</sup> -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Engineering,Bioengineering and biomedical engineering,,3,762,834,824,898,943,1039,1046,1126,1090,1041,36.6
956,r023,All doctorate recipients<sup>a</sup> -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Engineering,Chemical engineering,,3,873,807,822,823,840,824,973,1002,921,936,7.2
956,r024,All doctorate recipients<sup>a</sup> -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Engineering,Civil engineering,,3,713,707,643,634,495,542,617,632,563,741,3.9
956,r025,"All doctorate recipients<sup>a</sup> -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Engineering,"Electrical, electronics, and communications engineering",,3,1888,1693,1778,1886,1938,1897,1953,1997,1822,1900,0.6
956,r026,All doctorate recipients<sup>a</sup> -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Engineering,Industrial and manufacturing engineering,,3,280,251,215,258,226,241,298,243,256,253,-9.6
956,r027,All doctorate recipients<sup>a</sup> -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Engineering,Materials science engineering,,3,636,625,670,662,743,815,832,871,984,958,50.6
956,r028,All doctorate recipients<sup>a</sup> -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Engineering,Mechanical engineering,,3,1082,1095,983,1084,1220,1277,1331,1466,1296,1409,30.2
956,r029,All doctorate recipients<sup>a</sup> -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Engineering,Other engineering,,3,1364,1333,1391,1525,1757,2017,2191,2178,2156,2227,63.3
956,r030,All doctorate recipients<sup>a</sup> -> Education,All doctorate recipients<sup>a</sup>,Education,,,2,6561,6528,5287,4670,4803,4934,4789,5098,5146,4823,-26.5
956,r031,All doctorate recipients<sup>a</sup> -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Education,Education administration,,3,2238,2146,1439,924,1057,965,893,920,823,1023,-54.3
956,r032,All doctorate recipients<sup>a</sup> -> Education -> Education research,All doctorate recipients<sup>a</sup>,Education,Education research,,3,2640,2663,2443,2438,2569,2703,2560,2772,2384,2405,-8.9
956,r033,All doctorate recipients<sup>a</sup> -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Education,Teacher education,,3,274,332,245,204,156,109,152,156,180,112,-59.1
956,r034,All doctorate recipients<sup>a</sup> -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Education,Teaching fields,,3,912,906,799,805,757,892,915,953,1166,908,-0.4
956,r035,All doctorate recipients<sup>a</sup> -> Education -> Other education,All doctorate recipients<sup>a</sup>,Education,Other education,,3,497,481,361,299,264,265,269,297,593,375,-24.5
956,r036,All doctorate recipients<sup>a</sup> -> Humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,,,2,4736,4904,5015,5226,5561,5715,5524,5594,5480,5290,11.7
956,r037,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Humanities and arts,Foreign languages and literature,,3,627,598,601,644,684,701,674,656,599,624,-0.5
956,r038,All doctorate recipients<sup>a</sup> -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Humanities and arts,History,,3,971,1045,1005,1065,1086,1148,1186,1146,1148,1066,9.8
956,r039,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Humanities and arts,Letters,,3,1420,1413,1516,1513,1638,1606,1551,1583,1531,1465,3.2
956,r040,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,Other humanities and arts,,3,1718,1848,1893,2004,2153,2260,2113,2209,2202,2135,24.3
956,r041,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,,,2,2762,2807,2729,2683,2734,3023,3044,3020,2956,3113,12.7
956,r042,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Business management and administration,,3,1421,1405,1366,1327,1404,1551,1584,1583,1509,1522,7.1
956,r043,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Communication,,3,557,627,638,650,595,645,663,667,672,626,12.4
956,r044,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Non-S&E fields nec,,3,784,775,725,706,735,827,796,770,760,965,23.1
956,r045,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Unknown field,,3,0,0,0,0,0,0,1,0,15,0,0.0
956,r046,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,,,2,30844,32327,31602,31726,32981,33965,34005,35079,35704,35791,16.0
956,r047,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Life sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Life sciences,,3,7279,7803,7812,7892,8184,8353,8390,8474,8691,8857,21.7
956,r048,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Life sciences,Agricultural sciences and natural resources,4,647,712,618,697,675,737,754,774,772,902,39.4
956,r049,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Life sciences,Biological and biomedical sciences,4,5141,5528,5585,5614,5790,5769,5993,6032,6220,6082,18.3
956,r050,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Life sciences,Health sciences,4,1491,1563,1609,1581,1719,1847,1643,1668,1699,1873,25.6
956,r051,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,,3,2674,2914,2860,3048,3148,3247,3300,3481,3669,3717,39.0
956,r052,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,Chemistry,4,1231,1391,1323,1407,1385,1443,1447,1572,1581,1691,37.4
956,r053,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,536,559,573,555,623,654,722,704,803,787,46.8
956,r054,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,Physics and astronomy,4,907,964,964,1086,1140,1150,1131,1205,1285,1239,36.6
956,r055,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Mathematics and computer sciences,,3,1370,1506,1599,1603,1627,1631,1738,1663,1729,1746,27.4
956,r056,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Mathematics and computer sciences,Computer and information sciences,4,697,734,761,790,785,758,807,774,783,796,14.2
956,r057,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Mathematics and computer sciences,Mathematics and statistics,4,673,772,838,813,842,873,931,889,946,950,41.2
956,r058,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,,3,5588,5714,5803,6070,6319,6464,6391,6688,6817,6874,23.0
956,r059,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Psychology,4,2892,2908,2874,3062,3046,3067,3042,3103,3357,3403,17.7
956,r060,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Anthropology,4,400,403,384,455,445,457,406,397,360,357,-10.8
956,r061,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Economics,4,405,418,459,428,517,505,469,552,521,539,33.1
956,r062,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Political science and government,4,441,483,522,488,536,593,574,621,579,578,31.1
956,r063,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Sociology,4,463,506,519,511,512,516,545,596,508,567,22.5
956,r064,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Other social sciences,4,987,996,1045,1126,1263,1326,1355,1419,1492,1430,44.9
956,r065,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,,3,2958,3166,3332,3350,3579,3767,4066,4220,4180,4339,46.7
956,r066,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,122,160,141,145,181,194,246,216,233,240,96.7
956,r067,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Bioengineering and biomedical engineering,4,469,513,516,564,602,637,674,724,746,700,49.3
956,r068,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Chemical engineering,4,396,411,433,393,377,365,445,488,470,471,18.9
956,r069,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Civil engineering,4,207,262,231,216,159,182,229,231,219,243,17.4
956,r070,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,"Electrical, electronics, and communications engineering",4,558,578,627,617,614,603,575,632,546,586,5.0
956,r071,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Industrial and manufacturing engineering,4,90,70,62,100,75,77,91,65,82,86,-4.4
956,r072,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Materials science engineering,4,266,254,313,278,350,349,363,381,456,483,81.6
956,r073,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Mechanical engineering,4,371,421,403,440,505,547,558,620,585,592,59.6
956,r074,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Other engineering,4,479,497,606,597,716,813,885,863,843,938,95.8
956,r075,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,,3,5584,5584,4476,3878,4040,4118,3934,4196,4301,4047,-27.5
956,r076,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Education administration,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Education administration,4,2025,1979,1296,833,936,844,763,797,727,871,-57.0
956,r077,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Education research,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Education research,4,2207,2230,2059,1989,2143,2216,2104,2273,1980,2018,-8.6
956,r078,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Teacher education,4,236,260,203,156,134,90,132,134,158,96,-59.3
956,r079,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Teaching fields,4,721,743,646,679,613,741,732,762,949,745,3.3
956,r080,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Other education,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Other education,4,395,372,272,221,214,227,203,230,487,317,-19.7
956,r081,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,,3,3744,3893,4029,4192,4434,4535,4361,4478,4447,4290,14.6
956,r082,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,Foreign languages and literature,4,389,385,389,426,472,467,469,463,399,433,11.3
956,r083,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,History,4,802,880,843,893,889,947,968,944,950,895,11.6
956,r084,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,Letters,4,1199,1169,1287,1289,1383,1354,1304,1353,1312,1274,6.3
956,r085,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,Other humanities and arts,4,1354,1459,1510,1584,1690,1767,1620,1718,1786,1688,24.7
956,r086,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,,3,1647,1747,1691,1693,1650,1850,1825,1879,1870,1921,16.6
956,r087,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Business management and administration,4,703,780,746,755,736,831,849,892,845,830,18.1
956,r088,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Communication,4,402,443,468,473,426,471,473,479,472,463,15.2
956,r089,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Non-S&E fields nec,4,542,524,477,465,488,548,503,508,548,628,15.9
956,r090,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Unknown field,4,0,0,0,0,0,0,0,0,5,0,0.0
956,r091,All doctorate recipients<sup>a</sup> -> Temporary visa holder,All doctorate recipients<sup>a</sup>,Temporary visa holder,,,2,15261,14736,13636,14235,14784,15674,15839,16130,16491,16323,7.0
956,r092,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,,3,3252,3097,2926,3029,3197,3177,3169,3264,3358,3329,2.4
956,r093,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,Agricultural sciences and natural resources,4,492,509,412,472,529,516,504,555,562,627,27.4
956,r094,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,Biological and biomedical sciences,4,2302,2190,2084,2124,2166,2154,2229,2266,2308,2163,-6.0
956,r095,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,Health sciences,4,458,398,430,433,502,507,436,443,488,539,17.7
956,r096,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,,3,2027,2028,1884,1955,1959,2032,2196,2100,2314,2156,6.4
956,r097,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,Chemistry,4,879,889,847,907,880,888,1000,930,1001,921,4.8
956,r098,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,293,295,251,246,281,290,326,307,390,332,13.3
956,r099,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,Physics and astronomy,4,855,844,786,802,798,854,870,863,923,903,5.6
956,r100,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Mathematics and computer sciences,,3,1656,1504,1446,1449,1617,1833,1850,1917,2056,1931,16.6
956,r101,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Mathematics and computer sciences,Computer and information sciences,4,1005,791,760,759,870,990,1029,1094,1204,1101,9.6
956,r102,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Mathematics and computer sciences,Mathematics and statistics,4,651,713,686,690,747,843,821,823,852,830,27.5
956,r103,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,,3,1618,1720,1553,1588,1601,1634,1549,1622,1753,1680,3.8
956,r104,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Psychology,4,249,258,270,238,254,282,249,260,306,295,18.5
956,r105,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Anthropology,4,63,81,88,73,74,76,86,68,76,65,3.2
956,r106,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Economics,4,621,656,556,623,656,615,627,606,656,647,4.2
956,r107,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Political science and government,4,160,178,162,150,150,163,145,178,128,141,-11.9
956,r108,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Sociology,4,119,139,95,113,85,92,90,101,89,94,-21.0
956,r109,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Other social sciences,4,406,408,382,391,382,406,352,409,498,438,7.9
956,r110,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,,3,4492,4221,3866,4164,4355,4759,4961,5108,4844,5070,12.9
956,r111,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,127,126,99,100,107,138,124,132,121,122,-3.9
956,r112,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Bioengineering and biomedical engineering,4,265,280,290,291,292,352,318,348,301,303,14.3
956,r113,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Chemical engineering,4,439,383,359,379,414,409,482,461,401,429,-2.3
