table_id,row_id,field_sex_and_degree_full_path,field_sex_and_degree_level_1,field_sex_and_degree_level_2,field_sex_and_degree_level_3,field_sex_and_degree_level_4,field_sex_and_degree_level_5,field_sex_and_degree_hierarchy_depth,field_all_sources,field_federal_support_total,field_federal_support_dod,field_federal_support_doe,field_federal_support_hhs_total,field_federal_support_hhs_nih,field_federal_support_hhs_other,field_federal_support_nasa,field_federal_support_nsf,field_federal_support_usda,field_federal_support_other,field_institutional_support,field_other_nonfederal_support_total,field_other_nonfederal_support_united_states,field_other_nonfederal_support_foreign,field_self_support
3252,r232,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Engineering nec,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Engineering nec,5,888,218,17,16,31,14,17,5,86,6,57,503,65,47,18,102
3252,r233,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,,,3,135268,34856,4032,3144,9783,8721,1062,1051,12518,784,3544,77902,10968,8871,2097,11542
3252,r234,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,,4,90299,21385,1507,1656,7795,7114,681,632,7307,629,1859,55848,5619,4670,949,7447
3252,r235,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Agricultural sciences,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Agricultural sciences,5,1583,339,2,6,33,10,23,2,46,212,38,830,243,209,34,171
3252,r236,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Biological and biomedical sciences,5,22354,7838,153,75,5953,5578,375,28,1087,195,347,11954,1593,1372,221,969
3252,r237,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Computer and information sciences,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Computer and information sciences,5,10104,2896,534,67,188,151,37,17,1761,7,322,5026,868,689,179,1314
3252,r238,"All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",5,3187,992,55,47,16,12,4,210,523,6,135,1714,219,179,40,262
3252,r239,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Mathematics and statistics,5,8689,903,101,19,104,96,8,6,586,7,80,6889,303,209,94,594
3252,r240,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Multidisciplinary and interdisciplinary studies,5,1158,181,21,11,47,46,1,5,65,9,23,723,57,51,6,197
3252,r241,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Natural resources and conservation,5,1395,322,10,8,25,22,3,18,89,94,78,764,123,102,21,186
3252,r242,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Physical sciences,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Physical sciences,5,22552,6667,532,1416,1113,950,163,329,2750,23,504,13674,1312,1133,179,899
3252,r243,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Psychology,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Psychology,5,4553,520,44,0,229,196,33,2,120,1,124,2891,175,152,23,967
3252,r244,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Science -> Social sciences,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Science,Social sciences,5,14724,727,55,7,87,53,34,15,280,75,208,11383,726,574,152,1888
3252,r245,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,,4,44969,13471,2525,1488,1988,1607,381,419,5211,155,1685,22054,5349,4201,1148,4095
3252,r246,"All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,1819,603,252,45,3,3,0,110,97,0,96,801,223,168,55,192
3252,r247,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Agricultural engineering,5,342,101,0,7,10,1,9,2,15,51,16,149,57,43,14,35
3252,r248,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Bioengineering and biomedical engineering,5,3803,1409,76,7,938,858,80,2,325,3,58,1868,339,308,31,187
3252,r249,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Biological and biosystems engineering,5,92,19,0,0,5,5,0,0,5,7,2,54,13,12,1,6
3252,r250,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Chemical engineering,5,4471,1443,136,252,233,180,53,18,669,11,124,2232,622,500,122,174
3252,r251,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Civil engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Civil engineering,5,4381,944,71,67,62,21,41,33,418,19,274,2458,438,318,120,541
3252,r252,"All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,"Electrical, electronics, and communications engineering",5,12517,3975,1042,286,343,277,66,93,1818,12,381,5626,1633,1271,362,1283
3252,r253,"All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,"Engineering mechanics, physics, and science",5,970,341,75,41,41,39,2,8,128,2,46,499,67,53,14,63
3252,r254,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Industrial and manufacturing engineering,5,1997,400,88,19,21,8,13,7,224,2,39,1154,173,142,31,270
3252,r255,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Mechanical engineering,5,8046,2236,460,270,165,120,45,109,900,21,311,4186,975,741,234,649
3252,r256,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Metallurgical and materials engineering,5,2953,979,210,200,65,40,25,14,397,8,85,1321,398,318,80,255
3252,r257,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Mining engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Mining engineering,5,129,23,1,8,8,2,6,0,5,0,1,69,19,11,8,18
3252,r258,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Nanotechnology,5,49,17,1,1,9,9,0,0,6,0,0,22,8,8,0,2
3252,r259,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Nuclear engineering,5,751,380,34,217,2,2,0,7,19,0,101,214,91,70,21,66
3252,r260,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Petroleum engineering,5,465,28,0,14,1,1,0,0,5,3,5,249,142,113,29,46
3252,r261,All S&E graduate students -> All S&E doctoral students -> Male S&E doctoral students -> Engineering -> Engineering nec,All S&E graduate students,All S&E doctoral students,Male S&E doctoral students,Engineering,Engineering nec,5,2184,573,79,54,82,41,41,16,180,16,146,1152,151,125,26,308
