table_id,row_id,field_sex_and_degree_full_path,field_sex_and_degree_level_1,field_sex_and_degree_level_2,field_sex_and_degree_level_3,field_sex_and_degree_level_4,field_sex_and_degree_level_5,field_sex_and_degree_hierarchy_depth,field_all_sources,field_federal_support_total,field_federal_support_dod,field_federal_support_doe,field_federal_support_hhs_total,field_federal_support_hhs_nih,field_federal_support_hhs_other,field_federal_support_nasa,field_federal_support_nsf,field_federal_support_usda,field_federal_support_other,field_institutional_support,field_other_nonfederal_support_total,field_other_nonfederal_support_united_states,field_other_nonfederal_support_foreign,field_self_support
3252,r025,All S&E graduate students -> Engineering -> Mining engineering,All S&E graduate students,Engineering,Mining engineering,,,3,381,65,10,17,19,7,12,0,9,0,10,169,37,23,14,110
3252,r026,All S&E graduate students -> Engineering -> Nanotechnology,All S&E graduate students,Engineering,Nanotechnology,,,3,103,22,3,2,10,10,0,0,7,0,0,43,11,11,0,27
3252,r027,All S&E graduate students -> Engineering -> Nuclear engineering,All S&E graduate students,Engineering,Nuclear engineering,,,3,1208,554,66,309,3,3,0,8,25,0,143,376,129,102,27,149
3252,r028,All S&E graduate students -> Engineering -> Petroleum engineering,All S&E graduate students,Engineering,Petroleum engineering,,,3,1056,41,1,19,2,2,0,0,6,5,8,523,239,183,56,253
3252,r029,All S&E graduate students -> Engineering -> Engineering nec,All S&E graduate students,Engineering,Engineering nec,,,3,6943,955,139,78,118,60,58,27,305,29,259,2540,356,267,89,3092
3252,r030,All S&E graduate students -> Female S&E graduate students,All S&E graduate students,Female S&E graduate students,,,,2,190788,26962,1654,1096,10411,9294,1117,662,7734,1301,4104,81103,8374,6937,1437,74349
3252,r031,All S&E graduate students -> Female S&E graduate students -> Science,All S&E graduate students,Female S&E graduate students,Science,,,3,158965,21243,856,638,9295,8375,920,491,5397,1195,3371,68774,6084,5079,1005,62864
3252,r032,All S&E graduate students -> Female S&E graduate students -> Science -> Agricultural sciences,All S&E graduate students,Female S&E graduate students,Science,Agricultural sciences,,4,3818,715,5,16,39,15,24,5,64,476,110,1916,445,409,36,742
3252,r033,All S&E graduate students -> Female S&E graduate students -> Science -> Biological and biomedical sciences,All S&E graduate students,Female S&E graduate students,Science,Biological and biomedical sciences,,4,42265,9951,154,64,7326,6809,517,32,1345,380,650,18369,2137,1837,300,11808
3252,r034,All S&E graduate students -> Female S&E graduate students -> Science -> Computer and information sciences,All S&E graduate students,Female S&E graduate students,Science,Computer and information sciences,,4,18579,1128,180,18,94,60,34,16,618,7,195,4512,421,299,122,12518
3252,r035,"All S&E graduate students -> Female S&E graduate students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,Female S&E graduate students,Science,"Geosciences, atmospheric sciences, and ocean sciences",,4,4489,1185,67,41,13,13,0,187,620,18,239,2414,266,222,44,624
3252,r036,All S&E graduate students -> Female S&E graduate students -> Science -> Mathematics and statistics,All S&E graduate students,Female S&E graduate students,Science,Mathematics and statistics,,4,9077,490,33,10,97,80,17,6,269,6,69,3922,210,130,80,4455
3252,r037,All S&E graduate students -> Female S&E graduate students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,Female S&E graduate students,Science,Multidisciplinary and interdisciplinary studies,,4,3708,236,6,5,66,61,5,9,69,19,62,1373,97,77,20,2002
3252,r038,All S&E graduate students -> Female S&E graduate students -> Science -> Natural resources and conservation,All S&E graduate students,Female S&E graduate students,Science,Natural resources and conservation,,4,4480,684,11,9,63,42,21,26,199,140,236,1854,265,215,50,1677
3252,r039,All S&E graduate students -> Female S&E graduate students -> Science -> Physical sciences,All S&E graduate students,Female S&E graduate students,Science,Physical sciences,,4,12681,3346,196,463,744,653,91,187,1476,9,271,7585,646,535,111,1104
3252,r040,All S&E graduate students -> Female S&E graduate students -> Science -> Psychology,All S&E graduate students,Female S&E graduate students,Science,Psychology,,4,29417,2154,110,4,660,513,147,3,308,12,1057,9807,579,515,64,16877
3252,r041,All S&E graduate students -> Female S&E graduate students -> Science -> Social sciences,All S&E graduate students,Female S&E graduate students,Science,Social sciences,,4,30451,1354,94,8,193,129,64,20,429,128,482,17022,1018,840,178,11057
3252,r042,All S&E graduate students -> Female S&E graduate students -> Engineering,All S&E graduate students,Female S&E graduate students,Engineering,,,3,31823,5719,798,458,1116,919,197,171,2337,106,733,12329,2290,1858,432,11485
3252,r043,"All S&E graduate students -> Female S&E graduate students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,Female S&E graduate students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,717,182,76,9,0,0,0,35,31,0,31,282,80,68,12,173
3252,r044,All S&E graduate students -> Female S&E graduate students -> Engineering -> Agricultural engineering,All S&E graduate students,Female S&E graduate students,Engineering,Agricultural engineering,,4,338,90,0,1,13,2,11,0,17,41,18,158,33,23,10,57
3252,r045,All S&E graduate students -> Female S&E graduate students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,Female S&E graduate students,Engineering,Bioengineering and biomedical engineering,,4,4269,1084,57,1,636,590,46,6,317,6,61,1755,279,259,20,1151
3252,r046,All S&E graduate students -> Female S&E graduate students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,Female S&E graduate students,Engineering,Biological and biosystems engineering,,4,80,15,0,1,4,4,0,0,4,2,4,49,9,6,3,7
3252,r047,All S&E graduate students -> Female S&E graduate students -> Engineering -> Chemical engineering,All S&E graduate students,Female S&E graduate students,Engineering,Chemical engineering,,4,2804,715,48,97,119,98,21,8,369,11,63,1200,316,253,63,573
3252,r048,All S&E graduate students -> Female S&E graduate students -> Engineering -> Civil engineering,All S&E graduate students,Female S&E graduate students,Engineering,Civil engineering,,4,4920,727,53,38,52,21,31,28,344,20,192,2190,303,256,47,1700
3252,r049,"All S&E graduate students -> Female S&E graduate students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,Female S&E graduate students,Engineering,"Electrical, electronics, and communications engineering",,4,7940,1045,247,58,125,101,24,27,475,6,107,2363,450,360,90,4082
3252,r050,"All S&E graduate students -> Female S&E graduate students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,Female S&E graduate students,Engineering,"Engineering mechanics, physics, and science",,4,455,113,24,9,13,13,0,1,52,1,13,198,32,24,8,112
3252,r051,All S&E graduate students -> Female S&E graduate students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,Female S&E graduate students,Engineering,Industrial and manufacturing engineering,,4,2695,243,70,5,31,9,22,1,105,4,27,860,132,109,23,1460
3252,r052,All S&E graduate students -> Female S&E graduate students -> Engineering -> Mechanical engineering,All S&E graduate students,Female S&E graduate students,Engineering,Mechanical engineering,,4,3379,647,101,75,49,36,13,48,297,3,74,1529,281,207,74,922
3252,r053,All S&E graduate students -> Female S&E graduate students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,Female S&E graduate students,Engineering,Metallurgical and materials engineering,,4,1798,478,80,80,35,23,12,9,225,4,45,737,199,163,36,384
3252,r054,All S&E graduate students -> Female S&E graduate students -> Engineering -> Mining engineering,All S&E graduate students,Female S&E graduate students,Engineering,Mining engineering,,4,102,14,2,5,1,1,0,0,2,0,4,54,7,4,3,27
3252,r055,All S&E graduate students -> Female S&E graduate students -> Engineering -> Nanotechnology,All S&E graduate students,Female S&E graduate students,Engineering,Nanotechnology,,4,31,5,2,1,1,1,0,0,1,0,0,16,3,3,0,7
3252,r056,All S&E graduate students -> Female S&E graduate students -> Engineering -> Nuclear engineering,All S&E graduate students,Female S&E graduate students,Engineering,Nuclear engineering,,4,214,96,11,59,0,0,0,1,5,0,20,75,23,20,3,20
3252,r057,All S&E graduate students -> Female S&E graduate students -> Engineering -> Petroleum engineering,All S&E graduate students,Female S&E graduate students,Engineering,Petroleum engineering,,4,197,6,1,2,1,1,0,0,1,1,0,115,31,24,7,45
3252,r058,All S&E graduate students -> Female S&E graduate students -> Engineering -> Engineering nec,All S&E graduate students,Female S&E graduate students,Engineering,Engineering nec,,4,1884,259,26,17,36,19,17,7,92,7,74,748,112,79,33,765
3252,r059,All S&E graduate students -> Male S&E graduate students,All S&E graduate students,Male S&E graduate students,,,,2,250796,41267,5868,3465,10275,9054,1221,1234,13812,1259,5354,104965,14319,11345,2974,90245
3252,r060,All S&E graduate students -> Male S&E graduate students -> Science,All S&E graduate students,Male S&E graduate students,Science,,,3,162098,25025,2320,1732,8120,7358,762,702,7990,1040,3121,73167,7312,5909,1403,56594
3252,r061,All S&E graduate students -> Male S&E graduate students -> Science -> Agricultural sciences,All S&E graduate students,Male S&E graduate students,Science,Agricultural sciences,,4,3081,579,2,16,55,10,45,2,58,361,85,1507,456,412,44,539
3252,r062,All S&E graduate students -> Male S&E graduate students -> Science -> Biological and biomedical sciences,All S&E graduate students,Male S&E graduate students,Science,Biological and biomedical sciences,,4,31748,8318,177,80,6110,5718,392,29,1162,283,477,14275,1781,1518,263,7374
3252,r063,All S&E graduate students -> Male S&E graduate students -> Science -> Computer and information sciences,All S&E graduate students,Male S&E graduate students,Science,Computer and information sciences,,4,39210,3743,788,85,232,190,42,30,2019,21,568,9798,1349,1021,328,24320
3252,r064,"All S&E graduate students -> Male S&E graduate students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,Male S&E graduate students,Science,"Geosciences, atmospheric sciences, and ocean sciences",,4,5281,1350,112,63,20,13,7,237,662,13,243,2775,321,261,60,835
3252,r065,All S&E graduate students -> Male S&E graduate students -> Science -> Mathematics and statistics,All S&E graduate students,Male S&E graduate students,Science,Mathematics and statistics,,4,15878,1028,125,23,117,105,12,8,616,9,130,8668,407,261,146,5775
3252,r066,All S&E graduate students -> Male S&E graduate students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,Male S&E graduate students,Science,Multidisciplinary and interdisciplinary studies,,4,2948,263,40,13,51,50,1,8,78,19,54,1076,84,73,11,1525
3252,r067,All S&E graduate students -> Male S&E graduate students -> Science -> Natural resources and conservation,All S&E graduate students,Male S&E graduate students,Science,Natural resources and conservation,,4,3554,619,20,13,57,34,23,20,127,193,189,1543,226,189,37,1166
3252,r068,All S&E graduate students -> Male S&E graduate students -> Science -> Physical sciences,All S&E graduate students,Male S&E graduate students,Science,Physical sciences,,4,24990,6865,557,1425,1137,974,163,346,2813,24,563,14838,1376,1180,196,1911
3252,r069,All S&E graduate students -> Male S&E graduate students -> Science -> Psychology,All S&E graduate students,Male S&E graduate students,Science,Psychology,,4,9108,808,76,0,247,206,41,3,131,1,350,3680,220,193,27,4400
3252,r070,All S&E graduate students -> Male S&E graduate students -> Science -> Social sciences,All S&E graduate students,Male S&E graduate students,Science,Social sciences,,4,26300,1452,423,14,94,58,36,19,324,116,462,15007,1092,801,291,8749
3252,r071,All S&E graduate students -> Male S&E graduate students -> Engineering,All S&E graduate students,Male S&E graduate students,Engineering,,,3,88698,16242,3548,1733,2155,1696,459,532,5822,219,2233,31798,7007,5436,1571,33651
3252,r072,"All S&E graduate students -> Male S&E graduate students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,Male S&E graduate students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,3584,863,417,51,3,3,0,147,117,1,127,1341,330,253,77,1050
3252,r073,All S&E graduate students -> Male S&E graduate students -> Engineering -> Agricultural engineering,All S&E graduate students,Male S&E graduate students,Engineering,Agricultural engineering,,4,520,147,0,7,15,2,13,4,23,74,24,215,81,66,15,77
3252,r074,All S&E graduate students -> Male S&E graduate students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,Male S&E graduate students,Engineering,Bioengineering and biomedical engineering,,4,5664,1492,93,7,974,888,86,4,337,4,73,2305,373,338,35,1494
3252,r075,All S&E graduate students -> Male S&E graduate students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,Male S&E graduate students,Engineering,Biological and biosystems engineering,,4,119,24,0,0,5,5,0,0,6,8,5,65,15,14,1,15
3252,r076,All S&E graduate students -> Male S&E graduate students -> Engineering -> Chemical engineering,All S&E graduate students,Male S&E graduate students,Engineering,Chemical engineering,,4,5999,1493,137,261,238,184,54,19,687,14,137,2526,707,524,183,1273
3252,r077,All S&E graduate students -> Male S&E graduate students -> Engineering -> Civil engineering,All S&E graduate students,Male S&E graduate students,Engineering,Civil engineering,,4,9942,1264,94,80,86,24,62,38,506,34,426,4107,668,492,176,3903
3252,r078,"All S&E graduate students -> Male S&E graduate students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,Male S&E graduate students,Engineering,"Electrical, electronics, and communications engineering",,4,26874,4708,1329,330,385,306,79,111,2044,18,491,8207,2033,1582,451,11926
3252,r079,"All S&E graduate students -> Male S&E graduate students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,Male S&E graduate students,Engineering,"Engineering mechanics, physics, and science",,4,1313,417,136,42,41,39,2,8,138,3,49,561,90,63,27,245
3252,r080,All S&E graduate students -> Male S&E graduate students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,Male S&E graduate students,Engineering,Industrial and manufacturing engineering,,4,6698,679,303,25,31,10,21,9,239,4,68,1881,302,221,81,3836
3252,r081,All S&E graduate students -> Male S&E graduate students -> Engineering -> Mechanical engineering,All S&E graduate students,Male S&E graduate students,Engineering,Mechanical engineering,,4,16697,2833,631,376,191,132,59,149,1049,25,412,6424,1342,1046,296,6098
3252,r082,All S&E graduate students -> Male S&E graduate students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,Male S&E graduate students,Engineering,Metallurgical and materials engineering,,4,4025,1065,231,213,73,43,30,16,425,8,99,1523,470,381,89,967
3252,r083,All S&E graduate students -> Male S&E graduate students -> Engineering -> Mining engineering,All S&E graduate students,Male S&E graduate students,Engineering,Mining engineering,,4,279,51,8,12,18,6,12,0,7,0,6,115,30,19,11,83
3252,r084,All S&E graduate students -> Male S&E graduate students -> Engineering -> Nanotechnology,All S&E graduate students,Male S&E graduate students,Engineering,Nanotechnology,,4,72,17,1,1,9,9,0,0,6,0,0,27,8,8,0,20
3252,r085,All S&E graduate students -> Male S&E graduate students -> Engineering -> Nuclear engineering,All S&E graduate students,Male S&E graduate students,Engineering,Nuclear engineering,,4,994,458,55,250,3,3,0,7,20,0,123,301,106,82,24,129
3252,r086,All S&E graduate students -> Male S&E graduate students -> Engineering -> Petroleum engineering,All S&E graduate students,Male S&E graduate students,Engineering,Petroleum engineering,,4,859,35,0,17,1,1,0,0,5,4,8,408,208,159,49,208
3252,r087,All S&E graduate students -> Male S&E graduate students -> Engineering -> Engineering nec,All S&E graduate students,Male S&E graduate students,Engineering,Engineering nec,,4,5059,696,113,61,82,41,41,20,213,22,185,1792,244,188,56,2327
3252,r088,All S&E graduate students -> All S&E master's students,All S&E graduate students,All S&E master's students,,,,2,210287,10882,2301,411,1009,696,313,300,2099,1036,3726,50431,5449,4129,1320,143525
3252,r089,All S&E graduate students -> All S&E master's students -> Science,All S&E graduate students,All S&E master's students,Science,,,3,151059,7291,1046,109,769,561,208,143,1267,946,3011,36887,3235,2457,778,103646
3252,r090,All S&E graduate students -> All S&E master's students -> Science -> Agricultural sciences,All S&E graduate students,All S&E master's students,Science,Agricultural sciences,,4,3626,588,4,12,42,5,37,1,30,395,104,1636,435,417,18,967
3252,r091,All S&E graduate students -> All S&E master's students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E master's students,Science,Biological and biomedical sciences,,4,24759,1274,53,8,429,367,62,4,221,209,350,6039,521,396,125,16925
3252,r092,All S&E graduate students -> All S&E master's students -> Science -> Computer and information sciences,All S&E graduate students,All S&E master's students,Science,Computer and information sciences,,4,44193,1136,299,25,68,54,14,20,359,18,347,7413,651,452,199,34993
3252,r093,"All S&E graduate students -> All S&E master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",,4,3820,668,84,31,5,2,3,51,255,18,224,1951,179,149,30,1022
3252,r094,All S&E graduate students -> All S&E master's students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E master's students,Science,Mathematics and statistics,,4,12707,201,32,4,23,15,8,5,55,2,80,2963,187,95,92,9356
3252,r095,All S&E graduate students -> All S&E master's students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E master's students,Science,Multidisciplinary and interdisciplinary studies,,4,4268,148,20,3,5,5,0,7,19,25,69,948,61,48,13,3111
3252,r096,All S&E graduate students -> All S&E master's students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E master's students,Science,Natural resources and conservation,,4,5072,638,16,7,61,27,34,7,95,187,265,1778,231,188,43,2425
3252,r097,All S&E graduate students -> All S&E master's students -> Science -> Physical sciences,All S&E graduate students,All S&E master's students,Science,Physical sciences,,4,3915,330,33,11,34,34,0,30,113,2,107,1845,108,67,41,1632
3252,r098,All S&E graduate students -> All S&E master's students -> Science -> Psychology,All S&E graduate students,All S&E master's students,Science,Psychology,,4,21987,1139,63,0,71,34,37,4,30,2,969,3408,159,135,24,17281
3252,r099,All S&E graduate students -> All S&E master's students -> Science -> Social sciences,All S&E graduate students,All S&E master's students,Science,Social sciences,,4,26712,1169,442,8,31,18,13,14,90,88,496,8906,703,510,193,15934
3252,r100,All S&E graduate students -> All S&E master's students -> Engineering,All S&E graduate students,All S&E master's students,Engineering,,,3,59228,3591,1255,302,240,135,105,157,832,90,715,13544,2214,1672,542,39879
3252,r101,"All S&E graduate students -> All S&E master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,2128,327,205,10,0,0,0,46,27,1,38,676,125,98,27,1000
3252,r102,All S&E graduate students -> All S&E master's students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E master's students,Engineering,Agricultural engineering,,4,286,68,0,1,9,1,8,2,14,31,11,110,36,34,2,72
3252,r103,All S&E graduate students -> All S&E master's students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E master's students,Engineering,Bioengineering and biomedical engineering,,4,3369,135,22,0,52,43,9,3,28,2,28,806,77,69,8,2351
3252,r104,All S&E graduate students -> All S&E master's students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E master's students,Engineering,Biological and biosystems engineering,,4,50,8,0,0,1,1,0,0,2,1,4,27,3,3,0,12
3252,r105,All S&E graduate students -> All S&E master's students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E master's students,Engineering,Chemical engineering,,4,2220,81,3,10,7,6,1,2,37,4,18,424,115,49,66,1600
3252,r106,All S&E graduate students -> All S&E master's students -> Engineering -> Civil engineering,All S&E graduate students,All S&E master's students,Engineering,Civil engineering,,4,8289,489,42,27,35,7,28,8,143,26,208,2589,341,266,75,4870
3252,r107,"All S&E graduate students -> All S&E master's students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E master's students,Engineering,"Electrical, electronics, and communications engineering",,4,19341,900,337,55,55,40,15,23,281,9,140,3494,502,389,113,14445
3252,r108,"All S&E graduate students -> All S&E master's students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E master's students,Engineering,"Engineering mechanics, physics, and science",,4,472,87,71,1,0,0,0,0,11,1,3,89,26,12,14,270
3252,r109,All S&E graduate students -> All S&E master's students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E master's students,Engineering,Industrial and manufacturing engineering,,4,6492,356,261,7,17,3,14,2,25,3,41,1022,184,122,62,4930
3252,r110,All S&E graduate students -> All S&E master's students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E master's students,Engineering,Mechanical engineering,,4,10178,724,206,120,35,18,17,62,181,4,116,2733,457,367,90,6264
3252,r111,All S&E graduate students -> All S&E master's students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E master's students,Engineering,Metallurgical and materials engineering,,4,1539,123,33,17,12,5,7,3,39,0,19,317,94,84,10,1005
3252,r112,All S&E graduate students -> All S&E master's students -> Engineering -> Mining engineering,All S&E graduate students,All S&E master's students,Engineering,Mining engineering,,4,211,38,9,7,11,5,6,0,4,0,7,75,14,10,4,84
3252,r113,All S&E graduate students -> All S&E master's students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E master's students,Engineering,Nanotechnology,,4,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,25
3252,r114,All S&E graduate students -> All S&E master's students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E master's students,Engineering,Nuclear engineering,,4,273,82,22,35,1,1,0,0,1,0,23,97,21,17,4,73
3252,r115,All S&E graduate students -> All S&E master's students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E master's students,Engineering,Petroleum engineering,,4,477,9,1,4,0,0,0,0,0,1,3,193,79,57,22,196
3252,r116,All S&E graduate students -> All S&E master's students -> Engineering -> Engineering nec,All S&E graduate students,All S&E master's students,Engineering,Engineering nec,,4,3871,164,43,8,5,5,0,6,39,7,56,885,140,95,45,2682
3252,r117,All S&E graduate students -> All S&E master's students -> Female S&E master's students,All S&E graduate students,All S&E master's students,Female S&E master's students,,,3,94759,4471,465,90,517,363,154,117,805,561,1916,23368,2098,1655,443,64822
3252,r118,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,,4,79260,3651,233,33,444,317,127,73,584,535,1749,19568,1542,1218,324,54499
3252,r119,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Agricultural sciences,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Agricultural sciences,5,2128,348,4,2,20,5,15,1,18,246,57,959,222,214,8,599
3252,r120,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Biological and biomedical sciences,5,15365,794,29,3,272,227,45,3,146,121,220,3718,333,250,83,10520
3252,r121,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Computer and information sciences,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Computer and information sciences,5,15087,289,45,7,24,15,9,7,101,4,101,2641,170,120,50,11987
3252,r122,"All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E master's students,Female S&E master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",5,1726,310,27,15,1,1,0,24,116,11,116,890,77,67,10,449
