table_id,row_id,_b_country_or_economy_of_citizenship_b_full_path,_b_country_or_economy_of_citizenship_b_level_1,_b_country_or_economy_of_citizenship_b_level_2,_b_country_or_economy_of_citizenship_b_level_3,_b_country_or_economy_of_citizenship_b_hierarchy_depth,field_2015_number,field_2015_staying,field_2016_number,field_2016_staying,field_2017_number,field_2017_staying,field_2018_number,field_2018_staying,field_2019_number,field_2019_staying,field_2020_number,field_2020_staying,field_2021_number,field_2021_staying
7542,r033,All temporary visa holders reporting intention to stay -> Asia,All temporary visa holders reporting intention to stay,Asia,,2,10885,76.0,11016,78.1,10640,80.0,11323,77.5,11622,77.2,11816,79.0,11557,75.5
7542,r034,All temporary visa holders reporting intention to stay -> Asia -> China<sup>a</sup>,All temporary visa holders reporting intention to stay,Asia,China<sup>a</sup>,3,5374,81.1,5527,81.0,5553,83.3,6188,79.4,6316,79.2,6336,80.1,6148,74.4
7542,r035,All temporary visa holders reporting intention to stay -> Asia -> India,All temporary visa holders reporting intention to stay,Asia,India,3,2229,84.6,2195,87.2,1970,88.5,2045,87.1,2056,85.9,2250,88.0,2291,86.1
7542,r036,All temporary visa holders reporting intention to stay -> Asia -> South Korea,All temporary visa holders reporting intention to stay,Asia,South Korea,3,1234,62.9,1229,66.7,1128,68.5,1039,63.6,1168,65.3,1056,67.0,1025,64.5
7542,r037,All temporary visa holders reporting intention to stay -> Asia -> Taiwan,All temporary visa holders reporting intention to stay,Asia,Taiwan,3,614,70.4,592,77.9,520,76.7,514,78.0,492,73.4,468,76.9,409,74.1
7542,r038,All temporary visa holders reporting intention to stay -> Asia -> Bangladesh,All temporary visa holders reporting intention to stay,Asia,Bangladesh,3,154,87.7,185,90.3,236,88.1,280,88.2,292,86.0,392,86.0,397,88.2
7542,r039,All temporary visa holders reporting intention to stay -> Asia -> Nepal,All temporary visa holders reporting intention to stay,Asia,Nepal,3,177,88.1,222,88.7,221,91.9,225,88.9,241,89.6,226,94.7,251,93.2
7542,r040,All temporary visa holders reporting intention to stay -> Asia -> Thailand,All temporary visa holders reporting intention to stay,Asia,Thailand,3,220,21.4,185,30.3,171,25.7,177,31.1,159,30.2,127,30.7,124,
7542,r041,All temporary visa holders reporting intention to stay -> Asia -> Sri Lanka,All temporary visa holders reporting intention to stay,Asia,Sri Lanka,3,133,76.7,132,78.0,146,81.5,150,85.3,151,83.4,174,85.1,180,76.7
7542,r042,All temporary visa holders reporting intention to stay -> Asia -> Vietnam,All temporary visa holders reporting intention to stay,Asia,Vietnam,3,134,74.6,124,71.8,133,75.9,122,80.3,168,76.2,167,73.7,150,80.7
7542,r043,All temporary visa holders reporting intention to stay -> Asia -> Japan,All temporary visa holders reporting intention to stay,Asia,Japan,3,164,39.6,166,53.6,117,58.1,118,50.0,128,51.6,114,50.0,122,50.0
7542,r044,All temporary visa holders reporting intention to stay -> Asia -> Pakistan,All temporary visa holders reporting intention to stay,Asia,Pakistan,3,124,54.0,102,45.1,113,54.0,110,59.1,112,64.3,157,70.7,135,64.4
7542,r045,All temporary visa holders reporting intention to stay -> Asia -> Singapore,All temporary visa holders reporting intention to stay,Asia,Singapore,3,102,36.3,91,38.5,101,41.6,81,25.9,100,38.0,107,49.5,70,38.6
7542,r046,All temporary visa holders reporting intention to stay -> Asia -> Indonesia,All temporary visa holders reporting intention to stay,Asia,Indonesia,3,53,37.7,92,43.5,69,50.7,81,34.6,79,43.0,77,44.2,76,47.4
7542,r047,All temporary visa holders reporting intention to stay -> Asia -> Malaysia,All temporary visa holders reporting intention to stay,Asia,Malaysia,3,79,38.0,72,55.6,65,47.7,83,59.0,71,50.7,59,52.5,61,70.5
7542,r048,All temporary visa holders reporting intention to stay -> Asia -> Philippines,All temporary visa holders reporting intention to stay,Asia,Philippines,3,40,75.0,51,76.5,47,70.2,57,73.7,38,65.8,45,64.4,58,51.7
7542,r049,All temporary visa holders reporting intention to stay -> Asia -> Kazakhstan,All temporary visa holders reporting intention to stay,Asia,Kazakhstan,3,11,,12,,6,,8,,11,,17,70.6,18,72.2
7542,r050,All temporary visa holders reporting intention to stay -> Asia -> Myanmar,All temporary visa holders reporting intention to stay,Asia,Myanmar,3,6,,8,,6,,6,,9,,9,,7,
7542,r051,All temporary visa holders reporting intention to stay -> Asia -> Other,All temporary visa holders reporting intention to stay,Asia,Other,3,37,64.9,31,58.1,38,57.9,39,69.2,31,71.0,35,60.0,35,68.6
7542,r052,All temporary visa holders reporting intention to stay -> Australia-Oceania,All temporary visa holders reporting intention to stay,Australia-Oceania,,2,83,55.4,65,61.5,79,62.0,66,57.6,81,71.6,80,63.8,69,63.8
7542,r053,All temporary visa holders reporting intention to stay -> Australia-Oceania -> Australia,All temporary visa holders reporting intention to stay,Australia-Oceania,Australia,3,52,48.1,42,66.7,47,72.3,37,64.9,53,73.6,51,66.7,39,64.1
7542,r054,All temporary visa holders reporting intention to stay -> Australia-Oceania -> New Zealand,All temporary visa holders reporting intention to stay,Australia-Oceania,New Zealand,3,26,65.4,23,52.2,,,23,56.5,,,,,30,63.3
7542,r055,All temporary visa holders reporting intention to stay -> Australia-Oceania -> Other,All temporary visa holders reporting intention to stay,Australia-Oceania,Other,3,5,80.0,0,0.0,,,6,16.7,,,,,0,0.0
7542,r056,All temporary visa holders reporting intention to stay -> Europe,All temporary visa holders reporting intention to stay,Europe,,2,1832,61.4,1776,62.7,1785,67.4,1807,63.3,1757,64.4,1711,67.2,1677,63.9
7542,r057,All temporary visa holders reporting intention to stay -> Europe -> Turkey,All temporary visa holders reporting intention to stay,Europe,Turkey,3,469,59.7,472,57.6,496,61.1,454,59.7,406,64.5,371,70.1,330,63.0
7542,r058,All temporary visa holders reporting intention to stay -> Europe -> Germany,All temporary visa holders reporting intention to stay,Europe,Germany,3,195,51.3,183,61.2,154,68.2,144,54.2,152,57.9,151,54.3,187,58.3
7542,r059,All temporary visa holders reporting intention to stay -> Europe -> Italy,All temporary visa holders reporting intention to stay,Europe,Italy,3,126,65.1,167,65.9,161,70.8,139,72.7,174,63.8,170,64.1,145,57.2
7542,r060,All temporary visa holders reporting intention to stay -> Europe -> Russian Federation,All temporary visa holders reporting intention to stay,Europe,Russian Federation,3,118,78.0,108,69.4,112,81.3,154,73.4,111,73.0,120,82.5,110,67.3
7542,r061,All temporary visa holders reporting intention to stay -> Europe -> United Kingdom,All temporary visa holders reporting intention to stay,Europe,United Kingdom,3,100,55.0,115,54.8,103,60.2,110,60.0,128,62.5,119,66.4,153,58.8
7542,r062,All temporary visa holders reporting intention to stay -> Europe -> France,All temporary visa holders reporting intention to stay,Europe,France,3,131,58.8,105,66.7,107,69.2,133,64.7,118,67.8,118,66.9,105,67.6
7542,r063,All temporary visa holders reporting intention to stay -> Europe -> Spain,All temporary visa holders reporting intention to stay,Europe,Spain,3,98,60.2,73,61.6,100,74.0,104,61.5,130,57.7,122,62.3,128,71.9
7542,r064,All temporary visa holders reporting intention to stay -> Europe -> Greece,All temporary visa holders reporting intention to stay,Europe,Greece,3,84,71.4,84,71.4,89,73.0,114,78.1,90,73.3,89,77.5,112,75.0
7542,r065,All temporary visa holders reporting intention to stay -> Europe -> Romania,All temporary visa holders reporting intention to stay,Europe,Romania,3,57,82.5,51,88.2,43,81.4,47,61.7,48,,25,,27,77.8
7542,r066,All temporary visa holders reporting intention to stay -> Europe -> Ukraine,All temporary visa holders reporting intention to stay,Europe,Ukraine,3,42,85.7,31,71.0,37,83.8,35,74.3,43,81.4,43,83.7,32,75.0
7542,r067,All temporary visa holders reporting intention to stay -> Europe -> Poland,All temporary visa holders reporting intention to stay,Europe,Poland,3,48,70.8,27,70.4,30,66.7,33,60.6,34,70.6,34,61.8,34,73.5
7542,r068,All temporary visa holders reporting intention to stay -> Europe -> Netherlands,All temporary visa holders reporting intention to stay,Europe,Netherlands,3,23,56.5,40,50.0,27,55.6,30,66.7,38,55.3,39,59.0,39,43.6
7542,r069,All temporary visa holders reporting intention to stay -> Europe -> Switzerland,All temporary visa holders reporting intention to stay,Europe,Switzerland,3,23,65.2,18,44.4,32,65.6,42,38.1,21,38.1,22,63.6,27,66.7
7542,r070,All temporary visa holders reporting intention to stay -> Europe -> Bulgaria,All temporary visa holders reporting intention to stay,Europe,Bulgaria,3,34,70.6,44,88.6,30,,23,78.3,21,,15,,16,
7542,r071,All temporary visa holders reporting intention to stay -> Europe -> Portugal,All temporary visa holders reporting intention to stay,Europe,Portugal,3,24,45.8,33,39.4,32,56.3,25,52.0,24,62.5,20,55.0,17,58.8
7542,r072,All temporary visa holders reporting intention to stay -> Europe -> Serbia,All temporary visa holders reporting intention to stay,Europe,Serbia,3,28,78.6,25,80.0,20,70.0,16,,21,71.4,24,,21,
7542,r073,All temporary visa holders reporting intention to stay -> Europe -> Hungary,All temporary visa holders reporting intention to stay,Europe,Hungary,3,23,56.5,20,45.0,20,,20,40.0,17,,24,66.7,15,60.0
7542,r074,All temporary visa holders reporting intention to stay -> Europe -> Ireland,All temporary visa holders reporting intention to stay,Europe,Ireland,3,26,42.3,21,61.9,13,61.5,20,55.0,24,45.8,17,,7,
7542,r075,All temporary visa holders reporting intention to stay -> Europe -> Austria,All temporary visa holders reporting intention to stay,Europe,Austria,3,16,31.3,21,71.4,17,,14,50.0,17,52.9,22,54.5,20,50.0
7542,r076,All temporary visa holders reporting intention to stay -> Europe -> Belgium,All temporary visa holders reporting intention to stay,Europe,Belgium,3,17,41.2,15,40.0,16,31.3,18,55.6,13,53.8,16,50.0,16,
7542,r077,All temporary visa holders reporting intention to stay -> Europe -> Sweden,All temporary visa holders reporting intention to stay,Europe,Sweden,3,18,50.0,19,63.2,14,64.3,14,64.3,12,,15,46.7,7,
7542,r078,All temporary visa holders reporting intention to stay -> Europe -> Cyprus,All temporary visa holders reporting intention to stay,Europe,Cyprus,3,13,61.5,14,64.3,16,68.8,11,45.5,9,,11,,10,
7542,r079,All temporary visa holders reporting intention to stay -> Europe -> Croatia ,All temporary visa holders reporting intention to stay,Europe,Croatia ,3,12,50.0,13,46.2,17,76.5,10,,6,,7,,8,
7542,r080,All temporary visa holders reporting intention to stay -> Europe -> Albania,All temporary visa holders reporting intention to stay,Europe,Albania,3,7,,10,,8,75.0,9,88.9,14,,12,,9,
7542,r081,All temporary visa holders reporting intention to stay -> Europe -> Finland,All temporary visa holders reporting intention to stay,Europe,Finland,3,10,50.0,12,50.0,11,54.5,6,,7,,10,50.0,7,
7542,r082,All temporary visa holders reporting intention to stay -> Europe -> Other,All temporary visa holders reporting intention to stay,Europe,Other,3,90,,55,,80,,82,62.2,79,64.6,95,56.8,95,58.9
7542,r083,All temporary visa holders reporting intention to stay -> Middle East,All temporary visa holders reporting intention to stay,Middle East,,2,1131,66.9,1309,63.9,1500,62.1,1749,62.3,2079,56.6,2102,58.0,1732,58.1
7542,r084,All temporary visa holders reporting intention to stay -> Middle East -> Iran,All temporary visa holders reporting intention to stay,Middle East,Iran,3,629,89.7,695,91.1,767,92.6,935,91.4,964,91.5,963,92.2,809,91.5
7542,r085,All temporary visa holders reporting intention to stay -> Middle East -> Saudi Arabia,All temporary visa holders reporting intention to stay,Middle East,Saudi Arabia,3,134,14.2,238,10.1,339,10.3,403,14.9,554,12.8,614,14.3,477,9.9
7542,r086,All temporary visa holders reporting intention to stay -> Middle East -> Iraq,All temporary visa holders reporting intention to stay,Middle East,Iraq,3,15,53.3,28,25.0,50,36.0,122,27.0,202,19.8,192,35.4,151,44.4
7542,r087,All temporary visa holders reporting intention to stay -> Middle East -> Jordan,All temporary visa holders reporting intention to stay,Middle East,Jordan,3,128,44.5,98,44.9,114,44.7,77,57.1,89,56.2,114,51.8,83,59.0
7542,r088,All temporary visa holders reporting intention to stay -> Middle East -> Israel,All temporary visa holders reporting intention to stay,Middle East,Israel,3,86,59.3,83,51.8,77,49.4,64,50.0,80,53.8,69,50.7,65,55.4
7542,r089,All temporary visa holders reporting intention to stay -> Middle East -> Lebanon,All temporary visa holders reporting intention to stay,Middle East,Lebanon,3,39,64.1,57,70.2,52,78.8,51,76.5,53,79.2,39,84.6,41,
7542,r090,All temporary visa holders reporting intention to stay -> Middle East -> Kuwait,All temporary visa holders reporting intention to stay,Middle East,Kuwait,3,29,,42,,38,,46,,68,7.4,45,11.1,46,10.9
7542,r091,All temporary visa holders reporting intention to stay -> Middle East -> Syria,All temporary visa holders reporting intention to stay,Middle East,Syria,3,6,,12,,9,,7,,12,,10,,6,
7542,r092,All temporary visa holders reporting intention to stay -> Middle East -> Oman,All temporary visa holders reporting intention to stay,Middle East,Oman,3,7,,6,,10,,13,,7,,8,,10,
7542,r093,All temporary visa holders reporting intention to stay -> Middle East -> Other,All temporary visa holders reporting intention to stay,Middle East,Other,3,58,43.1,50,58.0,44,61.4,31,54.8,50,62.0,48,64.6,44,68.2
7542,r094,All temporary visa holders reporting intention to stay -> Country or economy unknown,All temporary visa holders reporting intention to stay,Country or economy unknown,,2,69,47.8,155,12.9,139,62.6,418,45.5,508,49.4,316,48.4,353,56.7
