table_id,row_id,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_full_path,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_1,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_2,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_3,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_4,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_5,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_6,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_hierarchy_depth,field_total,field_professor,field_associate_professor,field_assistant_professor,field_other_faculty,field_rank_not_applicable
3331,r015,All occupations -> S&E occupations<sup>a</sup> -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Female,10&#8211;19,,,4,30300,6100,12100,5050,2550,4500
3331,r016,All occupations -> S&E occupations<sup>a</sup> -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Female,20&#8211;29,,,4,17750,9250,4350,1150,1250,1700
3331,r017,All occupations -> S&E occupations<sup>a</sup> -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Female,30 or more,,,4,9450,6050,1550,300,600,1000
3331,r018,All occupations -> S&E occupations<sup>a</sup> -> Male,All occupations,S&E occupations<sup>a</sup>,Male,,,,3,172250,65150,38000,32550,10550,26050
3331,r019,All occupations -> S&E occupations<sup>a</sup> -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Male,Less than 10,,,4,50050,400,6100,23600,4650,15300
3331,r020,All occupations -> S&E occupations<sup>a</sup> -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Male,10&#8211;19,,,4,47050,12750,20100,7100,2400,4700
3331,r021,All occupations -> S&E occupations<sup>a</sup> -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Male,20&#8211;29,,,4,37300,23850,7600,1000,1550,3350
3331,r022,All occupations -> S&E occupations<sup>a</sup> -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Male,30 or more,,,4,37850,28200,4150,800,2000,2700
3331,r023,All occupations -> S&E occupations<sup>a</sup> -> Science occupations,All occupations,S&E occupations<sup>a</sup>,Science occupations,,,,3,230400,73200,51550,47350,16950,41300
3331,r024,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Female,All occupations,S&E occupations<sup>a</sup>,Science occupations,Female,,,4,88050,20200,20200,21000,7900,18700
3331,r025,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Female,Less than 10,,5,33800,350,3300,14650,3800,11700
3331,r026,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Female,10&#8211;19,,5,28550,5600,11250,4950,2350,4450
3331,r027,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Female,20&#8211;29,,5,16550,8450,4200,1150,1200,1600
3331,r028,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Female,30 or more,,5,9150,5800,1500,250,600,1000
3331,r029,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Male,All occupations,S&E occupations<sup>a</sup>,Science occupations,Male,,,4,142300,53000,31350,26350,9000,22600
3331,r030,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Male,Less than 10,,5,40750,350,4800,18550,3800,13200
3331,r031,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Male,10&#8211;19,,5,39500,10350,16650,6300,2200,3950
3331,r032,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Male,20&#8211;29,,5,30300,19000,6150,800,1350,3000
3331,r033,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Male,30 or more,,5,31800,23350,3750,700,1600,2400
3331,r034,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,,,4,76650,19850,13900,14800,4900,23300
3331,r035,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Female,,5,31550,5300,5450,6900,2300,11550
3331,r036,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Female,Less than 10,6,13050,S,500,3750,1050,7700
3331,r037,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Female,10&#8211;19,6,9950,1300,2800,2550,700,2550
3331,r038,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Female,20&#8211;29,6,5550,2150,1550,500,400,900
3331,r039,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Female,30 or more,6,3000,1750,600,S,150,400
3331,r040,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Male,,5,45100,14500,8450,7850,2600,11700
3331,r041,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Male,Less than 10,6,14200,150,750,4400,1250,7650
3331,r042,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Male,10&#8211;19,6,12700,2150,4950,3000,500,2150
3331,r043,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Male,20&#8211;29,6,8750,5150,1700,350,450,1100
3331,r044,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Biological/ agricultural/ other life scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Biological/ agricultural/ other life scientist,Male,30 or more,6,9500,7100,1050,150,400,800
3331,r045,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,,,4,14050,4200,2900,3500,750,2750
3331,r046,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Female,,5,2700,800,450,700,200,550
3331,r047,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Female,Less than 10,6,1150,,200,600,50,250
3331,r048,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Female,10&#8211;19,6,850,300,200,50,100,150
3331,r049,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Female,20&#8211;29,6,450,300,S,,,S
3331,r050,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Female,30 or more,6,250,150,,,,S
3331,r051,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Male,,5,11350,3400,2400,2800,550,2200
3331,r052,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Male,Less than 10,6,3900,,400,2350,200,950
3331,r053,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Male,10&#8211;19,6,2950,850,1250,300,S,350
3331,r054,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Male,20&#8211;29,6,2650,1300,600,,S,650
3331,r055,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Computer/ information scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Computer/ information scientist,Male,30 or more,6,1850,1250,200,,100,250
3331,r056,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,,,4,21600,7950,5550,4400,2000,1700
3331,r057,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Female,,5,6100,1400,1800,1450,850,650
3331,r058,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Female,Less than 10,6,2400,,350,1150,450,350
3331,r059,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Female,10&#8211;19,6,1950,400,1000,200,100,200
3331,r060,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Female,20&#8211;29,6,1250,650,300,,150,50
3331,r061,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Female,30 or more,6,550,250,100,,100,
3331,r062,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Male,,5,15450,6550,3750,2950,1150,1000
3331,r063,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Male,Less than 10,6,4050,,750,2200,550,600
3331,r064,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Male,10&#8211;19,6,4450,1550,1850,500,350,150
3331,r065,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Male,20&#8211;29,6,3350,2200,800,S,100,150
3331,r066,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Mathematical scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Mathematical scientist,Male,30 or more,6,3600,2750,400,150,150,100
3331,r067,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,,,4,42000,14350,8500,8200,3700,7250
3331,r068,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Female,,5,10900,2600,2450,2600,1400,1800
3331,r069,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Female,Less than 10,6,4100,S,350,1900,650,1100
3331,r070,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Female,10&#8211;19,6,3500,650,1450,550,450,350
3331,r071,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Female,20&#8211;29,6,2000,1050,500,100,200,150
3331,r072,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Female,30 or more,6,1300,800,150,50,150,100
3331,r073,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Male,,5,31100,11750,6050,5600,2300,5450
3331,r074,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Male,Less than 10,6,8400,,600,3650,950,3150
3331,r075,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Male,10&#8211;19,6,8400,2000,3500,1600,500,850
3331,r076,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Male,20&#8211;29,6,6750,4350,1100,200,300,750
3331,r077,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Physical scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Physical scientist,Male,30 or more,6,7550,5350,850,150,500,700
3331,r078,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,,,4,25900,8550,6150,5900,1950,3350
3331,r079,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Female,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Female,,5,15300,4100,3700,3850,1350,2250
3331,r080,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Female,Less than 10,6,5300,0.05,650,2700,650,1300
3331,r081,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Female,10&#8211;19,6,5100,1150,2050,850,450,600
3331,r082,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Female,20&#8211;29,6,3150,1600,800,300,200,250
3331,r083,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Female,30 or more,6,1750,1250,250,,,200
3331,r084,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Male,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Male,,5,10600,4450,2450,2050,600,1050
3331,r085,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Male,Less than 10,6,2650,,600,1500,250,300
3331,r086,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Male,10&#8211;19,6,3250,1200,1150,450,150,300
3331,r087,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Male,20&#8211;29,6,2300,1550,450,,100,150
3331,r088,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Psychologist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Psychologist,Male,30 or more,6,2400,1650,250,,S,350
3331,r089,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,,,4,50200,18350,14600,10550,3700,3000
3331,r090,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Female,,5,21500,6000,6350,5450,1800,1900
3331,r091,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Female,Less than 10,6,7800,100,1250,4550,900,1000
3331,r092,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Female,10&#8211;19,6,7200,1700,3700,650,550,550
3331,r093,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Female,20&#8211;29,6,4150,2650,1000,200,200,150
3331,r094,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Female,30 or more,6,2300,1550,400,,150,200
3331,r095,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Male,,5,28650,12350,8250,5100,1900,1100
3331,r096,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Male,Less than 10,6,7500,100,1750,4450,650,550
3331,r097,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Male,10&#8211;19,6,7700,2600,3950,450,550,150
3331,r098,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Male,20&#8211;29,6,6500,4400,1500,100,350,150
3331,r099,All occupations -> S&E occupations<sup>a</sup> -> Science occupations -> Social scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Science occupations,Social scientist,Male,30 or more,6,6950,5200,1000,S,400,250
3331,r100,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,,,,3,35900,13700,7950,7850,2100,4250
3331,r101,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Female,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Female,,,4,5950,1600,1350,1650,600,800
3331,r102,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Female,Less than 10,,5,2750,50,250,1500,350,550
3331,r103,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Female,10&#8211;19,,5,1750,500,850,150,150,100
3331,r104,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Female,20&#8211;29,,5,1150,800,150,,100,100
3331,r105,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Female,30 or more,,5,300,250,S,,,
3331,r106,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Male,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Male,,,4,29950,12100,6650,6200,1550,3500
3331,r107,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Male,Less than 10,,5,9300,50,1300,5050,800,2100
3331,r108,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Male,10&#8211;19,,5,7550,2350,3450,800,150,750
3331,r109,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Male,20&#8211;29,,5,7000,4850,1450,200,150,350
3331,r110,All occupations -> S&E occupations<sup>a</sup> -> Engineering occupations -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Engineering occupations,Male,30 or more,,5,6050,4850,450,,400,300
3331,r111,All occupations -> S&E-related occupations<sup>b</sup>,All occupations,S&E-related occupations<sup>b</sup>,,,,,2,35800,9650,9100,9000,1450,6600
3331,r112,All occupations -> S&E-related occupations<sup>b</sup> -> Female,All occupations,S&E-related occupations<sup>b</sup>,Female,,,,3,18700,4150,4900,5500,850,3300
3331,r113,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> Less than 10,All occupations,S&E-related occupations<sup>b</sup>,Female,Less than 10,,,4,7650,150,1250,3850,400,1950
3331,r114,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> 10&#8211;19,All occupations,S&E-related occupations<sup>b</sup>,Female,10&#8211;19,,,4,6100,1250,2400,1450,250,750
3331,r115,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> 20&#8211;29,All occupations,S&E-related occupations<sup>b</sup>,Female,20&#8211;29,,,4,3550,1850,950,150,150,400
3331,r116,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> 30 or more,All occupations,S&E-related occupations<sup>b</sup>,Female,30 or more,,,4,1400,900,300,,S,200
3331,r117,All occupations -> S&E-related occupations<sup>b</sup> -> Male,All occupations,S&E-related occupations<sup>b</sup>,Male,,,,3,17100,5550,4200,3450,600,3300
3331,r118,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> Less than 10,All occupations,S&E-related occupations<sup>b</sup>,Male,Less than 10,,,4,4950,100,650,1950,300,2000
3331,r119,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> 10&#8211;19,All occupations,S&E-related occupations<sup>b</sup>,Male,10&#8211;19,,,4,4900,800,2100,1300,150,600
3331,r120,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> 20&#8211;29,All occupations,S&E-related occupations<sup>b</sup>,Male,20&#8211;29,,,4,3550,1950,900,200,S,450
3331,r121,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> 30 or more,All occupations,S&E-related occupations<sup>b</sup>,Male,30 or more,,,4,3650,2700,550,,S,250
3331,r122,All occupations -> Non-S&E occupations<sup>c</sup>,All occupations,Non-S&E occupations<sup>c</sup>,,,,,2,42300,16600,7550,4750,2950,10450
3331,r123,All occupations -> Non-S&E occupations<sup>c</sup> -> Female,All occupations,Non-S&E occupations<sup>c</sup>,Female,,,,3,19750,6000,3350,2650,1600,6250
3331,r124,All occupations -> Non-S&E occupations<sup>c</sup> -> Female -> Less than 10,All occupations,Non-S&E occupations<sup>c</sup>,Female,Less than 10,,,4,5400,150,450,1900,550,2350
3331,r125,All occupations -> Non-S&E occupations<sup>c</sup> -> Female -> 10&#8211;19,All occupations,Non-S&E occupations<sup>c</sup>,Female,10&#8211;19,,,4,6600,1700,1700,600,500,2100
3331,r126,All occupations -> Non-S&E occupations<sup>c</sup> -> Female -> 20&#8211;29,All occupations,Non-S&E occupations<sup>c</sup>,Female,20&#8211;29,,,4,4900,2500,750,150,350,1200
3331,r127,All occupations -> Non-S&E occupations<sup>c</sup> -> Female -> 30 or more,All occupations,Non-S&E occupations<sup>c</sup>,Female,30 or more,,,4,2850,1650,400,,150,600
3331,r128,All occupations -> Non-S&E occupations<sup>c</sup> -> Male,All occupations,Non-S&E occupations<sup>c</sup>,Male,,,,3,22500,10650,4200,2100,1350,4200
