table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_company_performed_r_d_us_millions_worldwide,field_company_performed_r_d_us_millions_domestic,field_company_performed_r_d_us_millions_foreign,field_r_d_employment_thousands_worldwide,field_r_d_employment_thousands_domestic,field_r_d_employment_thousands_foreign,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_worldwide,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_domestic,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_foreign
9691,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['11,731', '  ']","['9,140', '  ']","['2,591', '  ']","['104', '  ']","['68', '  ']","['35', '  ']","['113.0', '  ']","['133.7', '  ']","['73.1', '  ']"
9691,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['132,597', '  ']","['101,063', '  ']","['31,535', '  ']","['464', '  ']","['256', '  ']","['208', '  ']","['285.9', '  ']","['394.7', '  ']","['151.9', '  ']"
9691,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['15,968', '  ']","['12,557', '  ']","['3,411', '  ']","['81', '  ']","['49', '  ']","['32', '  ']","['198.0', '  ']","['258.3', '  ']","['106.5', '  ']"
9691,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['63,917', '  ']","['47,396', '  ']","['16,521', '  ']","['188', '  ']","['93', '  ']","['95', '  ']","['339.2', '  ']","['509.0', '  ']","['173.3', '  ']"
9691,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['17,220', '  ']","['13,644', '  ']","['3,576', '  ']","['86', '  ']","['54', '  ']","['31', '  ']","['201.2', '  ']","['251.3', '  ']","['114.3', '  ']"
9691,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,554', '  ']","['3,087', '  ']","['467', '  ']","['10', '  ']","['8', '  ']","['3', '  ']","['344.9', '  ']","['400.4', '  ']","['180.0', '  ']"
9691,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['5,895', '  ']","['5,301', '  ']","['594', '  ']","['25', '  ']","['21', '  ']","['3', '  ']","['238.2', '  ']","['246.9', '  ']","['180.9', '  ']"
9691,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['7,771', '  ']","['5,256', '  ']","['2,516', '  ']","['51', '  ']","['25', '  ']","['25', '  ']","['153.8', '  ']","['209.3', '  ']","['99.0', '  ']"
9691,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['35,492', '  ']","['27,465', '  ']","['8,027', '  ']","['109', '  ']","['60', '  ']","['49', '  ']","['325.4', '  ']","['457.5', '  ']","['163.7', '  ']"
9691,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['7,374', '  ']","['5,494', '  ']","['1,880', '  ']","['47', '  ']","['26', '  ']","['21', 'i ']","['155.7', '  ']","['208.0', '  ']","['89.7', '  ']"
9691,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['58,423', '  ']","['50,760', '  ']","['7,663', '  ']","['272', '  ']","['196', '  ']","['77', '  ']","['214.5', '  ']","['259.6', '  ']","['99.7', '  ']"
9691,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['33,111', '  ']","['26,391', '  ']","['6,720', '  ']","['168', '  ']","['108', '  ']","['60', '  ']","['196.9', '  ']","['244.8', '  ']","['111.3', '  ']"
9691,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['22,180', 'i ']","['21,468', 'i ']","['711', '  ']","['86', '  ']","['75', '  ']","['11', '  ']","['258.7', '  ']","['285.6', '  ']","['67.4', '  ']"
9691,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['20,538', 'i ']","['19,845', 'i ']","['693', '  ']","['79', '  ']","['69', '  ']","['10', '  ']","['259.9', '  ']","['289.0', '  ']","['66.9', '  ']"
9691,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,642', '  ']","['1,623', '  ']","['18', '  ']","['7', '  ']","['7', '  ']","['*', '  ']","['244.7', '  ']","['249.5', '  ']","['91.2', '  ']"
9691,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['24', '  ']","['21 - 25', '  ']","['0 - 3', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['95.5', '  ']","['D', '  ']","['NA ', '  ']"
9691,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['3,109', '  ']","['2,875 - 2,880', '  ']","['228 - 233', '  ']","['18', '  ']","['12', '  ']","['6', '  ']","['170.8', '  ']","['D', '  ']","['D', '  ']"
9691,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['464', '  ']","['426', '  ']","['37', '  ']","['4', '  ']","['4', '  ']","['*', '  ']","['104.3', '  ']","['107.0', '  ']","['81.0', '  ']"
9691,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['25,564', '  ']","['21,133', '  ']","['4,431', '  ']","['118', '  ']","['83', '  ']","['35', '  ']","['216.2', '  ']","['254.8', '  ']","['125.6', '  ']"
9691,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['22,444', '  ']","['18,438', '  ']","['4,007', '  ']","['96', '  ']","['65', '  ']","['31', '  ']","['233.7', '  ']","['283.3', '  ']","['129.4', '  ']"
9691,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['3,120', '  ']","['2,695', '  ']","['424', '  ']","['22', '  ']","['18', '  ']","['4', 'i ']","['140.7', '  ']","['150.9', '  ']","['98.2', '  ']"
9691,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['333,462', '  ']","['276,439', '  ']","['57,024', '  ']","['1,637', '  ']","['1,117', '  ']","['520', '  ']","['203.7', '  ']","['247.4', '  ']","['109.8', '  ']"
9691,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,339', 'i ']","['1,260 - 1,334', '  ']","['5 - 79', '  ']","['9 - 91', '  ']","['9', 'i ']","['0 - 82', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
9691,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['168 - 19,125', '  ']","['168 - 17,997', '  ']","['0 - 1,129', '  ']","['3 - 33', '  ']","['3 - 24', '  ']","['0 - 10', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
9691,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,855', 'i ']","['1,745 - 1,855', 'i ']","['0 - 109', 'i ']","['23 - 127', 'i ']","['24', 'i ']","['0 - 103', 'i ']","['D', '  ']","['D', '  ']","['D', '  ']"
9691,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['10,538 - 29,503', 'i ']","['5,936 - 24,040', 'i ']","['4,330 - 6,357', 'i ']","['98 - 221', '  ']","['98 - 120', '  ']","['0 - 103', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
9691,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,282', '  ']","['7,208', '  ']","['73', '  ']","['21 - 125', '  ']","['22', '  ']","['0 - 103', '  ']","['D', '  ']","['332.8', '  ']","['D', '  ']"
9691,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['177,113', '  ']","['147,855', '  ']","['29,258', '  ']","['692', '  ']","['449', '  ']","['242', '  ']","['256.1', '  ']","['329.2', '  ']","['120.7', '  ']"
9691,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['49,085', '  ']","['39,152', '  ']","['9,933', '  ']","['216', '  ']","['127', '  ']","['90', '  ']","['227.2', '  ']","['309.3', '  ']","['111.0', '  ']"
9691,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['103', '  ']","['103', '  ']","['*', 'i ']","['1', 'i ']","['1', 'i ']","['0', '  ']","['89.7', '  ']","['89.7', '  ']","['NA', '  ']"
9691,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['48,981', '  ']","['39,049', '  ']","['9,933', '  ']","['215', '  ']","['125', '  ']","['90', '  ']","['227.9', '  ']","['311.3', '  ']","['111.0', '  ']"
9691,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,912', '  ']","['3,835', '  ']","['77', 'i ']","['23', '  ']","['22', '  ']","['1', '  ']","['172.9', '  ']","['177.4', '  ']","['76.1', '  ']"
9691,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['55,072', '  ']","['45,192', '  ']","['9,881', '  ']","['282', '  ']","['168', '  ']","['114', '  ']","['195.1', '  ']","['269.3', '  ']","['86.4', '  ']"
9691,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['69,044', '  ']","['59,676', '  ']","['9,367', 'i ']","['171', '  ']","['133', '  ']","['38', '  ']","['404.6', '  ']","['448.4', '  ']","['249.2', '  ']"
9691,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['23,409', '  ']","['20,947', '  ']","['2,461', '  ']","['113', '  ']","['87', '  ']","['26', '  ']","['207.2', '  ']","['241.3', '  ']","['94.1', '  ']"
9691,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,199', '  ']","['2,096', '  ']","['103', '  ']","['4 - 22', '  ']","['4', '  ']","['0 - 17', '  ']","['D', '  ']","['472.0', '  ']","['D', '  ']"
9691,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['7', '  ']","['5 - 8', '  ']","['0 - 2', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['26.2', '  ']","['D', '  ']","['NA', '  ']"
9691,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,192', '  ']","['2,088 - 2,091', '  ']","['100 - 104', '  ']","['4 - 22', '  ']","['4', '  ']","['0 - 17', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
9691,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['85,259', '  ']","['66,496', '  ']","['18,763', 'i ']","['494', '  ']","['343', '  ']","['150', '  ']","['172.7', '  ']","['193.7', '  ']","['124.9', '  ']"
9691,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,598', '  ']","['4,560', '  ']","['39', 'r ']","['68', '  ']","['65', '  ']","['3', 'r ']","['68.0', '  ']","['70.4', '  ']","['13.3', '  ']"
9691,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['25,041', '  ']","['20,409', '  ']","['4,632', '  ']","['145', '  ']","['102', '  ']","['44', '  ']","['172.6', '  ']","['200.9', '  ']","['106.5', '  ']"
9691,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['47,772', 'i ']","['34,142', 'i ']","['13,630', 'i ']","['229', 'i ']","['130', '  ']","['99', 'i ']","['209.0', '  ']","['262.8', '  ']","['138.1', '  ']"
9691,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['244', '  ']","['228', '  ']","['16', '  ']","['1', '  ']","['1', '  ']","['*', 'i ']","['181.5', '  ']","['175.3', '  ']","['364.7', '  ']"
9691,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['13,441', '  ']","['9,039', '  ']","['4,402', '  ']","['79', '  ']","['36', '  ']","['43', '  ']","['170.8', '  ']","['253.7', '  ']","['102.2', '  ']"
9691,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['33,519', 'i ']","['24,312', 'i ']","['9,207', 'i ']","['139', 'i ']","['84', 'i ']","['55', 'i ']","['240.6', '  ']","['289.7', '  ']","['166.2', '  ']"
9691,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['568', '  ']","['563', '  ']","['5', '  ']","['9', '  ']","['9', '  ']","['*', '  ']","['61.7', '  ']","['62.2', '  ']","['31.9', '  ']"
9691,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,847', '  ']","['7,385', '  ']","['463', '  ']","['52', '  ']","['47', '  ']","['5', '  ']","['150.3', '  ']","['156.9', '  ']","['89.9', '  ']"
9691,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,140', '  ']","['2,060 - 2,138', '  ']","['2 - 81', '  ']","['8 - 22', '  ']","['9', '  ']","['0 - 13', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
9691,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['3,200', '  ']","['2,564 - 3,199', '  ']","['1 - 637', '  ']","['49 - 153', '  ']","['50', '  ']","['0 - 103', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
9691,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['737,911', '  ']","['602,499', '  ']","['135,412', '  ']","['3,161', '  ']","['2,132', '  ']","['1,029', '  ']","['233.4', '  ']","['282.6', '  ']","['131.6', '  ']"
9691,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9691,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['5,836', '  ']","['5,477', '  ']","['359', '  ']","['40', '  ']","['36', '  ']","['5', '  ']","['144.6', '  ']","['153.1', '  ']","['78.4', '  ']"
9691,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['15,969', '  ']","['15,061', '  ']","['909', '  ']","['110', '  ']","['99', '  ']","['12', '  ']","['144.6', '  ']","['152.8', '  ']","['76.8', '  ']"
9691,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9691,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['15,406', '  ']","['14,540', '  ']","['866', '  ']","['102', '  ']","['92', '  ']","['9', '  ']","['151.6', '  ']","['157.5', '  ']","['92.9', '  ']"
