table_id,row_id,citizenship_sex_and_field_full_path,citizenship_sex_and_field_level_1,citizenship_sex_and_field_level_2,citizenship_sex_and_field_level_3,citizenship_sex_and_field_level_4,citizenship_sex_and_field_level_5,citizenship_sex_and_field_level_6,citizenship_sex_and_field_level_7,citizenship_sex_and_field_level_8,citizenship_sex_and_field_level_9,citizenship_sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1566,r199,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Medical sciences,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Medical sciences,9,261,239,245,241,235,269,286,281,292,280,351,344,378,424,453,457,450,539
1566,r200,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Other health sciences,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Other health sciences,9,426,527,710,589,781,1191,1353,1637,1594,1598,527,583,604,612,588,686,750,792
1566,r201,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,,8,1585,1557,1466,1461,1414,1426,1528,1553,1615,1677,1677,1792,1852,1858,1917,2005,2066,2072
1566,r202,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,9,56,62,43,58,50,45,47,58,87,57,69,68,82,75,86,76,77,88
1566,r203,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,9,885,905,892,911,889,871,943,912,898,966,932,941,953,973,1023,1065,1116,1125
1566,r204,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,9,626,576,510,480,469,499,526,573,615,637,662,765,805,788,786,837,839,841
1566,r205,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,9,18,14,21,12,6,11,12,10,15,17,14,18,12,22,22,27,34,18
1566,r206,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,,,7,2859,2824,2706,2607,2721,2518,2509,2483,2558,2456,2484,2568,2636,2799,2820,2918,2916,2890
1566,r207,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Psychology,,8,1296,1369,1293,1255,1293,1274,1147,1215,1217,1040,980,1016,994,1078,1129,1106,1163,1140
1566,r208,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,8,1563,1455,1413,1352,1428,1244,1362,1268,1341,1416,1504,1552,1642,1721,1691,1812,1753,1750
1566,r209,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,9,167,144,175,160,218,157,180,166,157,164,177,196,160,177,175,181,193,174
1566,r210,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,9,81,69,92,56,80,65,81,88,81,67,87,93,90,112,109,101,107,91
1566,r211,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,9,336,275,288,260,274,231,251,251,283,274,302,300,360,367,343,369,374,359
1566,r212,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,9,13,17,13,11,8,11,14,6,13,9,14,16,13,11,14,9,9,12
1566,r213,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,9,46,41,31,43,38,33,45,49,52,51,50,61,62,52,58,72,55,52
1566,r214,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,9,523,543,456,488,481,446,472,409,418,487,520,537,567,610,605,641,588,643
1566,r215,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,9,206,186,185,190,165,153,162,164,177,201,186,194,196,215,209,235,231,224
1566,r216,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,U.S. citizen or permanent resident,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,9,191,180,173,144,164,148,157,135,160,163,168,155,194,177,178,204,196,195
1566,r217,U.S. citizen or permanent resident -> Both sexes -> Male -> All fields -> Non-S&E,U.S. citizen or permanent resident,Both sexes,Male,All fields,Non-S&E,,,,,5,6696,6604,6239,6404,6280,6466,6798,7036,7008,7094,7196,7471,7715,8126,8171,8634,8524,8641
1566,r218,U.S. citizen or permanent resident -> Both sexes -> Female,U.S. citizen or permanent resident,Both sexes,Female,,,,,,,3,,,,,,,,,,,,,,,,,,
1566,r219,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields,U.S. citizen or permanent resident,Both sexes,Female,All fields,,,,,,4,16705,17044,17119,18050,19040,21121,22040,24567,24906,25138,22583,23498,24673,25647,27124,27905,28269,28972
1566,r220,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,,,,,5,8689,8925,9086,9634,10649,12188,13320,14998,14999,14966,12126,12751,13168,13749,14813,15018,15098,15492
1566,r221,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,,,,6,496,483,451,430,493,511,606,677,804,856,906,920,1001,1019,1102,1164,1127,1165
1566,r222,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Aerospace,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Aerospace,,,7,17,16,10,9,9,10,11,16,13,18,20,15,24,27,36,30,31,26
1566,r223,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Chemical,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Chemical,,,7,89,86,87,70,95,83,117,94,130,126,140,141,135,126,140,162,157,158
1566,r224,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Civil,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Civil,,,7,71,76,67,79,79,96,85,91,111,108,113,115,122,139,165,182,158,183
1566,r225,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Electrical,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Electrical,,,7,84,63,57,60,74,90,63,90,109,114,119,130,158,105,118,112,112,126
1566,r226,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Industrial,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Industrial,,,7,23,32,39,27,29,28,44,41,46,38,35,37,49,43,43,34,32,47
1566,r227,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Materials,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Materials,,,7,54,47,44,43,36,50,66,74,67,87,92,66,88,101,92,98,92,108
1566,r228,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Mechanical,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Mechanical,,,7,54,42,37,39,49,42,59,57,67,81,62,84,93,109,95,121,116,101
1566,r229,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Other,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Engineering,Other,,,7,104,121,110,103,122,112,161,214,261,284,325,332,332,369,413,425,429,416
1566,r230,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,,,,6,8193,8442,8635,9204,10156,11677,12714,14321,14195,14110,11220,11831,12167,12730,13711,13854,13971,14327
1566,r231,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,,,7,4086,4128,4540,5082,5960,7195,8260,9631,9587,9886,7342,7430,7748,7989,8530,8633,8958,9313
1566,r232,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Agricultural sciences,,8,194,210,205,238,234,235,259,278,274,350,321,317,330,370,365,439,410,429
1566,r233,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Biological sciences,,8,1703,1616,1550,1833,1929,2145,2140,2327,2560,2825,2930,2916,3096,3069,3190,3033,3030,3088
1566,r234,"U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,8,120,119,135,127,130,126,148,205,168,191,199,190,224,256,277,252,266,277
1566,r235,"U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,9,11,6,11,14,13,12,13,18,8,16,18,22,23,36,27,29,32,48
1566,r236,"U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,9,85,87,98,78,93,83,111,143,122,132,143,131,159,168,192,182,179,185
1566,r237,"U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,9,24,26,26,35,24,31,24,44,38,43,38,37,42,52,58,41,55,44
1566,r238,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,8,238,229,231,239,263,255,281,338,371,396,422,378,388,423,441,416,424,467
1566,r239,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,9,73,84,102,90,110,103,130,145,153,161,177,148,164,181,187,189,172,214
1566,r240,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,9,165,145,129,149,153,152,151,193,218,235,245,230,224,242,254,227,252,253
1566,r241,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Medical and other health sciences,,8,1268,1355,1841,2046,2849,3824,4777,5770,5522,5315,2658,2769,2853,2955,3351,3524,3878,4109
1566,r242,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Medical sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Medical sciences,9,354,343,323,336,420,466,530,581,618,568,791,764,870,969,1203,1488,1640,1780
1566,r243,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Other health sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Other health sciences,9,914,1012,1518,1710,2429,3358,4247,5189,4904,4747,1867,2005,1983,1986,2148,2036,2238,2329
1566,r244,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,,8,563,599,578,599,555,610,655,713,692,809,812,860,857,916,906,969,950,943
1566,r245,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,9,20,16,10,21,25,28,26,31,30,41,50,40,42,45,45,42,47,52
1566,r246,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,9,451,478,463,463,432,495,518,552,516,620,610,651,631,680,680,722,690,713
1566,r247,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,9,82,101,94,111,93,86,109,123,139,144,146,163,180,182,165,191,202,163
1566,r248,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,9,10,4,11,4,5,1,2,7,7,4,6,6,4,9,16,14,11,15
1566,r249,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,,,7,4107,4314,4095,4122,4196,4482,4454,4690,4608,4224,3878,4401,4419,4741,5181,5221,5013,5014
1566,r250,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Psychology,,8,2746,3012,2749,2804,2898,3178,3083,3235,3142,2730,2354,2678,2622,2939,3191,3155,3129,3077
1566,r251,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,8,1361,1302,1346,1318,1298,1304,1371,1455,1466,1494,1524,1723,1797,1802,1990,2066,1884,1937
1566,r252,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,9,242,212,255,260,248,235,245,267,259,267,267,309,330,331,332,308,293,311
1566,r253,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,9,99,111,88,93,88,89,106,114,109,111,104,121,130,128,156,162,147,171
1566,r254,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,9,138,147,131,117,122,137,120,118,155,134,157,156,178,168,157,197,163,179
1566,r255,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,9,5,3,3,13,6,10,14,10,16,3,11,8,4,13,15,10,16,13
1566,r256,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,9,59,59,53,59,67,62,69,74,62,94,68,85,77,79,81,83,97,88
1566,r257,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,9,333,316,365,339,328,360,355,402,404,432,447,476,519,571,629,643,633,580
1566,r258,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,9,304,287,289,302,295,283,304,295,300,298,318,361,340,302,371,388,321,367
1566,r259,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,U.S. citizen or permanent resident,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,9,181,167,162,135,144,128,158,175,161,155,152,207,219,210,249,275,214,228
1566,r260,U.S. citizen or permanent resident -> Both sexes -> Female -> All fields -> Non-S&E,U.S. citizen or permanent resident,Both sexes,Female,All fields,Non-S&E,,,,,5,8016,8119,8033,8416,8391,8933,8720,9569,9907,10172,10457,10747,11505,11898,12311,12887,13171,13480
