table_id,row_id,_b_region_country_or_economy_b_full_path,_b_region_country_or_economy_b_level_1,_b_region_country_or_economy_b_level_2,_b_region_country_or_economy_b_level_3,_b_region_country_or_economy_b_hierarchy_depth,field_total,field_doc,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda
6422,r076,All areas and organizations -> North America -> Guatemala,All areas and organizations,North America,Guatemala,3,152.2,0.0,0.0,0.0,152.2,0.0,0.0,0.0
6422,r077,All areas and organizations -> North America -> Haiti,All areas and organizations,North America,Haiti,3,1073.5,0.0,0.0,0.0,1073.5,0.0,0.0,0.0
6422,r078,All areas and organizations -> North America -> Jamaica,All areas and organizations,North America,Jamaica,3,56.7,0.0,0.0,0.0,56.7,0.0,0.0,0.0
6422,r079,All areas and organizations -> North America -> Mexico,All areas and organizations,North America,Mexico,3,2421.4,0.0,1936.9,0.0,455.4,0.0,0.0,29.1
6422,r080,All areas and organizations -> North America -> Nicaragua,All areas and organizations,North America,Nicaragua,3,107.4,0.0,0.0,0.0,107.4,0.0,0.0,0.0
6422,r081,All areas and organizations -> North America -> Panama,All areas and organizations,North America,Panama,3,35.1,0.0,0.0,0.0,0.0,0.0,0.0,35.1
6422,r082,All areas and organizations -> North America -> Saint Kitts and Nevis,All areas and organizations,North America,Saint Kitts and Nevis,3,111.6,0.0,0.0,0.0,111.6,0.0,0.0,0.0
6422,r083,All areas and organizations -> North America -> Trinidad and Tobago,All areas and organizations,North America,Trinidad and Tobago,3,302.9,0.0,0.0,0.0,302.9,0.0,0.0,0.0
6422,r084,"All areas and organizations -> North America -> Virgin Islands, British",All areas and organizations,North America,"Virgin Islands, British",3,306.5,0.0,306.5,0.0,0.0,0.0,0.0,0.0
6422,r085,"All areas and organizations -> North America -> North American countries, other",All areas and organizations,North America,"North American countries, other",3,281.3,0.0,281.3,0.0,0.0,0.0,0.0,0.0
6422,r086,All areas and organizations -> Oceania,All areas and organizations,Oceania,,2,19960.4,0.0,5937.5,0.0,13125.1,475.2,169.0,253.5
6422,r087,All areas and organizations -> Oceania -> Australia,All areas and organizations,Oceania,Australia,3,17828.1,0.0,5793.6,0.0,11448.4,163.5,169.0,253.5
6422,r088,All areas and organizations -> Oceania -> Fiji,All areas and organizations,Oceania,Fiji,3,24.7,0.0,24.7,0.0,0.0,0.0,0.0,0.0
6422,r089,All areas and organizations -> Oceania -> New Zealand,All areas and organizations,Oceania,New Zealand,3,2107.6,0.0,119.3,0.0,1676.7,311.6,0.0,0.0
6422,r090,All areas and organizations -> South America,All areas and organizations,South America,,2,12447.5,0.0,2645.7,0.0,8188.4,475.8,415.1,722.5
6422,r091,All areas and organizations -> South America -> Argentina,All areas and organizations,South America,Argentina,3,1332.2,0.0,272.9,0.0,706.2,0.0,0.0,353.1
6422,r092,All areas and organizations -> South America -> Brazil,All areas and organizations,South America,Brazil,3,3434.8,0.0,915.9,0.0,1974.2,314.8,0.0,229.9
6422,r093,All areas and organizations -> South America -> Chile,All areas and organizations,South America,Chile,3,1793.5,0.0,1316.2,0.0,466.4,0.0,0.0,11.0
6422,r094,All areas and organizations -> South America -> Colombia,All areas and organizations,South America,Colombia,3,902.2,0.0,83.6,0.0,723.6,0.0,0.0,95.0
6422,r095,All areas and organizations -> South America -> Ecuador,All areas and organizations,South America,Ecuador,3,64.2,0.0,30.7,0.0,0.0,0.0,0.0,33.5
6422,r096,All areas and organizations -> South America -> Peru,All areas and organizations,South America,Peru,3,4377.1,0.0,0.0,0.0,4216.1,161.0,0.0,0.0
6422,r097,All areas and organizations -> South America -> Suriname,All areas and organizations,South America,Suriname,3,128.3,0.0,26.3,0.0,102.0,0.0,0.0,0.0
6422,r098,All areas and organizations -> South America -> Uruguay,All areas and organizations,South America,Uruguay,3,415.1,0.0,0.0,0.0,0.0,0.0,415.1,0.0
