table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10833,r012,"All agencies -> Departments -> Department of Defense, total experimental development",All agencies,Departments,"Department of Defense, total experimental development",,,3,76931574,28091956,2176543,42259218,2548227,1597739,7377,250514
10833,r013,"All agencies -> Departments -> Department of Defense, total experimental development -> Defense Advanced Research Projects Agency",All agencies,Departments,"Department of Defense, total experimental development",Defense Advanced Research Projects Agency,,4,1996211,197746,64892,1590985,125582,12078,0,4928
10833,r014,"All agencies -> Departments -> Department of Defense, total experimental development -> Defense Health Agency",All agencies,Departments,"Department of Defense, total experimental development",Defense Health Agency,,4,2383440,188942,3952,396775,968407,758856,0,66508
10833,r015,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Air Force",All agencies,Departments,"Department of Defense, total experimental development",Department of the Air Force,,4,12855854,5522059,548062,6443008,222583,120142,0,0
10833,r016,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Army",All agencies,Departments,"Department of Defense, total experimental development",Department of the Army,,4,13122276,5020991,144354,7290441,247058,377337,2,42094
10833,r017,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Navy",All agencies,Departments,"Department of Defense, total experimental development",Department of the Navy,,4,19726988,8805411,254812,9912549,525237,173396,267,55316
10833,r018,"All agencies -> Departments -> Department of Defense, total experimental development -> Space Force",All agencies,Departments,"Department of Defense, total experimental development",Space Force,,4,8470000,566769,293810,7508778,75935,19759,4949,0
10833,r019,"All agencies -> Departments -> Department of Defense, total experimental development -> Other defense agencies",All agencies,Departments,"Department of Defense, total experimental development",Other defense agencies,,4,18376805,7790038,866661,9116683,383425,136171,2159,81667
10833,r020,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",,4,13252966,4644302,585431,5223979,1552394,1094894,2000,149965
10833,r021,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Defense Advanced Research Projects Agency",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Defense Advanced Research Projects Agency,5,1839810,149455,64892,1483206,125574,11755,0,4928
10833,r022,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Defense Health Agency",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Defense Health Agency,5,2106660,122631,3768,238745,952617,722389,0,66508
10833,r023,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Department of the Air Force",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Department of the Air Force,5,1003256,846869,9949,69418,33530,43489,0,0
10833,r024,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Department of the Army",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Department of the Army,5,2463948,905865,26706,1246044,139803,132432,0,13098
10833,r025,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Department of the Navy",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Department of the Navy,5,1209055,421380,11684,515800,138045,120662,0,1484
10833,r026,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Space Force",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Space Force,5,430330,29104,9565,366141,25520,0,0,0
10833,r027,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Other defense agencies",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Other defense agencies,5,4199907,2168998,458866,1304625,137304,64166,2000,63947
10833,r028,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",,4,63678608,23447654,1591112,37035239,995833,502845,5377,100548
10833,r029,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Defense Advanced Research Projects Agency",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Defense Advanced Research Projects Agency,5,156401,48291,0,107779,8,323,0,0
10833,r030,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Defense Health Agency",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Defense Health Agency,5,276781,66310,183,158030,15790,36467,0,0
10833,r031,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Department of the Air Force",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Department of the Air Force,5,11852598,4675189,538113,6373590,189053,76653,0,0
10833,r032,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Department of the Army",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Department of the Army,5,10658328,4115126,117648,6044397,107255,244904,2,28996
10833,r033,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Department of the Navy",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Department of the Navy,5,18517933,8384031,243128,9396749,387191,52734,267,53833
10833,r034,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Space Force",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Space Force,5,8039670,537665,284245,7142637,50415,19759,4949,0
10833,r035,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Other defense agencies",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Other defense agencies,5,14176898,5621040,407795,7812058,246121,72005,159,17720
10833,r036,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,90367,0,0,12042,38332,30777,9216,0
10833,r037,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2796899,131078,1199764,1164092,217364,80848,2777,976
10833,r038,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,235000,1092,28750,110746,85479,8933,0,0
10833,r039,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,80910,1853,58223,9377,5550,5656,251,0
10833,r040,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1037514,9987,642397,196822,119891,65895,2522,0
10833,r041,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,28810,0,23336,5186,0,288,0,0
10833,r042,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1193331,111377,343603,736961,1390,0,0,0
10833,r043,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,384164,51681,242008,90475,0,0,0,0
10833,r044,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,700073,58525,0,640158,1390,0,0,0
10833,r045,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,109095,1171,101595,6329,0,0,0,0
10833,r046,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,204073,6768,90765,104999,484,77,4,976
10833,r047,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,17260,0,12690,0,4570,0,0,0
10833,r048,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,55624,40896,0,6529,1705,6494,0,0
10833,r049,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,36055,36055,0,0,0,0,0,0
10833,r050,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,15023,4841,0,6529,1267,2386,0,0
10833,r051,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,4545,0,0,0,438,4108,0,0
10833,r052,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,305157,134502,27300,114417,8000,19688,79,1171
10833,r053,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,5233,0,0,5233,0,0,0,0
10833,r054,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,25611,2611,13000,10000,0,0,0,0
10833,r055,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,4538,850,0,0,0,3688,0,0
10833,r056,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,266000,128450,14300,98000,8000,16000,79,1171
10833,r057,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,3775,2591,0,1184,0,0,0,0
10833,r058,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,0.05,0,0.05,0.05,0.05,0.05,0,0
10833,r059,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,166131,144216,1,3332,15627,720,2235,0
10833,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,255,83,1,0,64,97,10,0
10833,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,16626,14582,0,1524,20,5,495,0
10833,r062,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,16053,10194,0,642,5217,0,0,0
10833,r063,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,2250,160,0,910,911,269,0,0
10833,r064,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,129815,118632,0,256,8848,349,1730,0
10833,r065,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,1132,566,0,0,566,0,0,0
10833,r066,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,14508,3700,0,4199,1005,5445,159,0
10833,r067,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,3,0,0,0,0,0,3,0
10833,r068,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,14505,3700,0,4199,1005,5445,156,0
10833,r069,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,20000,20000,0,0,0,0,0,0
10833,r070,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,265915,30844,77289,129697,4279,1205,22417,184
10833,r071,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,230302,20937,77289,128205,3226,461,0,184
10833,r072,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,26725,4309,0,0,0,0,22417,0
10833,r073,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,3000,3000,0,0,0,0,0,0
10833,r074,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,4888,1598,0,1493,1053,744,0,0
10833,r075,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,1000,1000,0,0,0,0,0,0
10833,r076,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,24132,0,0,12132,0,0,0,12000
10833,r077,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,24132,0,0,12132,0,0,0,12000
10833,r078,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,92865,18552,74313,0,0,0,0,0
10833,r079,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10833,r080,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,67761,4189,0,11051,20782,24544,0,7194
10833,r081,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,127623,63879,0,63745,0,0,0,0
10833,r082,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2669,2669,0,0,0,0,0,0
10833,r083,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4919309,688703,1033055,2213689,885476,98386,0,0
10833,r084,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,81403,0,0,74891,0,6512,0,0
