table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
2563,r011,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['    1,022 ', '&nbsp;']","['    1,022 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r012,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r013,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['    1,080 ', 'r']","['    1,080 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r014,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['    4,264 ', '&nbsp;']","['    4,264 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r015,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['    21,631 ', '&nbsp;']","['    16,006 ', '&nbsp;']","['    0 ', '&nbsp;']","['    2,011 ', 'r']","['    184 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    2,844 ', 'r']","['    586 ', 'r']","['    0 ', '&nbsp;']"
2563,r016,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['    199,930 ', '&nbsp;']","['    163,004 ', '&nbsp;']","['S', '&nbsp;']","['    6,712 ', '&nbsp;']","['    1,985 ', 'r']","['    263 ', 'r']","['    0 ', '&nbsp;']","['    22,413 ', '&nbsp;']","['S', '&nbsp;']","['    5,197 ', 'r']"
2563,r017,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    29,384 ', '&nbsp;']","['    20,082 ', '&nbsp;']","['    1,366 ', 'r']","['    1,234 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    6,702 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r018,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    12,226 ', '&nbsp;']","['    9,911 ', '&nbsp;']","['    0 ', '&nbsp;']","['    1,693 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r019,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r020,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    54,487 ', '&nbsp;']","['    48,474 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    5,735 ', 'r']","['S', '&nbsp;']","['    249 ', 'r']"
2563,r021,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    3,054,056 ', '&nbsp;']","['    2,402,309 ', '&nbsp;']","['    93,306 ', '&nbsp;']","['    150,722 ', '&nbsp;']","['    43,786 ', '&nbsp;']","['    10,722 ', '&nbsp;']","['    7,459 ', '&nbsp;']","['    300,878 ', '&nbsp;']","['    12,426 ', '&nbsp;']","['    32,449 ', '&nbsp;']"
2563,r022,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    35,943 ', '&nbsp;']","['    23,967 ', '&nbsp;']","['    6,929 ', 'r']","['S', '&nbsp;']","['    4,406 ', 'r']","['    552 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r023,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    350,872 ', '&nbsp;']","['    314,070 ', '&nbsp;']","['    17,966 ', '&nbsp;']","['    1,589 ', 'r']","['    4,474 ', '&nbsp;']","['    85 ', 'r']","['    0 ', '&nbsp;']","['    11,863 ', 'r']","['    242 ', 'r']","['    584 ', 'r']"
2563,r024,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    245,797 ', '&nbsp;']","['    224,341 ', '&nbsp;']","['    7,846 ', 'r']","['    682 ', '&nbsp;']","['    3,560 ', 'r']","['    85 ', 'r']","['    0 ', '&nbsp;']","['    8,456 ', 'r']","['    242 ', 'r']","['    584 ', 'r']"
2563,r025,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 (excluding 5112),"['    105,075 ', '&nbsp;']","['    89,729 ', '&nbsp;']","['    10,119 ', 'r']","['    906 ', 'r']","['    914 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    3,407 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2563,r026,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    245,046 ', '&nbsp;']","['    160,537 ', '&nbsp;']","['    9,497 ', 'r']","['    19,766 ', '&nbsp;']","['    354 ', '&nbsp;']","['    1,013 ', 'r']","['    0 ', '&nbsp;']","['    37,223 ', 'r']","['    3,293 ', '&nbsp;']","['    13,361 ', 'r']"
2563,r027,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    1,336,568 ', '&nbsp;']","['    1,152,707 ', '&nbsp;']","['    7,805 ', '&nbsp;']","['    84,716 ', '&nbsp;']","['    26,012 ', '&nbsp;']","['    1,823 ', 'r']","['    4,286 ', 'r']","['    44,104 ', '&nbsp;']","['    2,093 ', 'r']","['    13,022 ', 'r']"
2563,r028,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    1,085,628 ', '&nbsp;']","['    751,028 ', '&nbsp;']","['    51,108 ', '&nbsp;']","['    44,563 ', '&nbsp;']","['    8,540 ', '&nbsp;']","['    7,248 ', '&nbsp;']","['    3,173 ', '&nbsp;']","['    207,688 ', '&nbsp;']","['    6,798 ', '&nbsp;']","['    5,482 ', '&nbsp;']"
