table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_not_hispanic_or_latino_asian_number,field_not_hispanic_or_latino_asian_percent,field_not_hispanic_or_latino_black_or_african_american_number,field_not_hispanic_or_latino_black_or_african_american_percent,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_not_hispanic_or_latino_white_number,field_not_hispanic_or_latino_white_percent,field_not_hispanic_or_latino_more_than_one_race_number,field_not_hispanic_or_latino_more_than_one_race_percent,field_unknown_ethnicity_and_race_number,field_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
6092,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,4,1255,0.4,109,0.6,3,0.4,57,0.3,28,0.3,1,0.5,575,0.5,33,0.5,35,0.4,414,0.4
6092,r014,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",4,5008,1.8,550,2.9,24,3.2,500,2.8,168,1.5,7,3.5,2314,2.1,148,2.3,142,1.7,1155,1.0
6092,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,4,2725,1.0,238,1.3,8,1.1,110,0.6,78,0.7,4,2.0,1634,1.5,76,1.2,108,1.3,469,0.4
6092,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,4,2032,0.7,130,0.7,8,1.1,244,1.4,150,1.4,2,1.0,820,0.8,56,0.9,70,0.8,552,0.5
6092,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,4,2182,0.8,198,1.0,11,1.5,192,1.1,73,0.7,3,1.5,1088,1.0,63,1.0,47,0.6,507,0.5
6092,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,4,4124,1.5,413,2.2,15,2.0,383,2.1,169,1.5,4,2.0,2149,2.0,127,2.0,128,1.5,736,0.7
6092,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,4,1240,0.4,142,0.8,3,0.4,138,0.8,31,0.3,0,0.0,557,0.5,28,0.4,32,0.4,309,0.3
6092,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,4,5275,1.9,590,3.1,17,2.2,529,2.9,227,2.0,1,0.5,2701,2.5,177,2.7,175,2.1,858,0.8
6092,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,989,0.3,65,0.3,1,0.1,62,0.3,52,0.5,0,0.0,461,0.4,27,0.4,17,0.2,304,0.3
6092,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,753,0.3,71,0.4,4,0.5,64,0.4,36,0.3,0,0.0,309,0.3,22,0.3,58,0.7,189,0.2
6092,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,2174,0.8,201,1.1,6,0.8,233,1.3,144,1.3,2,1.0,946,0.9,73,1.1,85,1.0,484,0.4
6092,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,2758,1.0,227,1.2,9,1.2,253,1.4,119,1.1,2,1.0,1275,1.2,66,1.0,97,1.2,710,0.6
6092,r025,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,1178,0.4,77,0.4,2,0.3,32,0.2,30,0.3,0,0.0,693,0.6,30,0.5,43,0.5,271,0.2
6092,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,2482,0.9,232,1.2,12,1.6,231,1.3,120,1.1,5,2.5,1161,1.1,64,1.0,93,1.1,564,0.5
6092,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,18174,6.4,448,2.4,14,1.8,1220,6.8,468,4.2,8,4.0,3931,3.6,270,4.1,508,6.1,11307,10.2
6092,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",4,956,0.3,27,0.1,2,0.3,55,0.3,40,0.4,0,0.0,222,0.2,12,0.2,26,0.3,572,0.5
6092,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,4,5482,1.9,126,0.7,5,0.7,284,1.6,104,0.9,4,2.0,1173,1.1,64,1.0,115,1.4,3607,3.3
6092,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,4,270,0.1,23,0.1,1,0.1,27,0.1,53,0.5,2,1.0,107,0.1,5,0.1,5,0.1,47,0.05
6092,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,9658,3.4,185,1.0,2,0.3,710,3.9,128,1.2,1,0.5,1914,1.8,147,2.3,321,3.9,6250,5.7
6092,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,4,1245,0.4,63,0.3,4,0.5,93,0.5,97,0.9,1,0.5,375,0.3,24,0.4,32,0.4,556,0.5
6092,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,4,405,0.1,17,0.1,0,0.0,35,0.2,28,0.3,0,0.0,90,0.1,11,0.2,9,0.1,215,0.2
6092,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,4,158,0.1,7,0.05,0,0.0,16,0.1,18,0.2,0,0.0,50,0.05,7,0.1,0,0.0,60,0.1
6092,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,6515,2.3,447,2.4,14,1.8,246,1.4,119,1.1,1,0.5,3333,3.1,196,3.0,212,2.6,1947,1.8
6092,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,847,0.3,39,0.2,0,0.0,21,0.1,14,0.1,0,0.0,429,0.4,16,0.2,29,0.3,299,0.3
6092,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,4165,1.5,296,1.6,12,1.6,171,0.9,79,0.7,0,0.0,2052,1.9,118,1.8,120,1.4,1317,1.2
6092,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,1503,0.5,112,0.6,2,0.3,54,0.3,26,0.2,1,0.5,852,0.8,62,1.0,63,0.8,331,0.3
6092,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6092,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,13687,4.8,625,3.3,13,1.7,833,4.6,204,1.8,3,1.5,4488,4.1,251,3.9,376,4.5,6894,6.2
6092,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,4,2211,0.8,120,0.6,2,0.3,127,0.7,57,0.5,0,0.0,773,0.7,58,0.9,42,0.5,1032,0.9
6092,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,4,8089,2.9,433,2.3,6,0.8,486,2.7,104,0.9,1,0.5,3041,2.8,151,2.3,252,3.0,3615,3.3
6092,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,3387,1.2,72,0.4,5,0.7,220,1.2,43,0.4,2,1.0,674,0.6,42,0.6,82,1.0,2247,2.0
6092,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,3553,1.3,249,1.3,9,1.2,243,1.3,209,1.9,6,3.0,1576,1.4,77,1.2,125,1.5,1059,1.0
6092,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Biological and physical sciences,4,815,0.3,49,0.3,1,0.1,56,0.3,34,0.3,5,2.5,364,0.3,14,0.2,27,0.3,265,0.2
6092,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Computational science,4,298,0.1,20,0.1,0,0.0,19,0.1,14,0.1,0,0.0,92,0.1,7,0.1,14,0.2,132,0.1
6092,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Data science and data analytics,4,42,0.05,0,0.0,0,0.0,3,0.05,2,0.05,0,0.0,7,0.05,0,0.0,0,0.0,30,0.05
6092,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,International and global studies,4,173,0.1,31,0.2,1,0.1,3,0.05,20,0.2,0,0.0,56,0.1,1,0.05,5,0.1,56,0.1
6092,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Multidisciplinary and interdisciplinary studies nec,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Multidisciplinary and interdisciplinary studies nec,4,2225,0.8,149,0.8,7,0.9,162,0.9,139,1.3,1,0.5,1057,1.0,55,0.8,79,1.0,576,0.5
6092,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,3705,1.3,298,1.6,35,4.6,99,0.5,156,1.4,3,1.5,1977,1.8,81,1.2,146,1.8,910,0.8
6092,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,1799,0.6,184,1.0,16,2.1,57,0.3,95,0.9,3,1.5,896,0.8,32,0.5,89,1.1,427,0.4
6092,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,1906,0.7,114,0.6,19,2.5,42,0.2,61,0.6,0,0.0,1081,1.0,49,0.8,57,0.7,483,0.4
6092,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,36341,12.8,2272,12.0,55,7.3,2041,11.3,758,6.8,14,7.0,14957,13.7,769,11.8,961,11.6,14514,13.1
6092,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1430,0.5,124,0.7,4,0.5,103,0.6,33,0.3,0,0.0,731,0.7,58,0.9,36,0.4,341,0.3
6092,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,19389,6.8,1338,7.1,34,4.5,1171,6.5,449,4.1,11,5.5,8070,7.4,411,6.3,528,6.4,7377,6.7
6092,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1028,0.4,50,0.3,1,0.1,71,0.4,36,0.3,1,0.5,332,0.3,8,0.1,44,0.5,485,0.4
6092,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,13985,4.9,750,4.0,16,2.1,685,3.8,196,1.8,2,1.0,5649,5.2,285,4.4,339,4.1,6063,5.5
6092,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,509,0.2,10,0.1,0,0.0,11,0.1,44,0.4,0,0.0,175,0.2,7,0.1,14,0.2,248,0.2
6092,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,21115,7.5,2798,14.8,97,12.8,1265,7.0,1619,14.6,21,10.5,11412,10.5,870,13.4,794,9.6,2239,2.0
6092,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,4,4833,1.7,716,3.8,34,4.5,245,1.4,522,4.7,6,3.0,2539,2.3,170,2.6,132,1.6,469,0.4
6092,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,3668,1.3,669,3.5,13,1.7,230,1.3,206,1.9,2,1.0,1977,1.8,212,3.3,220,2.7,139,0.1
6092,r062,All detailed fields -> Science -> Psychology -> Counseling psychology,All detailed fields,Science,Psychology,Counseling psychology,4,1360,0.5,185,1.0,5,0.7,106,0.6,205,1.9,1,0.5,662,0.6,46,0.7,51,0.6,99,0.1
6092,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,4,742,0.3,66,0.3,2,0.3,30,0.2,94,0.8,1,0.5,374,0.3,31,0.5,15,0.2,129,0.1
6092,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,6601,2.3,825,4.4,31,4.1,371,2.1,416,3.8,9,4.5,3807,3.5,278,4.3,285,3.4,579,0.5
6092,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,3911,1.4,337,1.8,12,1.6,283,1.6,176,1.6,2,1.0,2053,1.9,133,2.0,91,1.1,824,0.7
6092,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,34434,12.2,2544,13.4,187,24.7,1629,9.0,2078,18.8,40,20.0,13472,12.4,816,12.5,1414,17.1,12254,11.1
6092,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,4,639,0.2,15,0.1,0,0.0,27,0.1,13,0.1,0,0.0,146,0.1,2,0.05,13,0.2,423,0.4
6092,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,4296,1.5,415,2.2,45,5.9,171,0.9,141,1.3,6,3.0,2235,2.1,151,2.3,235,2.8,897,0.8
6092,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,2482,0.9,386,2.0,63,8.3,135,0.7,388,3.5,6,3.0,787,0.7,86,1.3,103,1.2,528,0.5
6092,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,988,0.3,92,0.5,4,0.5,19,0.1,143,1.3,2,1.0,511,0.5,34,0.5,115,1.4,68,0.1
6092,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,4,318,0.1,38,0.2,0,0.0,12,0.1,19,0.2,0,0.0,201,0.2,6,0.1,7,0.1,35,0.05
6092,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),4,7959,2.8,205,1.1,4,0.5,388,2.2,123,1.1,2,1.0,1750,1.6,69,1.1,169,2.0,5249,4.7
6092,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,1652,0.6,125,0.7,8,1.1,60,0.3,52,0.5,2,1.0,724,0.7,31,0.5,75,0.9,575,0.5
6092,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,408,0.1,34,0.2,1,0.1,20,0.1,27,0.2,0,0.0,161,0.1,8,0.1,6,0.1,151,0.1
6092,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,1686,0.6,93,0.5,16,2.1,80,0.4,30,0.3,0,0.0,649,0.6,47,0.7,61,0.7,710,0.6
6092,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,5366,1.9,327,1.7,13,1.7,225,1.2,246,2.2,7,3.5,2516,2.3,136,2.1,221,2.7,1675,1.5
6092,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,2547,0.9,177,0.9,13,1.7,169,0.9,334,3.0,3,1.5,997,0.9,72,1.1,152,1.8,630,0.6
6092,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,4,5067,1.8,575,3.0,17,2.2,281,1.6,488,4.4,7,3.5,2320,2.1,152,2.3,195,2.4,1032,0.9
6092,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,4,405,0.1,23,0.1,0,0.0,15,0.1,54,0.5,0,0.0,158,0.1,6,0.1,30,0.4,119,0.1
6092,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",4,621,0.2,39,0.2,3,0.4,27,0.1,20,0.2,5,2.5,317,0.3,16,0.2,32,0.4,162,0.1
6092,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,71279,25.2,2940,15.5,79,10.4,4392,24.4,1631,14.7,30,15.0,19064,17.5,1194,18.3,1430,17.2,40519,36.6
6092,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,2645,0.9,116,0.6,4,0.5,183,1.0,48,0.4,5,2.5,1073,1.0,75,1.2,44,0.5,1097,1.0
6092,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,3,8239,2.9,573,3.0,15,2.0,1002,5.6,262,2.4,10,5.0,3240,3.0,246,3.8,239,2.9,2652,2.4
6092,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,3,7612,2.7,307,1.6,12,1.6,560,3.1,143,1.3,3,1.5,2329,2.1,136,2.1,119,1.4,4003,3.6
6092,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,4,7031,2.5,302,1.6,12,1.6,544,3.0,131,1.2,3,1.5,2273,2.1,132,2.0,107,1.3,3527,3.2
6092,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,4,581,0.2,5,0.05,0,0.0,16,0.1,12,0.1,0,0.0,56,0.1,4,0.1,12,0.1,476,0.4
6092,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,3,7485,2.6,288,1.5,10,1.3,243,1.3,162,1.5,3,1.5,1549,1.4,86,1.3,121,1.5,5023,4.5
6092,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,4,6517,2.3,235,1.2,9,1.2,200,1.1,131,1.2,2,1.0,1281,1.2,66,1.0,100,1.2,4493,4.1
6092,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",4,968,0.3,53,0.3,1,0.1,43,0.2,31,0.3,1,0.5,268,0.2,20,0.3,21,0.3,530,0.5
6092,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,3,17720,6.3,458,2.4,7,0.9,956,5.3,300,2.7,1,0.5,3099,2.8,161,2.5,347,4.2,12391,11.2
6092,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",4,14694,5.2,397,2.1,3,0.4,803,4.5,234,2.1,1,0.5,2553,2.3,129,2.0,261,3.1,10313,9.3
6092,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,4,3026,1.1,61,0.3,4,0.5,153,0.8,66,0.6,0,0.0,546,0.5,32,0.5,86,1.0,2078,1.9
6092,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,3,3839,1.4,96,0.5,2,0.3,177,1.0,135,1.2,1,0.5,868,0.8,50,0.8,95,1.1,2415,2.2
6092,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,2413,0.9,55,0.3,1,0.1,80,0.4,74,0.7,0,0.0,422,0.4,18,0.3,45,0.5,1718,1.6
6092,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,1426,0.5,41,0.2,1,0.1,97,0.5,61,0.6,1,0.5,446,0.4,32,0.5,50,0.6,697,0.6
6092,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,11477,4.1,556,2.9,14,1.8,580,3.2,225,2.0,1,0.5,3004,2.8,197,3.0,228,2.7,6672,6.0
6092,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,3,4882,1.7,263,1.4,5,0.7,338,1.9,103,0.9,2,1.0,1557,1.4,100,1.5,81,1.0,2433,2.2
