table_id,row_id,_b_state_institutional_control_system_and_institution_b_full_path,_b_state_institutional_control_system_and_institution_b_level_1,_b_state_institutional_control_system_and_institution_b_level_2,_b_state_institutional_control_system_and_institution_b_level_3,_b_state_institutional_control_system_and_institution_b_level_4,_b_state_institutional_control_system_and_institution_b_hierarchy_depth,field_all_r_d_expenditures
5388,r098,California -> Private -> Fielding Graduate U.,California,Private,Fielding Graduate U.,,3,"['1,073', '']"
5388,r099,California -> Private -> High Tech High Graduate School of Ed.,California,Private,High Tech High Graduate School of Ed.,,3,"['3,304', '']"
5388,r100,California -> Private -> International Technological U.,California,Private,International Technological U.,,3,"['410', '']"
5388,r101,California -> Private -> La Sierra U.,California,Private,La Sierra U.,,3,"['1,647', '']"
5388,r102,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,,3,"['25,077', 'i']"
5388,r103,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,,3,"['7,193', '']"
5388,r104,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,,3,"['1,357', 'i']"
5388,r105,California -> Private -> Mills C.,California,Private,Mills C.,,3,"['1,541', '']"
5388,r106,California -> Private -> Occidental C.,California,Private,Occidental C.,,3,"['2,657', '']"
5388,r107,California -> Private -> Palo Alto U.,California,Private,Palo Alto U.,,3,"['417', '']"
5388,r108,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,,3,"['2,006', '']"
5388,r109,California -> Private -> Point Loma Nazarene U.,California,Private,Point Loma Nazarene U.,,3,"['237', '']"
5388,r110,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,,3,"['2,682', '']"
5388,r111,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,,3,"['444,964', '']"
5388,r112,California -> Private -> Stanford U.,California,Private,Stanford U.,,3,"['1,203,950', '']"
5388,r113,California -> Private -> The Claremont Colleges,California,Private,The Claremont Colleges,,3,"['23,928', '']"
5388,r114,California -> Private -> The Claremont Colleges -> Claremont Graduate U.,California,Private,The Claremont Colleges,Claremont Graduate U.,4,"['9,403', '']"
5388,r115,California -> Private -> The Claremont Colleges -> Claremont McKenna C.,California,Private,The Claremont Colleges,Claremont McKenna C.,4,"['5,846', '']"
5388,r116,California -> Private -> The Claremont Colleges -> Claremont School of Theology,California,Private,The Claremont Colleges,Claremont School of Theology,4,"['443', 'i']"
5388,r117,California -> Private -> The Claremont Colleges -> Harvey Mudd C.,California,Private,The Claremont Colleges,Harvey Mudd C.,4,"['2,916', '']"
5388,r118,California -> Private -> The Claremont Colleges -> Keck Graduate Institute,California,Private,The Claremont Colleges,Keck Graduate Institute,4,"['2,152', 'i']"
5388,r119,California -> Private -> The Claremont Colleges -> Pitzer C.,California,Private,The Claremont Colleges,Pitzer C.,4,"['313', '']"
5388,r120,California -> Private -> The Claremont Colleges -> Pomona C.,California,Private,The Claremont Colleges,Pomona C.,4,"['2,855', '']"
5388,r121,California -> Private -> Touro C. and U. System<sup>a</sup>,California,Private,Touro C. and U. System<sup>a</sup>,,3,"['3,551', '']"
5388,r122,California -> Private -> Touro C. and U. System<sup>a</sup> -> Touro U.,California,Private,Touro C. and U. System<sup>a</sup>,Touro U.,4,"['3,551', '']"
5388,r123,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,,3,"['1,713', '']"
5388,r124,California -> Private -> U. San Diego,California,Private,U. San Diego,,3,"['8,607', '']"
5388,r125,California -> Private -> U. San Francisco,California,Private,U. San Francisco,,3,"['2,161', '']"
5388,r126,California -> Private -> U. Southern California,California,Private,U. Southern California,,3,"['941,198', '']"
5388,r127,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,,3,"['5,899', '']"
5388,r128,California -> Private -> Westmont C.,California,Private,Westmont C.,,3,"['211', '']"
5388,r129,California -> Private -> Whittier C.,California,Private,Whittier C.,,3,"['248', '']"
5388,r130,Colorado,Colorado,,,,1,"['1,667,572', '']"
5388,r131,Colorado -> Public,Colorado,Public,,,2,"['1,623,621', '']"
5388,r132,Colorado -> Public -> Colorado Mesa U.,Colorado,Public,Colorado Mesa U.,,3,"['452', '']"
5388,r133,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,,3,"['78,517', '']"
5388,r134,Colorado -> Public -> Colorado State U. System,Colorado,Public,Colorado State U. System,,3,"['410,406', '']"
5388,r135,"Colorado -> Public -> Colorado State U. System -> Colorado State U., Fort Collins",Colorado,Public,Colorado State U. System,"Colorado State U., Fort Collins",4,"['407,302', '']"
5388,r136,"Colorado -> Public -> Colorado State U. System -> Colorado State U., Pueblo",Colorado,Public,Colorado State U. System,"Colorado State U., Pueblo",4,"['3,104', '']"
5388,r137,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,,3,"['1,370', '']"
5388,r138,Colorado -> Public -> Metropolitan State U. of Denver,Colorado,Public,Metropolitan State U. of Denver,,3,"['496', '']"
5388,r139,Colorado -> Public -> U. Colorado System,Colorado,Public,U. Colorado System,,3,"['1,085,874', '']"
5388,r140,Colorado -> Public -> U. Colorado System -> U. Colorado Boulder,Colorado,Public,U. Colorado System,U. Colorado Boulder,4,"['525,674', '']"
5388,r141,Colorado -> Public -> U. Colorado System -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado System,U. Colorado Colorado Springs,4,"['5,557', '']"
5388,r142,Colorado -> Public -> U. Colorado System -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado System,U. Colorado Denver and Anschutz Medical Campus,4,"['554,643', '']"
5388,r143,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,,3,"['3,738', '']"
5388,r144,Colorado -> Public -> U.S. Air Force Academy,Colorado,Public,U.S. Air Force Academy,,3,"['42,197', '']"
5388,r145,Colorado -> Public -> Western Colorado U.,Colorado,Public,Western Colorado U.,,3,"['571', '']"
5388,r146,Colorado -> Private,Colorado,Private,,,2,"['43,951', '']"
5388,r147,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,,3,"['2,291', '']"
5388,r148,Colorado -> Private -> Regis U.,Colorado,Private,Regis U.,,3,"['311', '']"
5388,r149,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,,3,"['41,349', '']"
5388,r150,Connecticut,Connecticut,,,,1,"['1,404,539', '']"
5388,r151,Connecticut -> Public,Connecticut,Public,,,2,"['289,852', '']"
5388,r152,Connecticut -> Public -> Connecticut State U. System,Connecticut,Public,Connecticut State U. System,,3,"['9,323', '']"
5388,r153,Connecticut -> Public -> Connecticut State U. System -> Central Connecticut State U.,Connecticut,Public,Connecticut State U. System,Central Connecticut State U.,4,"['1,572', '']"
5388,r154,Connecticut -> Public -> Connecticut State U. System -> Eastern Connecticut State U.,Connecticut,Public,Connecticut State U. System,Eastern Connecticut State U.,4,"['1,799', '']"
5388,r155,Connecticut -> Public -> Connecticut State U. System -> Southern Connecticut State U.,Connecticut,Public,Connecticut State U. System,Southern Connecticut State U.,4,"['5,413', '']"
5388,r156,Connecticut -> Public -> Connecticut State U. System -> Western Connecticut State U.,Connecticut,Public,Connecticut State U. System,Western Connecticut State U.,4,"['539', '']"
5388,r157,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,,3,"['280,131', '']"
5388,r158,Connecticut -> Public -> U.S. Coast Guard Academy,Connecticut,Public,U.S. Coast Guard Academy,,3,"['398', '']"
5388,r159,Connecticut -> Private,Connecticut,Private,,,2,"['1,114,687', '']"
5388,r160,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,,3,"['1,598', '']"
5388,r161,Connecticut -> Private -> Fairfield U.,Connecticut,Private,Fairfield U.,,3,"['1,210', '']"
5388,r162,Connecticut -> Private -> Hartford Seminary,Connecticut,Private,Hartford Seminary,,3,"['345', '']"
5388,r163,Connecticut -> Private -> Quinnipiac U.,Connecticut,Private,Quinnipiac U.,,3,"['930', 'i']"
5388,r164,Connecticut -> Private -> Sacred Heart U.,Connecticut,Private,Sacred Heart U.,,3,"['1,298', '']"
5388,r165,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",,3,"['1,428', '']"
5388,r166,Connecticut -> Private -> U. Bridgeport,Connecticut,Private,U. Bridgeport,,3,"['164', '']"
5388,r167,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,,3,"['1,436', '']"
5388,r168,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,,3,"['3,843', '']"
5388,r169,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,,3,"['8,300', '']"
5388,r170,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,,3,"['1,094,135', '']"
5388,r171,Delaware,Delaware,,,,1,"['244,321', '']"
5388,r172,Delaware -> Public,Delaware,Public,,,2,"['244,321', '']"
5388,r173,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,,3,"['23,876', 'i']"
5388,r174,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,,3,"['220,445', '']"
5388,r175,District of Columbia,District of Columbia,,,,1,"['684,793', '']"
5388,r176,District of Columbia -> Public,District of Columbia,Public,,,2,"['9,173', '']"
5388,r177,District of Columbia -> Public -> National Defense U.,District of Columbia,Public,National Defense U.,,3,"['4,583', '']"
5388,r178,District of Columbia -> Public -> National Defense U. -> U. of the District of Columbia,District of Columbia,Public,National Defense U.,U. of the District of Columbia,4,"['4,590', '']"
5388,r179,District of Columbia -> Private,District of Columbia,Private,,,2,"['675,620', '']"
5388,r180,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,,3,"['71,839', '']"
5388,r181,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,,3,"['25,221', '']"
5388,r182,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,,3,"['4,599', '']"
5388,r183,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,,3,"['270,369', '']"
5388,r184,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,,3,"['258,659', '']"
5388,r185,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,,3,"['44,933', '']"
5388,r186,Florida,Florida,,,,1,"['2,727,590', '']"
5388,r187,Florida -> Public (State U. Florida Board of Governors),Florida,Public (State U. Florida Board of Governors),,,2,"['2,280,124', '']"
5388,r188,Florida -> Public (State U. Florida Board of Governors) -> Florida A&M U.,Florida,Public (State U. Florida Board of Governors),Florida A&M U.,,3,"['41,319', '']"
5388,r189,Florida -> Public (State U. Florida Board of Governors) -> Florida Atlantic U.,Florida,Public (State U. Florida Board of Governors),Florida Atlantic U.,,3,"['53,845', '']"
5388,r190,Florida -> Public (State U. Florida Board of Governors) -> Florida Gulf Coast U.,Florida,Public (State U. Florida Board of Governors),Florida Gulf Coast U.,,3,"['6,671', '']"
5388,r191,Florida -> Public (State U. Florida Board of Governors) -> Florida International U.,Florida,Public (State U. Florida Board of Governors),Florida International U.,,3,"['236,842', '']"
5388,r192,Florida -> Public (State U. Florida Board of Governors) -> Florida Polytechnic U.,Florida,Public (State U. Florida Board of Governors),Florida Polytechnic U.,,3,"['1,091', '']"
5388,r193,Florida -> Public (State U. Florida Board of Governors) -> Florida State U.,Florida,Public (State U. Florida Board of Governors),Florida State U.,,3,"['350,430', '']"
5388,r194,Florida -> Public (State U. Florida Board of Governors) -> New C. Florida,Florida,Public (State U. Florida Board of Governors),New C. Florida,,3,"['999', '']"
5388,r195,Florida -> Public (State U. Florida Board of Governors) -> U. Central Florida,Florida,Public (State U. Florida Board of Governors),U. Central Florida,,3,"['239,343', '']"
5388,r196,Florida -> Public (State U. Florida Board of Governors) -> U. Florida,Florida,Public (State U. Florida Board of Governors),U. Florida,,3,"['942,223', '']"
5388,r197,Florida -> Public (State U. Florida Board of Governors) -> U. North Florida,Florida,Public (State U. Florida Board of Governors),U. North Florida,,3,"['13,573', '']"
5388,r198,Florida -> Public (State U. Florida Board of Governors) -> U. South Florida System,Florida,Public (State U. Florida Board of Governors),U. South Florida System,,3,"['353,737', '']"
5388,r199,"Florida -> Public (State U. Florida Board of Governors) -> U. South Florida System -> U. South Florida, Saint Petersburg",Florida,Public (State U. Florida Board of Governors),U. South Florida System,"U. South Florida, Saint Petersburg",4,"['18,243', '']"
5388,r200,"Florida -> Public (State U. Florida Board of Governors) -> U. South Florida System -> U. South Florida, Sarasota-Manatee",Florida,Public (State U. Florida Board of Governors),U. South Florida System,"U. South Florida, Sarasota-Manatee",4,"['2,150', '']"
5388,r201,"Florida -> Public (State U. Florida Board of Governors) -> U. South Florida System -> U. South Florida, Tampa",Florida,Public (State U. Florida Board of Governors),U. South Florida System,"U. South Florida, Tampa",4,"['333,344', '']"
5388,r202,Florida -> Public (State U. Florida Board of Governors) -> U. West Florida,Florida,Public (State U. Florida Board of Governors),U. West Florida,,3,"['40,051', '']"
5388,r203,Florida -> Private,Florida,Private,,,2,"['447,466', '']"
5388,r204,Florida -> Private -> Barry U.,Florida,Private,Barry U.,,3,"['237', '']"
5388,r205,Florida -> Private -> Bethune-Cookman U.,Florida,Private,Bethune-Cookman U.,,3,"['636', '']"
5388,r206,Florida -> Private -> Eckerd C.,Florida,Private,Eckerd C.,,3,"['406', '']"
5388,r207,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,,3,"['17,786', '']"
5388,r208,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,,3,"['18,271', '']"
5388,r209,Florida -> Private -> Jacksonville U.,Florida,Private,Jacksonville U.,,3,"['459', '']"
5388,r210,Florida -> Private -> Keiser U.,Florida,Private,Keiser U.,,3,"['423', '']"
5388,r211,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,,3,"['26,035', '']"
5388,r212,Florida -> Private -> Rollins C.,Florida,Private,Rollins C.,,3,"['414', '']"
5388,r213,"Florida -> Private -> St. Thomas U., Miami Gardens",Florida,Private,"St. Thomas U., Miami Gardens",,3,"['160', '']"
5388,r214,Florida -> Private -> Stetson U.,Florida,Private,Stetson U.,,3,"['670', '']"
5388,r215,Florida -> Private -> U. Miami,Florida,Private,U. Miami,,3,"['381,410', '']"
5388,r216,Florida -> Private -> U. Tampa,Florida,Private,U. Tampa,,3,"['559', '']"
5388,r217,Georgia,Georgia,,,,1,"['2,785,640', '']"
5388,r218,Georgia -> Public (U. System Georgia Board of Regents),Georgia,Public (U. System Georgia Board of Regents),,,2,"['1,880,665', '']"
5388,r219,Georgia -> Public (U. System Georgia Board of Regents) -> Albany State U.,Georgia,Public (U. System Georgia Board of Regents),Albany State U.,,3,"['1,060', '']"
5388,r220,Georgia -> Public (U. System Georgia Board of Regents) -> Augusta U.,Georgia,Public (U. System Georgia Board of Regents),Augusta U.,,3,"['103,961', '']"
5388,r221,Georgia -> Public (U. System Georgia Board of Regents) -> Clayton State U.,Georgia,Public (U. System Georgia Board of Regents),Clayton State U.,,3,"['346', '']"
5388,r222,Georgia -> Public (U. System Georgia Board of Regents) -> Columbus State U.,Georgia,Public (U. System Georgia Board of Regents),Columbus State U.,,3,"['261', '']"
5388,r223,Georgia -> Public (U. System Georgia Board of Regents) -> Fort Valley State U.,Georgia,Public (U. System Georgia Board of Regents),Fort Valley State U.,,3,"['4,921', '']"
5388,r224,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia C. and State U.,Georgia,Public (U. System Georgia Board of Regents),Georgia C. and State U.,,3,"['270', '']"
5388,r225,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Gwinnett C.,Georgia,Public (U. System Georgia Board of Regents),Georgia Gwinnett C.,,3,"['478', '']"
