table_id,row_id,selected_industry_naics_code_and_company_size_full_path,selected_industry_naics_code_and_company_size_level_1,selected_industry_naics_code_and_company_size_level_2,selected_industry_naics_code_and_company_size_level_3,selected_industry_naics_code_and_company_size_level_4,selected_industry_naics_code_and_company_size_hierarchy_depth,field_totalb,field_used_for_domestic_r_da_totalb_c,field_used_for_domestic_r_da_land_acquisition,field_used_for_domestic_r_da_buildings_and_land_improvementd,field_used_for_domestic_r_da_equipment,field_used_for_domestic_r_da_capitalized_software,field_used_for_domestic_r_da_all_other_and_undistributede
7366,r026,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Other 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",Other 54,4,"['4,067', '&nbsp;']","['627', '&nbsp;']","['1', '&nbsp;']","['13', '&nbsp;']","['76', '&nbsp;']","['402', '&nbsp;']","['137', '&nbsp;']"
7366,r027,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81",,3,"['203,170', '&nbsp;']","['2,659', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['328', '&nbsp;']","['1,345', '&nbsp;']","['876', '&nbsp;']"
7366,r028,Size of company (number of domestic employees),Size of company (number of domestic employees),,,,1,"['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']"
7366,r029,Size of company (number of domestic employees) -> Small companies<sup>f</sup>,Size of company (number of domestic employees),Small companies<sup>f</sup>,,,2,"['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']"
7366,r030,Size of company (number of domestic employees) -> Small companies<sup>f</sup> -> 10&#8211;19,Size of company (number of domestic employees),Small companies<sup>f</sup>,10&#8211;19,,3,"['1,784', '']","['452', '']","['2', '']","['50', '']","['152', '']","['108', '']","['141', '']"
7366,r031,Size of company (number of domestic employees) -> Small companies<sup>f</sup> -> 20&#8211;49,Size of company (number of domestic employees),Small companies<sup>f</sup>,20&#8211;49,,3,"['8,869', '']","['1,025', '']","['1', '']","['121', '']","['525', '']","['199', '']","['178', '']"
7366,r032,Size of company (number of domestic employees) -> Medium companies,Size of company (number of domestic employees),Medium companies,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7366,r033,Size of company (number of domestic employees) -> Medium companies -> 50&#8211;99,Size of company (number of domestic employees),Medium companies,50&#8211;99,,3,"['5,891', '']","['1,152', '']","['11', '']","['212', '']","['484', '']","['218', 'i']","['228', '']"
7366,r034,Size of company (number of domestic employees) -> Medium companies -> 100&#8211;249,Size of company (number of domestic employees),Medium companies,100&#8211;249,,3,"['19,307', '']","['1,593', '']","['33', '']","['350', '']","['726', '']","['320', '']","['164', '']"
7366,r035,Size of company (number of domestic employees) -> Large companies,Size of company (number of domestic employees),Large companies,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7366,r036,Size of company (number of domestic employees) -> Large companies -> 250&#8211;499,Size of company (number of domestic employees),Large companies,250&#8211;499,,3,"['21,765', '']","['1,295', '']","['2', 'i']","['188', '']","['506', '']","['442', '']","['157', '']"
7366,r037,Size of company (number of domestic employees) -> Large companies -> 500&#8211;999,Size of company (number of domestic employees),Large companies,500&#8211;999,,3,"['18,493', '']","['1,559', '']","['15', '']","['128', '']","['739', '']","['485', '']","['192', '']"
7366,r038,"Size of company (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",Size of company (number of domestic employees),Large companies,"1,000&#8211;4,999",,3,"['81,956', '']","['6,406', '']","['24', 'i']","['1,185', '']","['2,564', '']","['1,538', '']","['1,095', '']"
7366,r039,"Size of company (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",Size of company (number of domestic employees),Large companies,"5,000&#8211;9,999",,3,"['79,859', '']","['2,803', '']","['18', '']","['267', '']","['1,261', '']","['915', '']","['342', '']"
7366,r040,"Size of company (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",Size of company (number of domestic employees),Large companies,"10,000&#8211;24,999",,3,"['125,016', '']","['6,249', '']","['17', '']","['606', '']","['2,990', '']","['1,921', '']","['715', '']"
7366,r041,"Size of company (number of domestic employees) -> Large companies -> 25,000 or more",Size of company (number of domestic employees),Large companies,"25,000 or more",,3,"['323,454', '']","['9,960', '']","['23', '']","['953', '']","['5,785', '']","['2,290', 'i']","['908', 'i']"
