table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_4_employees,field_5_9_employees
9864,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['1,110', '&nbsp;']","['324', '&nbsp;']","['786', '&nbsp;']"
9864,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['332', '&nbsp;']","['120', '&nbsp;']","['212', '&nbsp;']"
9864,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['306', '&nbsp;']","['54', '&nbsp;']","['252', 'r']"
9864,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['190', '&nbsp;']","['83', '&nbsp;']","['107', '&nbsp;']"
9864,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['95', '&nbsp;']","['34', '&nbsp;']","['61', '&nbsp;']"
9864,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['96', '&nbsp;']","['49', 'r']","['47', '&nbsp;']"
9864,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['3', '&nbsp;']","['2', 'r']","['2', '&nbsp;']"
9864,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['765', '&nbsp;']","['251', 'r']","['514', 'r']"
9864,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['34,276', '&nbsp;']","['14,793', '&nbsp;']","['19,483', '&nbsp;']"
9864,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['1,119', '&nbsp;']","['352', '&nbsp;']","['768', '&nbsp;']"
9864,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['5,859', '&nbsp;']","['1,670', '&nbsp;']","['4,189', '&nbsp;']"
9864,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['4,299', '&nbsp;']","['1,183', '&nbsp;']","['3,117', '&nbsp;']"
9864,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['1,559', '&nbsp;']","['487', '&nbsp;']","['1,072', '&nbsp;']"
9864,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['5,330', '&nbsp;']","['2,188', '&nbsp;']","['3,142', '&nbsp;']"
9864,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['11,653', '&nbsp;']","['6,351', '&nbsp;']","['5,302', '&nbsp;']"
9864,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['10,315', '&nbsp;']","['4,232', '&nbsp;']","['6,083', '&nbsp;']"
9864,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['1,119', '&nbsp;']","['392', '&nbsp;']","['727', '&nbsp;']"
9864,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['3,199', '&nbsp;']","['1,325', '&nbsp;']","['1,874', '&nbsp;']"
9864,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['5,878', '&nbsp;']","['2,455', '&nbsp;']","['3,423', '&nbsp;']"
9864,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['110', '&nbsp;']","['52', '&nbsp;']","['58', '&nbsp;']"
