table_id,row_id,field_and_sex_full_path,field_and_sex_level_1,field_and_sex_level_2,field_and_sex_level_3,field_and_sex_level_4,field_and_sex_level_5,field_and_sex_hierarchy_depth,field_all_sources,field_federal_support_total,field_federal_support_dod,field_federal_support_doe,field_federal_support_hhs_total,field_federal_support_hhs_nih,field_federal_support_hhs_other,field_federal_support_nasa,field_federal_support_nsf,field_federal_support_usda,field_federal_support_other,field_institutional_support,field_other_nonfederal_support_total,field_other_nonfederal_support_united_states,field_other_nonfederal_support_foreign,field_self_support
1133,r014,All S&E graduate students -> Science -> Biological sciences -> Genetics,All S&E graduate students,Science,Biological sciences,Genetics,,4,2330,1001,18,8,764,696,68,2,111,70,28,845,189,165,24,295
1133,r015,"All S&E graduate students -> Science -> Biological sciences -> Microbiology, immunology, and virology",All S&E graduate students,Science,Biological sciences,"Microbiology, immunology, and virology",,4,4185,1555,26,16,1275,1223,52,7,136,41,54,1856,289,226,63,485
1133,r016,All S&E graduate students -> Science -> Biological sciences -> Nutrition,All S&E graduate students,Science,Biological sciences,Nutrition,,4,3601,405,20,0,187,139,48,0,18,142,38,1370,288,221,67,1538
1133,r017,All S&E graduate students -> Science -> Biological sciences -> Pathology,All S&E graduate students,Science,Biological sciences,Pathology,,4,954,301,2,0,276,271,5,0,7,11,5,363,105,83,22,185
1133,r018,All S&E graduate students -> Science -> Biological sciences -> Pharmacology and toxicology,All S&E graduate students,Science,Biological sciences,Pharmacology and toxicology,,4,2519,934,26,1,810,783,27,1,43,3,50,1023,188,149,39,374
1133,r019,All S&E graduate students -> Science -> Biological sciences -> Physiology,All S&E graduate students,Science,Biological sciences,Physiology,,4,3682,661,13,2,567,537,30,1,31,0,47,1458,211,192,19,1352
1133,r020,All S&E graduate students -> Science -> Biological sciences -> Zoology,All S&E graduate students,Science,Biological sciences,Zoology,,4,634,124,2,0,9,9,0,1,67,9,36,447,26,25,1,37
1133,r021,All S&E graduate students -> Science -> Biological sciences -> Biosciences nec,All S&E graduate students,Science,Biological sciences,Biosciences nec,,4,13599,2398,48,4,1735,1688,47,12,342,65,192,4811,477,345,132,5913
1133,r022,All S&E graduate students -> Science -> Communication,All S&E graduate students,Science,Communication,,,3,7502,136,16,0,24,21,3,2,42,1,51,3815,226,190,36,3325
1133,r023,All S&E graduate students -> Science -> Computer sciences,All S&E graduate students,Science,Computer sciences,,,3,63361,5662,1217,151,318,281,37,41,3257,32,646,14111,1736,1294,442,41852
1133,r024,"All S&E graduate students -> Science -> Earth, atmospheric, and ocean sciences",All S&E graduate students,Science,"Earth, atmospheric, and ocean sciences",,,3,11792,2925,136,127,29,29,0,499,1448,54,632,5695,772,627,145,2400
1133,r025,"All S&E graduate students -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",All S&E graduate students,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,,4,1185,589,29,43,3,3,0,150,236,10,118,401,50,47,3,145
1133,r026,"All S&E graduate students -> Science -> Earth, atmospheric, and ocean sciences -> Geosciences",All S&E graduate students,Science,"Earth, atmospheric, and ocean sciences",Geosciences,,4,6801,1444,31,64,4,4,0,260,836,18,231,3704,504,409,95,1149
1133,r027,"All S&E graduate students -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",All S&E graduate students,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,,4,2218,678,66,12,9,9,0,61,308,9,213,987,154,126,28,399
1133,r028,"All S&E graduate students -> Science -> Earth, atmospheric, and ocean sciences -> Earth, atmospheric, and ocean sciences nec",All S&E graduate students,Science,"Earth, atmospheric, and ocean sciences","Earth, atmospheric, and ocean sciences nec",,4,1588,214,10,8,13,13,0,28,68,17,70,603,64,45,19,707
1133,r029,All S&E graduate students -> Science -> Family and consumer sciences and human sciences,All S&E graduate students,Science,Family and consumer sciences and human sciences,,,3,2310,115,1,0,48,37,11,1,11,21,33,1182,122,117,5,891
1133,r030,All S&E graduate students -> Science -> Mathematics and statistics,All S&E graduate students,Science,Mathematics and statistics,,,3,22171,1449,179,51,174,167,7,22,804,13,206,12526,398,260,138,7798
1133,r031,All S&E graduate students -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All S&E graduate students,Science,Mathematics and statistics,Mathematics and applied mathematics,,4,15820,1007,140,41,49,47,2,19,603,2,153,9767,255,145,110,4791
1133,r032,All S&E graduate students -> Science -> Mathematics and statistics -> Statistics,All S&E graduate students,Science,Mathematics and statistics,Statistics,,4,6351,442,39,10,125,120,5,3,201,11,53,2759,143,115,28,3007
1133,r033,All S&E graduate students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,Science,Multidisciplinary and interdisciplinary studies,,,3,6236,674,57,18,289,278,11,22,163,24,101,2412,182,160,22,2968
1133,r034,All S&E graduate students -> Science -> Neurobiology and neuroscience,All S&E graduate students,Science,Neurobiology and neuroscience,,,3,4922,2027,58,1,1682,1621,61,0,210,1,75,2293,276,240,36,326
1133,r035,All S&E graduate students -> Science -> Physical sciences,All S&E graduate students,Science,Physical sciences,,,3,36536,10156,914,1696,1864,1763,101,471,4228,26,957,21588,1994,1650,344,2798
1133,r036,All S&E graduate students -> Science -> Physical sciences -> Astronomy and astrophysics,All S&E graduate students,Science,Physical sciences,Astronomy and astrophysics,,4,1309,486,6,56,0,0,0,148,243,0,33,669,88,83,5,66
1133,r037,All S&E graduate students -> Science -> Physical sciences -> Chemistry,All S&E graduate students,Science,Physical sciences,Chemistry,,4,20423,5164,343,522,1624,1539,85,67,2134,14,460,12714,1021,840,181,1524
1133,r038,All S&E graduate students -> Science -> Physical sciences -> Physics,All S&E graduate students,Science,Physical sciences,Physics,,4,14298,4397,543,1115,182,166,16,243,1842,12,460,7973,863,708,155,1065
1133,r039,All S&E graduate students -> Science -> Physical sciences -> Physical sciences nec,All S&E graduate students,Science,Physical sciences,Physical sciences nec,,4,506,109,22,3,58,58,0,13,9,0,4,232,22,19,3,143
1133,r040,All S&E graduate students -> Science -> Psychology,All S&E graduate students,Science,Psychology,,,3,34530,2402,392,5,932,811,121,6,567,3,497,14121,960,903,57,17047
1133,r041,All S&E graduate students -> Science -> Psychology -> Clinical psychology,All S&E graduate students,Science,Psychology,Clinical psychology,,4,6690,402,112,0,174,154,20,0,33,0,83,2358,181,171,10,3749
1133,r042,"All S&E graduate students -> Science -> Psychology -> Psychology, general",All S&E graduate students,Science,Psychology,"Psychology, general",,4,9806,971,47,5,462,410,52,1,311,0,145,5421,426,410,16,2988
1133,r043,All S&E graduate students -> Science -> Psychology -> Psychology nec,All S&E graduate students,Science,Psychology,Psychology nec,,4,18034,1029,233,0,296,247,49,5,223,3,269,6342,353,322,31,10310
1133,r044,All S&E graduate students -> Science -> Social sciences,All S&E graduate students,Science,Social sciences,,,3,67055,2566,291,10,277,205,72,43,746,201,998,34862,1945,1449,496,27682
1133,r045,All S&E graduate students -> Science -> Social sciences -> Agricultural economics,All S&E graduate students,Science,Social sciences,Agricultural economics,,4,1454,205,1,4,2,2,0,0,12,128,58,855,111,80,31,283
1133,r046,All S&E graduate students -> Science -> Social sciences -> Anthropology,All S&E graduate students,Science,Social sciences,Anthropology,,4,5752,304,12,2,16,15,1,1,145,3,125,3675,165,139,26,1608
1133,r047,All S&E graduate students -> Science -> Social sciences -> Economics (except agricultural),All S&E graduate students,Science,Social sciences,Economics (except agricultural),,4,12294,340,31,3,41,36,5,1,101,37,126,7359,350,214,136,4245
1133,r048,All S&E graduate students -> Science -> Social sciences -> Geography,All S&E graduate students,Science,Social sciences,Geography,,4,3045,296,14,0,11,11,0,39,132,11,89,1777,119,104,15,853
1133,r049,All S&E graduate students -> Science -> Social sciences -> History and philosophy of science,All S&E graduate students,Science,Social sciences,History and philosophy of science,,4,344,4,0,1,0,0,0,0,2,0,1,307,10,10,0,23
1133,r050,All S&E graduate students -> Science -> Social sciences -> Linguistics,All S&E graduate students,Science,Social sciences,Linguistics,,4,2339,103,7,0,6,6,0,0,58,0,32,1438,36,20,16,762
1133,r051,All S&E graduate students -> Science -> Social sciences -> Political science and government,All S&E graduate students,Science,Social sciences,Political science and government,,4,26232,731,184,0,96,40,56,1,129,7,314,10927,693,508,185,13881
1133,r052,All S&E graduate students -> Science -> Social sciences -> Sociology,All S&E graduate students,Science,Social sciences,Sociology,,4,6303,303,11,0,79,73,6,0,142,8,63,4273,182,157,25,1545
1133,r053,All S&E graduate students -> Science -> Social sciences -> Sociology and anthropology,All S&E graduate students,Science,Social sciences,Sociology and anthropology,,4,156,17,1,0,2,1,1,0,5,6,3,93,13,4,9,33
1133,r054,All S&E graduate students -> Science -> Social sciences -> Social sciences nec,All S&E graduate students,Science,Social sciences,Social sciences nec,,4,9136,263,30,0,24,21,3,1,20,1,187,4158,266,213,53,4449
1133,r055,All S&E graduate students -> Engineering,All S&E graduate students,Engineering,,,,2,128203,22538,4505,2241,2862,2654,208,828,8502,248,3352,42903,9601,7641,1960,53161
1133,r056,All S&E graduate students -> Engineering -> Aerospace engineering,All S&E graduate students,Engineering,Aerospace engineering,,,3,4081,1145,533,50,4,4,0,324,177,0,57,1419,348,292,56,1169
1133,r057,All S&E graduate students -> Engineering -> Agricultural engineering,All S&E graduate students,Engineering,Agricultural engineering,,,3,1329,275,9,21,20,18,2,5,56,110,54,592,166,119,47,296
1133,r058,All S&E graduate students -> Engineering -> Architecture,All S&E graduate students,Engineering,Architecture,,,3,1509,30,1,0,3,2,1,0,6,0,20,699,50,25,25,730
1133,r059,All S&E graduate students -> Engineering -> Biomedical engineering,All S&E graduate students,Engineering,Biomedical engineering,,,3,9136,2587,175,25,1616,1546,70,16,612,0,143,3454,685,623,62,2410
1133,r060,All S&E graduate students -> Engineering -> Chemical engineering,All S&E graduate students,Engineering,Chemical engineering,,,3,9002,2052,208,348,305,268,37,33,935,22,201,3479,1113,919,194,2358
1133,r061,All S&E graduate students -> Engineering -> Civil engineering,All S&E graduate students,Engineering,Civil engineering,,,3,15183,2006,164,112,36,28,8,55,788,42,809,6213,960,686,274,6004
1133,r062,All S&E graduate students -> Engineering -> Electrical engineering,All S&E graduate students,Engineering,Electrical engineering,,,3,38158,6133,1645,352,375,354,21,153,2964,19,625,10238,2428,1954,474,19359
1133,r063,"All S&E graduate students -> Engineering -> Engineering science, mechanics, and physics",All S&E graduate students,Engineering,"Engineering science, mechanics, and physics",,,3,1318,401,112,54,27,27,0,19,137,5,47,576,66,49,17,275
1133,r064,All S&E graduate students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,Engineering,Industrial and manufacturing engineering,,,3,10582,881,260,27,87,62,25,20,294,4,189,2679,465,345,120,6557
1133,r065,All S&E graduate students -> Engineering -> Mechanical engineering,All S&E graduate students,Engineering,Mechanical engineering,,,3,20924,3365,754,381,237,218,19,158,1336,23,476,7887,1508,1167,341,8164
1133,r066,All S&E graduate students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,Engineering,Metallurgical and materials engineering,,,3,7149,2043,457,401,90,82,8,20,841,14,220,2559,801,664,137,1746
1133,r067,All S&E graduate students -> Engineering -> Mining engineering,All S&E graduate students,Engineering,Mining engineering,,,3,287,78,1,11,23,7,16,3,6,0,34,105,53,51,2,51
1133,r068,All S&E graduate students -> Engineering -> Nuclear engineering,All S&E graduate students,Engineering,Nuclear engineering,,,3,1229,605,68,359,2,2,0,7,22,2,145,352,114,101,13,158
1133,r069,All S&E graduate students -> Engineering -> Petroleum engineering,All S&E graduate students,Engineering,Petroleum engineering,,,3,1461,58,2,25,0,0,0,0,22,0,9,496,476,366,110,431
1133,r070,All S&E graduate students -> Engineering -> Engineering nec,All S&E graduate students,Engineering,Engineering nec,,,3,6855,879,116,75,37,36,1,15,306,7,323,2155,368,280,88,3453
1133,r071,All S&E graduate students -> Female,All S&E graduate students,Female,,,,2,193877,26067,1961,1000,10081,9430,651,603,7707,1184,3531,82113,8580,6989,1591,77117
1133,r072,All S&E graduate students -> Female -> Science,All S&E graduate students,Female,Science,,,3,161197,20434,1110,565,9079,8502,577,447,5459,1091,2683,70695,6263,5122,1141,63805
1133,r073,All S&E graduate students -> Female -> Science -> Agricultural sciences,All S&E graduate students,Female,Science,Agricultural sciences,,4,6811,1147,29,22,47,42,5,15,195,500,339,3382,559,508,51,1723
1133,r074,All S&E graduate students -> Female -> Science -> Biological sciences,All S&E graduate students,Female,Science,Biological sciences,,4,36684,8585,165,53,6168,5848,320,24,1219,419,537,15794,2017,1636,381,10288
1133,r075,All S&E graduate students -> Female -> Science -> Biological sciences -> Anatomy,All S&E graduate students,Female,Science,Biological sciences,Anatomy,5,232,59,2,0,45,41,4,0,4,0,8,116,7,4,3,50
1133,r076,All S&E graduate students -> Female -> Science -> Biological sciences -> Biochemistry,All S&E graduate students,Female,Science,Biological sciences,Biochemistry,5,1978,653,13,12,528,519,9,1,72,4,23,990,114,92,22,221
1133,r077,All S&E graduate students -> Female -> Science -> Biological sciences -> Biology,All S&E graduate students,Female,Science,Biological sciences,Biology,5,6458,1033,34,11,494,469,25,2,344,25,123,3857,291,239,52,1277
1133,r078,All S&E graduate students -> Female -> Science -> Biological sciences -> Biometry and epidemiology,All S&E graduate students,Female,Science,Biological sciences,Biometry and epidemiology,5,4155,888,18,4,785,698,87,0,49,9,23,1247,160,150,10,1860
1133,r079,All S&E graduate students -> Female -> Science -> Biological sciences -> Biophysics,All S&E graduate students,Female,Science,Biological sciences,Biophysics,5,316,174,0,2,152,145,7,0,16,0,4,93,24,19,5,25
1133,r080,All S&E graduate students -> Female -> Science -> Biological sciences -> Botany and plant biology,All S&E graduate students,Female,Science,Biological sciences,Botany and plant biology,5,821,159,2,7,6,6,0,1,65,60,18,484,99,81,18,79
1133,r081,All S&E graduate students -> Female -> Science -> Biological sciences -> Cell and molecular biology,All S&E graduate students,Female,Science,Biological sciences,Cell and molecular biology,5,3318,1285,9,5,1097,1061,36,3,138,7,26,1376,245,196,49,412
1133,r082,All S&E graduate students -> Female -> Science -> Biological sciences -> Ecology,All S&E graduate students,Female,Science,Biological sciences,Ecology,5,589,118,1,1,2,1,1,2,69,23,20,382,23,13,10,66
1133,r083,All S&E graduate students -> Female -> Science -> Biological sciences -> Entomology and parasitology,All S&E graduate students,Female,Science,Biological sciences,Entomology and parasitology,5,509,117,2,0,10,10,0,1,27,63,14,268,45,42,3,79
1133,r084,All S&E graduate students -> Female -> Science -> Biological sciences -> Genetics,All S&E graduate students,Female,Science,Biological sciences,Genetics,5,1375,561,12,3,428,392,36,1,65,35,17,468,114,100,14,232
1133,r085,"All S&E graduate students -> Female -> Science -> Biological sciences -> Microbiology, immunology, and virology",All S&E graduate students,Female,Science,Biological sciences,"Microbiology, immunology, and virology",5,2411,868,12,7,706,679,27,4,70,30,39,1059,163,135,28,321
1133,r086,All S&E graduate students -> Female -> Science -> Biological sciences -> Nutrition,All S&E graduate students,Female,Science,Biological sciences,Nutrition,5,2859,295,13,0,129,97,32,0,16,109,28,1057,202,152,50,1305
1133,r087,All S&E graduate students -> Female -> Science -> Biological sciences -> Pathology,All S&E graduate students,Female,Science,Biological sciences,Pathology,5,556,177,1,0,163,161,2,0,4,7,2,192,54,44,10,133
1133,r088,All S&E graduate students -> Female -> Science -> Biological sciences -> Pharmacology and toxicology,All S&E graduate students,Female,Science,Biological sciences,Pharmacology and toxicology,5,1393,497,9,1,424,410,14,1,23,3,36,592,93,71,22,211
1133,r089,All S&E graduate students -> Female -> Science -> Biological sciences -> Physiology,All S&E graduate students,Female,Science,Biological sciences,Physiology,5,1878,331,6,0,286,271,15,1,17,0,21,726,108,96,12,713
1133,r090,All S&E graduate students -> Female -> Science -> Biological sciences -> Zoology,All S&E graduate students,Female,Science,Biological sciences,Zoology,5,354,81,2,0,6,6,0,1,40,7,25,230,15,15,0,28
1133,r091,All S&E graduate students -> Female -> Science -> Biological sciences -> Biosciences nec,All S&E graduate students,Female,Science,Biological sciences,Biosciences nec,5,7482,1289,29,0,907,882,25,6,200,37,110,2657,260,187,73,3276
1133,r092,All S&E graduate students -> Female -> Science -> Communication,All S&E graduate students,Female,Science,Communication,,4,4914,75,5,0,11,9,2,1,22,1,35,2451,102,86,16,2286
1133,r093,All S&E graduate students -> Female -> Science -> Computer sciences,All S&E graduate students,Female,Science,Computer sciences,,4,19080,1186,198,25,84,76,8,11,724,5,139,4161,429,301,128,13304
1133,r094,"All S&E graduate students -> Female -> Science -> Earth, atmospheric, and ocean sciences",All S&E graduate students,Female,Science,"Earth, atmospheric, and ocean sciences",,4,5497,1353,53,58,15,15,0,195,696,30,306,2688,325,265,60,1131
1133,r095,"All S&E graduate students -> Female -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",All S&E graduate students,Female,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,5,465,217,9,18,3,3,0,61,79,3,44,168,20,19,1,60
1133,r096,"All S&E graduate students -> Female -> Science -> Earth, atmospheric, and ocean sciences -> Geosciences",All S&E graduate students,Female,Science,"Earth, atmospheric, and ocean sciences",Geosciences,5,2887,668,11,31,2,2,0,103,414,10,97,1616,185,151,34,418
1133,r097,"All S&E graduate students -> Female -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",All S&E graduate students,Female,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,5,1287,370,31,5,3,3,0,21,178,7,125,578,86,73,13,253
1133,r098,"All S&E graduate students -> Female -> Science -> Earth, atmospheric, and ocean sciences -> Earth, atmospheric, and ocean sciences nec",All S&E graduate students,Female,Science,"Earth, atmospheric, and ocean sciences","Earth, atmospheric, and ocean sciences nec",5,858,98,2,4,7,7,0,10,25,10,40,326,34,22,12,400
1133,r099,All S&E graduate students -> Female -> Science -> Family and consumer sciences and human sciences,All S&E graduate students,Female,Science,Family and consumer sciences and human sciences,,4,1886,90,1,0,38,30,8,0,9,19,23,950,101,96,5,745
1133,r100,All S&E graduate students -> Female -> Science -> Mathematics and statistics,All S&E graduate students,Female,Science,Mathematics and statistics,,4,7833,432,40,16,64,62,2,8,232,6,66,3886,151,94,57,3364
1133,r101,All S&E graduate students -> Female -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All S&E graduate students,Female,Science,Mathematics and statistics,Mathematics and applied mathematics,5,5024,285,29,13,13,12,1,7,179,0,44,2751,87,42,45,1901
1133,r102,All S&E graduate students -> Female -> Science -> Mathematics and statistics -> Statistics,All S&E graduate students,Female,Science,Mathematics and statistics,Statistics,5,2809,147,11,3,51,50,1,1,53,6,22,1135,64,52,12,1463
1133,r103,All S&E graduate students -> Female -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,Female,Science,Multidisciplinary and interdisciplinary studies,,4,3071,341,16,6,164,154,10,12,76,14,53,1231,91,80,11,1408
1133,r104,All S&E graduate students -> Female -> Science -> Neurobiology and neuroscience,All S&E graduate students,Female,Science,Neurobiology and neuroscience,,4,2596,1058,26,1,885,850,35,0,108,1,37,1203,129,113,16,206
1133,r105,All S&E graduate students -> Female -> Science -> Physical sciences,All S&E graduate students,Female,Science,Physical sciences,,4,11861,3195,223,377,758,716,42,159,1376,7,295,6954,660,504,156,1052
1133,r106,All S&E graduate students -> Female -> Science -> Physical sciences -> Astronomy and astrophysics,All S&E graduate students,Female,Science,Physical sciences,Astronomy and astrophysics,5,463,170,0,9,0,0,0,61,85,0,15,232,32,31,1,29
1133,r107,All S&E graduate students -> Female -> Science -> Physical sciences -> Chemistry,All S&E graduate students,Female,Science,Physical sciences,Chemistry,5,8262,2069,136,173,687,649,38,31,849,3,190,5075,404,310,94,714
1133,r108,All S&E graduate students -> Female -> Science -> Physical sciences -> Physics,All S&E graduate students,Female,Science,Physical sciences,Physics,5,2936,919,81,195,50,46,4,62,438,4,89,1548,212,152,60,257
1133,r109,All S&E graduate students -> Female -> Science -> Physical sciences -> Physical sciences nec,All S&E graduate students,Female,Science,Physical sciences,Physical sciences nec,5,200,37,6,0,21,21,0,5,4,0,1,99,12,11,1,52
1133,r110,All S&E graduate students -> Female -> Science -> Psychology,All S&E graduate students,Female,Science,Psychology,,4,25575,1715,280,4,669,569,100,4,389,3,366,10005,713,673,40,13142
1133,r111,All S&E graduate students -> Female -> Science -> Psychology -> Clinical psychology,All S&E graduate students,Female,Science,Psychology,Clinical psychology,5,5198,308,79,0,144,126,18,0,25,0,60,1841,143,134,9,2906
1133,r112,"All S&E graduate students -> Female -> Science -> Psychology -> Psychology, general",All S&E graduate students,Female,Science,Psychology,"Psychology, general",5,6828,672,31,4,328,284,44,1,207,0,101,3698,313,304,9,2145
1133,r113,All S&E graduate students -> Female -> Science -> Psychology -> Psychology nec,All S&E graduate students,Female,Science,Psychology,Psychology nec,5,13549,735,170,0,197,159,38,3,157,3,205,4466,257,235,22,8091
1133,r114,All S&E graduate students -> Female -> Science -> Social sciences,All S&E graduate students,Female,Science,Social sciences,,4,35389,1257,74,3,176,131,45,18,413,86,487,17990,986,766,220,15156
1133,r115,All S&E graduate students -> Female -> Science -> Social sciences -> Agricultural economics,All S&E graduate students,Female,Science,Social sciences,Agricultural economics,5,650,91,1,1,0,0,0,0,6,57,26,386,46,32,14,127
1133,r116,All S&E graduate students -> Female -> Science -> Social sciences -> Anthropology,All S&E graduate students,Female,Science,Social sciences,Anthropology,5,3788,196,7,2,10,10,0,0,97,1,79,2417,101,87,14,1074
1133,r117,All S&E graduate students -> Female -> Science -> Social sciences -> Economics (except agricultural),All S&E graduate students,Female,Science,Social sciences,Economics (except agricultural),5,4538,122,9,0,11,8,3,1,38,15,48,2504,113,67,46,1799
1133,r118,All S&E graduate students -> Female -> Science -> Social sciences -> Geography,All S&E graduate students,Female,Science,Social sciences,Geography,5,1417,137,6,0,4,4,0,15,65,4,43,865,57,47,10,358
1133,r119,All S&E graduate students -> Female -> Science -> Social sciences -> History and philosophy of science,All S&E graduate students,Female,Science,Social sciences,History and philosophy of science,5,169,1,0,0,0,0,0,0,0,0,1,156,5,5,0,7
1133,r120,All S&E graduate students -> Female -> Science -> Social sciences -> Linguistics,All S&E graduate students,Female,Science,Social sciences,Linguistics,5,1358,53,1,0,3,3,0,0,29,0,20,829,19,10,9,457
1133,r121,All S&E graduate students -> Female -> Science -> Social sciences -> Political science and government,All S&E graduate students,Female,Science,Social sciences,Political science and government,5,13691,300,36,0,71,35,36,1,64,0,128,5482,351,274,77,7558
1133,r122,All S&E graduate students -> Female -> Science -> Social sciences -> Sociology,All S&E graduate students,Female,Science,Social sciences,Sociology,5,3900,202,8,0,57,54,3,0,99,2,36,2606,110,97,13,982
1133,r123,All S&E graduate students -> Female -> Science -> Social sciences -> Sociology and anthropology,All S&E graduate students,Female,Science,Social sciences,Sociology and anthropology,5,109,13,0,0,2,1,1,0,3,6,2,67,9,3,6,20
1133,r124,All S&E graduate students -> Female -> Science -> Social sciences -> Social sciences nec,All S&E graduate students,Female,Science,Social sciences,Social sciences nec,5,5769,142,6,0,18,16,2,1,12,1,104,2678,175,144,31,2774
1133,r125,All S&E graduate students -> Female -> Engineering,All S&E graduate students,Female,Engineering,,,3,32680,5633,851,435,1002,928,74,156,2248,93,848,11418,2317,1867,450,13312
1133,r126,All S&E graduate students -> Female -> Engineering -> Aerospace engineering,All S&E graduate students,Female,Engineering,Aerospace engineering,,4,589,152,57,11,1,1,0,48,26,0,9,215,50,42,8,172
1133,r127,All S&E graduate students -> Female -> Engineering -> Agricultural engineering,All S&E graduate students,Female,Engineering,Agricultural engineering,,4,539,111,1,11,7,7,0,2,23,45,22,221,63,47,16,144
1133,r128,All S&E graduate students -> Female -> Engineering -> Architecture,All S&E graduate students,Female,Engineering,Architecture,,4,727,19,0,0,1,1,0,0,5,0,13,334,25,14,11,349
1133,r129,All S&E graduate students -> Female -> Engineering -> Biomedical engineering,All S&E graduate students,Female,Engineering,Biomedical engineering,,4,3774,1013,61,4,619,594,25,4,270,0,55,1462,276,251,25,1023
1133,r130,All S&E graduate students -> Female -> Engineering -> Chemical engineering,All S&E graduate students,Female,Engineering,Chemical engineering,,4,2898,636,53,72,116,103,13,7,313,13,62,1157,329,273,56,776
1133,r131,All S&E graduate students -> Female -> Engineering -> Civil engineering,All S&E graduate students,Female,Engineering,Civil engineering,,4,4792,693,46,34,13,10,3,25,296,14,265,2019,299,240,59,1781
1133,r132,All S&E graduate students -> Female -> Engineering -> Electrical engineering,All S&E graduate students,Female,Engineering,Electrical engineering,,4,8558,1111,268,51,96,89,7,22,559,4,111,2134,422,345,77,4891
1133,r133,"All S&E graduate students -> Female -> Engineering -> Engineering science, mechanics, and physics",All S&E graduate students,Female,Engineering,"Engineering science, mechanics, and physics",,4,308,72,17,6,7,7,0,4,26,1,11,146,14,7,7,76
