table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1844,r140,World -> Africa -> Liberia,World,Africa,Liberia,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r141,World -> Africa -> Libya,World,Africa,Libya,,3,ne,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1844,r142,World -> Africa -> Madagascar,World,Africa,Madagascar,,3,ne,na,na,na,na,na,ne,na,na,na,na,ne,na,na,na,na,na,ne,ne
1844,r143,World -> Africa -> Malawi,World,Africa,Malawi,,3,na,na,na,na,na,na,na,ne,na,na,na,na,ne,ne,ne,na,na,na,na
1844,r144,World -> Africa -> Mali,World,Africa,Mali,,3,na,na,na,na,na,na,na,na,na,na,na,na,ne,na,ne,na,na,na,ne
1844,r145,World -> Africa -> Mauritania,World,Africa,Mauritania,,3,na,na,na,ne,ne,na,na,na,na,na,na,na,na,na,ne,na,ne,na,na
1844,r146,World -> Africa -> Mauritius,World,Africa,Mauritius,,3,ne,na,na,na,ne,ne,ne,ne,ne,na,ne,ne,ne,ne,na,ne,ne,ne,ne
1844,r147,World -> Africa -> Morocco,World,Africa,Morocco,,3,2.01,1.74,ne,1.38,1.47,1.15,ne,ne,0.81,0.88,0.74,0.61,1.1,1.23,1.08,0.53,0.73,0.99,1.32
1844,r148,World -> Africa -> Mozambique,World,Africa,Mozambique,,3,na,ne,na,ne,na,na,na,ne,na,na,na,ne,na,na,na,na,na,ne,ne
1844,r149,World -> Africa -> Namibia,World,Africa,Namibia,,3,na,na,na,na,na,na,na,na,na,na,na,na,ne,na,ne,ne,ne,ne,ne
1844,r150,World -> Africa -> Niger,World,Africa,Niger,,3,ne,na,na,ne,na,ne,na,na,na,na,ne,na,na,na,na,na,ne,ne,ne
1844,r151,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.5,0.55,0.34,0.52,0.54,0.58,0.61,0.63,0.61,1.22
1844,r152,World -> Africa -> Rwanda,World,Africa,Rwanda,,3,na,na,na,na,na,na,ne,na,na,ne,na,na,na,ne,ne,na,na,ne,ne
1844,r153,World -> Africa -> S&#227;o Tom&#233; and Pr&#237;ncipe,World,Africa,S&#227;o Tom&#233; and Pr&#237;ncipe,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r154,World -> Africa -> Senegal,World,Africa,Senegal,,3,ne,ne,na,ne,na,na,ne,ne,ne,ne,ne,na,ne,na,ne,ne,ne,ne,ne
1844,r155,World -> Africa -> Seychelles,World,Africa,Seychelles,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r156,World -> Africa -> Sierra Leone,World,Africa,Sierra Leone,,3,ne,na,na,na,ne,na,na,na,na,na,ne,na,na,na,na,ne,na,na,na
1844,r157,World -> Africa -> Somalia,World,Africa,Somalia,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r158,World -> Africa -> South Africa,World,Africa,South Africa,,3,0.3,0.39,0.39,0.28,0.23,0.24,0.34,0.21,0.31,0.4,0.41,0.5,0.56,0.4,0.51,0.58,0.39,0.47,0.68
1844,r159,World -> Africa -> South Sudan,World,Africa,South Sudan,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,na
1844,r160,World -> Africa -> Sudan,World,Africa,Sudan,,3,na,na,ne,ne,na,na,ne,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1844,r161,World -> Africa -> Tanzania,World,Africa,Tanzania,,3,ne,ne,na,na,na,na,ne,ne,ne,na,na,ne,ne,ne,ne,ne,ne,ne,ne
1844,r162,World -> Africa -> Togo,World,Africa,Togo,,3,na,ne,na,ne,na,na,na,ne,ne,na,na,ne,ne,ne,ne,ne,ne,ne,ne
1844,r163,World -> Africa -> Tunisia,World,Africa,Tunisia,,3,ne,ne,ne,1.22,0.96,0.95,0.95,0.81,0.93,1.09,1.16,0.78,1.04,0.85,0.99,1.0,1.14,0.91,0.63
1844,r164,World -> Africa -> Uganda,World,Africa,Uganda,,3,na,ne,na,ne,ne,ne,ne,ne,ne,na,ne,na,na,na,ne,ne,ne,ne,ne
1844,r165,World -> Africa -> Western Sahara,World,Africa,Western Sahara,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r166,World -> Africa -> Zambia,World,Africa,Zambia,,3,na,na,na,ne,na,na,na,na,ne,ne,na,na,ne,na,ne,na,ne,ne,ne
1844,r167,World -> Africa -> Zimbabwe,World,Africa,Zimbabwe,,3,ne,ne,na,na,ne,ne,ne,ne,ne,ne,ne,na,ne,na,na,ne,ne,ne,ne
1844,r168,World -> Asia,World,Asia,,,2,1.96,1.85,1.91,1.86,1.89,1.93,2.01,2.0,1.83,1.79,1.74,1.79,1.7,1.71,1.66,1.67,1.62,1.63,1.61
1844,r169,World -> Asia -> Afghanistan,World,Asia,Afghanistan,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,na,na,ne,ne
1844,r170,World -> Asia -> Bangladesh,World,Asia,Bangladesh,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.88,ne,0.67,0.7,ne,0.47,0.78,0.59,1.09
1844,r171,World -> Asia -> Bhutan,World,Asia,Bhutan,,3,na,na,na,na,na,na,ne,na,na,na,na,na,ne,na,na,na,na,na,ne
1844,r172,World -> Asia -> Brunei,World,Asia,Brunei,,3,na,na,ne,na,ne,ne,ne,ne,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne
1844,r173,World -> Asia -> Burma,World,Asia,Burma,,3,na,na,na,na,na,na,na,ne,na,ne,ne,ne,na,ne,ne,ne,ne,ne,ne
1844,r174,World -> Asia -> Cambodia,World,Asia,Cambodia,,3,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,na,na,ne,ne,ne
1844,r175,World -> Asia -> China,World,Asia,China,,3,2.63,2.56,2.49,2.36,2.47,2.63,2.63,2.54,2.29,2.24,2.13,2.23,2.15,2.15,2.09,2.05,1.94,1.8,1.55
1844,r176,World -> Asia -> India,World,Asia,India,,3,1.94,1.64,1.75,1.72,1.54,1.42,1.34,1.41,1.42,1.35,1.32,1.22,1.2,1.22,1.12,1.31,1.2,1.68,2.22
1844,r177,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.9,ne,0.85,0.55,1.13,2.23,3.2,4.33
1844,r178,World -> Asia -> Japan,World,Asia,Japan,,3,1.7,1.54,1.64,1.64,1.54,1.39,1.51,1.59,1.49,1.44,1.45,1.45,1.35,1.32,1.24,1.12,1.04,0.94,0.76
1844,r179,World -> Asia -> Kazakhstan,World,Asia,Kazakhstan,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,2.27,1.74,1.65,1.86,1.65,2.03
1844,r180,World -> Asia -> Kyrgyzstan,World,Asia,Kyrgyzstan,,3,na,na,na,na,na,na,na,ne,ne,ne,na,ne,ne,ne,ne,ne,ne,ne,ne
1844,r181,World -> Asia -> Laos,World,Asia,Laos,,3,na,na,na,na,na,na,na,na,na,ne,ne,na,na,ne,na,ne,ne,ne,ne
1844,r182,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,ne,1.1,1.08,0.7,1.05,0.99,1.33,1.14,0.83,1.46,1.4,2.31,1.96,1.96,2.38,2.1,3.48,3.39,4.08
1844,r183,World -> Asia -> Maldives,World,Asia,Maldives,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r184,World -> Asia -> Mongolia,World,Asia,Mongolia,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,14.2,ne,ne,ne,ne,ne
1844,r185,World -> Asia -> Nepal,World,Asia,Nepal,,3,ne,na,ne,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1844,r186,World -> Asia -> North Korea,World,Asia,North Korea,,3,ne,ne,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1844,r187,World -> Asia -> Pakistan,World,Asia,Pakistan,,3,ne,ne,ne,ne,ne,ne,ne,0.43,0.45,0.43,0.64,0.44,0.78,0.61,0.74,1.12,0.66,0.54,0.65
1844,r188,World -> Asia -> Papua New Guinea,World,Asia,Papua New Guinea,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,ne,ne
1844,r189,World -> Asia -> Philippines,World,Asia,Philippines,,3,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,1.26,1.06,1.15,1.36
1844,r190,World -> Asia -> Singapore,World,Asia,Singapore,,3,1.94,1.78,1.89,1.79,1.18,0.99,1.14,1.04,1.02,0.92,1.07,0.81,0.74,0.7,0.68,0.73,0.76,0.72,0.61
1844,r191,World -> Asia -> South Korea,World,Asia,South Korea,,3,2.53,2.0,2.28,1.83,2.26,2.2,2.24,2.22,1.65,1.5,1.38,1.58,1.47,1.42,1.37,1.24,1.19,1.11,0.95
1844,r192,World -> Asia -> Sri Lanka,World,Asia,Sri Lanka,,3,ne,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1844,r193,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,1.25,1.18,1.25,1.47,1.11,0.9,1.18,1.06,1.21,1.03,1.21,0.95,0.89,0.91,0.88,1.03,0.83,0.9,0.69
1844,r194,World -> Asia -> Tajikistan,World,Asia,Tajikistan,,3,ne,ne,ne,na,ne,na,na,na,na,ne,na,ne,ne,ne,ne,ne,ne,ne,ne
1844,r195,World -> Asia -> Thailand,World,Asia,Thailand,,3,ne,ne,ne,0.66,0.51,0.58,0.62,0.83,0.94,1.16,1.02,1.21,0.9,1.21,1.04,1.48,1.84,2.13,1.85
1844,r196,World -> Asia -> Timor-Leste,World,Asia,Timor-Leste,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,na
1844,r197,World -> Asia -> Turkmenistan,World,Asia,Turkmenistan,,3,na,na,na,ne,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,na
1844,r198,World -> Asia -> Uzbekistan,World,Asia,Uzbekistan,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1844,r199,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,1.12,ne,0.67,0.92,0.8,1.17,0.97,0.79,1.27
1844,r200,World -> Australia and Oceania,World,Australia and Oceania,,,2,0.49,0.49,0.53,0.5,0.52,0.59,0.51,0.57,0.51,0.53,0.63,0.5,0.64,0.55,0.56,0.5,0.46,0.49,0.35
1844,r201,World -> Australia and Oceania -> Australia,World,Australia and Oceania,Australia,,3,0.51,0.52,0.57,0.53,0.56,0.65,0.54,0.58,0.53,0.55,0.68,0.52,0.65,0.58,0.6,0.52,0.46,0.52,0.36
1844,r202,World -> Australia and Oceania -> Cook Islands,World,Australia and Oceania,Cook Islands,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r203,World -> Australia and Oceania -> Fiji,World,Australia and Oceania,Fiji,,3,na,na,na,na,na,ne,ne,ne,na,ne,ne,ne,ne,na,ne,ne,na,ne,ne
1844,r204,World -> Australia and Oceania -> Kiribati,World,Australia and Oceania,Kiribati,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,na
1844,r205,World -> Australia and Oceania -> Marshall Islands,World,Australia and Oceania,Marshall Islands,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r206,"World -> Australia and Oceania -> Micronesia, Federated States of",World,Australia and Oceania,"Micronesia, Federated States of",,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r207,World -> Australia and Oceania -> Nauru,World,Australia and Oceania,Nauru,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r208,World -> Australia and Oceania -> New Zealand,World,Australia and Oceania,New Zealand,,3,0.4,0.33,0.33,0.34,0.33,0.3,0.34,0.47,0.38,0.46,0.32,0.34,0.57,0.36,0.28,0.4,0.42,0.28,0.29
1844,r209,World -> Australia and Oceania -> Niue,World,Australia and Oceania,Niue,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r210,World -> Australia and Oceania -> Palau,World,Australia and Oceania,Palau,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r211,World -> Australia and Oceania -> Samoa,World,Australia and Oceania,Samoa,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r212,World -> Australia and Oceania -> Solomon Islands,World,Australia and Oceania,Solomon Islands,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r213,World -> Australia and Oceania -> Tonga,World,Australia and Oceania,Tonga,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r214,World -> Australia and Oceania -> Tuvalu,World,Australia and Oceania,Tuvalu,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne
1844,r215,World -> Australia and Oceania -> Vanuatu,World,Australia and Oceania,Vanuatu,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1844,r216,World -> Unassigned,World,Unassigned,,,2,0.93,1.43,2.25,1.56,2.04,1.21,0.44,0.44,0.44,0.34,0.17,0.21,0.12,0.26,0.48,0.49,0.35,0.31,0.32
