table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_5_9a,field_company_size_domestic_employees_10_19,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
747,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['D', '&nbsp;']","['*', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']"
747,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['152', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['10', 'i']","['8', 'i']","['24', 'i']","['14', 'i']","['55', '&nbsp;']","['28', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
747,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['20', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['3', 'i']","['9', '&nbsp;']","['D', '&nbsp;']","['1', 'i']","['5', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']"
747,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['49', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['8', 'i']","['5', 'i']","['3', 'i']","['1', 'i']","['2', '&nbsp;']","['24', '&nbsp;']","['1', '&nbsp;']","['6', '&nbsp;']","['0', '&nbsp;']"
747,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['223', 'i']","['3', 'i']","['30', 'i']","['66', 'i']","['27', 'i']","['71', 'i']","['16', 'i']","['10', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['881', 'i']","['4', 'i']","['18', 'i']","['126', 'i']","['51', '&nbsp;']","['65', '&nbsp;']","['87', '&nbsp;']","['56', '&nbsp;']","['318', 'i']","['151', '&nbsp;']","['2', 'i']","['3', '&nbsp;']"
747,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['15', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['2', 'i']","['*', 'i']","['*', 'i']","['7', 'i']","['0', '&nbsp;']","['6', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['297', 'i']","['*', 'i']","['2', 'i']","['0', '&nbsp;']","['1', '&nbsp;']","['33', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['260', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['154', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4', '&nbsp;']","['8', '&nbsp;']","['1', '&nbsp;']","['72', '&nbsp;']","['7', '&nbsp;']","['2', '&nbsp;']","['57', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']"
747,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['416', '&nbsp;']","['4', 'i']","['15', 'i']","['119', 'i']","['42', '&nbsp;']","['30', 'i']","['9', '&nbsp;']","['49', '&nbsp;']","['50', '&nbsp;']","['95', '&nbsp;']","['2', 'i']","['0', '&nbsp;']"
747,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['8,345', '&nbsp;']","['51', 'i']","['52', 'i']","['105', 'i']","['135', '&nbsp;']","['371', '&nbsp;']","['331', '&nbsp;']","['262', '&nbsp;']","['1,218', '&nbsp;']","['587', 'i']","['2,984', '&nbsp;']","['2,249', '&nbsp;']"
747,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,426', 'i']","['5', 'i']","['1', 'i']","['D', '&nbsp;']","['12', 'i']","['117', '&nbsp;']","['D', '&nbsp;']","['13', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
747,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['1,855', '&nbsp;']","['7', 'i']","['6', 'i']","['D', '&nbsp;']","['83', '&nbsp;']","['166', '&nbsp;']","['190', '&nbsp;']","['158', '&nbsp;']","['523', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
747,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,910', '&nbsp;']","['38', 'i']","['42', 'i']","['D', '&nbsp;']","['40', '&nbsp;']","['78', '&nbsp;']","['118', '&nbsp;']","['81', '&nbsp;']","['301', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
747,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['233', '&nbsp;']","['27', 'i']","['17', 'i']","['1', '&nbsp;']","['2', '&nbsp;']","['39', '&nbsp;']","['97', '&nbsp;']","['28', '&nbsp;']","['14', '&nbsp;']","['0', '&nbsp;']","['7', '&nbsp;']","['0', '&nbsp;']"
747,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['4,480', '&nbsp;']","['2', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']","['D', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['249', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
747,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['197', '&nbsp;']","['9', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['36', '&nbsp;']","['D', '&nbsp;']","['17', 'i']","['53', '&nbsp;']","['38', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['154', '&nbsp;']","['1', 'i']","['2', 'i']","['8', '&nbsp;']","['*', 'i']","['9', 'i']","['D', '&nbsp;']","['11', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
747,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['483', 'i']","['1', 'i']","['6', 'i']","['21', 'i']","['3', 'i']","['17', 'i']","['5', '&nbsp;']","['3', '&nbsp;']","['83', '&nbsp;']","['0', '&nbsp;']","['344', 'i']","['0', '&nbsp;']"
747,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['20,050', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['36', 'i']","['63', '&nbsp;']","['18', 'i']","['192', '&nbsp;']","['120', '&nbsp;']","['2,009', '&nbsp;']","['440', '&nbsp;']","['2,631', '&nbsp;']","['14,511', 'i']"
747,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['2,441', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['173', '&nbsp;']","['78', '&nbsp;']","['1,199', '&nbsp;']","['D', '&nbsp;']","['234', '&nbsp;']","['D', '&nbsp;']"
747,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['16,326', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']","['D', '&nbsp;']","['32', '&nbsp;']","['798', 'i']","['D', '&nbsp;']","['2,396', '&nbsp;']","['12,761', 'i']"
747,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['15,063', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']","['D', '&nbsp;']","['26', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['12,761', 'i']"
747,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['1,263', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['6', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
747,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['12', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,271', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['9', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']"
747,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['9', 'i']","['*', 'i']","['D', '&nbsp;']","['3', 'i']","['D', '&nbsp;']","['3', 'i']","['D', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['326', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['36', '&nbsp;']","['D', '&nbsp;']","['56', '&nbsp;']","['D', '&nbsp;']","['*', 'i']","['9', '&nbsp;']","['D', '&nbsp;']"
747,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['171', '&nbsp;']","['D', '&nbsp;']","['26', 'i']","['12', 'i']","['6', '&nbsp;']","['17', 'i']","['3', 'i']","['50', '&nbsp;']","['41', '&nbsp;']","['0', '&nbsp;']","['9', '&nbsp;']","['D', '&nbsp;']"
747,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['155', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['20', '&nbsp;']","['D', '&nbsp;']","['5', '&nbsp;']","['D', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['18,804', '&nbsp;']","['811', 'i']","['843', '&nbsp;']","['1,625', '&nbsp;']","['2,043', '&nbsp;']","['1,638', '&nbsp;']","['871', '&nbsp;']","['1,152', 'i']","['2,419', 'i']","['1,086', '&nbsp;']","['2,938', '&nbsp;']","['3,378', '&nbsp;']"
747,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['619', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['2', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['416', '&nbsp;']","['D', '&nbsp;']"
747,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['34', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['D', '&nbsp;']","['26', '&nbsp;']"
747,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['84', 'i']","['17', 'i']","['11', 'i']","['21', 'i']","['8', 'i']","['10', 'i']","['15', 'i']","['*', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['16', 'i']","['1', 'i']","['1', 'i']","['14', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['935', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['67', 'i']","['74', 'i']","['40', '&nbsp;']","['35', 'i']","['85', 'i']","['53', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['209', '&nbsp;']"
747,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['747', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['16', '&nbsp;']","['15', '&nbsp;']","['18', '&nbsp;']","['15', 'i']","['82', 'i']","['51', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
747,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['747', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['16', '&nbsp;']","['15', '&nbsp;']","['17', '&nbsp;']","['15', 'i']","['82', 'i']","['51', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
747,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['70', 'i']","['*', 'i']","['*', 'i']","['16', '&nbsp;']","['44', 'i']","['0', '&nbsp;']","['9', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['102', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['35', 'i']","['1', '&nbsp;']","['22', '&nbsp;']","['11', '&nbsp;']","['3', 'i']","['2', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
747,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['16', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['14', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['38', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['3', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['3', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['32', '&nbsp;']"
747,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
747,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['16,710', '&nbsp;']","['789', 'i']","['813', '&nbsp;']","['1,510', '&nbsp;']","['1,921', '&nbsp;']","['1,364', '&nbsp;']","['789', '&nbsp;']","['1,066', 'i']","['2,125', 'i']","['1,085', '&nbsp;']","['2,155', '&nbsp;']","['3,093', '&nbsp;']"
