table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10832,r027,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, advanced technology -> Other defense agencies",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, advanced technology",Other defense agencies,5,3163170,1409209,499230,1015969,142815,32399,1879,61668
10832,r028,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",,4,52047587,19475174,1564918,29757382,840720,359355,6331,43707
10832,r029,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Defense Advanced Research Projects Agency",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Defense Advanced Research Projects Agency,5,236129,72909,0,162721,12,487,0,0
10832,r030,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Defense Health Agency",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Defense Health Agency,5,267077,28495,865,192684,13645,31388,0,0
10832,r031,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Department of the Air Force",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Department of the Air Force,5,10020790,4282741,515073,5009306,148717,64953,0,0
10832,r032,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Department of the Army",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Department of the Army,5,8434692,3254526,94789,4787764,85322,189670,2,22618
10832,r033,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Department of the Navy",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Department of the Navy,5,14845063,6574470,183002,7666330,358680,44222,195,18164
10832,r034,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Space Force",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Space Force,5,4775577,308800,263868,4151493,30799,14508,6107,0
10832,r035,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Other defense agencies",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Other defense agencies,5,13468260,4953233,507321,7787084,203544,14126,28,2924
10832,r036,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,102437,0,0,13650,43452,33447,11887,0
10832,r037,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2588711,163229,1119044,1037613,208107,57587,2430,702
10832,r038,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,201482,937,24650,94950,73287,7659,0,0
10832,r039,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,52512,1203,37788,6086,3602,3671,163,0
10832,r040,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,931357,8966,576668,176683,120741,46035,2264,0
10832,r041,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,23973,0,19493,4312,0,168,0,0
10832,r042,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1217262,147257,388570,680074,1360,0,0,0
10832,r043,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,500653,88636,300763,111244,10,0,0,0
10832,r044,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,616255,55579,0,559326,1350,0,0,0
10832,r045,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,100354,3043,87807,9504,0,0,0,0
10832,r046,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,146754,4867,65271,75508,348,55,3,702
10832,r047,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,15372,0,6604,0,8768,0,0,0
10832,r048,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,25825478,25809556,0,6287,2215,7103,0,317
10832,r049,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,36055,36055,0,0,0,0,0,0
10832,r050,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,25768810,25768610,0,100,100,0,0,0
10832,r051,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,15002,4890,0,6187,1222,2386,0,317
10832,r052,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,5610,0,0,0,893,4717,0,0
10832,r053,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,242709,108607,22759,86713,6441,16938,80,1171
10832,r054,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,5233,0,0,5233,0,0,0,0
10832,r055,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,30831,2000,13600,15231,0,0,0,0
10832,r056,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,2176,0,0,0,0,2176,0,0
10832,r057,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,203776,106087,9159,66077,6441,14762,80,1171
10832,r058,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,692,521,0,171,0,0,0,0
10832,r059,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,0.05,0,0.05,0.05,0,0,0,0
10832,r060,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,154714,134141,49,6081,12309,946,1188,0
10832,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,1466,762,49,0,401,244,10,0
10832,r062,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,19440,14838,0,4387,170,45,0,0
10832,r063,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,10018,6438,0,381,3199,0,0,0
10832,r064,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,2720,194,0,1100,1101,325,0,0
10832,r065,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,119938,111223,0,213,6991,332,1178,0
10832,r066,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,1132,685,0,0,447,0,0,0
10832,r067,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,8240,603,0,2920,913,3661,142,0
10832,r068,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,3,3,0,0,0,0,0,0
10832,r069,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,8236,600,0,2920,913,3661,142,0
10832,r070,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,20000,20000,0,0,0,0,0,0
10832,r071,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,264985,28804,72672,121504,3856,974,37002,173
10832,r072,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,216544,19686,72672,119875,3033,433,671,173
10832,r073,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,40640,4309,0,0,0,0,36331,0
10832,r074,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,2618,2618,0,0,0,0,0,0
10832,r075,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,3991,999,0,1629,822,541,0,0
10832,r076,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,1192,1192,0,0,0,0,0,0
10832,r077,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,10399,0,0,3994,0,0,0,6405
10832,r078,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,10399,0,0,3994,0,0,0,6405
10832,r079,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,90535,16222,74313,0,0,0,0,0
10832,r080,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10832,r081,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,67761,4189,0,11051,20782,23444,0,8294
10832,r082,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,119086,61856,0,57230,0,0,0,0
10832,r083,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2543,2543,0,0,0,0,0,0
10832,r084,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4318325,473181,801557,2485546,543480,7106,606,6849
10832,r085,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,16502,0,0,12707,0,3795,0,0
