table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
6395,r019,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,275.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,175.0
6395,r020,All agencies surveyed -> Departments -> Department of Energy -> Nuclear Energy,All agencies surveyed,Departments,Department of Energy,Nuclear Energy,,4,43516.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43516.8
6395,r021,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,1110154.7,0.0,0.0,0.0,0.0,0.0,0.0,10088.0,1100066.7
6395,r022,All agencies surveyed -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies surveyed,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0
6395,r023,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,1109721.7,0.0,0.0,0.0,0.0,0.0,0.0,10088.0,1099633.7
6395,r024,All agencies surveyed -> Departments -> Department of Homeland Security,All agencies surveyed,Departments,Department of Homeland Security,,,3,11415.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11415.5
6395,r025,All agencies surveyed -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies surveyed,Departments,Department of Homeland Security,Science and Technology Directorate,,4,11415.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11415.5
6395,r026,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,,,,,
6395,r027,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,,3,79973.9,27971.5,6561.6,0.0,0.0,0.0,0.0,0.0,45440.7
6395,r028,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,928512.4,0.0,0.0,76931.4,4775.1,121082.8,68152.9,167838.4,489732.0
