table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_expenditures_for_intramural_performers,field_source_of_funds_federal_government,field_source_of_funds_own_state_government,field_source_of_funds_other_nonfederal_governments,field_source_of_funds_nonprofit_organizations,field_source_of_funds_businesses_and_individuals,field_source_of_funds_higher_education_institutions
12537,r048,"United States<sup>a</sup> -> District of Columbia -> Health, Department of",United States<sup>a</sup>,District of Columbia,"Health, Department of",3,5929590,5833090,96500,0,0,0,0
12537,r049,"United States<sup>a</sup> -> District of Columbia -> Transportation, Department of",United States<sup>a</sup>,District of Columbia,"Transportation, Department of",3,111426,89141,22285,0,0,0,0
12537,r050,United States<sup>a</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>a</sup>,District of Columbia,Water and Sewer Authority,3,1000000,0,1000000,0,0,0,0
12537,r051,United States<sup>a</sup> -> Florida,United States<sup>a</sup>,Florida,,2,53921437,15408355,34178921,18770,55777,3638602,621012
12537,r052,"United States<sup>a</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>a</sup>,Florida,"Agriculture and Consumer Services, Department of",3,1089702,1029912,59790,0,0,0,0
12537,r053,"United States<sup>a</sup> -> Florida -> Citrus, Department of",United States<sup>a</sup>,Florida,"Citrus, Department of",3,93920,0,93920,0,0,0,0
12537,r054,United States<sup>a</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>a</sup>,Florida,Fish and Wildlife Conservation Commission,3,51516677,14378443,32804073,18770,55777,3638602,621012
12537,r055,"United States<sup>a</sup> -> Florida -> Transportation, Department of",United States<sup>a</sup>,Florida,"Transportation, Department of",3,1221138,0,1221138,0,0,0,0
12537,r056,United States<sup>a</sup> -> Georgia,United States<sup>a</sup>,Georgia,,2,2930709,2670800,0,0,0,259909,0
12537,r057,United States<sup>a</sup> -> Georgia -> Southern States Energy Board,United States<sup>a</sup>,Georgia,Southern States Energy Board,3,2930709,2670800,0,0,0,259909,0
12537,r058,United States<sup>a</sup> -> Hawaii,United States<sup>a</sup>,Hawaii,,2,628842,628842,0,0,0,0,0
12537,r059,"United States<sup>a</sup> -> Hawaii -> Agriculture, Department of",United States<sup>a</sup>,Hawaii,"Agriculture, Department of",3,198717,198717,0,0,0,0,0
12537,r060,"United States<sup>a</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>a</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,430125,430125,0,0,0,0,0
12537,r061,United States<sup>a</sup> -> Idaho,United States<sup>a</sup>,Idaho,,2,7349090,6285004,947747,15820,12311,88208,0
12537,r062,"United States<sup>a</sup> -> Idaho -> Fish and Game, Department of",United States<sup>a</sup>,Idaho,"Fish and Game, Department of",3,7136173,6114670,905164,15820,12311,88208,0
12537,r063,United States<sup>a</sup> -> Idaho -> Transportation Department,United States<sup>a</sup>,Idaho,Transportation Department,3,212917,170334,42583,0,0,0,0
12537,r064,United States<sup>a</sup> -> Illinois,United States<sup>a</sup>,Illinois,,2,554067,0,554067,0,0,0,0
12537,r065,"United States<sup>a</sup> -> Illinois -> Transportation, Department of",United States<sup>a</sup>,Illinois,"Transportation, Department of",3,554067,0,554067,0,0,0,0
12537,r066,United States<sup>a</sup> -> Indiana,United States<sup>a</sup>,Indiana,,2,1902083,640523,1261560,0,0,0,0
12537,r067,"United States<sup>a</sup> -> Indiana -> Natural Resources, Department of",United States<sup>a</sup>,Indiana,"Natural Resources, Department of",3,1828814,581908,1246906,0,0,0,0
12537,r068,"United States<sup>a</sup> -> Indiana -> Transportation, Department of",United States<sup>a</sup>,Indiana,"Transportation, Department of",3,73269,58615,14654,0,0,0,0
12537,r069,United States<sup>a</sup> -> Iowa,United States<sup>a</sup>,Iowa,,2,1366776,790341,411891,0,164544,0,0
12537,r070,"United States<sup>a</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>a</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,632002,240471,226987,0,164544,0,0
12537,r071,"United States<sup>a</sup> -> Iowa -> Natural Resources, Department of",United States<sup>a</sup>,Iowa,"Natural Resources, Department of",3,734774,549870,184904,0,0,0,0
12537,r072,United States<sup>a</sup> -> Kansas,United States<sup>a</sup>,Kansas,,2,2166223,1362879,746217,0,0,0,57127
12537,r073,United States<sup>a</sup> -> Kansas -> State Board of Regents,United States<sup>a</sup>,Kansas,State Board of Regents,3,7049,0,7049,0,0,0,0
12537,r074,"United States<sup>a</sup> -> Kansas -> Transportation, Department of",United States<sup>a</sup>,Kansas,"Transportation, Department of",3,1290541,917710,372831,0,0,0,0
12537,r075,United States<sup>a</sup> -> Kansas -> Water Office,United States<sup>a</sup>,Kansas,Water Office,3,868633,445169,366337,0,0,0,57127
12537,r076,United States<sup>a</sup> -> Kentucky,United States<sup>a</sup>,Kentucky,,2,4842218,3311421,1530797,0,0,0,0
12537,r077,"United States<sup>a</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>a</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,4794264,3263467,1530797,0,0,0,0
12537,r078,"United States<sup>a</sup> -> Kentucky -> Nature Preserves, Office of Kentucky",United States<sup>a</sup>,Kentucky,"Nature Preserves, Office of Kentucky",3,47954,47954,0,0,0,0,0
12537,r079,United States<sup>a</sup> -> Louisiana,United States<sup>a</sup>,Louisiana,,2,10567296,7776412,2790884,0,0,0,0
12537,r080,United States<sup>a</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>a</sup>,Louisiana,Coastal Protection and Restoration Authority,3,524674,28258,496416,0,0,0,0
12537,r081,"United States<sup>a</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>a</sup>,Louisiana,"Transportation and Development, Department of ",3,4250000,3400000,850000,0,0,0,0
12537,r082,"United States<sup>a</sup> -> Louisiana -> Wildlife and Fisheries, Department of",United States<sup>a</sup>,Louisiana,"Wildlife and Fisheries, Department of",3,5792622,4348154,1444468,0,0,0,0
12537,r083,United States<sup>a</sup> -> Maine,United States<sup>a</sup>,Maine,,2,12319129,9237122,2315084,1181,755391,0,10351
12537,r084,"United States<sup>a</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>a</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1466400,464400,1002000,0,0,0,0
12537,r085,United States<sup>a</sup> -> Maine -> Aquaculture Innovation Center,United States<sup>a</sup>,Maine,Aquaculture Innovation Center,3,587473,470720,45878,0,70875,0,0
12537,r086,"United States<sup>a</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>a</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,1659000,1215000,444000,0,0,0,0
12537,r087,"United States<sup>a</sup> -> Maine -> Marine Resources, Department of",United States<sup>a</sup>,Maine,"Marine Resources, Department of",3,2663978,2103517,560461,0,0,0,0
12537,r088,"United States<sup>a</sup> -> Maine -> MDI Biological Laboratory, Center for Biomedical Innovation",United States<sup>a</sup>,Maine,"MDI Biological Laboratory, Center for Biomedical Innovation",3,5457951,4596023,165880,1181,684516,0,10351
12537,r089,"United States<sup>a</sup> -> Maine -> Transportation, Department of ",United States<sup>a</sup>,Maine,"Transportation, Department of ",3,484327,387462,96865,0,0,0,0
12537,r090,United States<sup>a</sup> -> Maryland,United States<sup>a</sup>,Maryland,,2,622465,325652,296813,0,0,0,0
12537,r091,"United States<sup>a</sup> -> Maryland -> Transportation, Department of",United States<sup>a</sup>,Maryland,"Transportation, Department of",3,622465,325652,296813,0,0,0,0
12537,r092,United States<sup>a</sup> -> Massachusetts,United States<sup>a</sup>,Massachusetts,,2,1690736,175660,1215076,300000,0,0,0
12537,r093,"United States<sup>a</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>a</sup>,Massachusetts,"Environmental Protection, Department of ",3,333963,26843,307120,0,0,0,0
12537,r094,"United States<sup>a</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>a</sup>,Massachusetts,"Fish and Game, Department of ",3,26915,26915,0,0,0,0,0
12537,r095,United States<sup>a</sup> -> Massachusetts -> Gaming Commission,United States<sup>a</sup>,Massachusetts,Gaming Commission,3,220350,0,220350,0,0,0,0
12537,r096,United States<sup>a</sup> -> Massachusetts -> MassVentures,United States<sup>a</sup>,Massachusetts,MassVentures,3,200000,0,200000,0,0,0,0
12537,r097,"United States<sup>a</sup> -> Massachusetts -> Transportation, Department of",United States<sup>a</sup>,Massachusetts,"Transportation, Department of",3,609508,121902,487606,0,0,0,0
12537,r098,United States<sup>a</sup> -> Massachusetts -> Water Resources Authority,United States<sup>a</sup>,Massachusetts,Water Resources Authority,3,300000,0,0,300000,0,0,0
12537,r099,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,,2,143576,96095,47481,0,0,0,0
12537,r100,"United States<sup>a</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>a</sup>,Michigan,"Agriculture and Rural Development, Department of",3,35000,35000,0,0,0,0,0
12537,r101,"United States<sup>a</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>a</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,108576,61095,47481,0,0,0,0
12537,r102,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,,2,3138073,1655657,1482416,0,0,0,0
12537,r103,"United States<sup>a</sup> -> Minnesota -> Agriculture, Department of",United States<sup>a</sup>,Minnesota,"Agriculture, Department of",3,1006689,0,1006689,0,0,0,0
12537,r104,"United States<sup>a</sup> -> Minnesota -> Health, Department of",United States<sup>a</sup>,Minnesota,"Health, Department of",3,150000,150000,0,0,0,0,0
12537,r105,"United States<sup>a</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>a</sup>,Minnesota,"Natural Resources, Department of",3,1981384,1505657,475727,0,0,0,0
12537,r106,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,,2,2030108,1193240,374157,462711,0,0,0
12537,r107,"United States<sup>a</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>a</sup>,Mississippi,"Environmental Quality, Department of",3,100727,100727,0,0,0,0,0
12537,r108,United States<sup>a</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>a</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,65341,65341,0,0,0,0,0
12537,r109,"United States<sup>a</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>a</sup>,Mississippi,"Marine Resources, Department of",3,1123546,522007,138828,462711,0,0,0
12537,r110,"United States<sup>a</sup> -> Mississippi -> Transportation, Department of",United States<sup>a</sup>,Mississippi,"Transportation, Department of",3,2444,1955,489,0,0,0,0
12537,r111,"United States<sup>a</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>a</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,738050,503210,234840,0,0,0,0
12537,r112,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,,2,4589925,1538039,3051886,0,0,0,0
12537,r113,"United States<sup>a</sup> -> Missouri -> Conservation, Department of",United States<sup>a</sup>,Missouri,"Conservation, Department of",3,4589925,1538039,3051886,0,0,0,0
12537,r114,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,,2,3806428,2707280,1038300,0,60848,0,0
12537,r115,"United States<sup>a</sup> -> Montana -> Environmental Quality, Department of",United States<sup>a</sup>,Montana,"Environmental Quality, Department of",3,63976,17345,46631,0,0,0,0
12537,r116,"United States<sup>a</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>a</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,3277294,2314193,902253,0,60848,0,0
12537,r117,"United States<sup>a</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>a</sup>,Montana,"Natural Resources and Conservation, Department of",3,18077,18077,0,0,0,0,0
12537,r118,"United States<sup>a</sup> -> Montana -> Transportation, Department of",United States<sup>a</sup>,Montana,"Transportation, Department of",3,447081,357665,89416,0,0,0,0
12537,r119,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,,2,74500,0,74500,0,0,0,0
12537,r120,"United States<sup>a</sup> -> Nebraska -> Transportation, Department of",United States<sup>a</sup>,Nebraska,"Transportation, Department of",3,74500,0,74500,0,0,0,0
12537,r121,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,,2,256192,186169,70023,0,0,0,0
12537,r122,"United States<sup>a</sup> -> Nevada -> Agriculture, Department of",United States<sup>a</sup>,Nevada,"Agriculture, Department of",3,204134,144134,60000,0,0,0,0
12537,r123,"United States<sup>a</sup> -> Nevada -> Conservation and Natural Resources, Department of",United States<sup>a</sup>,Nevada,"Conservation and Natural Resources, Department of",3,52058,42035,10023,0,0,0,0
12537,r124,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,,2,89546,71637,17909,0,0,0,0
12537,r125,"United States<sup>a</sup> -> New Hampshire -> Transportation, Department of",United States<sup>a</sup>,New Hampshire,"Transportation, Department of",3,89546,71637,17909,0,0,0,0
12537,r126,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,,2,3917853,622467,3295386,0,0,0,0
12537,r127,"United States<sup>a</sup> -> New Jersey -> Children and Families, Department of",United States<sup>a</sup>,New Jersey,"Children and Families, Department of",3,132600,5757,126843,0,0,0,0
12537,r128,"United States<sup>a</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>a</sup>,New Jersey,"Community Affairs, Department of ",3,14769,0,14769,0,0,0,0
12537,r129,"United States<sup>a</sup> -> New Jersey -> Corrections, Department of",United States<sup>a</sup>,New Jersey,"Corrections, Department of",3,498425,119932,378493,0,0,0,0
12537,r130,"United States<sup>a</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>a</sup>,New Jersey,"Environmental Protection, Department of",3,2469745,155500,2314245,0,0,0,0
12537,r131,United States<sup>a</sup> -> New Jersey -> Pinelands Commission,United States<sup>a</sup>,New Jersey,Pinelands Commission,3,709097,248061,461036,0,0,0,0
12537,r132,"United States<sup>a</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>a</sup>,New Jersey,"State Parole Board, New Jersey",3,93217,93217,0,0,0,0,0
12537,r133,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,,2,781067,601104,179963,0,0,0,0
12537,r134,"United States<sup>a</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>a</sup>,New Mexico,"Game and Fish, Department of",3,475000,356250,118750,0,0,0,0
12537,r135,"United States<sup>a</sup> -> New Mexico -> Transportation, Department of",United States<sup>a</sup>,New Mexico,"Transportation, Department of",3,306067,244854,61213,0,0,0,0
12537,r136,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,,2,286453348,157405093,105631778,1319969,8131629,12179698,1785181
12537,r137,"United States<sup>a</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>a</sup>,New York,"Agriculture and Markets, Department of ",3,2582000,2582000,0,0,0,0,0
12537,r138,United States<sup>a</sup> -> New York -> Energy Research and Development Authority,United States<sup>a</sup>,New York,Energy Research and Development Authority,3,8551208,0,8551208,0,0,0,0
12537,r139,"United States<sup>a</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>a</sup>,New York,"Environmental Conservation, Department of ",3,4262602,1292726,2969876,0,0,0,0
12537,r140,"United States<sup>a</sup> -> New York -> Health, Department of ",United States<sup>a</sup>,New York,"Health, Department of ",3,26751347,14566282,9889860,1319969,467807,229348,278081
12537,r141,"United States<sup>a</sup> -> New York -> Mental Health, Office of ",United States<sup>a</sup>,New York,"Mental Health, Office of ",3,149760923,76195991,66000000,0,4616886,2037264,910782
12537,r142,"United States<sup>a</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>a</sup>,New York,"People with Developmental Disabilities, Office of",3,2317096,2101295,0,0,215801,0,0
12537,r143,United States<sup>a</sup> -> New York -> Power Authority,United States<sup>a</sup>,New York,Power Authority,3,2975989,0,2710989,0,265000,0,0
12537,r144,United States<sup>a</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>a</sup>,New York,Roswell Park Comprehensive Cancer Center,3,76048189,58317994,4654656,0,2566135,9913086,596318
12537,r145,United States<sup>a</sup> -> New York -> State Museum,United States<sup>a</sup>,New York,State Museum,3,10729590,369282,10360308,0,0,0,0
12537,r146,"United States<sup>a</sup> -> New York -> Transportation, Department of ",United States<sup>a</sup>,New York,"Transportation, Department of ",3,2474404,1979523,494881,0,0,0,0
12537,r147,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,,2,16335642,520035,15815607,0,0,0,0
12537,r148,"United States<sup>a</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>a</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,13922911,0,13922911,0,0,0,0
12537,r149,"United States<sup>a</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>a</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,1762688,0,1762688,0,0,0,0
12537,r150,"United States<sup>a</sup> -> North Carolina -> Transportation, Department of",United States<sup>a</sup>,North Carolina,"Transportation, Department of",3,650043,520035,130008,0,0,0,0
12537,r151,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,,2,981502,540406,441096,0,0,0,0
12537,r152,"United States<sup>a</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>a</sup>,North Dakota,"Game and Fish, Department of",3,52550,39375,13175,0,0,0,0
12537,r153,United States<sup>a</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>a</sup>,North Dakota,Historical Society of North Dakota,3,893850,473530,420320,0,0,0,0
12537,r154,"United States<sup>a</sup> -> North Dakota -> Transportation, Department of",United States<sup>a</sup>,North Dakota,"Transportation, Department of",3,35102,27501,7601,0,0,0,0
12537,r155,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,,2,641094,355768,285326,0,0,0,0
12537,r156,"United States<sup>a</sup> -> Ohio -> Education & Workforce, Department of",United States<sup>a</sup>,Ohio,"Education & Workforce, Department of",3,25000,0,25000,0,0,0,0
12537,r157,"United States<sup>a</sup> -> Ohio -> Natural Resources, Department of",United States<sup>a</sup>,Ohio,"Natural Resources, Department of",3,616094,355768,260326,0,0,0,0
12537,r158,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,,2,1434856,1047254,387602,0,0,0,0
12537,r159,United States<sup>a</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>a</sup>,Oklahoma,Grand River Dam Authority,3,250000,0,250000,0,0,0,0
12537,r160,"United States<sup>a</sup> -> Oklahoma -> Health, Department of",United States<sup>a</sup>,Oklahoma,"Health, Department of",3,432788,432788,0,0,0,0,0
12537,r161,"United States<sup>a</sup> -> Oklahoma -> Human Services, Department of",United States<sup>a</sup>,Oklahoma,"Human Services, Department of",3,174930,153321,21609,0,0,0,0
12537,r162,"United States<sup>a</sup> -> Oklahoma -> Transportation, Department of",United States<sup>a</sup>,Oklahoma,"Transportation, Department of",3,573370,458696,114674,0,0,0,0
12537,r163,"United States<sup>a</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>a</sup>,Oklahoma,"Wildlife Conservation, Department of",3,3768,2449,1319,0,0,0,0
12537,r164,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,,2,19770459,13713869,5605775,450815,0,0,0
