table_id,row_id,_b_broad_field_b_full_path,_b_broad_field_b_level_1,_b_broad_field_b_level_2,_b_broad_field_b_level_3,_b_broad_field_b_level_4,_b_broad_field_b_hierarchy_depth,field_total,field_federal_number,field_federal_percent,field_institutional_number,field_institutional_percent,field_nonfederal_domestic_number,field_nonfederal_domestic_percent,field_foreign_number,field_foreign_percent,field_self_support_number,field_self_support_percent
8314,r042,"All graduate students -> Master's students -> Engineering -> Civil, environmental, transportation and related engineering fields",All graduate students,Master's students,Engineering,"Civil, environmental, transportation and related engineering fields",4,7426,567,7.6,2455,33.1,212,2.9,64,0.9,4128,55.6
8314,r043,"All graduate students -> Master's students -> Engineering -> Electrical, electronics, communications and computer engineering",All graduate students,Master's students,Engineering,"Electrical, electronics, communications and computer engineering",4,18540,836,4.5,3244,17.5,271,1.5,49,0.3,14140,76.3
8314,r044,"All graduate students -> Master's students -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All graduate students,Master's students,Engineering,"Industrial, manufacturing, systems engineering and operations research",4,6307,544,8.6,1067,16.9,110,1.7,46,0.7,4540,72.0
8314,r045,All graduate students -> Master's students -> Engineering -> Mechanical engineering,All graduate students,Master's students,Engineering,Mechanical engineering,4,9930,793,8.0,2693,27.1,348,3.5,58,0.6,6038,60.8
8314,r046,"All graduate students -> Master's students -> Engineering -> Metallurgical, mining, materials and related engineering fields",All graduate students,Master's students,Engineering,"Metallurgical, mining, materials and related engineering fields",4,1662,178,10.7,385,23.2,73,4.4,27,1.6,999,60.1
8314,r047,All graduate students -> Master's students -> Engineering -> Other engineering,All graduate students,Master's students,Engineering,Other engineering,4,6217,425,6.8,1270,20.4,234,3.8,30,0.5,4258,68.5
8314,r048,All graduate students -> Master's students -> Health,All graduate students,Master's students,Health,,3,43445,2266,5.2,8430,19.4,637,1.5,143,0.3,31969,73.6
8314,r049,All graduate students -> Master's students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Master's students,Health,Clinical medicine<sup>a</sup>,4,20189,1147,5.7,3735,18.5,353,1.7,37,0.2,14917,73.9
8314,r050,All graduate students -> Master's students -> Health -> Other health,All graduate students,Master's students,Health,Other health,4,23256,1119,4.8,4695,20.2,284,1.2,106,0.5,17052,73.3
8314,r051,All graduate students -> Doctoral students,All graduate students,Doctoral students,,,2,256869,67670,26.3,149401,58.2,14107,5.5,2580,1.0,23111,9.0
8314,r052,All graduate students -> Doctoral students -> Science,All graduate students,Doctoral students,Science,,3,181488,44193,24.4,112222,61.8,8173,4.5,1277,0.7,15623,8.6
8314,r053,All graduate students -> Doctoral students -> Science -> Agricultural and veterinary sciences,All graduate students,Doctoral students,Science,Agricultural and veterinary sciences,4,3720,989,26.6,2021,54.3,391,10.5,36,1.0,283,7.6
8314,r054,All graduate students -> Doctoral students -> Science -> Biological and biomedical sciences,All graduate students,Doctoral students,Science,Biological and biomedical sciences,4,54269,19255,35.5,29548,54.4,3060,5.6,307,0.6,2099,3.9
8314,r055,All graduate students -> Doctoral students -> Science -> Computer and information sciences,All graduate students,Doctoral students,Science,Computer and information sciences,4,16724,4578,27.4,9162,54.8,1026,6.1,228,1.4,1730,10.3
8314,r056,"All graduate students -> Doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All graduate students,Doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",4,6132,1947,31.8,3379,55.1,384,6.3,70,1.1,352,5.7
8314,r057,All graduate students -> Doctoral students -> Science -> Mathematics and statistics,All graduate students,Doctoral students,Science,Mathematics and statistics,4,12365,1385,11.2,9899,80.1,219,1.8,81,0.7,781,6.3
8314,r058,All graduate students -> Doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All graduate students,Doctoral students,Science,Multidisciplinary and interdisciplinary studies,4,3048,489,16.0,1934,63.5,118,3.9,18,0.6,489,16.0
8314,r059,All graduate students -> Doctoral students -> Science -> Natural resources and conservation,All graduate students,Doctoral students,Science,Natural resources and conservation,4,3133,782,25.0,1746,55.7,205,6.5,29,0.9,371,11.8
8314,r060,All graduate students -> Doctoral students -> Science -> Physical sciences,All graduate students,Doctoral students,Science,Physical sciences,4,35013,10880,31.1,21052,60.1,1445,4.1,216,0.6,1420,4.1
8314,r061,All graduate students -> Doctoral students -> Science -> Psychology,All graduate students,Doctoral students,Science,Psychology,4,17647,2039,11.6,10667,60.4,543,3.1,49,0.3,4349,24.6
8314,r062,All graduate students -> Doctoral students -> Science -> Social sciences,All graduate students,Doctoral students,Science,Social sciences,4,29437,1849,6.3,22814,77.5,782,2.7,243,0.8,3749,12.7
8314,r063,All graduate students -> Doctoral students -> Engineering,All graduate students,Doctoral students,Engineering,,3,64063,21258,33.2,31577,49.3,5274,8.2,1159,1.8,4795,7.5
8314,r064,"All graduate students -> Doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All graduate students,Doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,2406,879,36.5,1059,44.0,172,7.1,102,4.2,194,8.1
8314,r065,"All graduate students -> Doctoral students -> Engineering -> Biological, biomedical, and biosystems engineering",All graduate students,Doctoral students,Engineering,"Biological, biomedical, and biosystems engineering",4,8166,3087,37.8,4065,49.8,519,6.4,57,0.7,438,5.4
8314,r066,"All graduate students -> Doctoral students -> Engineering -> Chemical, petroleum, and chemical-related engineering",All graduate students,Doctoral students,Engineering,"Chemical, petroleum, and chemical-related engineering",4,7363,2494,33.9,3615,49.1,815,11.1,124,1.7,315,4.3
8314,r067,"All graduate students -> Doctoral students -> Engineering -> Civil, environmental, transportation and related engineering fields",All graduate students,Doctoral students,Engineering,"Civil, environmental, transportation and related engineering fields",4,6792,1783,26.3,3658,53.9,542,8.0,160,2.4,649,9.6
8314,r068,"All graduate students -> Doctoral students -> Engineering -> Electrical, electronics, communications and computer engineering",All graduate students,Doctoral students,Engineering,"Electrical, electronics, communications and computer engineering",4,15204,5151,33.9,7254,47.7,1266,8.3,278,1.8,1255,8.3
8314,r069,"All graduate students -> Doctoral students -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All graduate students,Doctoral students,Engineering,"Industrial, manufacturing, systems engineering and operations research",4,3031,662,21.8,1738,57.3,210,6.9,37,1.2,384,12.7
8314,r070,All graduate students -> Doctoral students -> Engineering -> Mechanical engineering,All graduate students,Doctoral students,Engineering,Mechanical engineering,4,10306,3462,33.6,5113,49.6,767,7.4,257,2.5,707,6.9
8314,r071,"All graduate students -> Doctoral students -> Engineering -> Metallurgical, mining, materials and related engineering fields",All graduate students,Doctoral students,Engineering,"Metallurgical, mining, materials and related engineering fields",4,4509,1706,37.8,1999,44.3,373,8.3,83,1.8,348,7.7
8314,r072,All graduate students -> Doctoral students -> Engineering -> Other engineering,All graduate students,Doctoral students,Engineering,Other engineering,4,6286,2034,32.4,3076,48.9,610,9.7,61,1.0,505,8.0
8314,r073,All graduate students -> Doctoral students -> Health,All graduate students,Doctoral students,Health,,3,11318,2219,19.6,5602,49.5,660,5.8,144,1.3,2693,23.8
8314,r074,All graduate students -> Doctoral students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Doctoral students,Health,Clinical medicine<sup>a</sup>,4,3699,771,20.8,1681,45.4,294,7.9,29,0.8,924,25.0
8314,r075,All graduate students -> Doctoral students -> Health -> Other health,All graduate students,Doctoral students,Health,Other health,4,7619,1448,19.0,3921,51.5,366,4.8,115,1.5,1769,23.2
