table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_all_graduate_students_total_number,field_all_graduate_students_total_percent,field_all_graduate_students_full_time_all_full_time_number,field_all_graduate_students_full_time_all_full_time_percent,field_all_graduate_students_full_time_first_time_full_time_number,field_all_graduate_students_full_time_first_time_full_time_percent,field_all_graduate_students_part_time_number,field_all_graduate_students_part_time_percent,field_master_s_students_total_number,field_master_s_students_total_percent,field_master_s_students_full_time_all_full_time_number,field_master_s_students_full_time_all_full_time_percent,field_master_s_students_full_time_first_time_full_time_number,field_master_s_students_full_time_first_time_full_time_percent,field_master_s_students_part_time_number,field_master_s_students_part_time_percent,field_doctoral_students_total_number,field_doctoral_students_total_percent,field_doctoral_students_full_time_all_full_time_number,field_doctoral_students_full_time_all_full_time_percent,field_doctoral_students_full_time_first_time_full_time_number,field_doctoral_students_full_time_first_time_full_time_percent,field_doctoral_students_part_time_number,field_doctoral_students_part_time_percent
8322,r011,All detailed fields -> Science -> Biological and biomedical sciences -> Biostatistics and bioinformatics ,All detailed fields,Science,Biological and biomedical sciences,Biostatistics and bioinformatics ,4,7110,0.9,5879,1.1,2182,1.1,1231,0.6,3519,0.8,2609,0.9,1553,1.1,910,0.5,3591,1.2,3270,1.3,629,1.3,321,0.9
8322,r012,All detailed fields -> Science -> Biological and biomedical sciences -> Biotechnology,All detailed fields,Science,Biological and biomedical sciences,Biotechnology,4,3523,0.5,1551,0.3,745,0.4,1972,0.9,3395,0.7,1434,0.5,709,0.5,1961,1.1,128,0.05,117,0.05,36,0.1,11,0.05
8322,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,4,1632,0.2,1498,0.3,285,0.1,134,0.1,363,0.1,308,0.1,87,0.1,55,0.05,1269,0.4,1190,0.5,198,0.4,79,0.2
8322,r014,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",4,6500,0.9,6082,1.1,1462,0.8,418,0.2,1210,0.3,922,0.3,588,0.4,288,0.2,5290,1.8,5160,2.0,874,1.9,130,0.4
8322,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,4,3991,0.5,3255,0.6,769,0.4,736,0.3,1201,0.3,793,0.3,337,0.2,408,0.2,2790,1.0,2462,1.0,432,0.9,328,0.9
8322,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,4,5785,0.8,4533,0.8,1848,1.0,1252,0.6,3623,0.8,2733,1.0,1465,1.0,890,0.5,2162,0.7,1800,0.7,383,0.8,362,1.0
8322,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,4,3167,0.4,2940,0.5,618,0.3,227,0.1,718,0.2,582,0.2,289,0.2,136,0.1,2449,0.8,2358,0.9,329,0.7,91,0.2
8322,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,4,6382,0.8,5034,0.9,1102,0.6,1348,0.6,2011,0.4,881,0.3,460,0.3,1130,0.6,4371,1.5,4153,1.6,642,1.4,218,0.6
8322,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,4,1670,0.2,1451,0.3,326,0.2,219,0.1,405,0.1,264,0.1,125,0.1,141,0.1,1265,0.4,1187,0.5,201,0.4,78,0.2
8322,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,4,6349,0.8,5965,1.1,1163,0.6,384,0.2,591,0.1,416,0.1,232,0.2,175,0.1,5758,2.0,5549,2.2,931,2.0,209,0.6
8322,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,3864,0.5,2728,0.5,1090,0.6,1136,0.5,2871,0.6,1870,0.7,941,0.6,1001,0.6,993,0.3,858,0.3,149,0.3,135,0.4
8322,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,949,0.1,893,0.2,148,0.1,56,0.05,100,0.05,79,0.05,39,0.05,21,0.05,849,0.3,814,0.3,109,0.2,35,0.1
8322,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,3300,0.4,2732,0.5,671,0.3,568,0.3,926,0.2,473,0.2,317,0.2,453,0.3,2374,0.8,2259,0.9,354,0.8,115,0.3
8322,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,5939,0.8,4883,0.9,1632,0.8,1056,0.5,2898,0.6,2022,0.7,1184,0.8,876,0.5,3041,1.0,2861,1.1,448,1.0,180,0.5
8322,r025,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,2140,0.3,1663,0.3,356,0.2,477,0.2,927,0.2,586,0.2,180,0.1,341,0.2,1213,0.4,1077,0.4,176,0.4,136,0.4
8322,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,5456,0.7,4176,0.8,1880,1.0,1280,0.6,2871,0.6,1877,0.7,1129,0.8,994,0.6,2585,0.9,2299,0.9,751,1.6,286,0.8
8322,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,121730,16.0,75637,13.9,37733,19.5,46093,21.3,102199,21.9,58913,20.5,34588,23.5,43286,24.1,19531,6.7,16724,6.5,3145,6.7,2807,7.7
8322,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",4,5191,0.7,3384,0.6,1730,0.9,1807,0.8,4504,1.0,2776,1.0,1610,1.1,1728,1.0,687,0.2,608,0.2,120,0.3,79,0.2
8322,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,4,36972,4.9,21284,3.9,11189,5.8,15688,7.3,30804,6.6,16037,5.6,10263,7.0,14767,8.2,6168,2.1,5247,2.0,926,2.0,921,2.5
8322,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,4,8743,1.2,2701,0.5,1308,0.7,6042,2.8,8401,1.8,2554,0.9,1246,0.8,5847,3.3,342,0.1,147,0.1,62,0.1,195,0.5
8322,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,40717,5.4,31405,5.8,14577,7.5,9312,4.3,30361,6.5,22181,7.7,12838,8.7,8180,4.6,10356,3.5,9224,3.6,1739,3.7,1132,3.1
8322,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,4,14449,1.9,7597,1.4,3843,2.0,6852,3.2,13098,2.8,6583,2.3,3650,2.5,6515,3.6,1351,0.5,1014,0.4,193,0.4,337,0.9
8322,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,4,7994,1.1,4853,0.9,2734,1.4,3141,1.5,7527,1.6,4476,1.6,2651,1.8,3051,1.7,467,0.2,377,0.1,83,0.2,90,0.2
8322,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,4,7664,1.0,4413,0.8,2352,1.2,3251,1.5,7504,1.6,4306,1.5,2330,1.6,3198,1.8,160,0.1,107,0.05,22,0.05,53,0.1
8322,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,12290,1.6,9863,1.8,2797,1.4,2427,1.1,5520,1.2,3731,1.3,1606,1.1,1789,1.0,6770,2.3,6132,2.4,1191,2.6,638,1.7
8322,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1389,0.2,1250,0.2,372,0.2,139,0.1,487,0.1,436,0.2,201,0.1,51,0.05,902,0.3,814,0.3,171,0.4,88,0.2
8322,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7871,1.0,6153,1.1,1709,0.9,1718,0.8,3534,0.8,2242,0.8,930,0.6,1292,0.7,4337,1.5,3911,1.5,779,1.7,426,1.2
8322,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,3030,0.4,2460,0.5,716,0.4,570,0.3,1499,0.3,1053,0.4,475,0.3,446,0.2,1531,0.5,1407,0.5,241,0.5,124,0.3
8322,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,34258,4.5,26522,4.9,10076,5.2,7736,3.6,20639,4.4,14157,4.9,7725,5.2,6482,3.6,13619,4.6,12365,4.8,2351,5.0,1254,3.4
8322,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,4,11154,1.5,9316,1.7,4306,2.2,1838,0.8,8899,1.9,7288,2.5,3948,2.7,1611,0.9,2255,0.8,2028,0.8,358,0.8,227,0.6
8322,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,4,12128,1.6,9405,1.7,2419,1.2,2723,1.3,4164,0.9,2099,0.7,976,0.7,2065,1.1,7964,2.7,7306,2.8,1443,3.1,658,1.8
8322,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10976,1.4,7801,1.4,3351,1.7,3175,1.5,7576,1.6,4770,1.7,2801,1.9,2806,1.6,3400,1.2,3031,1.2,550,1.2,369,1.0
8322,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,15768,2.1,9650,1.8,4432,2.3,6118,2.8,11994,2.6,6602,2.3,3796,2.6,5392,3.0,3774,1.3,3048,1.2,636,1.4,726,2.0
8322,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Biological and physical sciences,4,1761,0.2,1507,0.3,577,0.3,254,0.1,874,0.2,690,0.2,401,0.3,184,0.1,887,0.3,817,0.3,176,0.4,70,0.2
8322,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Computational science,4,2435,0.3,1364,0.3,699,0.4,1071,0.5,2088,0.4,1096,0.4,639,0.4,992,0.6,347,0.1,268,0.1,60,0.1,79,0.2
8322,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Data science and data analytics,4,2404,0.3,791,0.1,512,0.3,1613,0.7,2358,0.5,750,0.3,502,0.3,1608,0.9,46,0.05,41,0.05,10,0.05,5,0.05
8322,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,International and global studies,4,1450,0.2,1018,0.2,519,0.3,432,0.2,1267,0.3,866,0.3,481,0.3,401,0.2,183,0.1,152,0.1,38,0.1,31,0.1
8322,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Multidisciplinary and interdisciplinary studies nec,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Multidisciplinary and interdisciplinary studies nec,4,7718,1.0,4970,0.9,2125,1.1,2748,1.3,5407,1.2,3200,1.1,1773,1.2,2207,1.2,2311,0.8,1770,0.7,352,0.8,541,1.5
8322,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,13922,1.8,9476,1.7,3349,1.7,4446,2.1,10012,2.1,6343,2.2,2812,1.9,3669,2.0,3910,1.3,3133,1.2,537,1.2,777,2.1
8322,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,6807,0.9,4737,0.9,1846,1.0,2070,1.0,4851,1.0,3120,1.1,1549,1.1,1731,1.0,1956,0.7,1617,0.6,297,0.6,339,0.9
8322,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,7115,0.9,4739,0.9,1503,0.8,2376,1.1,5161,1.1,3223,1.1,1263,0.9,1938,1.1,1954,0.7,1516,0.6,240,0.5,438,1.2
8322,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,44141,5.8,38847,7.1,8388,4.3,5294,2.4,6409,1.4,3834,1.3,1666,1.1,2575,1.4,37732,12.9,35013,13.6,6722,14.4,2719,7.4
8322,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1624,0.2,1535,0.3,328,0.2,89,0.05,85,0.05,58,0.05,32,0.05,27,0.05,1539,0.5,1477,0.6,296,0.6,62,0.2
8322,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,23215,3.1,20549,3.8,4391,2.3,2666,1.2,3066,0.7,1833,0.6,750,0.5,1233,0.7,20149,6.9,18716,7.3,3641,7.8,1433,3.9
8322,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1441,0.2,1288,0.2,341,0.2,153,0.1,439,0.1,351,0.1,186,0.1,88,0.05,1002,0.3,937,0.4,155,0.3,65,0.2
8322,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16779,2.2,14804,2.7,3107,1.6,1975,0.9,2278,0.5,1353,0.5,588,0.4,925,0.5,14501,4.9,13451,5.2,2519,5.4,1050,2.9
8322,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,1082,0.1,671,0.1,221,0.1,411,0.2,541,0.1,239,0.1,110,0.1,302,0.2,541,0.2,432,0.2,111,0.2,109,0.3
8322,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,73325,9.6,47699,8.8,15132,7.8,25626,11.8,51878,11.1,30052,10.5,11510,7.8,21826,12.1,21447,7.3,17647,6.9,3622,7.8,3800,10.4
8322,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,4,24427,3.2,13523,2.5,5058,2.6,10904,5.0,19517,4.2,10044,3.5,4313,2.9,9473,5.3,4910,1.7,3479,1.4,745,1.6,1431,3.9
8322,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7556,1.0,5204,1.0,1353,0.7,2352,1.1,4167,0.9,2393,0.8,772,0.5,1774,1.0,3389,1.2,2811,1.1,581,1.2,578,1.6
8322,r062,All detailed fields -> Science -> Psychology -> Counseling psychology,All detailed fields,Science,Psychology,Counseling psychology,4,18426,2.4,11664,2.1,3245,1.7,6762,3.1,16965,3.6,10526,3.7,3001,2.0,6439,3.6,1461,0.5,1138,0.4,244,0.5,323,0.9
8322,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,4,2363,0.3,1494,0.3,580,0.3,869,0.4,1566,0.3,883,0.3,444,0.3,683,0.4,797,0.3,611,0.2,136,0.3,186,0.5
8322,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13883,1.8,10208,1.9,3330,1.7,3675,1.7,7329,1.6,4631,1.6,2212,1.5,2698,1.5,6554,2.2,5577,2.2,1118,2.4,977,2.7
8322,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,6670,0.9,5606,1.0,1566,0.8,1064,0.5,2334,0.5,1575,0.5,768,0.5,759,0.4,4336,1.5,4031,1.6,798,1.7,305,0.8
8322,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,82223,10.8,58541,10.8,19618,10.1,23682,10.9,47616,10.2,29104,10.1,15026,10.2,18512,10.3,34607,11.8,29437,11.5,4592,9.8,5170,14.1
8322,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,4,1194,0.2,959,0.2,338,0.2,235,0.1,672,0.1,499,0.2,247,0.2,173,0.1,522,0.2,460,0.2,91,0.2,62,0.2
8322,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6421,0.8,4991,0.9,1160,0.6,1430,0.7,2292,0.5,1482,0.5,745,0.5,810,0.5,4129,1.4,3509,1.4,415,0.9,620,1.7
8322,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,5093,0.7,3839,0.7,1279,0.7,1254,0.6,2767,0.6,1937,0.7,1039,0.7,830,0.5,2326,0.8,1902,0.7,240,0.5,424,1.2
8322,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,6829,0.9,3246,0.6,1215,0.6,3583,1.7,5602,1.2,2396,0.8,1069,0.7,3206,1.8,1227,0.4,850,0.3,146,0.3,377,1.0
8322,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,4,1580,0.2,843,0.2,330,0.2,737,0.3,1272,0.3,589,0.2,272,0.2,683,0.4,308,0.1,254,0.1,58,0.1,54,0.1
8322,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),4,15148,2.0,12800,2.4,4188,2.2,2348,1.1,6882,1.5,5148,1.8,2875,2.0,1734,1.0,8266,2.8,7652,3.0,1313,2.8,614,1.7
8322,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4876,0.6,2938,0.5,970,0.5,1938,0.9,3147,0.7,1504,0.5,698,0.5,1643,0.9,1729,0.6,1434,0.6,272,0.6,295,0.8
8322,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,8782,1.2,5610,1.0,2589,1.3,3172,1.5,8308,1.8,5211,1.8,2514,1.7,3097,1.7,474,0.2,399,0.2,75,0.2,75,0.2
8322,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2840,0.4,2212,0.4,525,0.3,628,0.3,1188,0.3,700,0.2,307,0.2,488,0.3,1652,0.6,1512,0.6,218,0.5,140,0.4
8322,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8602,1.1,6393,1.2,1612,0.8,2209,1.0,3270,0.7,1687,0.6,878,0.6,1583,0.9,5332,1.8,4706,1.8,734,1.6,626,1.7
8322,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,10030,1.3,6978,1.3,3193,1.6,3052,1.4,7290,1.6,5168,1.8,2828,1.9,2122,1.2,2740,0.9,1810,0.7,365,0.8,930,2.5
8322,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,4,7206,0.9,5484,1.0,1212,0.6,1722,0.8,2331,0.5,1301,0.5,662,0.4,1030,0.6,4875,1.7,4183,1.6,550,1.2,692,1.9
8322,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,4,1218,0.2,590,0.1,205,0.1,628,0.3,827,0.2,362,0.1,166,0.1,465,0.3,391,0.1,228,0.1,39,0.1,163,0.4
8322,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",4,2404,0.3,1658,0.3,802,0.4,746,0.3,1768,0.4,1120,0.4,726,0.5,648,0.4,636,0.2,538,0.2,76,0.2,98,0.3
8322,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,168050,22.1,122853,22.6,42647,22.0,45197,20.9,95126,20.4,58790,20.5,31842,21.6,36336,20.2,72924,24.8,64063,24.9,10805,23.2,8861,24.2
8322,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,7838,1.0,5161,0.9,1693,0.9,2677,1.2,5065,1.1,2755,1.0,1269,0.9,2310,1.3,2773,0.9,2406,0.9,424,0.9,367,1.0
8322,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,3,14059,1.8,12066,2.2,3853,2.0,1993,0.9,5192,1.1,3900,1.4,2328,1.6,1292,0.7,8867,3.0,8166,3.2,1525,3.3,701,1.9
8322,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,3,10696,1.4,9416,1.7,2407,1.2,1280,0.6,2983,0.6,2053,0.7,1082,0.7,930,0.5,7713,2.6,7363,2.9,1325,2.8,350,1.0
8322,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,4,9670,1.3,8579,1.6,2218,1.1,1091,0.5,2555,0.5,1761,0.6,986,0.7,794,0.4,7115,2.4,6818,2.7,1232,2.6,297,0.8
8322,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,4,1026,0.1,837,0.2,189,0.1,189,0.1,428,0.1,292,0.1,96,0.1,136,0.1,598,0.2,545,0.2,93,0.2,53,0.1
