table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_r_d_total,field_r_d_industry_administered_ffrdcs,field_r_d_university_administered_ffrdcs,field_r_d_nonprofit_administered_ffrdcs,field_r_d_plant_total,field_r_d_plant_industry_administered_ffrdcs,field_r_d_plant_university_administered_ffrdcs,field_r_d_plant_nonprofit_administered_ffrdcs
10811,r037,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,1878,0,1225,653,0,0,0,0
10811,r038,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,1625,0,0,1625,0,0,0,0
10811,r039,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,445,0,445,0,0,0,0,0
10811,r040,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,8850,5900,0,2950,0,0,0,0
10811,r041,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,8850,5900,0,2950,0,0,0,0
10811,r042,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,74313,0,0,74313,0,0,0,0
10811,r043,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10811,r044,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,1443,0,0,1443,0,0,0,0
10811,r045,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,1118,225,430,463,0,0,0,0
10811,r046,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,2340349,20896,2277659,41795,8000,0,8000,0
10811,r047,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,315499,0,310333,5166,0.05,0,0.05,0
10811,r048,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,32425,15413,1693,15319,0,0,0,0
