table_id,row_id,sector_and_occupation_full_path,sector_and_occupation_level_1,sector_and_occupation_level_2,sector_and_occupation_level_3,sector_and_occupation_level_4,sector_and_occupation_level_5,sector_and_occupation_hierarchy_depth,field_total,field_job_satisfaction_very_satisfied,field_job_satisfaction_somewhat_satisfied,field_job_satisfaction_somewhat_dissatisfied,field_job_satisfaction_very_dissatisfied
7773,r081,All sectors -> Business or industry -> S&E occupations -> Engineers -> Postsecondary teachers - engineering,All sectors,Business or industry,S&E occupations,Engineers,Postsecondary teachers - engineering,5,,,,,
7773,r082,All sectors -> Business or industry -> S&E-related occupations,All sectors,Business or industry,S&E-related occupations,,,3,6903000,3082000,3143000,521000,157000
7773,r083,All sectors -> Business or industry -> S&E-related occupations -> Health-related occupations,All sectors,Business or industry,S&E-related occupations,Health-related occupations,,4,4857000,2155000,2210000,372000,120000
7773,r084,All sectors -> Business or industry -> S&E-related occupations -> S&E managers,All sectors,Business or industry,S&E-related occupations,S&E managers,,4,912000,454000,389000,53000,16000
7773,r085,All sectors -> Business or industry -> S&E-related occupations -> S&E precollege teachers,All sectors,Business or industry,S&E-related occupations,S&E precollege teachers,,4,,,,,
7773,r086,All sectors -> Business or industry -> S&E-related occupations -> S&E technicians and technologists,All sectors,Business or industry,S&E-related occupations,S&E technicians and technologists,,4,897000,353000,450000,76000,19000
7773,r087,All sectors -> Business or industry -> S&E-related occupations -> Other S&E-related occupations,All sectors,Business or industry,S&E-related occupations,Other S&E-related occupations,,4,237000,121000,94000,20000,
7773,r088,All sectors -> Business or industry -> Non-S&E occupations,All sectors,Business or industry,Non-S&E occupations,,,3,23640000,10373000,10331000,2243000,693000
7773,r089,All sectors -> Business or industry -> Non-S&E occupations -> Non-S&E managers,All sectors,Business or industry,Non-S&E occupations,Non-S&E managers,,4,3966000,2156000,1502000,242000,66000
7773,r090,All sectors -> Business or industry -> Non-S&E occupations -> Management-related occupations,All sectors,Business or industry,Non-S&E occupations,Management-related occupations,,4,6433000,2716000,2994000,578000,144000
7773,r091,All sectors -> Business or industry -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Business or industry,Non-S&E occupations,Non-S&E precollege teachers,,4,,,,,
7773,r092,All sectors -> Business or industry -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Business or industry,Non-S&E occupations,Non-S&E postsecondary teachers,,4,,,,,
7773,r093,All sectors -> Business or industry -> Non-S&E occupations -> Social services and related occupations,All sectors,Business or industry,Non-S&E occupations,Social services and related occupations,,4,1223000,601000,499000,92000,31000
7773,r094,All sectors -> Business or industry -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Business or industry,Non-S&E occupations,Sales and marketing occupations,,4,4274000,1817000,1869000,450000,138000
7773,r095,"All sectors -> Business or industry -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Business or industry,Non-S&E occupations,"Art, humanities, and related occupations",,4,1289000,566000,596000,104000,24000
7773,r096,All sectors -> Business or industry -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Business or industry,Non-S&E occupations,Other non-S&E occupations,,4,6452000,2516000,2868000,778000,290000
7773,r097,All sectors -> Education,All sectors,Education,,,,2,9978000,4189000,4874000,746000,169000
7773,r098,All sectors -> Education -> S&E occupations,All sectors,Education,S&E occupations,,,3,1254000,533000,589000,109000,22000
7773,r099,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",,4,323000,133000,158000,28000,4000
7773,r100,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Agricultural and food scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Agricultural and food scientists,5,17000,4000,11000,2000,
7773,r101,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Biological and medical scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Biological and medical scientists,5,196000,73000,104000,17000,1000
7773,r102,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Environmental life scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Environmental life scientists,5,S,S,,,
7773,r103,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Postsecondary teachers - life and related sciences",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Postsecondary teachers - life and related sciences,5,103000,49000,43000,8000,S
7773,r104,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists,All sectors,Education,S&E occupations,Computer and mathematical scientists,,4,331000,142000,157000,28000,4000
7773,r105,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists -> Computer and information scientists,All sectors,Education,S&E occupations,Computer and mathematical scientists,Computer and information scientists,5,194000,78000,94000,19000,3000
7773,r106,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists -> Mathematical scientists,All sectors,Education,S&E occupations,Computer and mathematical scientists,Mathematical scientists,5,26000,11000,13000,1000,
7773,r107,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers - computer and math sciences,All sectors,Education,S&E occupations,Computer and mathematical scientists,Postsecondary teachers - computer and math sciences,5,111000,52000,49000,8000,S
7773,r108,All sectors -> Education -> S&E occupations -> Physical and related scientists,All sectors,Education,S&E occupations,Physical and related scientists,,4,140000,57000,69000,11000,2000
7773,r109,"All sectors -> Education -> S&E occupations -> Physical and related scientists -> Chemists, except biochemists",All sectors,Education,S&E occupations,Physical and related scientists,"Chemists, except biochemists",5,18000,3000,12000,2000,
7773,r110,"All sectors -> Education -> S&E occupations -> Physical and related scientists -> Earth, atmospheric, and ocean scientists",All sectors,Education,S&E occupations,Physical and related scientists,"Earth, atmospheric, and ocean scientists",5,14000,6000,7000,1000,
7773,r111,All sectors -> Education -> S&E occupations -> Physical and related scientists -> Physicists,All sectors,Education,S&E occupations,Physical and related scientists,Physicists,5,21000,8000,10000,1000,
7773,r112,"All sectors -> Education -> S&E occupations -> Physical and related scientists -> Other physical and related scientists, including astronomers",All sectors,Education,S&E occupations,Physical and related scientists,"Other physical and related scientists, including astronomers",5,8000,S,2000,,
7773,r113,All sectors -> Education -> S&E occupations -> Physical and related scientists -> Postsecondary teachers - physical and related sciences,All sectors,Education,S&E occupations,Physical and related scientists,Postsecondary teachers - physical and related sciences,5,80000,34000,38000,6000,S
7773,r114,All sectors -> Education -> S&E occupations -> Social and related scientists,All sectors,Education,S&E occupations,Social and related scientists,,4,341000,149000,147000,34000,10000
7773,r115,All sectors -> Education -> S&E occupations -> Social and related scientists -> Economists,All sectors,Education,S&E occupations,Social and related scientists,Economists,5,12000,S,4000,S,
7773,r116,All sectors -> Education -> S&E occupations -> Social and related scientists -> Political scientists,All sectors,Education,S&E occupations,Social and related scientists,Political scientists,5,5000,2000,1000,S,
7773,r117,All sectors -> Education -> S&E occupations -> Social and related scientists -> Psychologists,All sectors,Education,S&E occupations,Social and related scientists,Psychologists,5,86000,32000,46000,4000,S
7773,r118,All sectors -> Education -> S&E occupations -> Social and related scientists -> Anthropologists,All sectors,Education,S&E occupations,Social and related scientists,Anthropologists,5,3000,2000,1000,,
7773,r119,All sectors -> Education -> S&E occupations -> Social and related scientists -> Other social and related scientists,All sectors,Education,S&E occupations,Social and related scientists,Other social and related scientists,5,46000,25000,13000,8000,
7773,r120,All sectors -> Education -> S&E occupations -> Social and related scientists -> Postsecondary teachers - social and related sciences,All sectors,Education,S&E occupations,Social and related scientists,Postsecondary teachers - social and related sciences,5,188000,80000,82000,20000,5000
7773,r121,All sectors -> Education -> S&E occupations -> Engineers,All sectors,Education,S&E occupations,Engineers,,4,119000,52000,58000,8000,
7773,r122,"All sectors -> Education -> S&E occupations -> Engineers -> Aerospace, aeronautical, and astronautical engineers",All sectors,Education,S&E occupations,Engineers,"Aerospace, aeronautical, and astronautical engineers",5,5000,2000,S,,
7773,r123,All sectors -> Education -> S&E occupations -> Engineers -> Chemical engineers,All sectors,Education,S&E occupations,Engineers,Chemical engineers,5,4000,1000,3000,,
7773,r124,"All sectors -> Education -> S&E occupations -> Engineers -> Civil, architectural, and sanitary engineers",All sectors,Education,S&E occupations,Engineers,"Civil, architectural, and sanitary engineers",5,9000,6000,3000,,
7773,r125,All sectors -> Education -> S&E occupations -> Engineers -> Electrical and computer hardware engineers,All sectors,Education,S&E occupations,Engineers,Electrical and computer hardware engineers,5,10000,4000,5000,,
7773,r126,All sectors -> Education -> S&E occupations -> Engineers -> Industrial engineers,All sectors,Education,S&E occupations,Engineers,Industrial engineers,5,0.05,,,,
7773,r127,All sectors -> Education -> S&E occupations -> Engineers -> Mechanical engineers,All sectors,Education,S&E occupations,Engineers,Mechanical engineers,5,12000,4000,6000,2000,
7773,r128,All sectors -> Education -> S&E occupations -> Engineers -> Other engineers,All sectors,Education,S&E occupations,Engineers,Other engineers,5,23000,13000,9000,2000,
7773,r129,All sectors -> Education -> S&E occupations -> Engineers -> Postsecondary teachers - engineering,All sectors,Education,S&E occupations,Engineers,Postsecondary teachers - engineering,5,55000,22000,28000,4000,
7773,r130,All sectors -> Education -> S&E-related occupations,All sectors,Education,S&E-related occupations,,,3,1883000,856000,878000,119000,30000
7773,r131,All sectors -> Education -> S&E-related occupations -> Health-related occupations,All sectors,Education,S&E-related occupations,Health-related occupations,,4,832000,384000,384000,47000,17000
7773,r132,All sectors -> Education -> S&E-related occupations -> S&E managers,All sectors,Education,S&E-related occupations,S&E managers,,4,62000,31000,29000,1000,
7773,r133,All sectors -> Education -> S&E-related occupations -> S&E precollege teachers,All sectors,Education,S&E-related occupations,S&E precollege teachers,,4,915000,410000,429000,66000,11000
7773,r134,All sectors -> Education -> S&E-related occupations -> S&E technicians and technologists,All sectors,Education,S&E-related occupations,S&E technicians and technologists,,4,69000,30000,34000,5000,
7773,r135,All sectors -> Education -> S&E-related occupations -> Other S&E-related occupations,All sectors,Education,S&E-related occupations,Other S&E-related occupations,,4,S,,,,
7773,r136,All sectors -> Education -> Non-S&E occupations,All sectors,Education,Non-S&E occupations,,,3,6842000,2800000,3407000,517000,117000
7773,r137,All sectors -> Education -> Non-S&E occupations -> Non-S&E managers,All sectors,Education,Non-S&E occupations,Non-S&E managers,,4,508000,250000,228000,25000,S
7773,r138,All sectors -> Education -> Non-S&E occupations -> Management-related occupations,All sectors,Education,Non-S&E occupations,Management-related occupations,,4,458000,192000,224000,34000,S
7773,r139,All sectors -> Education -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Education,Non-S&E occupations,Non-S&E precollege teachers,,4,3916000,1572000,1986000,285000,73000
7773,r140,All sectors -> Education -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Education,Non-S&E occupations,Non-S&E postsecondary teachers,,4,559000,241000,272000,39000,8000
7773,r141,All sectors -> Education -> Non-S&E occupations -> Social services and related occupations,All sectors,Education,Non-S&E occupations,Social services and related occupations,,4,411000,139000,219000,44000,8000
7773,r142,All sectors -> Education -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Education,Non-S&E occupations,Sales and marketing occupations,,4,115000,41000,61000,S,
7773,r143,"All sectors -> Education -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Education,Non-S&E occupations,"Art, humanities, and related occupations",,4,92000,26000,41000,S,
7773,r144,All sectors -> Education -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Education,Non-S&E occupations,Other non-S&E occupations,,4,783000,341000,376000,55000,11000
7773,r145,All sectors -> Government,All sectors,Government,,,,2,5439000,2625000,2270000,425000,118000
7773,r146,All sectors -> Government -> S&E occupations,All sectors,Government,S&E occupations,,,3,836000,425000,350000,49000,13000
7773,r147,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",,4,126000,63000,52000,9000,2000
7773,r148,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Agricultural and food scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Agricultural and food scientists,5,7000,5000,2000,,
7773,r149,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Biological and medical scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Biological and medical scientists,5,93000,46000,39000,7000,S
7773,r150,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Environmental life scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Environmental life scientists,5,26000,12000,11000,S,
7773,r151,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Postsecondary teachers - life and related sciences",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Postsecondary teachers - life and related sciences,5,,,,,
7773,r152,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists,All sectors,Government,S&E occupations,Computer and mathematical scientists,,4,268000,147000,104000,14000,3000
7773,r153,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists -> Computer and information scientists,All sectors,Government,S&E occupations,Computer and mathematical scientists,Computer and information scientists,5,223000,117000,95000,9000,S
7773,r154,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists -> Mathematical scientists,All sectors,Government,S&E occupations,Computer and mathematical scientists,Mathematical scientists,5,45000,30000,10000,S,S
