table_id,row_id,highest_degree_field_full_path,highest_degree_field_level_1,highest_degree_field_level_2,highest_degree_field_level_3,highest_degree_field_level_4,highest_degree_field_hierarchy_depth,field_total,field_asian_number,field_asian_percent,field_american_indian_or_alaska_native_number,field_american_indian_or_alaska_native_percent,field_black_or_african_american_number,field_black_or_african_american_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_white_number,field_white_percent,field_native_hawaiian_or_other_pacific_islander_number,field_native_hawaiian_or_other_pacific_islander_percent,field_more_than_one_race_number,field_more_than_one_race_percent
1632,r014,All S&E degrees -> Computer and mathematical sciences -> Mathematics and statistics -> Other mathematics,All S&E degrees,Computer and mathematical sciences,Mathematics and statistics,Other mathematics,4,23000,1000,s,s,s,s,s,9000,39.1,s,s,s,s,s,s
1632,r015,"All S&E degrees -> Biological, agricultural, and environmental life sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",,,2,2290000,307000,13.4,13000,0.6,121000,5.3,174000,7.6,1611000,70.3,3000,0.1,60000,2.6
1632,r016,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,,3,286000,23000,8.0,s,s,6000,2.1,18000,6.3,233000,81.5,s,s,s,s
1632,r017,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences -> Animal sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,Animal sciences,4,104000,s,s,s,s,2000,1.9,10000,9.6,86000,82.7,s,s,s,s
1632,r018,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences -> Food sciences and technology",All S&E degrees,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,Food sciences and technology,4,33000,6000,18.2,s,s,1000,3.0,1000,s,24000,72.7,s,s,s,s
1632,r019,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences -> Plant sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,Plant sciences,4,99000,s,s,s,s,1000,1.0,4000,4.0,83000,83.8,s,s,s,s
1632,r020,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences -> Other agricultural sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,Other agricultural sciences,4,49000,4000,8.2,s,s,s,s,s,s,40000,81.6,s,s,s,s
1632,r021,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,,3,1763000,278000,15.8,11000,0.6,111000,6.3,134000,7.6,1175000,66.6,2000,0.1,52000,2.9
1632,r022,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Biochemistry and biophysics",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,Biochemistry and biophysics,4,131000,34000,26.0,s,s,5000,3.8,7000,5.3,83000,63.4,s,s,2000,1.5
1632,r023,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Biology, general",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,"Biology, general",4,861000,106000,12.3,s,s,68000,7.9,73000,8.5,570000,66.2,1000,s,38000,4.4
1632,r024,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Botany",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,Botany,4,17000,4000,23.5,s,s,s,s,s,s,11000,64.7,s,s,s,s
1632,r025,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Cell and molecular biology",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,Cell and molecular biology,4,109000,28000,25.7,s,s,s,s,20000,18.3,54000,49.5,s,s,3000,2.8
1632,r026,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Ecology",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,Ecology,4,115000,2000,1.7,s,s,11000,9.6,s,s,94000,81.7,s,s,3000,2.6
1632,r027,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Genetics, animal and plant",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,"Genetics, animal and plant",4,26000,5000,19.2,s,s,s,s,1000,3.8,19000,73.1,s,s,s,s
1632,r028,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Microbiological sciences and immunology",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,Microbiological sciences and immunology,4,125000,25000,20.0,s,s,7000,5.6,13000,10.4,79000,63.2,s,s,s,s
1632,r029,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Nutritional sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,Nutritional sciences,4,88000,15000,17.0,s,s,s,s,2000,2.3,55000,62.5,s,s,s,s
1632,r030,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Pharmacology, human and animal",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,"Pharmacology, human and animal",4,24000,6000,25.0,s,s,s,s,s,s,17000,70.8,s,s,s,s
1632,r031,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Physiology and pathology, human and animal",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,"Physiology and pathology, human and animal",4,62000,21000,33.9,s,s,s,s,3000,4.8,35000,56.5,s,s,s,s
1632,r032,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Zoology, general",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,"Zoology, general",4,72000,6000,8.3,s,s,s,s,2000,2.8,62000,86.1,s,s,s,s
1632,r033,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Biological sciences -> Other biological sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Biological sciences,Other biological sciences,4,135000,27000,20.0,s,s,4000,3.0,6000,4.4,96000,71.1,s,s,s,s
1632,r034,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Environmental life sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Environmental life sciences,,3,241000,6000,2.5,1000,0.4,5000,2.1,23000,9.5,203000,84.2,s,s,4000,1.7
1632,r035,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Environmental life sciences -> Environmental science or studies",All S&E degrees,"Biological, agricultural, and environmental life sciences",Environmental life sciences,Environmental science or studies,4,182000,4000,2.2,s,s,5000,2.7,22000,12.1,146000,80.2,s,s,4000,2.2
1632,r036,"All S&E degrees -> Biological, agricultural, and environmental life sciences -> Environmental life sciences -> Forestry sciences",All S&E degrees,"Biological, agricultural, and environmental life sciences",Environmental life sciences,Forestry sciences,4,59000,2000,3.4,s,s,s,s,s,s,56000,94.9,s,s,s,s
1632,r037,All S&E degrees -> Physical and related sciences,All S&E degrees,Physical and related sciences,,,2,814000,129000,15.8,s,s,38000,4.7,50000,6.1,583000,71.6,s,s,11000,1.4
1632,r038,"All S&E degrees -> Physical and related sciences -> Chemistry, except biochemistry",All S&E degrees,Physical and related sciences,"Chemistry, except biochemistry",,3,349000,72000,20.6,s,s,26000,7.4,24000,6.9,221000,63.3,s,s,4000,1.1
1632,r039,"All S&E degrees -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All S&E degrees,Physical and related sciences,"Earth, atmospheric, and ocean sciences",,3,234000,7000,3.0,s,s,5000,2.1,10000,4.3,209000,89.3,s,s,2000,0.9
1632,r040,"All S&E degrees -> Physical and related sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences and meteorology",All S&E degrees,Physical and related sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences and meteorology,4,28000,1000,3.6,s,s,s,s,s,s,26000,92.9,s,s,s,s
1632,r041,"All S&E degrees -> Physical and related sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",All S&E degrees,Physical and related sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,4,63000,1000,1.6,s,s,s,s,s,s,58000,92.1,s,s,s,s
1632,r042,"All S&E degrees -> Physical and related sciences -> Earth, atmospheric, and ocean sciences -> Geology",All S&E degrees,Physical and related sciences,"Earth, atmospheric, and ocean sciences",Geology,4,97000,s,s,s,s,3000,3.1,4000,4.1,85000,87.6,s,s,1000,1.0
1632,r043,"All S&E degrees -> Physical and related sciences -> Earth, atmospheric, and ocean sciences -> Geological sciences, other",All S&E degrees,Physical and related sciences,"Earth, atmospheric, and ocean sciences","Geological sciences, other",4,36000,1000,2.8,s,s,s,s,s,s,31000,86.1,s,s,s,s
1632,r044,"All S&E degrees -> Physical and related sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",All S&E degrees,Physical and related sciences,"Earth, atmospheric, and ocean sciences",Oceanography,4,10000,s,s,s,s,s,s,s,s,8000,80.0,s,s,s,s
1632,r045,All S&E degrees -> Physical and related sciences -> Physics and astronomy,All S&E degrees,Physical and related sciences,Physics and astronomy,,3,202000,47000,23.3,s,s,4000,2.0,14000,6.9,132000,65.3,s,s,4000,2.0
1632,r046,All S&E degrees -> Physical and related sciences -> Physics and astronomy -> Astronomy and astrophysics,All S&E degrees,Physical and related sciences,Physics and astronomy,Astronomy and astrophysics,4,17000,1000,5.9,s,s,s,s,s,s,14000,82.4,s,s,s,s
1632,r047,All S&E degrees -> Physical and related sciences -> Physics and astronomy -> Physics,All S&E degrees,Physical and related sciences,Physics and astronomy,Physics,4,186000,46000,24.7,s,s,4000,2.2,13000,7.0,118000,63.4,s,s,3000,1.6
1632,r048,All S&E degrees -> Physical and related sciences -> Other physical sciences,All S&E degrees,Physical and related sciences,Other physical sciences,,3,29000,s,s,s,s,s,s,s,s,22000,75.9,s,s,s,s
1632,r049,All S&E degrees -> Physical and related sciences -> Other physical sciences -> Other physical sciences,All S&E degrees,Physical and related sciences,Other physical sciences,Other physical sciences,4,5336000,408000,7.6,19000,0.4,459000,8.6,553000,10.4,3760000,70.5,17000,0.0,120000,2.2
1632,r050,"All S&E degrees -> Physical and related sciences -> Other physical sciences -> Science, unclassified",All S&E degrees,Physical and related sciences,Other physical sciences,"Science, unclassified",4,870000,129000,14.8,s,s,47000,5.4,79000,9.1,593000,68.2,s,s,13000,1.5
1632,r051,All S&E degrees -> Social and related sciences,All S&E degrees,Social and related sciences,,,2,57000,s,s,s,s,s,s,s,s,54000,94.7,s,s,s,s
1632,r052,All S&E degrees -> Social and related sciences -> Economics,All S&E degrees,Social and related sciences,Economics,,3,814000,129000,15.8,s,s,47000,5.8,77000,9.5,539000,66.2,s,s,12000,1.5
1632,r053,All S&E degrees -> Social and related sciences -> Economics -> Agricultural economics,All S&E degrees,Social and related sciences,Economics,Agricultural economics,4,994000,74000,7.4,3000,0.3,72000,7.2,93000,9.4,726000,73.0,s,s,26000,2.6
1632,r054,All S&E degrees -> Social and related sciences -> Economics -> Economics,All S&E degrees,Social and related sciences,Economics,Economics,4,66000,8000,12.1,s,s,6000,9.1,7000,10.6,43000,65.2,s,s,1000,1.5
1632,r055,All S&E degrees -> Social and related sciences -> Political and related sciences,All S&E degrees,Social and related sciences,Political and related sciences,,3,190000,23000,12.1,s,s,13000,6.8,20000,10.5,123000,64.7,s,s,10000,5.3
1632,r056,All S&E degrees -> Social and related sciences -> Political and related sciences -> Public policy studies,All S&E degrees,Social and related sciences,Political and related sciences,Public policy studies,4,739000,42000,5.7,2000,0.3,52000,7.0,66000,8.9,560000,75.8,s,s,16000,2.2
1632,r057,All S&E degrees -> Social and related sciences -> Political and related sciences -> International relations,All S&E degrees,Social and related sciences,Political and related sciences,International relations,4,2034000,108000,5.3,5000,0.2,201000,9.9,231000,11.4,1445000,71.0,7000,0.3,38000,1.9
1632,r058,All S&E degrees -> Social and related sciences -> Political and related sciences -> Political science and government,All S&E degrees,Social and related sciences,Political and related sciences,Political science and government,4,114000,9000,7.9,s,s,8000,7.0,18000,15.8,78000,68.4,s,s,1000,s
1632,r059,All S&E degrees -> Social and related sciences -> Psychology,All S&E degrees,Social and related sciences,Psychology,,3,239000,16000,6.7,s,s,16000,6.7,30000,12.6,171000,71.5,s,s,6000,2.5
1632,r060,All S&E degrees -> Social and related sciences -> Psychology -> Educational psychology,All S&E degrees,Social and related sciences,Psychology,Educational psychology,4,310000,12000,3.9,s,s,42000,13.5,31000,10.0,220000,71.0,s,s,4000,1.3
1632,r061,All S&E degrees -> Social and related sciences -> Psychology -> Clinical psychology,All S&E degrees,Social and related sciences,Psychology,Clinical psychology,4,39000,1000,2.6,s,s,s,s,2000,5.1,33000,84.6,s,s,s,s
1632,r062,All S&E degrees -> Social and related sciences -> Psychology -> Counseling psychology,All S&E degrees,Social and related sciences,Psychology,Counseling psychology,4,923000,47000,5.1,s,s,76000,8.2,105000,11.4,670000,72.6,s,s,17000,1.8
1632,r063,All S&E degrees -> Social and related sciences -> Psychology -> Experimental psychology,All S&E degrees,Social and related sciences,Psychology,Experimental psychology,4,82000,2000,2.4,s,s,16000,19.5,9000,11.0,55000,67.1,s,s,s,s
1632,r064,All S&E degrees -> Social and related sciences -> Psychology -> General psychology,All S&E degrees,Social and related sciences,Psychology,General psychology,4,118000,6000,5.1,s,s,10000,8.5,11000,9.3,88000,74.6,s,s,3000,2.5
1632,r065,All S&E degrees -> Social and related sciences -> Psychology -> Industrial and organizational psychology,All S&E degrees,Social and related sciences,Psychology,Industrial and organizational psychology,4,208000,16000,7.7,s,s,31000,14.9,25000,12.0,129000,62.0,s,s,6000,2.9
1632,r066,All S&E degrees -> Social and related sciences -> Psychology -> Social psychology,All S&E degrees,Social and related sciences,Psychology,Social psychology,4,838000,40000,4.8,4000,0.5,103000,12.3,97000,11.6,566000,67.5,s,s,26000,3.1
1632,r067,All S&E degrees -> Social and related sciences -> Psychology -> Other psychology,All S&E degrees,Social and related sciences,Psychology,Other psychology,4,191000,3000,1.6,s,s,11000,5.8,11000,5.8,154000,80.6,s,s,9000,4.7
1632,r068,All S&E degrees -> Social and related sciences -> Sociology and anthropology,All S&E degrees,Social and related sciences,Sociology and anthropology,,3,78000,s,s,s,s,4000,5.1,12000,15.4,49000,62.8,s,s,s,s
1632,r069,All S&E degrees -> Social and related sciences -> Sociology and anthropology -> Anthropology and archaeology,All S&E degrees,Social and related sciences,Sociology and anthropology,Anthropology and archaeology,4,570000,28000,4.9,s,s,88000,15.4,74000,13.0,363000,63.7,s,s,12000,2.1
1632,r070,All S&E degrees -> Social and related sciences -> Sociology and anthropology -> Criminology,All S&E degrees,Social and related sciences,Sociology and anthropology,Criminology,4,600000,58000,9.7,3000,0.5,36000,6.0,53000,8.8,430000,71.7,s,s,17000,2.8
1632,r071,All S&E degrees -> Social and related sciences -> Sociology and anthropology -> Sociology,All S&E degrees,Social and related sciences,Sociology and anthropology,Sociology,4,133000,11000,8.3,s,s,11000,8.3,19000,14.3,84000,63.2,s,s,4000,3.0
1632,r072,All S&E degrees -> Social and related sciences -> Other social sciences,All S&E degrees,Social and related sciences,Other social sciences,,3,79000,10000,12.7,s,s,s,s,4000,5.1,62000,78.5,s,s,s,s
1632,r073,All S&E degrees -> Social and related sciences -> Other social sciences -> Area and ethnic studies,All S&E degrees,Social and related sciences,Other social sciences,Area and ethnic studies,4,29000,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1632,r074,All S&E degrees -> Social and related sciences -> Other social sciences -> Linguistics,All S&E degrees,Social and related sciences,Other social sciences,Linguistics,4,137000,11000,8.0,s,s,s,s,9000,6.6,103000,75.2,s,s,s,s
1632,r075,All S&E degrees -> Social and related sciences -> Other social sciences -> Philosophy of science,All S&E degrees,Social and related sciences,Other social sciences,Philosophy of science,4,6000,s,s,s,s,s,s,s,s,5000,83.3,s,s,s,s
1632,r076,All S&E degrees -> Social and related sciences -> Other social sciences -> Geography,All S&E degrees,Social and related sciences,Other social sciences,Geography,4,216000,9000,4.2,s,s,15000,6.9,21000,9.7,167000,77.3,s,s,3000,1.4
1632,r077,All S&E degrees -> Social and related sciences -> Other social sciences -> History of science,All S&E degrees,Social and related sciences,Other social sciences,History of science,4,3494000,841000,24.1,10000,0.3,140000,4.0,322000,9.2,2125000,60.8,10000,0.3,46000,1.3
1632,r078,All S&E degrees -> Social and related sciences -> Other social sciences -> Other social sciences,All S&E degrees,Social and related sciences,Other social sciences,Other social sciences,4,127000,19000,15.0,s,s,3000,2.4,14000,11.0,87000,68.5,s,s,2000,1.6
1632,r079,All S&E degrees -> Engineering,All S&E degrees,Engineering,,,2,220000,46000,20.9,s,s,10000,4.5,13000,5.9,149000,67.7,s,s,3000,1.4
1632,r080,"All S&E degrees -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E degrees,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,501000,77000,15.4,s,s,15000,3.0,49000,9.8,353000,70.5,1000,0.2,5000,1.0
1632,r081,All S&E degrees -> Engineering -> Chemical engineering,All S&E degrees,Engineering,Chemical engineering,,3,25000,s,s,s,s,s,s,2000,8.0,20000,80.0,s,s,s,s
1632,r082,All S&E degrees -> Engineering -> Civil and architectural engineering,All S&E degrees,Engineering,Civil and architectural engineering,,3,476000,75000,15.8,s,s,14000,2.9,48000,10.1,333000,70.0,1000,0.2,4000,0.8
1632,r083,All S&E degrees -> Engineering -> Civil and architectural engineering -> Architectural engineering,All S&E degrees,Engineering,Civil and architectural engineering,Architectural engineering,4,1264000,460000,36.4,3000,0.2,60000,4.7,104000,8.2,618000,48.9,4000,0.3,15000,1.2
1632,r084,All S&E degrees -> Engineering -> Civil and architectural engineering -> Civil engineering,All S&E degrees,Engineering,Civil and architectural engineering,Civil engineering,4,350000,140000,40.0,s,s,20000,5.7,33000,9.4,152000,43.4,s,s,4000,1.1
1632,r085,All S&E degrees -> Engineering -> Electrical and computer engineering,All S&E degrees,Engineering,Electrical and computer engineering,,3,914000,320000,35.0,3000,0.3,40000,4.4,71000,7.8,466000,51.0,3000,0.3,10000,1.1
1632,r086,All S&E degrees -> Engineering -> Electrical and computer engineering -> Computer and systems engineering,All S&E degrees,Engineering,Electrical and computer engineering,Computer and systems engineering,4,214000,34000,15.9,s,s,16000,7.5,38000,17.8,123000,57.5,s,s,s,s
1632,r087,"All S&E degrees -> Engineering -> Electrical and computer engineering -> Electrical, electronics, and communications engineering",All S&E degrees,Engineering,Electrical and computer engineering,"Electrical, electronics, and communications engineering",4,214000,34000,15.9,s,s,16000,7.5,38000,17.8,123000,57.5,s,s,s,s
1632,r088,All S&E degrees -> Engineering -> Industrial and manufacturing engineering,All S&E degrees,Engineering,Industrial and manufacturing engineering,,3,689000,122000,17.7,4000,0.6,22000,3.2,70000,10.2,459000,66.6,1000,0.1,10000,1.5
1632,r089,All S&E degrees -> Engineering -> Mechanical engineering,All S&E degrees,Engineering,Mechanical engineering,,3,479000,82000,17.1,s,s,15000,3.1,33000,6.9,336000,70.1,s,s,8000,1.7
1632,r090,All S&E degrees -> Engineering -> Other engineering,All S&E degrees,Engineering,Other engineering,,3,30000,1000,3.3,s,s,s,s,1000,s,27000,90.0,s,s,s,s
1632,r091,All S&E degrees -> Engineering -> Other engineering -> Agricultural engineering,All S&E degrees,Engineering,Other engineering,Agricultural engineering,4,58000,18000,31.0,s,s,1000,s,8000,13.8,29000,50.0,s,s,2000,3.4
1632,r092,All S&E degrees -> Engineering -> Other engineering -> Bioengineering and biomedical engineering,All S&E degrees,Engineering,Other engineering,Bioengineering and biomedical engineering,4,33000,6000,18.2,s,s,s,s,2000,6.1,23000,69.7,s,s,s,s
1632,r093,"All S&E degrees -> Engineering -> Other engineering -> Engineering sciences, mechanics, and physics",All S&E degrees,Engineering,Other engineering,"Engineering sciences, mechanics, and physics",4,66000,10000,15.2,s,s,s,s,5000,7.6,48000,72.7,s,s,s,s
1632,r094,All S&E degrees -> Engineering -> Other engineering -> Environmental engineering,All S&E degrees,Engineering,Other engineering,Environmental engineering,4,36000,2000,5.6,s,s,2000,5.6,2000,5.6,28000,77.8,s,s,s,s
1632,r095,"All S&E degrees -> Engineering -> Other engineering -> Engineering, general",All S&E degrees,Engineering,Other engineering,"Engineering, general",4,13000,1000,7.7,s,s,s,s,s,s,9000,69.2,s,s,s,s
1632,r096,All S&E degrees -> Engineering -> Other engineering -> Geophysical and geological engineering,All S&E degrees,Engineering,Other engineering,Geophysical and geological engineering,4,71000,14000,19.7,s,s,1000,1.4,1000,1.4,52000,73.2,s,s,s,s
1632,r097,"All S&E degrees -> Engineering -> Other engineering -> Materials engineering, including ceramics and textiles",All S&E degrees,Engineering,Other engineering,"Materials engineering, including ceramics and textiles",4,9000,s,s,s,s,s,s,s,s,7000,77.8,s,s,s,s
1632,r098,All S&E degrees -> Engineering -> Other engineering -> Metallurgical engineering,All S&E degrees,Engineering,Other engineering,Metallurgical engineering,4,11000,s,s,s,s,s,s,s,s,8000,72.7,s,s,s,s
1632,r099,All S&E degrees -> Engineering -> Other engineering -> Mining and minerals engineering,All S&E degrees,Engineering,Other engineering,Mining and minerals engineering,4,11000,s,s,s,s,s,s,s,s,10000,90.9,s,s,s,s
1632,r100,All S&E degrees -> Engineering -> Other engineering -> Naval architecture and marine engineering,All S&E degrees,Engineering,Other engineering,Naval architecture and marine engineering,4,20000,s,s,s,s,s,s,s,s,17000,85.0,s,s,s,s
1632,r101,All S&E degrees -> Engineering -> Other engineering -> Nuclear engineering,All S&E degrees,Engineering,Other engineering,Nuclear engineering,4,23000,4000,17.4,s,s,5000,21.7,s,s,14000,60.9,s,s,s,s
1632,r102,All S&E degrees -> Engineering -> Other engineering -> Petroleum engineering,All S&E degrees,Engineering,Other engineering,Petroleum engineering,4,98000,20000,20.4,s,s,2000,2.0,10000,10.2,64000,65.3,s,s,1000,1.0
1632,r103,All S&E degrees -> Engineering -> Other engineering -> Other engineering,All S&E degrees,Engineering,Other engineering,Other engineering,4,96000,19000,19.8,s,s,3000,310.0,6000,6.3,67000,69.8,s,s,s,s
