table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9940,r033,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,2,1655529,1422955,1821583,941856,1249365,1648017,1577835,1352087,502000,1403431,1377302,2808156,1316767,1400300
9940,r034,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,2,12445993,13024897,12191046,6071256,12838391,9321647,6850569,10571211,10836858,14441199,8842589,9463758,11189625,10073889
9940,r035,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,2,9000000,9225000,9500000,8884000,6548000,5688066,5534981,6864896,7395578,8661785,7959645,8877335,10882065,9103250
9940,r036,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,2,963611,598349,578559,569931,584875,596824,407000,899987,1902328,2592127,1336855,3635470,1204774,1298374
9940,r037,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,2,10308223,13111393,17281878,20745056,22035664,16507471,10142447,12713029,12015510,7078867,6886766,6249317,6276848,6349868
9940,r038,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,2,3818308,3845728,4101968,2497372,4030997,4873928,3817249,4554002,4365557,5700014,6849411,6480977,4963501,4292220
9940,r039,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,2,2705721,2481963,2494162,2004957,2639702,2290000,2938000,1960000,3120794,3445111,5411595,2460479,3638363,7385549
9940,r040,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,2,5815684,2979258,3919294,4034828,3842683,3095997,2438279,3889274,2714547,1714300,3913899,3934697,5576553,4100235
9940,r041,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,2,446433,283838,445082,334093,541470,1576999,1436793,183000,1164842,0,1225000,0,185472,900000
9940,r042,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,2,2476225,1384632,1581676,1967442,1942501,1594110,2160647,2225883,2497762,2178465,2159379,1851635,2646350,2581949
9940,r043,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,2,2069310,2098898,2000267,1477644,1811337,1798604,1236834,1722981,1550351,1670091,1222798,1321098,1178029,2109493
9940,r044,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,2,3752587,1064262,3286726,3369468,2505628,3780473,3256696,2911522,3528759,2659034,3107664,2650589,6683667,5399804
9940,r045,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,2,22535124,25071272,23851121,22715697,20671237,13640184,19803109,28049226,26213677,17247836,17294677,20694167,20505965,24982335
9940,r046,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,2,800000,2600000,2600000,2030000,2430000,2293133,1470900,2375221,3955036,3374087,3435069,3141698,3315176,2684063
9940,r047,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,2,738707,666981,493856,705916,836839,1007865,793005,698263,924025,1625848,2211617,1081391,1097307,843185
9940,r048,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,2,9443286,8931272,8469431,9974446,14128627,12779955,17554526,16692096,15877244,15739313,12889933,19782914,18505828,16489762
9940,r049,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,2,2285130,5402675,5095830,4893607,4257879,5450000,5450000,5607000,4852000,4852000,5596000,4890000,7528900,4527700
9940,r050,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,2,950000,5100000,5583425,2518000,2729000,2477760,2193922,2690000,3935000,2400000,2124711,2028215,2257746,2260000
9940,r051,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,2,5030145,3572299,4115612,4828319,6215294,3843195,3106681,3038585,2884850,4084993,3754645,4106692,2176168,4217027
9940,r052,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,2,900986,687017,506556,1872582,1637853,1230873,986181,1085282,955106,1227341,1428942,1240805,1105147,768083
9940,r053,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,1,200000,180000,180000,200000,200000,560000,560000,na,na,na,na,na,na,0
