table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total_r_d,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6474,r068,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,691.3,625.3,1.4,0.0,51.4,0.0,1.6,0.0,11.6,0.0
6474,r069,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,99.5,8.6,6.5,0.0,50.9,0.0,27.1,0.0,6.4,0.0
6474,r070,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,8.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
6474,r071,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r072,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,89.9,5.9,5.6,0.0,50.9,0.0,27.1,0.0,0.4,0.0
6474,r073,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4.3,3.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r074,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2.3,1.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r075,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r076,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r077,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,1151.8,258.3,398.0,0.0,231.9,1.6,46.6,91.6,122.7,1.1
6474,r078,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,536.4,110.8,194.8,0.0,112.3,0.0,29.7,88.9,0.0,0.0
6474,r079,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,376.6,70.7,101.8,0.0,76.7,1.6,11.4,0.6,113.8,0.0
6474,r080,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,11.4,3.3,4.8,0.0,2.2,0.0,0.1,1.0,0.0,0.0
6474,r081,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,47.4,15.1,22.3,0.0,6.6,0.0,2.3,0.0,0.0,1.1
6474,r082,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,54.0,0.0,22.2,0.0,19.8,0.0,3.1,0.0,9.0,0.0
6474,r083,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,66.0,10.0,40.6,0.0,14.2,0.0,0.0,1.0,0.0,0.0
6474,r084,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r085,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,19.0,7.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r086,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,63.4,2.0,36.4,0.1,0.0,0.0,0.0,8.4,0.0,16.6
6474,r087,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,63.3,2.0,36.4,0.0,0.0,0.0,0.0,8.4,0.0,16.6
6474,r088,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
6474,r089,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1689.4,1621.1,0.0,0.0,0.0,0.0,0.0,68.3,0.0,0.0
6474,r090,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
6474,r091,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,6.4,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0
6474,r092,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,194.3,19.7,22.4,0.0,51.0,0.0,50.1,0.0,0.0,51.1
6474,r093,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
6474,r094,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r095,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,521.8,262.4,204.7,0.0,54.7,0.0,0.0,0.0,0.0,0.0
6474,r096,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r097,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r098,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r099,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,8799.4,2413.6,3258.6,10.5,802.8,2022.3,229.1,32.2,3.0,27.3
6474,r100,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,6405.6,9.4,462.9,0.0,5282.3,264.5,347.6,4.8,14.9,19.2
6474,r101,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,76.3,31.6,8.4,12.0,7.0,3.2,0.6,13.1,0.0,0.4
6474,r102,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,390.9,0.0,0.0,0.0,0.0,0.0,390.9,0.0,0.0,0.0
6474,r103,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
6474,r104,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,213.6,213.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r105,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,129.4,68.7,47.3,0.0,10.2,0.0,3.1,0.0,0.0,0.0
6474,r106,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,11.1,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r107,All agencies -> Other agencies -> U.S. Agency for Global Media,All agencies,Other agencies,U.S. Agency for Global Media,,,3,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,r108,All agencies -> Other agencies -> U.S. Postal Service,All agencies,Other agencies,U.S. Postal Service,,,3,19.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
