table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_employed_total_number,field_all_employed_total_se,field_all_employed_male_number,field_all_employed_male_se,field_all_employed_female_number,field_all_employed_female_se,field_asiana_total_number,field_asiana_total_se,field_asiana_male_number,field_asiana_male_se,field_asiana_female_number,field_asiana_female_se,field_other_minorityb_total_number,field_other_minorityb_total_se,field_other_minorityb_male_number,field_other_minorityb_male_se,field_other_minorityb_female_number,field_other_minorityb_female_se,field_whitec_total_number,field_whitec_total_se,field_whitec_male_number,field_whitec_male_se,field_whitec_female_number,field_whitec_female_se
8221,r011,"All occupations -> Science occupations -> Biological, agricultural, and other life scientists -> Other biological, agricultural, life scientists",All occupations,Science occupations,"Biological, agricultural, and other life scientists","Other biological, agricultural, life scientists",4,22600,825,11200,600,11400,550,8000,550,3700,400,4300,325,2500,225,1150,150,1350,150,12100,600,6400,450,5750,400
8221,r012,All occupations -> Science occupations -> Computer and information scientists,All occupations,Science occupations,Computer and information scientists,,3,65450,1025,53250,1025,12200,425,29350,850,23300,750,6050,425,4100,300,3150,275,950,125,32000,900,26800,850,5200,300
8221,r013,All occupations -> Science occupations -> Computer and information scientists -> Computer and information scientists,All occupations,Science occupations,Computer and information scientists,Computer and information scientists,4,55100,1125,45350,1100,9750,425,25600,875,20550,775,5050,400,3200,275,2550,250,700,100,26300,850,22300,825,4000,275
8221,r014,"All occupations -> Science occupations -> Computer and information scientists -> Postsecondary teachers, computer science",All occupations,Science occupations,Computer and information scientists,"Postsecondary teachers, computer science",4,10350,550,7900,525,2450,250,3750,375,2750,375,1050,175,900,125,650,125,250,75,5700,425,4500,400,1200,175
8221,r015,All occupations -> Science occupations -> Mathematical scientists,All occupations,Science occupations,Mathematical scientists,,3,43950,875,31350,800,12600,450,15200,625,9850,525,5350,350,3950,225,2850,175,1150,125,24800,700,18650,650,6100,275
8221,r016,All occupations -> Science occupations -> Mathematical scientists -> Mathematical scientists,All occupations,Science occupations,Mathematical scientists,Mathematical scientists,4,24900,750,17050,725,7850,400,10500,550,6550,475,3950,325,2200,175,1500,150,700,125,12200,550,9000,525,3200,225
8221,r017,"All occupations -> Science occupations -> Mathematical scientists -> Postsecondary teachers, mathematics, statistics",All occupations,Science occupations,Mathematical scientists,"Postsecondary teachers, mathematics, statistics",4,19050,625,14300,525,4750,325,4700,375,3300,325,1400,200,1800,150,1350,125,450,75,12600,500,9650,450,2950,225
8221,r018,All occupations -> Science occupations -> Physical scientists,All occupations,Science occupations,Physical scientists,,3,85100,1375,62150,1200,22950,675,19300,850,14000,725,5350,400,7100,325,4650,250,2400,200,58700,1150,43500,1025,15200,475
8221,r019,"All occupations -> Science occupations -> Physical scientists -> Chemists, except biochemists",All occupations,Science occupations,Physical scientists,"Chemists, except biochemists",4,21250,675,15600,625,5600,400,6400,450,4700,400,1700,225,1850,200,1000,125,850,150,13000,575,9950,525,3050,275
8221,r020,"All occupations -> Science occupations -> Physical scientists -> Earth, atmospheric, ocean scientists",All occupations,Science occupations,Physical scientists,"Earth, atmospheric, ocean scientists",4,11500,400,8200,350,3350,225,2550,250,1750,200,800,175,800,75,500,75,300,75,8200,350,5950,300,2250,150
8221,r021,"All occupations -> Science occupations -> Physical scientists -> Physicists, astronomers",All occupations,Science occupations,Physical scientists,"Physicists, astronomers",4,13550,625,11400,575,2150,225,3000,375,2300,325,700,175,700,100,500,100,150,50,9850,500,8550,475,1300,150
8221,r022,"All occupations -> Science occupations -> Physical scientists -> Postsecondary teachers, chemistry",All occupations,Science occupations,Physical scientists,"Postsecondary teachers, chemistry",4,17200,700,10850,600,6300,375,3000,350,1750,275,1300,200,1800,175,1150,150,600,100,12350,600,7950,500,4400,350
8221,r023,"All occupations -> Science occupations -> Physical scientists -> Postsecondary teachers, physics",All occupations,Science occupations,Physical scientists,"Postsecondary teachers, physics",4,10100,550,8250,525,1850,200,2250,375,1850,325,350,125,900,150,800,125,150,50,6950,500,5550,475,1350,150
8221,r024,"All occupations -> Science occupations -> Physical scientists -> Postsecondary teachers, other physical science",All occupations,Science occupations,Physical scientists,"Postsecondary teachers, other physical science",4,6700,350,4400,275,2300,175,950,200,700,175,250,75,600,75,350,75,250,50,5200,300,3350,250,1850,150
8221,r025,All occupations -> Science occupations -> Physical scientists -> Other physical scientists,All occupations,Science occupations,Physical scientists,Other physical scientists,4,4800,350,3450,325,1350,175,1200,225,950,200,250,75,450,125,350,125,S,S,3150,275,2150,225,1000,175
8221,r026,All occupations -> Science occupations -> Psychologists,All occupations,Science occupations,Psychologists,,3,78400,1025,27550,875,50850,825,4150,350,1000,150,3200,300,9750,350,2550,225,7200,300,64500,925,24000,800,40500,825
8221,r027,All occupations -> Science occupations -> Psychologists -> Psychologists,All occupations,Science occupations,Psychologists,Psychologists,4,58300,1050,19000,850,39250,800,2700,300,500,150,2200,250,7050,350,1600,200,5450,300,48550,1000,16900,775,31600,775
8221,r028,"All occupations -> Science occupations -> Psychologists -> Postsecondary teachers, psychology",All occupations,Science occupations,Psychologists,"Postsecondary teachers, psychology",4,20150,725,8550,525,11600,450,1450,225,500,100,1000,200,2700,225,1000,125,1750,150,15950,675,7050,525,8850,400
8221,r029,All occupations -> Science occupations -> Social scientists,All occupations,Science occupations,Social scientists,,3,68450,1150,36850,925,31600,725,9150,450,4450,325,4700,350,9850,425,5100,325,4750,250,49400,1050,27300,800,22100,625
8221,r030,All occupations -> Science occupations -> Social scientists -> Economists,All occupations,Science occupations,Social scientists,Economists,4,9150,375,5850,325,3250,250,2200,225,1100,175,1100,175,1400,175,1000,150,400,100,5550,350,3800,300,1750,200
8221,r031,All occupations -> Science occupations -> Social scientists -> Political scientists,All occupations,Science occupations,Social scientists,Political scientists,4,1750,250,1100,200,650,150,,,,,,,350,125,150,50,S,S,1350,200,950,200,450,100
8221,r032,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, economics",All occupations,Science occupations,Social scientists,"Postsecondary teachers, economics",4,10900,600,8000,525,2900,300,2100,250,1400,225,750,150,950,100,700,100,250,50,7850,500,5950,450,1900,225
8221,r033,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, political science",All occupations,Science occupations,Social scientists,"Postsecondary teachers, political science",4,10000,525,6700,450,3300,300,800,150,500,125,300,75,1250,175,750,150,500,150,7900,475,5400,425,2500,225
8221,r034,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, sociology",All occupations,Science occupations,Social scientists,"Postsecondary teachers, sociology",4,7950,425,3500,325,4450,300,700,175,250,100,450,125,1500,175,800,175,750,100,5700,375,2450,300,3250,250
8221,r035,"All occupations -> Science occupations -> Social scientists -> Postsecondary teachers, other social sciences",All occupations,Science occupations,Social scientists,"Postsecondary teachers, other social sciences",4,15550,500,6750,400,8800,425,1700,225,650,125,1050,200,2300,175,950,100,1350,125,11550,450,5150,375,6400,350
8221,r036,"All occupations -> Science occupations -> Social scientists -> Sociologists, anthropologists",All occupations,Science occupations,Social scientists,"Sociologists, anthropologists",4,3800,300,1700,250,2100,200,200,75,100,50,100,50,500,75,200,50,350,75,3100,300,1450,250,1650,200
8221,r037,All occupations -> Science occupations -> Social scientists -> Other social scientists,All occupations,Science occupations,Social scientists,Other social scientists,4,9400,475,3250,300,6150,350,1400,225,450,100,950,200,1550,175,550,100,1000,125,6450,350,2250,250,4200,250
8221,r038,All occupations -> Engineering occupations,All occupations,Engineering occupations,,,2,122800,1575,101650,1550,21100,625,50050,1150,41450,1075,8650,450,9800,375,7600,350,2200,175,62900,1200,52650,1175,10300,425
8221,r039,"All occupations -> Engineering occupations -> Aerospace, aeronautical, astronautical engineers",All occupations,Engineering occupations,"Aerospace, aeronautical, astronautical engineers",,3,7100,425,6050,400,1050,175,1650,250,1350,225,300,125,650,100,600,100,50,25,4750,350,4050,325,700,150
8221,r040,All occupations -> Engineering occupations -> Chemical engineers,All occupations,Engineering occupations,Chemical engineers,,3,8800,475,7150,475,1650,200,3800,350,3100,325,650,150,750,125,550,100,150,50,4250,375,3450,350,800,125
8221,r041,"All occupations -> Engineering occupations -> Civil, architectural, sanitary engineers",All occupations,Engineering occupations,"Civil, architectural, sanitary engineers",,3,7400,425,6300,425,1100,150,3050,375,2550,350,500,100,600,100,500,75,100,50,3750,325,3250,300,550,100
8221,r042,All occupations -> Engineering occupations -> Electrical engineers,All occupations,Engineering occupations,Electrical engineers,,3,26950,850,23700,825,3250,275,13600,600,11650,600,1950,200,1800,200,1500,175,300,100,11550,600,10550,600,1000,175
8221,r043,All occupations -> Engineering occupations -> Industrial engineers,All occupations,Engineering occupations,Industrial engineers,,3,1450,200,950,175,500,100,600,125,300,100,300,100,200,50,150,50,100,50,650,125,500,125,100,50
8221,r044,All occupations -> Engineering occupations -> Mechanical engineers,All occupations,Engineering occupations,Mechanical engineers,,3,14250,625,12900,625,1400,200,7100,500,6500,500,600,125,750,100,550,100,200,75,6450,425,5800,400,600,150
8221,r045,"All occupations -> Engineering occupations -> Postsecondary teachers, engineering",All occupations,Engineering occupations,"Postsecondary teachers, engineering",,3,26100,750,21050,700,5100,325,8300,525,6950,500,1350,175,2650,225,2050,200,600,100,15200,650,12050,600,3150,275
8221,r046,All occupations -> Engineering occupations -> Other engineers,All occupations,Engineering occupations,Other engineers,,3,30750,825,23650,775,7100,400,12000,575,9000,550,3000,300,2450,175,1700,150,750,100,16300,650,12950,600,3350,225
8221,r047,All occupations -> S&E-related occupations,All occupations,S&E-related occupations,,,2,100450,1525,56900,1200,43600,1050,24400,950,15500,800,8900,625,10750,400,4850,275,5900,300,65350,1125,36550,925,28750,800
8221,r048,"All occupations -> S&E-related occupations -> Health occupations, except postsecondary teachers and managers",All occupations,S&E-related occupations,"Health occupations, except postsecondary teachers and managers",,3,30750,850,15700,775,15000,525,7600,525,4400,475,3200,300,3750,250,1650,150,2100,200,19400,600,9650,550,9750,400
8221,r049,"All occupations -> S&E-related occupations -> Postsecondary teachers, health and related science",All occupations,S&E-related occupations,"Postsecondary teachers, health and related science",,3,24000,825,9750,600,14250,550,4100,375,2050,300,2050,250,2900,225,750,125,2100,200,17000,700,6950,500,10050,475
8221,r050,"All occupations -> S&E-related occupations -> S&E managers, including health",All occupations,S&E-related occupations,"S&E managers, including health",,3,30550,950,21050,800,9500,550,8550,625,6050,525,2550,350,2500,225,1500,200,1000,150,19500,725,13500,675,5950,425
8221,r051,All occupations -> S&E-related occupations -> S&E precollege teachers,All occupations,S&E-related occupations,S&E precollege teachers,,3,5300,325,2550,250,2750,250,400,100,200,75,250,100,800,125,350,75,500,100,4050,300,2050,225,2050,200
8221,r052,All occupations -> S&E-related occupations -> S&E technicians/ technologists,All occupations,S&E-related occupations,S&E technicians/ technologists,,3,9100,600,7250,525,1800,225,3250,325,2500,275,700,150,750,125,550,100,200,50,5100,400,4200,375,900,175
8221,r053,All occupations -> S&E-related occupations -> Other S&E-related occupations,All occupations,S&E-related occupations,Other S&E-related occupations,,3,800,150,550,125,250,75,500,125,300,100,200,75,50,25,50,25,,,250,100,200,75,S,S
8221,r054,All occupations -> Non-S&E occupations,All occupations,Non-S&E occupations,,,2,146600,1825,83300,1525,63300,975,27150,950,16800,775,10350,525,17900,575,8800,400,9100,375,101550,1525,57700,1325,43850,925
8221,r055,"All occupations -> Non-S&E occupations -> Arts, humanities-related occupations",All occupations,Non-S&E occupations,"Arts, humanities-related occupations",,3,9150,500,2900,300,6250,375,1300,225,300,100,1000,225,1000,150,300,75,700,150,6850,425,2350,275,4500,325
8221,r056,All occupations -> Non-S&E occupations -> Management-related occupations,All occupations,Non-S&E occupations,Management-related occupations,,3,29100,975,15850,775,13250,575,6650,450,4050,375,2600,275,3700,300,1700,225,2000,175,18750,650,10050,500,8700,450
8221,r057,All occupations -> Non-S&E occupations -> Non-S&E managers,All occupations,Non-S&E occupations,Non-S&E managers,,3,60150,1350,38800,1150,21350,725,11200,675,8100,575,3100,325,6400,300,3600,250,2800,200,42550,1200,27100,1025,15450,625
8221,r058,All occupations -> Non-S&E occupations -> Non-S&E postsecondary teachers,All occupations,Non-S&E occupations,Non-S&E postsecondary teachers,,3,17250,575,9200,450,8000,425,2850,300,1600,225,1250,200,2750,225,1400,150,1350,175,11650,475,6200,350,5400,375
8221,r059,All occupations -> Non-S&E occupations -> Non-S&E precollege/ other teachers,All occupations,Non-S&E occupations,Non-S&E precollege/ other teachers,,3,3700,350,1500,225,2250,225,550,125,S,S,500,125,550,125,200,75,350,100,2650,300,1200,200,1400,175
8221,r060,"All occupations -> Non-S&E occupations -> Sales, marketing occupations",All occupations,Non-S&E occupations,"Sales, marketing occupations",,3,8550,525,5250,450,3300,300,2500,275,1600,275,850,150,800,125,400,75,400,75,5300,400,3250,325,2050,225
8221,r061,All occupations -> Non-S&E occupations -> Social service-related occupations,All occupations,Non-S&E occupations,Social service-related occupations,,3,6000,350,2600,275,3400,275,300,100,200,75,100,50,1200,150,400,100,800,125,4450,350,2000,275,2450,250
8221,r062,All occupations -> Non-S&E occupations -> Other non-S&E occupations,All occupations,Non-S&E occupations,Other non-S&E occupations,,3,12750,575,7250,475,5500,350,1750,225,850,175,900,150,1550,200,850,150,700,125,9450,500,5500,425,3900,300
