table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
7697,r023,United States<sup>a</sup> -> Massachusetts,United States<sup>a</sup>,Massachusetts,2,3623773,922416,NA,831202,862331,785738,917177,1083202,10934792,11254392,12613509,9071354,8362815,8798238,9681990,1208652
7697,r024,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,2,1527314,1373780,NA,1800696,1688930,1509097,2277811,2651063,626768,702187,1249998,1287328,0,336227,527096,237018
7697,r025,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,2,2132277,2904128,NA,1974655,1507582,1509585,1471472,1007122,2284757,2828032,2195086,1481345,672674,2027757,2583398,2458490
7697,r026,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,2,1484612,5728190,NA,2884940,3933046,4028133,1890566,2094537,510446,252513,190826,1192864,1791073,1755759,1236050,2005582
7697,r027,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,2,12171794,9815796,NA,9289817,8065733,7546964,7274626,6696607,6922875,7284056,7900361,7593953,7809676,8242424,8112983,6455476
7697,r028,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,2,2404391,1007000,NA,1304712,1604601,1694519,1669440,2035229,2238501,2273458,2675607,3759869,2684109,2993604,6104413,2846129
7697,r029,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,2,436000,291000,NA,125000,327845,320392,303472,368009,769135,534852,465732,373809,6000,17116,2342783,2128727
7697,r030,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,2,323042,581534,NA,342744,295579,364476,376301,366804,9927,3893,5000,3950,140823,184774,188146,237064
7697,r031,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,2,424762,167708,NA,1018069,502616,591869,760392,683882,84253,82781,367680,460000,151247,131672,49309,27186
7697,r032,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,2,5483784,5093922,NA,4278027,3407529,2980802,2952996,2920843,1814000,1864000,1703700,1800400,1691900,2796233,2624342,3006539
7697,r033,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,2,3000000,576921,NA,535531,560955,494193,671314,768893,2462904,2539877,1390991,860774,1240504,900212,2594660,1535533
7697,r034,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,2,42047823,31635352,NA,266188075,311702575,318563367,277561513,267002282,259604368,243064412,237318047,246099969,240591998,276773893,278751443,259432614
7697,r035,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,2,3789289,27479434,NA,31451251,18843326,19478718,20437242,20501169,14636872,14929283,17853240,19865183,19372111,18400435,17813294,17422714
7697,r036,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,2,762297,500943,NA,568135,591770,366294,530023,429670,1373563,1189828,588458,1784624,1827872,421989,346342,294748
7697,r037,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,2,1515058,283131,NA,3883347,1754417,2645393,2246092,2040795,965440,864161,2096469,2741052,1247811,733326,2005523,1808996
7697,r038,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,2,83333,252516,NA,2709663,9250,9850,1057822,1074816,370925,350570,2394381,6079694,935686,1685458,2015986,2575950
7697,r039,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,2,3318194,2851734,NA,5768545,14368928,17063005,18162372,19524508,15547309,18022139,10187622,15646484,16333562,24761784,15852036,16083800
7697,r040,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,2,3310731,4020292,NA,2992367,5052858,5826832,5632495,6675458,7012137,7387261,6451626,9100618,7237397,8579205,7874722,8172000
7697,r041,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,2,0,134200,NA,67000,53547,80000,20000,225050,389829,281200,175000,6000,1638664,2767111,3098833,8118721
7697,r042,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,2,15780585,26968153,NA,24161908,42554948,52973299,49917998,37004464,17374915,22351601,24854389,25708598,28354328,28876294,27894342,27709617
7697,r043,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,2,2318754,3070095,NA,424407,722906,652055,60976,114425,220000,240000,432788,437052,330492,361072,327346,359853
7697,r044,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,2,704000,595010,NA,0,0,52129,762313,784848,563092,531871,2731571,2773520,2321833,1710689,1607509,1289255
7697,r045,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,2,5870258,5496761,NA,4763897,2813346,9823374,12375067,11746259,2673588,2745383,4289841,4135685,3201472,3855855,3165023,2686856
7697,r046,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,2,964170,1333630,NA,10715649,10150322,10361727,17654475,17979931,17924476,18192260,18167666,18418869,18236912,5046202,6070743,5326711
7697,r047,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,2,848787,847350,NA,738707,1442023,1543503,1074198,1160193,534520,555772,368636,250257,560842,681380,633399,596129
7697,r048,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,2,5045794,7577630,NA,8242184,6744260,6567645,8766523,13046471,10486612,14607108,13596149,12312670,12931846,10733680,12627565,16624998
7697,r049,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,2,12187408,12103757,NA,8136939,10916316,11745788,12875297,12820150,9824415,10470091,14446035,14515938,15395106,19986935,23415061,21349303
7697,r050,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,2,1767688,2414915,NA,2555126,7094173,8130744,4965278,4764417,2837135,1893045,2455891,1723204,2641834,2867846,3317637,3378070
7697,r051,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,2,5534273,4766000,NA,5329091,5060717,6126083,6896219,7402664,6279098,6547800,5783316,4862108,5270830,5043609,4674607,4401850
7697,r052,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,2,4216426,4622873,NA,2601053,3609627,3134016,3615536,3001092,1837188,1883135,2560853,2821077,2362454,1286491,2875496,2753475
7697,r053,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,1,1274358,328664,NA,8352468,2300000,2500000,6360716,6084344,5193888,4454166,na,na,na,na,na,na
