table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023
12659,r011,All R&D fields -> Science -> Life sciences -> Biological and biomedical sciences,All R&D fields,Science,Life sciences,Biological and biomedical sciences,4,3367260,3641934,3870192,4074381,4460845,4600220,5328384,5543412,5945131,6129254,6429152,6561519,7195878,7772804
12659,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,7199426,7213782,7648898,8165912,8965144,9575233,10286050,11302273,12380502,13092003,13285983,13727083,14368770,16333749
12659,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation<sup>a</sup>,All R&D fields,Science,Life sciences,Natural resources and conservation<sup>a</sup>,4,na,na,na,na,na,na,376714,420183,459048,471623,490630,504361,534617,566841
12659,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,661998,744298,765110,852618,945437,1047113,762639,786832,600070,661010,627541,655901,748972,807910
12659,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,174425,181505,183927,206193,216273,216306,234910,263211,293555,302025,315033,297257,342152,399254
12659,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,1237497,1241486,1235539,1335737,1458140,1536789,1588261,1665331,1759629,1859184,1881938,1889349,1955608,2323006
12659,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,167275,174884,171364,158341,186081,223564,203808,207291,213751,220579,237391,231124,232214,307344
12659,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,548345,539837,535409,568962,642701,662184,675920,693488,736091,782777,761614,760267,805193,887613
12659,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,60465,85353,92399,93436,95475,111601,91057,113305
12659,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,441311,447963,453342,529152,544856,573973,583326,606241,635909,669251,699397,696186,727022,843805
12659,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,80566,78802,75424,79282,84502,77068,64742,72958,81479,93141,88061,90171,100122,170939
12659,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,319135,323732,319823,351926,390564,419929,457759,481809,501106,538171,555868,517071,569637,659045
12659,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1098933,1115831,1137782,1274649,1292596,1393429,1461938,1622022,1783992,1867264,1988069,1877973,2089542,2412681
12659,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,56333,72220,74773,81402,80504,78615,92617,105147
12659,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,225032,238299,238959,271028,289270,304023,283022,323277,353789,366408,438135,412270,472739,517320
12659,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,222356,222051,248807,284079,280713,322783,280305,308243,339771,361050,347055,338678,393111,445189
12659,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,193433,200650,213272,244805,252935,261957,234477,271306,323582,320392,346264,325925,343409,410669
12659,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,458112,454831,436744,474737,469678,504666,607801,646976,692077,738012,776111,722485,787666,934356
12659,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,717445,625538,662717,730092,621221,632252,609440,551203,540879,550313,591831,649062,692953,719540
12659,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,3606870,3757042,3841125,4234379,4547292,4604170,4784154,5082534,5269867,5546320,5582745,5578477,5903019,6537119
12659,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,168243,163221,160722,176419,187878,216057,258331,330843,332375,349595,336943,341904,401244,488283
12659,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,274845,301778,319362,327770,344118,396415,434298,495439,551699,571042,563845,599943,626588,686767
12659,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,399894,422987,398860,431680,434913,451495,416667,462780,469556,479358,479627,452148,461840,533634
12659,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,645879,663600,662641,718582,678454,714445,736769,744648,763895,811914,819156,817595,862615,971499
12659,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,676981,695436,709748,766053,735899,720656,769753,835115,862582,888491,908959,870283,952640,1044178
12659,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,89486,164731,208012,189643,202337,189761,180995,225378
12659,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,505138,524251,514600,586370,557011,556623,573632,597985,637307,649318,653271,608040,652837,772973
12659,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,273920,283170,295721,346574,708354,600419,301603,294953,298218,308596,314181,282241,297546,345949
12659,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,661970,702599,779471,880931,900665,948060,1203615,1156040,1146223,1298363,1304426,1416562,1466714,1468458
12659,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,1931908,2166720,2327799,2453238,2291291,2542480,3021483,3086065,3396336,3614494,3801186,3762709,4371317,5180192
12659,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,283575,300715,346420,377889,403862,499714,574047,656411,712838,795017,813882,837238,983181,1108426
12659,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,89057,100477,106583,97436,111706,126051,129651,141252,157382,171156,152705,147378,171048,195329
12659,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,457844,488649,544377,554382,579683,648091,716039,731499,823549,853981,936049,917347,957239,1151586
12659,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,202864,251612,271941,309932,327060,370097,386741,434576,455165,489512,511834,504660,644387,781749
12659,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,78771,97391,106939,150957,125504,150278,158262,190819,215439,223961,241193,253970,326300,395697
12659,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,82909,89006,89687,100630,116725,112543,116249,124618,130825,152587,165635,154355,180674,211225
12659,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,63874,70837,74161,80252,86788,92078,125114,116470,126544,150185,159948,167087,207088,263033
12659,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,673014,768033,787691,781760,539963,543628,815380,690420,774594,778095,819940,780674,901400,1073147
