table_id,row_id,_b_aggregated_field_name_and_constituent_fields_b_full_path,_b_aggregated_field_name_and_constituent_fields_b_level_1,_b_aggregated_field_name_and_constituent_fields_b_level_2,_b_aggregated_field_name_and_constituent_fields_b_level_3,_b_aggregated_field_name_and_constituent_fields_b_level_4,_b_aggregated_field_name_and_constituent_fields_b_level_5,_b_aggregated_field_name_and_constituent_fields_b_hierarchy_depth
4766,r263,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Agricultural engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Agricultural engineering<sup>*</sup>,,4
4766,r264,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Communications engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Communications engineering<sup>*</sup>,,4
4766,r265,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Engineering management, administration<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>","Engineering management, administration<sup>*</sup>",,4
4766,r266,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Engineering mechanics<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Engineering mechanics<sup>*</sup>,,4
4766,r267,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Engineering physics<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Engineering physics<sup>*</sup>,,4
4766,r268,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Engineering science",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Engineering science,,4
4766,r269,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Geotechnical and geoenvironmental engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Geotechnical and geoenvironmental engineering<sup>*</sup>,,4
4766,r270,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Metallurgical engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Metallurgical engineering<sup>*</sup>,,4
4766,r271,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Ocean engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Ocean engineering<sup>*</sup>,,4
4766,r272,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Operations research (engineering)",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Operations research (engineering),,4
4766,r273,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Petroleum engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Petroleum engineering<sup>*</sup>,,4
4766,r274,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Polymer, plastics engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>","Polymer, plastics engineering<sup>*</sup>",,4
4766,r275,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Transportation and highway engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>",Transportation and highway engineering<sup>*</sup>,,4
4766,r276,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Engineering, general",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>","Engineering, general",,4
4766,r277,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;&#160;</sup> -> Engineering, other",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;&#160;</sup>","Engineering, other",,4
4766,r278,Education,Education,,,,,1
4766,r279,Education -> Education administration,Education,Education administration,,,,2
4766,r280,Education -> Education administration -> Educational administration and supervision,Education,Education administration,Educational administration and supervision,,,3
4766,r281,"Education -> Education administration -> Educational and human resource studies, development",Education,Education administration,"Educational and human resource studies, development",,,3
4766,r282,Education -> Education administration -> Educational leadership,Education,Education administration,Educational leadership,,,3
4766,r283,Education -> Education administration -> Urban education and leadership,Education,Education administration,Urban education and leadership,,,3
4766,r284,Education -> Education research,Education,Education research,,,,2
4766,r285,"Education -> Education research -> Counseling education, counseling and guidance",Education,Education research,"Counseling education, counseling and guidance",,,3
4766,r286,"Education -> Education research -> Curriculum, instruction, educational assessment/ measurement<sup>&#8224;&#160;</sup>",Education,Education research,"Curriculum, instruction, educational assessment/ measurement<sup>&#8224;&#160;</sup>",,,3
4766,r287,"Education -> Education research -> Curriculum, instruction, educational assessment/ measurement<sup>&#8224;&#160;</sup> -> Curriculum and instruction",Education,Education research,"Curriculum, instruction, educational assessment/ measurement<sup>&#8224;&#160;</sup>",Curriculum and instruction,,4
4766,r288,"Education -> Education research -> Curriculum, instruction, educational assessment/ measurement<sup>&#8224;&#160;</sup> -> Educational assessment, testing, measurement<sup>*</sup>",Education,Education research,"Curriculum, instruction, educational assessment/ measurement<sup>&#8224;&#160;</sup>","Educational assessment, testing, measurement<sup>*</sup>",,4
4766,r289,Education -> Education research -> Educational policy analysis,Education,Education research,Educational policy analysis,,,3
4766,r290,Education -> Education research -> Educational psychology (education),Education,Education research,Educational psychology (education),,,3
4766,r291,"Education -> Education research -> Educational statistics, research methods",Education,Education research,"Educational statistics, research methods",,,3
4766,r292,"Education -> Education research -> Educational / instructional technology, media design<sup>&#8224;&#160;</sup>",Education,Education research,"Educational / instructional technology, media design<sup>&#8224;&#160;</sup>",,,3
4766,r293,"Education -> Education research -> Educational / instructional technology, media design<sup>&#8224;&#160;</sup> -> Educational and instructional media design<sup>*</sup>",Education,Education research,"Educational / instructional technology, media design<sup>&#8224;&#160;</sup>",Educational and instructional media design<sup>*</sup>,,4
4766,r294,"Education -> Education research -> Educational / instructional technology, media design<sup>&#8224;&#160;</sup> -> Educational and instructional technology ",Education,Education research,"Educational / instructional technology, media design<sup>&#8224;&#160;</sup>",Educational and instructional technology ,,4
4766,r295,Education -> Education research -> Higher education evaluation and research,Education,Education research,Higher education evaluation and research,,,3
4766,r296,Education -> Education research -> Learning sciences,Education,Education research,Learning sciences,,,3
4766,r297,Education -> Education research -> School psychology (education),Education,Education research,School psychology (education),,,3
4766,r298,Education -> Education research -> Social and philosophical foundations of education,Education,Education research,Social and philosophical foundations of education,,,3
4766,r299,Education -> Education research -> Special education,Education,Education research,Special education,,,3
4766,r300,Education -> Teacher education<sup>&#8224;&#160;</sup>,Education,Teacher education<sup>&#8224;&#160;</sup>,,,,2
4766,r301,Education -> Teacher education<sup>&#8224;&#160;</sup> -> Adult and continuing teacher education,Education,Teacher education<sup>&#8224;&#160;</sup>,Adult and continuing teacher education,,,3
4766,r302,Education -> Teacher education<sup>&#8224;&#160;</sup> -> Elementary teacher education<sup>*</sup>,Education,Teacher education<sup>&#8224;&#160;</sup>,Elementary teacher education<sup>*</sup>,,,3
4766,r303,"Education -> Teacher education<sup>&#8224;&#160;</sup> -> Pre-elementary, early childhood teacher education ",Education,Teacher education<sup>&#8224;&#160;</sup>,"Pre-elementary, early childhood teacher education ",,,3
4766,r304,Education -> Teacher education<sup>&#8224;&#160;</sup> -> Secondary teacher education<sup>*</sup>,Education,Teacher education<sup>&#8224;&#160;</sup>,Secondary teacher education<sup>*</sup>,,,3
4766,r305,Education -> Teaching fields,Education,Teaching fields,,,,2
4766,r306,Education -> Teaching fields -> Health education,Education,Teaching fields,Health education,,,3
4766,r307,Education -> Teaching fields -> Literacy and reading education,Education,Teaching fields,Literacy and reading education,,,3
4766,r308,Education -> Teaching fields -> Mathematics education,Education,Teaching fields,Mathematics education,,,3
4766,r309,Education -> Teaching fields -> Music education,Education,Teaching fields,Music education,,,3
4766,r310,Education -> Teaching fields -> Science education,Education,Teaching fields,Science education,,,3
4766,r311,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",,,3
4766,r312,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Agricultural education",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Agricultural education,,4
4766,r313,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Art education<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Art education<sup>*</sup>,,4
4766,r314,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Bilingual and multilingual education",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Bilingual and multilingual education,,4
4766,r315,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> English as a second or foreign language<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",English as a second or foreign language<sup>*</sup>,,4
4766,r316,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> English education",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",English education,,4
4766,r317,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Family, consumer, and human sciences<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>","Family, consumer, and human sciences<sup>*</sup>",,4
4766,r318,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Foreign languages education<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Foreign languages education<sup>*</sup>,,4
4766,r319,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Nursing education",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Nursing education,,4
4766,r320,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Physical education and coaching<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Physical education and coaching<sup>*</sup>,,4
4766,r321,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Social science education<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>",Social science education<sup>*</sup>,,4
4766,r322,"Education -> Teaching fields -> Teaching fields, aggregated<sup>&#8224;&#160;</sup> -> Teacher education and professional development, other",Education,Teaching fields,"Teaching fields, aggregated<sup>&#8224;&#160;</sup>","Teacher education and professional development, other",,4
4766,r323,Education -> Other education,Education,Other education,,,,2
4766,r324,"Education -> Other education -> Education, general",Education,Other education,"Education, general",,,3
4766,r325,"Education -> Other education -> Other education, aggregated<sup>&#8224;</sup>&#160;",Education,Other education,"Other education, aggregated<sup>&#8224;</sup>&#160;",,,3
4766,r326,"Education -> Other education -> Other education, aggregated<sup>&#8224;</sup>&#160; -> International education<sup>*</sup>",Education,Other education,"Other education, aggregated<sup>&#8224;</sup>&#160;",International education<sup>*</sup>,,4
4766,r327,"Education -> Other education -> Other education, aggregated<sup>&#8224;</sup>&#160; -> Workforce education and development<sup>*</sup>",Education,Other education,"Other education, aggregated<sup>&#8224;</sup>&#160;",Workforce education and development<sup>*</sup>,,4
4766,r328,"Education -> Other education -> Other education, aggregated<sup>&#8224;</sup>&#160; -> Education, other",Education,Other education,"Other education, aggregated<sup>&#8224;</sup>&#160;","Education, other",,4
4766,r329,Humanities and arts,Humanities and arts,,,,,1
4766,r330,Humanities and arts -> Foreign languages and literature,Humanities and arts,Foreign languages and literature,,,,2
4766,r331,Humanities and arts -> Foreign languages and literature -> French,Humanities and arts,Foreign languages and literature,French,,,3
4766,r332,Humanities and arts -> Foreign languages and literature -> German,Humanities and arts,Foreign languages and literature,German,,,3
4766,r333,Humanities and arts -> Foreign languages and literature -> Spanish,Humanities and arts,Foreign languages and literature,Spanish,,,3
4766,r334,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",,,3
4766,r335,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160; -> Arabic<sup>*</sup>",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",Arabic<sup>*</sup>,,4
4766,r336,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160; -> Chinese<sup>*</sup>",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",Chinese<sup>*</sup>,,4
4766,r337,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160; -> Italian<sup>*</sup>",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",Italian<sup>*</sup>,,4
4766,r338,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160; -> Japanese<sup>*</sup>",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",Japanese<sup>*</sup>,,4
4766,r339,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160; -> Latin American<sup>*</sup>",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",Latin American<sup>*</sup>,,4
4766,r340,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160; -> Russian<sup>*</sup>",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;",Russian<sup>*</sup>,,4
4766,r341,"Humanities and arts -> Foreign languages and literature -> Other languages and literature, aggregated<sup>&#8224;</sup>&#160; -> Foreign languages and literatures, other",Humanities and arts,Foreign languages and literature,"Other languages and literature, aggregated<sup>&#8224;</sup>&#160;","Foreign languages and literatures, other",,4
4766,r342,Humanities and arts -> History,Humanities and arts,History,,,,2
4766,r343,"Humanities and arts -> History -> American history, United States and Canada",Humanities and arts,History,"American history, United States and Canada",,,3
4766,r344,Humanities and arts -> History -> Asian history,Humanities and arts,History,Asian history,,,3
4766,r345,Humanities and arts -> History -> European history,Humanities and arts,History,European history,,,3
4766,r346,Humanities and arts -> History -> Latin American history,Humanities and arts,History,Latin American history,,,3
4766,r347,"Humanities and arts -> History -> Middle, Near East history",Humanities and arts,History,"Middle, Near East history",,,3
4766,r348,"Humanities and arts -> History -> History, general",Humanities and arts,History,"History, general",,,3
4766,r349,"Humanities and arts -> History -> History, aggregated<sup>&#8224;</sup>&#160;",Humanities and arts,History,"History, aggregated<sup>&#8224;</sup>&#160;",,,3
4766,r350,"Humanities and arts -> History -> History, aggregated<sup>&#8224;</sup>&#160; -> African history<sup>*</sup>",Humanities and arts,History,"History, aggregated<sup>&#8224;</sup>&#160;",African history<sup>*</sup>,,4
4766,r351,"Humanities and arts -> History -> History, aggregated<sup>&#8224;</sup>&#160; -> History, other",Humanities and arts,History,"History, aggregated<sup>&#8224;</sup>&#160;","History, other",,4
4766,r352,Humanities and arts -> Letters,Humanities and arts,Letters,,,,2
4766,r353,"Humanities and arts -> Letters -> American literature, United States and Canada",Humanities and arts,Letters,"American literature, United States and Canada",,,3
4766,r354,Humanities and arts -> Letters -> Classics,Humanities and arts,Letters,Classics,,,3
4766,r355,Humanities and arts -> Letters -> Comparative literature,Humanities and arts,Letters,Comparative literature,,,3
4766,r356,Humanities and arts -> Letters -> English language,Humanities and arts,Letters,English language,,,3
4766,r357,"Humanities and arts -> Letters -> English literature, British and Commonwealth",Humanities and arts,Letters,"English literature, British and Commonwealth",,,3
4766,r358,Humanities and arts -> Letters -> Rhetoric and composition,Humanities and arts,Letters,Rhetoric and composition,,,3
4766,r359,Humanities and arts -> Letters -> Speech and rhetorical studies,Humanities and arts,Letters,Speech and rhetorical studies,,,3
4766,r360,"Humanities and arts -> Letters -> Letters, aggregated<sup>&#8224;</sup>&#160;",Humanities and arts,Letters,"Letters, aggregated<sup>&#8224;</sup>&#160;",,,3
4766,r361,"Humanities and arts -> Letters -> Letters, aggregated<sup>&#8224;</sup>&#160; -> Creative writing",Humanities and arts,Letters,"Letters, aggregated<sup>&#8224;</sup>&#160;",Creative writing,,4
4766,r362,"Humanities and arts -> Letters -> Letters, aggregated<sup>&#8224;</sup>&#160; -> Letters, general<sup>*</sup>",Humanities and arts,Letters,"Letters, aggregated<sup>&#8224;</sup>&#160;","Letters, general<sup>*</sup>",,4
4766,r363,"Humanities and arts -> Letters -> Letters, aggregated<sup>&#8224;</sup>&#160; -> Letters, other<sup>*</sup>",Humanities and arts,Letters,"Letters, aggregated<sup>&#8224;</sup>&#160;","Letters, other<sup>*</sup>",,4
4766,r364,Humanities and arts -> Other humanities and arts,Humanities and arts,Other humanities and arts,,,,2
4766,r365,"Humanities and arts -> Other humanities and arts -> African American studies, literature, and history",Humanities and arts,Other humanities and arts,"African American studies, literature, and history",,,3
4766,r366,"Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,,3
4766,r367,"Humanities and arts -> Other humanities and arts -> Dance, drama<sup>&#8224;</sup>&#160;",Humanities and arts,Other humanities and arts,"Dance, drama<sup>&#8224;</sup>&#160;",,,3
4766,r368,"Humanities and arts -> Other humanities and arts -> Dance, drama<sup>&#8224;</sup>&#160; -> Dance<sup>*</sup>",Humanities and arts,Other humanities and arts,"Dance, drama<sup>&#8224;</sup>&#160;",Dance<sup>*</sup>,,4
4766,r369,"Humanities and arts -> Other humanities and arts -> Dance, drama<sup>&#8224;</sup>&#160; -> Drama, theater arts",Humanities and arts,Other humanities and arts,"Dance, drama<sup>&#8224;</sup>&#160;","Drama, theater arts",,4
4766,r370,"Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,,3
4766,r371,Humanities and arts -> Other humanities and arts -> Music,Humanities and arts,Other humanities and arts,Music,,,3
4766,r372,Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,,3
4766,r373,Humanities and arts -> Other humanities and arts -> Music performance,Humanities and arts,Other humanities and arts,Music performance,,,3
4766,r374,Humanities and arts -> Other humanities and arts -> Music theory and composition,Humanities and arts,Other humanities and arts,Music theory and composition,,,3
4766,r375,"Humanities and arts -> Other humanities and arts -> Philosophy, ethics<sup>&#8224;</sup>&#160;",Humanities and arts,Other humanities and arts,"Philosophy, ethics<sup>&#8224;</sup>&#160;",,,3
4766,r376,"Humanities and arts -> Other humanities and arts -> Philosophy, ethics<sup>&#8224;</sup>&#160; -> Ethics<sup>*</sup>",Humanities and arts,Other humanities and arts,"Philosophy, ethics<sup>&#8224;</sup>&#160;",Ethics<sup>*</sup>,,4
4766,r377,"Humanities and arts -> Other humanities and arts -> Philosophy, ethics<sup>&#8224;</sup>&#160; -> Philosophy",Humanities and arts,Other humanities and arts,"Philosophy, ethics<sup>&#8224;</sup>&#160;",Philosophy,,4
4766,r378,"Humanities and arts -> Other humanities and arts -> Religion / religious studies, Jewish / Judaic studies<sup>&#8224;&#160;</sup>",Humanities and arts,Other humanities and arts,"Religion / religious studies, Jewish / Judaic studies<sup>&#8224;&#160;</sup>",,,3
4766,r379,"Humanities and arts -> Other humanities and arts -> Religion / religious studies, Jewish / Judaic studies<sup>&#8224;&#160;</sup> -> Jewish, Judaic studies<sup>*</sup>",Humanities and arts,Other humanities and arts,"Religion / religious studies, Jewish / Judaic studies<sup>&#8224;&#160;</sup>","Jewish, Judaic studies<sup>*</sup>",,4
4766,r380,"Humanities and arts -> Other humanities and arts -> Religion / religious studies, Jewish / Judaic studies<sup>&#8224;&#160;</sup> -> Religion, religious studies",Humanities and arts,Other humanities and arts,"Religion / religious studies, Jewish / Judaic studies<sup>&#8224;&#160;</sup>","Religion, religious studies",,4
4766,r381,"Humanities and arts -> Other humanities and arts -> Theology, religious education",Humanities and arts,Other humanities and arts,"Theology, religious education",,,3
4766,r382,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup>&#160;",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>&#160;",,,3
4766,r383,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup>&#160; -> Archaeology (humanities)",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>&#160;",Archaeology (humanities),,4
4766,r384,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup>&#160; -> Bible, biblical studies",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>&#160;","Bible, biblical studies",,4
4766,r385,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup>&#160; -> Music, other<sup>*</sup>",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>&#160;","Music, other<sup>*</sup>",,4
4766,r386,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup>&#160; -> Humanities, general",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>&#160;","Humanities, general",,4
4766,r387,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup>&#160; -> Humanities, other",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>&#160;","Humanities, other",,4
4766,r388,Other<sup>a</sup>,Other<sup>a</sup>,,,,,1
4766,r389,Other<sup>a</sup> -> Business management and administration,Other<sup>a</sup>,Business management and administration,,,,2
4766,r390,Other<sup>a</sup> -> Business management and administration -> Accounting,Other<sup>a</sup>,Business management and administration,Accounting,,,3
4766,r391,Other<sup>a</sup> -> Business management and administration -> Business administration and management,Other<sup>a</sup>,Business management and administration,Business administration and management,,,3
4766,r392,Other<sup>a</sup> -> Business management and administration -> Finance,Other<sup>a</sup>,Business management and administration,Finance,,,3
4766,r393,"Other<sup>a</sup> -> Business management and administration -> Human resources, organizational behavior<sup>&#8224;</sup>&#160;",Other<sup>a</sup>,Business management and administration,"Human resources, organizational behavior<sup>&#8224;</sup>&#160;",,,3
4766,r394,"Other<sup>a</sup> -> Business management and administration -> Human resources, organizational behavior<sup>&#8224;</sup>&#160; -> Human resources development<sup>*</sup>",Other<sup>a</sup>,Business management and administration,"Human resources, organizational behavior<sup>&#8224;</sup>&#160;",Human resources development<sup>*</sup>,,4
4766,r395,"Other<sup>a</sup> -> Business management and administration -> Human resources, organizational behavior<sup>&#8224;</sup>&#160; -> Organizational behavior",Other<sup>a</sup>,Business management and administration,"Human resources, organizational behavior<sup>&#8224;</sup>&#160;",Organizational behavior,,4
4766,r396,"Other<sup>a</sup> -> Business management and administration -> Management information systems, business statistics",Other<sup>a</sup>,Business management and administration,"Management information systems, business statistics",,,3
4766,r397,Other<sup>a</sup> -> Business management and administration -> Marketing management and research,Other<sup>a</sup>,Business management and administration,Marketing management and research,,,3
4766,r398,Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;&#160;</sup>,Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;&#160;</sup>,,,3
4766,r399,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;&#160;</sup> -> Business, managerial economics<sup>*</sup>",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;&#160;</sup>,"Business, managerial economics<sup>*</sup>",,4
4766,r400,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;&#160;</sup> -> Hospitality, food service, and tourism management<sup>*</sup>",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;&#160;</sup>,"Hospitality, food service, and tourism management<sup>*</sup>",,4
4766,r401,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;&#160;</sup> -> International business, trade, commerce<sup>*</sup>",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;&#160;</sup>,"International business, trade, commerce<sup>*</sup>",,4
4766,r402,Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;&#160;</sup> -> Operations research (business)<sup>*</sup>,Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;&#160;</sup>,Operations research (business)<sup>*</sup>,,4
4766,r403,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;&#160;</sup> -> Business management and administration, general",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;&#160;</sup>,"Business management and administration, general",,4
4766,r404,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;&#160;</sup> -> Business management and administration, other",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;&#160;</sup>,"Business management and administration, other",,4
4766,r405,Other<sup>a</sup> -> Communication,Other<sup>a</sup>,Communication,,,,2
4766,r406,Other<sup>a</sup> -> Communication -> Communication research,Other<sup>a</sup>,Communication,Communication research,,,3
4766,r407,"Other<sup>a</sup> -> Communication -> Mass communication, media studies",Other<sup>a</sup>,Communication,"Mass communication, media studies",,,3
4766,r408,"Other<sup>a</sup> -> Communication -> Communication, general",Other<sup>a</sup>,Communication,"Communication, general",,,3
4766,r409,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;&#160;</sup>",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;&#160;</sup>",,,3
4766,r410,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;&#160;</sup> -> Communication theory<sup>*</sup>",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;&#160;</sup>",Communication theory<sup>*</sup>,,4
4766,r411,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;&#160;</sup> -> Film, radio, TV and digital communication<sup>*</sup>",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;&#160;</sup>","Film, radio, TV and digital communication<sup>*</sup>",,4
4766,r412,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;&#160;</sup> -> Communication, other",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;&#160;</sup>","Communication, other",,4
4766,r413,Other<sup>a</sup> -> Non-S&E fields nec,Other<sup>a</sup>,Non-S&E fields nec,,,,2
4766,r414,Other<sup>a</sup> -> Non-S&E fields nec -> Architecture and environmental design,Other<sup>a</sup>,Non-S&E fields nec,Architecture and environmental design,,,3
4766,r415,"Other<sup>a</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",Other<sup>a</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,,3
4766,r416,"Other<sup>a</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",Other<sup>a</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,,3
4766,r417,Other<sup>a</sup> -> Non-S&E fields nec -> Public administration,Other<sup>a</sup>,Non-S&E fields nec,Public administration,,,3
4766,r418,Other<sup>a</sup> -> Non-S&E fields nec -> Social work,Other<sup>a</sup>,Non-S&E fields nec,Social work,,,3
