table_id,row_id,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_full_path,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_1,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_2,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_3,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_4,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_5,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_level_6,occupation_sex_and_years_since_doctorate_160_160_160_160_160_160_160_160_160_160_160_160_160_hierarchy_depth,field_total,field_tenured,field_not_tenured_on_tenure_track,field_not_tenured_not_on_tenure_track,field_tenure_not_applicable
1269,r054,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Computer and information scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Computer and information scientist,Male,20&#8211;29,6,1950,1250,,150,550
1269,r055,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Computer and information scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Computer and information scientist,Male,30 or more,6,1700,1000,,350,400
1269,r056,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,,,4,19700,10850,2900,2500,3500
1269,r057,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Female,,5,5350,2400,850,900,1200
1269,r058,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Female,Less than 10,6,2200,300,750,400,800
1269,r059,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Female,10&#8211;19,6,1550,950,100,300,200
1269,r060,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Female,20&#8211;29,6,1050,800,,100,100
1269,r061,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Female,30 or more,6,550,400,,S,50
1269,r062,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Male,,5,14400,8400,2050,1600,2300
1269,r063,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Male,Less than 10,6,4250,400,1750,850,1200
1269,r064,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Male,10&#8211;19,6,3850,2900,250,300,400
1269,r065,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Male,20&#8211;29,6,3000,2500,,150,350
1269,r066,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Mathematical scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Mathematical scientist,Male,30 or more,6,3300,2650,,300,300
1269,r067,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,,,4,39150,18600,6050,5000,9500
1269,r068,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Female,,5,9750,4000,1900,1500,2350
1269,r069,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Female,Less than 10,6,3900,350,1550,750,1250
1269,r070,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Female,10&#8211;19,6,3150,1700,300,400,750
1269,r071,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Female,20&#8211;29,6,1750,1350,,150,200
1269,r072,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Female,30 or more,6,1000,650,,200,150
1269,r073,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Male,,5,29400,14600,4150,3500,7100
1269,r074,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Male,Less than 10,6,8150,600,3100,1150,3250
1269,r075,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Male,10&#8211;19,6,7750,4500,800,950,1450
1269,r076,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Male,20&#8211;29,6,6550,4850,150,600,950
1269,r077,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Physical scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Physical scientist,Male,30 or more,6,6950,4600,,800,1400
1269,r078,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,,,4,24300,11200,4050,3400,5700
1269,r079,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Female,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Female,,5,13500,5350,2400,2150,3650
1269,r080,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Female,Less than 10,6,4950,450,2000,950,1600
1269,r081,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Female,10&#8211;19,6,4250,2200,300,700,1050
1269,r082,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Female,20&#8211;29,6,2650,1550,100,400,600
1269,r083,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Female,30 or more,6,1650,1150,,100,400
1269,r084,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Male,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Male,,5,10800,5850,1700,1250,2050
1269,r085,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Male,Less than 10,6,3050,650,1200,400,800
1269,r086,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Male,10&#8211;19,6,3100,1800,400,400,500
1269,r087,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Male,20&#8211;29,6,2050,1400,,200,450
1269,r088,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Psychologist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Psychologist,Male,30 or more,6,2600,2000,,250,300
1269,r089,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,,,4,46150,25800,9150,5300,5900
1269,r090,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Female,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Female,,5,19800,9750,4250,2600,3200
1269,r091,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Female,Less than 10,6,7950,1200,3700,1400,1700
1269,r092,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Female,10&#8211;19,6,6650,4450,550,650,950
1269,r093,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Female,20&#8211;29,6,3150,2500,,300,350
1269,r094,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Female,30 or more,6,2000,1600,,250,200
1269,r095,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Male,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Male,,5,26400,16100,4900,2700,2700
1269,r096,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Male,Less than 10,6,7650,1350,4200,1200,850
1269,r097,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Male,10&#8211;19,6,6950,5400,550,550,500
1269,r098,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Male,20&#8211;29,6,5350,4250,S,400,650
1269,r099,All occupations -> S&E occupations<sup>a</sup> -> Scientist -> Social scientist -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Scientist,Social scientist,Male,30 or more,6,6400,5100,,550,650
1269,r100,All occupations -> S&E occupations<sup>a</sup> -> Engineer,All occupations,S&E occupations<sup>a</sup>,Engineer,,,,3,31100,16350,6000,2850,5900
1269,r101,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Female,All occupations,S&E occupations<sup>a</sup>,Engineer,Female,,,4,5400,2350,1200,600,1200
1269,r102,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Female -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Engineer,Female,Less than 10,,5,2350,200,1050,300,800
1269,r103,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Female -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Engineer,Female,10&#8211;19,,5,1700,1100,200,200,200
1269,r104,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Female -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Engineer,Female,20&#8211;29,,5,1050,800,,100,150
1269,r105,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Female -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Engineer,Female,30 or more,,5,300,200,,,
1269,r106,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Male,All occupations,S&E occupations<sup>a</sup>,Engineer,Male,,,4,25700,14000,4750,2250,4700
1269,r107,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Male -> Less than 10,All occupations,S&E occupations<sup>a</sup>,Engineer,Male,Less than 10,,5,8050,850,3900,800,2500
1269,r108,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Male -> 10&#8211;19,All occupations,S&E occupations<sup>a</sup>,Engineer,Male,10&#8211;19,,5,6500,4200,750,700,850
1269,r109,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Male -> 20&#8211;29,All occupations,S&E occupations<sup>a</sup>,Engineer,Male,20&#8211;29,,5,6100,5200,100,300,500
1269,r110,All occupations -> S&E occupations<sup>a</sup> -> Engineer -> Male -> 30 or more,All occupations,S&E occupations<sup>a</sup>,Engineer,Male,30 or more,,5,5050,3800,,450,800
1269,r111,All occupations -> S&E-related occupations<sup>b</sup>,All occupations,S&E-related occupations<sup>b</sup>,,,,,2,33050,10100,5450,7100,10450
1269,r112,All occupations -> S&E-related occupations<sup>b</sup> -> Female,All occupations,S&E-related occupations<sup>b</sup>,Female,,,,3,17950,5400,3250,3900,5400
1269,r113,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> Less than 10,All occupations,S&E-related occupations<sup>b</sup>,Female,Less than 10,,,4,7600,750,2350,1950,2550
1269,r114,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> 10&#8211;19,All occupations,S&E-related occupations<sup>b</sup>,Female,10&#8211;19,,,4,5450,2300,700,1050,1400
1269,r115,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> 20&#8211;29,All occupations,S&E-related occupations<sup>b</sup>,Female,20&#8211;29,,,4,3450,1450,100,700,1150
1269,r116,All occupations -> S&E-related occupations<sup>b</sup> -> Female -> 30 or more,All occupations,S&E-related occupations<sup>b</sup>,Female,30 or more,,,4,1400,850,,200,300
1269,r117,All occupations -> S&E-related occupations<sup>b</sup> -> Male,All occupations,S&E-related occupations<sup>b</sup>,Male,,,,3,15150,4700,2250,3200,5000
1269,r118,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> Less than 10,All occupations,S&E-related occupations<sup>b</sup>,Male,Less than 10,,,4,4650,350,1250,1050,2050
1269,r119,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> 10&#8211;19,All occupations,S&E-related occupations<sup>b</sup>,Male,10&#8211;19,,,4,4300,1400,850,850,1150
1269,r120,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> 20&#8211;29,All occupations,S&E-related occupations<sup>b</sup>,Male,20&#8211;29,,,4,3200,1400,50,750,950
1269,r121,All occupations -> S&E-related occupations<sup>b</sup> -> Male -> 30 or more,All occupations,S&E-related occupations<sup>b</sup>,Male,30 or more,,,4,3050,1600,100,500,850
1269,r122,All occupations -> Non-S&E occupations,All occupations,Non-S&E occupations,,,,,2,41100,20250,3200,6350,11300
1269,r123,All occupations -> Non-S&E occupations -> Female,All occupations,Non-S&E occupations,Female,,,,3,18000,7550,1550,2950,5950
1269,r124,All occupations -> Non-S&E occupations -> Female -> Less than 10,All occupations,Non-S&E occupations,Female,Less than 10,,,4,5050,750,1300,1050,1950
1269,r125,All occupations -> Non-S&E occupations -> Female -> 10&#8211;19,All occupations,Non-S&E occupations,Female,10&#8211;19,,,4,6050,2700,250,1050,2050
1269,r126,All occupations -> Non-S&E occupations -> Female -> 20&#8211;29,All occupations,Non-S&E occupations,Female,20&#8211;29,,,4,4250,2450,,550,1200
1269,r127,All occupations -> Non-S&E occupations -> Female -> 30 or more,All occupations,Non-S&E occupations,Female,30 or more,,,4,2650,1650,,300,700
1269,r128,All occupations -> Non-S&E occupations -> Male,All occupations,Non-S&E occupations,Male,,,,3,23100,12700,1650,3400,5350
1269,r129,All occupations -> Non-S&E occupations -> Male -> Less than 10,All occupations,Non-S&E occupations,Male,Less than 10,,,4,3800,500,1150,1200,1000
1269,r130,All occupations -> Non-S&E occupations -> Male -> 10&#8211;19,All occupations,Non-S&E occupations,Male,10&#8211;19,,,4,5400,2850,350,800,1400
1269,r131,All occupations -> Non-S&E occupations -> Male -> 20&#8211;29,All occupations,Non-S&E occupations,Male,20&#8211;29,,,4,6900,4400,100,700,1750
1269,r132,All occupations -> Non-S&E occupations -> Male -> 30 or more,All occupations,Non-S&E occupations,Male,30 or more,,,4,7000,5000,,750,1250
