table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
5622,r011,All states -> Florida,All states,Florida,2,"['    649 ', '&nbsp;']","['    150,234 ', '&nbsp;']","['    466 ', '&nbsp;']","['    107,406 ', '&nbsp;']","['    184 ', '&nbsp;']","['    42,828 ', '&nbsp;']"
5622,r012,All states -> Georgia,All states,Georgia,2,"['    437 ', '&nbsp;']","['    123,209 ', '&nbsp;']","['    259 ', '&nbsp;']","['    68,783 ', '&nbsp;']","['    179 ', '&nbsp;']","['    54,426 ', '&nbsp;']"
5622,r013,All states -> Hawaii,All states,Hawaii,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r014,All states -> Idaho,All states,Idaho,2,"['    53 ', '&nbsp;']","['    14,089 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r015,All states -> Illinois,All states,Illinois,2,"['    347 ', '&nbsp;']","['    112,326 ', '&nbsp;']","['    235 ', '&nbsp;']","['    70,686 ', 'r']","['    113 ', '&nbsp;']","['    41,639 ', '&nbsp;']"
5622,r016,All states -> Indiana,All states,Indiana,2,"['    68 ', '&nbsp;']","['    30,283 ', '&nbsp;']","['    43 ', '&nbsp;']","['    15,714 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r017,All states -> Iowa,All states,Iowa,2,"['    46 ', '&nbsp;']","['    11,383 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r018,All states -> Kansas,All states,Kansas,2,"['    47 ', '&nbsp;']","['    16,029 ', '&nbsp;']","['    31 ', '&nbsp;']","['    6,789 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r019,All states -> Kentucky,All states,Kentucky,2,"['    127 ', '&nbsp;']","['    33,781 ', '&nbsp;']","['    100 ', '&nbsp;']","['    26,115 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r020,All states -> Louisiana,All states,Louisiana,2,"['    24 ', '&nbsp;']","['    6,581 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r021,All states -> Maine,All states,Maine,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r022,All states -> Maryland,All states,Maryland,2,"['    340 ', '&nbsp;']","['    132,147 ', '&nbsp;']","['    232 ', '&nbsp;']","['    66,752 ', '&nbsp;']","['    110 ', '&nbsp;']","['    65,395 ', '&nbsp;']"
5622,r023,All states -> Massachusetts,All states,Massachusetts,2,"['    548 ', '&nbsp;']","['    356,022 ', '&nbsp;']","['    309 ', '&nbsp;']","['    161,539 ', '&nbsp;']","['    240 ', '&nbsp;']","['    194,483 ', '&nbsp;']"
5622,r024,All states -> Michigan,All states,Michigan,2,"['    279 ', '&nbsp;']","['    88,106 ', '&nbsp;']","['    163 ', '&nbsp;']","['    53,733 ', '&nbsp;']","['    117 ', '&nbsp;']","['    34,374 ', '&nbsp;']"
5622,r025,All states -> Minnesota,All states,Minnesota,2,"['    213 ', '&nbsp;']","['    50,762 ', '&nbsp;']","['    120 ', '&nbsp;']","['    26,734 ', '&nbsp;']","['    92 ', 'r']","['    24,028 ', '&nbsp;']"
5622,r026,All states -> Mississippi,All states,Mississippi,2,"['    19 ', '&nbsp;']","['    3,905 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r027,All states -> Missouri,All states,Missouri,2,"['    120 ', '&nbsp;']","['    36,821 ', '&nbsp;']","['    67 ', '&nbsp;']","['    18,229 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r028,All states -> Montana,All states,Montana,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r029,All states -> Nebraska,All states,Nebraska,2,"['    48 ', '&nbsp;']","['    12,892 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r030,All states -> Nevada,All states,Nevada,2,"['    91 ', '&nbsp;']","['    27,720 ', '&nbsp;']","['    63 ', '&nbsp;']","['    9,625 ', '&nbsp;']","['    29 ', '&nbsp;']","['    18,095 ', 'r']"
5622,r031,All states -> New Hampshire,All states,New Hampshire,2,"['    80 ', 'r']","['    35,638 ', 'r']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r032,All states -> New Jersey,All states,New Jersey,2,"['    232 ', '&nbsp;']","['    62,644 ', '&nbsp;']","['    131 ', '&nbsp;']","['    27,549 ', '&nbsp;']","['    99 ', '&nbsp;']","['    35,094 ', '&nbsp;']"
5622,r033,All states -> New Mexico,All states,New Mexico,2,"['    71 ', '&nbsp;']","['    23,945 ', '&nbsp;']","['    24 ', '&nbsp;']","['    4,078 ', '&nbsp;']","['    48 ', '&nbsp;']","['    19,868 ', '&nbsp;']"
5622,r034,All states -> New York,All states,New York,2,"['    523 ', '&nbsp;']","['    154,737 ', '&nbsp;']","['    369 ', '&nbsp;']","['    84,091 ', '&nbsp;']","['    152 ', '&nbsp;']","['    70,646 ', '&nbsp;']"
5622,r035,All states -> North Carolina,All states,North Carolina,2,"['    382 ', '&nbsp;']","['    106,708 ', '&nbsp;']","['    277 ', '&nbsp;']","['    50,856 ', '&nbsp;']","['    105 ', '&nbsp;']","['    55,852 ', 'r']"
5622,r036,All states -> North Dakota,All states,North Dakota,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r037,All states -> Ohio,All states,Ohio,2,"['    201 ', '&nbsp;']","['    57,088 ', '&nbsp;']","['    160 ', '&nbsp;']","['    40,652 ', '&nbsp;']","['    42 ', '&nbsp;']","['    16,436 ', '&nbsp;']"
5622,r038,All states -> Oklahoma,All states,Oklahoma,2,"['    39 ', '&nbsp;']","['    17,412 ', '&nbsp;']","['    29 ', '&nbsp;']","['    6,840 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r039,All states -> Oregon,All states,Oregon,2,"['    199 ', '&nbsp;']","['    63,553 ', '&nbsp;']","['    104 ', '&nbsp;']","['    19,256 ', '&nbsp;']","['    96 ', '&nbsp;']","['    44,297 ', '&nbsp;']"
5622,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['    378 ', '&nbsp;']","['    157,350 ', '&nbsp;']","['    217 ', '&nbsp;']","['    71,745 ', '&nbsp;']","['    162 ', '&nbsp;']","['    85,606 ', '&nbsp;']"
5622,r041,All states -> Rhode Island,All states,Rhode Island,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r042,All states -> South Carolina,All states,South Carolina,2,"['    61 ', '&nbsp;']","['    26,743 ', '&nbsp;']","['    38 ', '&nbsp;']","['    9,934 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r043,All states -> South Dakota,All states,South Dakota,2,"['    31 ', '&nbsp;']","['    9,195 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r044,All states -> Tennessee,All states,Tennessee,2,"['    84 ', '&nbsp;']","['    19,054 ', '&nbsp;']","['    72 ', '&nbsp;']","['    17,026 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r045,All states -> Texas,All states,Texas,2,"['    957 ', '&nbsp;']","['    265,339 ', '&nbsp;']","['    493 ', '&nbsp;']","['    99,009 ', '&nbsp;']","['    464 ', '&nbsp;']","['    166,330 ', '&nbsp;']"
5622,r046,All states -> Utah,All states,Utah,2,"['    124 ', '&nbsp;']","['    41,705 ', 'r']","['    47 ', '&nbsp;']","['    7,668 ', '&nbsp;']","['    76 ', 'r']","['    34,037 ', 'r']"
5622,r047,All states -> Vermont,All states,Vermont,2,"['    33 ', '&nbsp;']","['    10,559 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r048,All states -> Virginia,All states,Virginia,2,"['    271 ', '&nbsp;']","['    82,654 ', '&nbsp;']","['    189 ', '&nbsp;']","['    30,418 ', '&nbsp;']","['    83 ', '&nbsp;']","['    52,236 ', '&nbsp;']"
5622,r049,All states -> Washington,All states,Washington,2,"['    582 ', '&nbsp;']","['    221,251 ', '&nbsp;']","['    340 ', '&nbsp;']","['    67,453 ', '&nbsp;']","['    243 ', '&nbsp;']","['    153,798 ', '&nbsp;']"
5622,r050,All states -> West Virginia,All states,West Virginia,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r051,All states -> Wisconsin,All states,Wisconsin,2,"['    133 ', '&nbsp;']","['    41,172 ', '&nbsp;']","['    70 ', '&nbsp;']","['    17,756 ', '&nbsp;']","['    62 ', '&nbsp;']","['    23,416 ', '&nbsp;']"
5622,r052,All states -> Wyoming,All states,Wyoming,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5622,r053,All states -> Undistributed,All states,Undistributed,2,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
