table_id,row_id,time_period,_millions_level_1,_millions_level_2,_millions_hierarchy_depth,value
10450,r047,R&D obligations -> 1962,% distribution,National defense,2,70.3
10450,r048,R&D obligations -> 1962,% distribution,Civilian functions,2,29.7
10450,r049,R&D obligations -> 1963,$millions,Total,2,12495
10450,r050,R&D obligations -> 1963,$millions,National defense,2,7764
10450,r051,R&D obligations -> 1963,$millions,Civilian functions,2,4731
10450,r052,R&D obligations -> 1963,% distribution,Total,2,100.0
10450,r053,R&D obligations -> 1963,% distribution,National defense,2,62.1
10450,r054,R&D obligations -> 1963,% distribution,Civilian functions,2,37.9
10450,r055,R&D obligations -> 1964,$millions,Total,2,14225
10450,r056,R&D obligations -> 1964,$millions,National defense,2,7829
10450,r057,R&D obligations -> 1964,$millions,Civilian functions,2,6396
10450,r058,R&D obligations -> 1964,% distribution,Total,2,100.0
10450,r059,R&D obligations -> 1964,% distribution,National defense,2,55.0
10450,r060,R&D obligations -> 1964,% distribution,Civilian functions,2,45.0
10450,r061,R&D obligations -> 1965,$millions,Total,2,14614
10450,r062,R&D obligations -> 1965,$millions,National defense,2,7342
10450,r063,R&D obligations -> 1965,$millions,Civilian functions,2,7272
10450,r064,R&D obligations -> 1965,% distribution,Total,2,100.0
10450,r065,R&D obligations -> 1965,% distribution,National defense,2,50.2
10450,r066,R&D obligations -> 1965,% distribution,Civilian functions,2,49.8
10450,r067,R&D obligations -> 1966,$millions,Total,2,15320
10450,r068,R&D obligations -> 1966,$millions,National defense,2,7536
10450,r069,R&D obligations -> 1966,$millions,Civilian functions,2,7784
10450,r070,R&D obligations -> 1966,% distribution,Total,2,100.0
10450,r071,R&D obligations -> 1966,% distribution,National defense,2,49.2
10450,r072,R&D obligations -> 1966,% distribution,Civilian functions,2,50.8
10450,r073,R&D obligations -> 1967,$millions,Total,2,16529
10450,r074,R&D obligations -> 1967,$millions,National defense,2,8566
10450,r075,R&D obligations -> 1967,$millions,Civilian functions,2,7963
10450,r076,R&D obligations -> 1967,% distribution,Total,2,100.0
10450,r077,R&D obligations -> 1967,% distribution,National defense,2,51.8
10450,r078,R&D obligations -> 1967,% distribution,Civilian functions,2,48.2
10450,r079,R&D obligations -> 1968,$millions,Total,2,15921
10450,r080,R&D obligations -> 1968,$millions,National defense,2,8275
10450,r081,R&D obligations -> 1968,$millions,Civilian functions,2,7646
10450,r082,R&D obligations -> 1968,% distribution,Total,2,100.0
10450,r083,R&D obligations -> 1968,% distribution,National defense,2,52.0
10450,r084,R&D obligations -> 1968,% distribution,Civilian functions,2,48.0
10450,r085,R&D obligations -> 1969,$millions,Total,2,15641
10450,r086,R&D obligations -> 1969,$millions,National defense,2,8356
10450,r087,R&D obligations -> 1969,$millions,Civilian functions,2,7285
10450,r088,R&D obligations -> 1969,% distribution,Total,2,100.0
10450,r089,R&D obligations -> 1969,% distribution,National defense,2,53.4
10450,r090,R&D obligations -> 1969,% distribution,Civilian functions,2,46.6
10450,r091,R&D obligations -> 1970,$millions,Total,2,15339
10450,r092,R&D obligations -> 1970,$millions,National defense,2,7981
10450,r093,R&D obligations -> 1970,$millions,Civilian functions,2,7358
10450,r094,R&D obligations -> 1970,% distribution,Total,2,100.0
10450,r095,R&D obligations -> 1970,% distribution,National defense,2,52.0
10450,r096,R&D obligations -> 1970,% distribution,Civilian functions,2,48.0
10450,r097,R&D obligations -> 1971,$millions,Total,2,15543
10450,r098,R&D obligations -> 1971,$millions,National defense,2,8110
10450,r099,R&D obligations -> 1971,$millions,Civilian functions,2,7433
10450,r100,R&D obligations -> 1971,% distribution,Total,2,100.0
10450,r101,R&D obligations -> 1971,% distribution,National defense,2,52.2
10450,r102,R&D obligations -> 1971,% distribution,Civilian functions,2,47.8
10450,r103,R&D obligations -> 1972,$millions,Total,2,16496
10450,r104,R&D obligations -> 1972,$millions,National defense,2,8902
10450,r105,R&D obligations -> 1972,$millions,Civilian functions,2,7594
10450,r106,R&D obligations -> 1972,% distribution,Total,2,100.0
10450,r107,R&D obligations -> 1972,% distribution,National defense,2,54.0
10450,r108,R&D obligations -> 1972,% distribution,Civilian functions,2,46.0
10450,r109,R&D obligations -> 1973,$millions,Total,2,16800
10450,r110,R&D obligations -> 1973,$millions,National defense,2,9002
10450,r111,R&D obligations -> 1973,$millions,Civilian functions,2,7798
10450,r112,R&D obligations -> 1973,% distribution,Total,2,100.0
10450,r113,R&D obligations -> 1973,% distribution,National defense,2,53.6
10450,r114,R&D obligations -> 1973,% distribution,Civilian functions,2,46.4
10450,r115,R&D obligations -> 1974,$millions,Total,2,17410
10450,r116,R&D obligations -> 1974,$millions,National defense,2,9016
10450,r117,R&D obligations -> 1974,$millions,Civilian functions,2,8394
10450,r118,R&D obligations -> 1974,% distribution,Total,2,100.0
10450,r119,R&D obligations -> 1974,% distribution,National defense,2,51.8
10450,r120,R&D obligations -> 1974,% distribution,Civilian functions,2,48.2
10450,r121,R&D obligations -> 1975,$millions,Total,2,19039
10450,r122,R&D obligations -> 1975,$millions,National defense,2,9679
10450,r123,R&D obligations -> 1975,$millions,Civilian functions,2,9360
10450,r124,R&D obligations -> 1975,% distribution,Total,2,100.0
10450,r125,R&D obligations -> 1975,% distribution,National defense,2,50.8
10450,r126,R&D obligations -> 1975,% distribution,Civilian functions,2,49.2
10450,r127,R&D obligations -> 1976,$millions,Total,2,20780
10450,r128,R&D obligations -> 1976,$millions,National defense,2,10430
10450,r129,R&D obligations -> 1976,$millions,Civilian functions,2,10350
10450,r130,R&D obligations -> 1976,% distribution,Total,2,100.0
10450,r131,R&D obligations -> 1976,% distribution,National defense,2,50.2
10450,r132,R&D obligations -> 1976,% distribution,Civilian functions,2,49.8
10450,r133,R&D obligations -> 1977,$millions,Total,2,23450
10450,r134,R&D obligations -> 1977,$millions,National defense,2,11864
10450,r135,R&D obligations -> 1977,$millions,Civilian functions,2,11586
10450,r136,R&D obligations -> 1977,% distribution,Total,2,100.0
10450,r137,R&D obligations -> 1977,% distribution,National defense,2,50.6
10450,r138,R&D obligations -> 1977,% distribution,Civilian functions,2,49.4
10450,r139,R&D budget authority -> 1978,$millions,Total,2,25976
10450,r140,R&D budget authority -> 1978,$millions,National defense,2,12899
10450,r141,R&D budget authority -> 1978,$millions,Civilian functions,2,13077
10450,r142,R&D budget authority -> 1978,% distribution,Total,2,100.0
10450,r143,R&D budget authority -> 1978,% distribution,National defense,2,49.7
10450,r144,R&D budget authority -> 1978,% distribution,Civilian functions,2,50.3
10450,r145,R&D budget authority -> 1979,$millions,Total,2,28208
10450,r146,R&D budget authority -> 1979,$millions,National defense,2,13791
10450,r147,R&D budget authority -> 1979,$millions,Civilian functions,2,14417
10450,r148,R&D budget authority -> 1979,% distribution,Total,2,100.0
10450,r149,R&D budget authority -> 1979,% distribution,National defense,2,48.9
10450,r150,R&D budget authority -> 1979,% distribution,Civilian functions,2,51.1
10450,r151,R&D budget authority -> 1980,$millions,Total,2,29739
10450,r152,R&D budget authority -> 1980,$millions,National defense,2,14946
10450,r153,R&D budget authority -> 1980,$millions,Civilian functions,2,14793
10450,r154,R&D budget authority -> 1980,% distribution,Total,2,100.0
10450,r155,R&D budget authority -> 1980,% distribution,National defense,2,50.3
10450,r156,R&D budget authority -> 1980,% distribution,Civilian functions,2,49.7
10450,r157,R&D budget authority -> 1981,$millions,Total,2,33735
10450,r158,R&D budget authority -> 1981,$millions,National defense,2,18413
10450,r159,R&D budget authority -> 1981,$millions,Civilian functions,2,15322
10450,r160,R&D budget authority -> 1981,% distribution,Total,2,100.0
10450,r161,R&D budget authority -> 1981,% distribution,National defense,2,54.6
10450,r162,R&D budget authority -> 1981,% distribution,Civilian functions,2,45.4
10450,r163,R&D budget authority -> 1982,$millions,Total,2,36115
10450,r164,R&D budget authority -> 1982,$millions,National defense,2,22070
10450,r165,R&D budget authority -> 1982,$millions,Civilian functions,2,14045
10450,r166,R&D budget authority -> 1982,% distribution,Total,2,100.0
10450,r167,R&D budget authority -> 1982,% distribution,National defense,2,61.1
10450,r168,R&D budget authority -> 1982,% distribution,Civilian functions,2,38.9
10450,r169,R&D budget authority -> 1983,$millions,Total,2,38768
10450,r170,R&D budget authority -> 1983,$millions,National defense,2,24936
10450,r171,R&D budget authority -> 1983,$millions,Civilian functions,2,13832
10450,r172,R&D budget authority -> 1983,% distribution,Total,2,100.0
10450,r173,R&D budget authority -> 1983,% distribution,National defense,2,64.3
10450,r174,R&D budget authority -> 1983,% distribution,Civilian functions,2,35.7
10450,r175,R&D budget authority -> 1984,$millions,Total,2,44214
10450,r176,R&D budget authority -> 1984,$millions,National defense,2,29287
10450,r177,R&D budget authority -> 1984,$millions,Civilian functions,2,14927
10450,r178,R&D budget authority -> 1984,% distribution,Total,2,100.0
10450,r179,R&D budget authority -> 1984,% distribution,National defense,2,66.2
10450,r180,R&D budget authority -> 1984,% distribution,Civilian functions,2,33.8
10450,r181,R&D budget authority -> 1985,$millions,Total,2,49887
10450,r182,R&D budget authority -> 1985,$millions,National defense,2,33698
10450,r183,R&D budget authority -> 1985,$millions,Civilian functions,2,16189
10450,r184,R&D budget authority -> 1985,% distribution,Total,2,100.0
10450,r185,R&D budget authority -> 1985,% distribution,National defense,2,67.5
10450,r186,R&D budget authority -> 1985,% distribution,Civilian functions,2,32.5
10450,r187,R&D budget authority -> 1986,$millions,Total,2,53249
10450,r188,R&D budget authority -> 1986,$millions,National defense,2,36926
10450,r189,R&D budget authority -> 1986,$millions,Civilian functions,2,16323
10450,r190,R&D budget authority -> 1986,% distribution,Total,2,100.0
10450,r191,R&D budget authority -> 1986,% distribution,National defense,2,69.3
10450,r192,R&D budget authority -> 1986,% distribution,Civilian functions,2,30.7
10450,r193,R&D budget authority -> 1987,$millions,Total,2,57069
10450,r194,R&D budget authority -> 1987,$millions,National defense,2,39152
10450,r195,R&D budget authority -> 1987,$millions,Civilian functions,2,17917
10450,r196,R&D budget authority -> 1987,% distribution,Total,2,100.0
10450,r197,R&D budget authority -> 1987,% distribution,National defense,2,68.6
10450,r198,R&D budget authority -> 1987,% distribution,Civilian functions,2,31.4
10450,r199,R&D budget authority -> 1988,$millions,Total,2,59106
10450,r200,R&D budget authority -> 1988,$millions,National defense,2,40099
10450,r201,R&D budget authority -> 1988,$millions,Civilian functions,2,19007
10450,r202,R&D budget authority -> 1988,% distribution,Total,2,100.0
10450,r203,R&D budget authority -> 1988,% distribution,National defense,2,67.8
10450,r204,R&D budget authority -> 1988,% distribution,Civilian functions,2,32.2
10450,r205,R&D budget authority -> 1989,$millions,Total,2,62115
10450,r206,R&D budget authority -> 1989,$millions,National defense,2,40642
10450,r207,R&D budget authority -> 1989,$millions,Civilian functions,2,21473
10450,r208,R&D budget authority -> 1989,% distribution,Total,2,100.0
10450,r209,R&D budget authority -> 1989,% distribution,National defense,2,65.5
10450,r210,R&D budget authority -> 1989,% distribution,Civilian functions,2,34.5
10450,r211,R&D budget authority -> 1990,$millions,Total,2,63781
10450,r212,R&D budget authority -> 1990,$millions,National defense,2,39925
10450,r213,R&D budget authority -> 1990,$millions,Civilian functions,2,23856
10450,r214,R&D budget authority -> 1990,% distribution,Total,2,100.0
10450,r215,R&D budget authority -> 1990,% distribution,National defense,2,62.6
10450,r216,R&D budget authority -> 1990,% distribution,Civilian functions,2,37.4
10450,r217,R&D budget authority -> 1991,$millions,Total,2,65898
10450,r218,R&D budget authority -> 1991,$millions,National defense,2,39328
10450,r219,R&D budget authority -> 1991,$millions,Civilian functions,2,26570
10450,r220,R&D budget authority -> 1991,% distribution,Total,2,100.0
10450,r221,R&D budget authority -> 1991,% distribution,National defense,2,59.7
10450,r222,R&D budget authority -> 1991,% distribution,Civilian functions,2,40.3
10450,r223,R&D budget authority -> 1992,$millions,Total,2,68398
10450,r224,R&D budget authority -> 1992,$millions,National defense,2,40083
10450,r225,R&D budget authority -> 1992,$millions,Civilian functions,2,28315
10450,r226,R&D budget authority -> 1992,% distribution,Total,2,100.0
10450,r227,R&D budget authority -> 1992,% distribution,National defense,2,58.6
10450,r228,R&D budget authority -> 1992,% distribution,Civilian functions,2,41.4
10450,r229,R&D budget authority -> 1993,$millions,Total,2,69884
10450,r230,R&D budget authority -> 1993,$millions,National defense,2,41249
10450,r231,R&D budget authority -> 1993,$millions,Civilian functions,2,28635
10450,r232,R&D budget authority -> 1993,% distribution,Total,2,100.0
10450,r233,R&D budget authority -> 1993,% distribution,National defense,2,59.0
10450,r234,R&D budget authority -> 1993,% distribution,Civilian functions,2,41.0
10450,r235,R&D budget authority -> 1994,$millions,Total,2,68331
10450,r236,R&D budget authority -> 1994,$millions,National defense,2,37764
10450,r237,R&D budget authority -> 1994,$millions,Civilian functions,2,30566
10450,r238,R&D budget authority -> 1994,% distribution,Total,2,100.0
10450,r239,R&D budget authority -> 1994,% distribution,National defense,2,55.3
10450,r240,R&D budget authority -> 1994,% distribution,Civilian functions,2,44.7
10450,r241,R&D budget authority -> 1995,$millions,Total,2,68791
10450,r242,R&D budget authority -> 1995,$millions,National defense,2,37204
10450,r243,R&D budget authority -> 1995,$millions,Civilian functions,2,31587
10450,r244,R&D budget authority -> 1995,% distribution,Total,2,100.0
10450,r245,R&D budget authority -> 1995,% distribution,National defense,2,54.1
10450,r246,R&D budget authority -> 1995,% distribution,Civilian functions,2,45.9
10450,r247,R&D budget authority -> 1996,$millions,Total,2,69049
10450,r248,R&D budget authority -> 1996,$millions,National defense,2,37801
10450,r249,R&D budget authority -> 1996,$millions,Civilian functions,2,31248
10450,r250,R&D budget authority -> 1996,% distribution,Total,2,100.0
10450,r251,R&D budget authority -> 1996,% distribution,National defense,2,54.7
10450,r252,R&D budget authority -> 1996,% distribution,Civilian functions,2,45.3
10450,r253,R&D budget authority -> 1997,$millions,Total,2,71653
10450,r254,R&D budget authority -> 1997,$millions,National defense,2,39591
10450,r255,R&D budget authority -> 1997,$millions,Civilian functions,2,32062
10450,r256,R&D budget authority -> 1997,% distribution,Total,2,100.0
10450,r257,R&D budget authority -> 1997,% distribution,National defense,2,55.3
10450,r258,R&D budget authority -> 1997,% distribution,Civilian functions,2,44.7
10450,r259,R&D budget authority -> 1998,$millions,Total,2,73569
10450,r260,R&D budget authority -> 1998,$millions,National defense,2,39823
10450,r261,R&D budget authority -> 1998,$millions,Civilian functions,2,33746
10450,r262,R&D budget authority -> 1998,% distribution,Total,2,100.0
10450,r263,R&D budget authority -> 1998,% distribution,National defense,2,54.1
10450,r264,R&D budget authority -> 1998,% distribution,Civilian functions,2,45.9
10450,r265,R&D budget authority -> 1999,$millions,Total,2,77637
10450,r266,R&D budget authority -> 1999,$millions,National defense,2,41306
10450,r267,R&D budget authority -> 1999,$millions,Civilian functions,2,36332
10450,r268,R&D budget authority -> 1999,% distribution,Total,2,100.0
10450,r269,R&D budget authority -> 1999,% distribution,National defense,2,53.2
10450,r270,R&D budget authority -> 1999,% distribution,Civilian functions,2,46.8
10450,r271,R&D and R&D plant budget authority -> 2000,$millions,Total,2,83581
10450,r272,R&D and R&D plant budget authority -> 2000,$millions,National defense,2,43161
10450,r273,R&D and R&D plant budget authority -> 2000,$millions,Civilian functions,2,40420
10450,r274,R&D and R&D plant budget authority -> 2000,% distribution,Total,2,100.0
10450,r275,R&D and R&D plant budget authority -> 2000,% distribution,National defense,2,51.6
10450,r276,R&D and R&D plant budget authority -> 2000,% distribution,Civilian functions,2,48.4
10450,r277,R&D and R&D plant budget authority -> 2001,$millions,Total,2,91505
10450,r278,R&D and R&D plant budget authority -> 2001,$millions,National defense,2,46202
10450,r279,R&D and R&D plant budget authority -> 2001,$millions,Civilian functions,2,45303
10450,r280,R&D and R&D plant budget authority -> 2001,% distribution,Total,2,100.0
10450,r281,R&D and R&D plant budget authority -> 2001,% distribution,National defense,2,50.5
10450,r282,R&D and R&D plant budget authority -> 2001,% distribution,Civilian functions,2,49.5
10450,r283,R&D and R&D plant budget authority -> 2002,$millions,Total,2,103057
10450,r284,R&D and R&D plant budget authority -> 2002,$millions,National defense,2,53731
10450,r285,R&D and R&D plant budget authority -> 2002,$millions,Civilian functions,2,49326
10450,r286,R&D and R&D plant budget authority -> 2002,% distribution,Total,2,100.0
10450,r287,R&D and R&D plant budget authority -> 2002,% distribution,National defense,2,52.1
10450,r288,R&D and R&D plant budget authority -> 2002,% distribution,Civilian functions,2,47.9
10450,r289,R&D and R&D plant budget authority -> 2003,$millions,Total,2,118065
10450,r290,R&D and R&D plant budget authority -> 2003,$millions,National defense,2,63708
10450,r291,R&D and R&D plant budget authority -> 2003,$millions,Civilian functions,2,54357
10450,r292,R&D and R&D plant budget authority -> 2003,% distribution,Total,2,100.0
10450,r293,R&D and R&D plant budget authority -> 2003,% distribution,National defense,2,54.0
10450,r294,R&D and R&D plant budget authority -> 2003,% distribution,Civilian functions,2,46.0
10450,r295,R&D and R&D plant budget authority -> 2004,$millions,Total,2,126270
10450,r296,R&D and R&D plant budget authority -> 2004,$millions,National defense,2,70344
10450,r297,R&D and R&D plant budget authority -> 2004,$millions,Civilian functions,2,55926
10450,r298,R&D and R&D plant budget authority -> 2004,% distribution,Total,2,100.0
10450,r299,R&D and R&D plant budget authority -> 2004,% distribution,National defense,2,55.7
10450,r300,R&D and R&D plant budget authority -> 2004,% distribution,Civilian functions,2,44.3
10450,r301,R&D and R&D plant budget authority -> 2005,$millions,Total,2,131259
10450,r302,R&D and R&D plant budget authority -> 2005,$millions,National defense,2,74641
10450,r303,R&D and R&D plant budget authority -> 2005,$millions,Civilian functions,2,56618
10450,r304,R&D and R&D plant budget authority -> 2005,% distribution,Total,2,100.0
10450,r305,R&D and R&D plant budget authority -> 2005,% distribution,National defense,2,56.9
10450,r306,R&D and R&D plant budget authority -> 2005,% distribution,Civilian functions,2,43.1
10450,r307,R&D and R&D plant budget authority -> 2006,$millions,Total,2,136019
10450,r308,R&D and R&D plant budget authority -> 2006,$millions,National defense,2,78737
10450,r309,R&D and R&D plant budget authority -> 2006,$millions,Civilian functions,2,57282
10450,r310,R&D and R&D plant budget authority -> 2006,% distribution,Total,2,100.0
10450,r311,R&D and R&D plant budget authority -> 2006,% distribution,National defense,2,57.9
10450,r312,R&D and R&D plant budget authority -> 2006,% distribution,Civilian functions,2,42.1
10450,r313,R&D and R&D plant budget authority -> 2007,$millions,Total,2,141890
10450,r314,R&D and R&D plant budget authority -> 2007,$millions,National defense,2,82658
10450,r315,R&D and R&D plant budget authority -> 2007,$millions,Civilian functions,2,59232
10450,r316,R&D and R&D plant budget authority -> 2007,% distribution,Total,2,100.0
10450,r317,R&D and R&D plant budget authority -> 2007,% distribution,National defense,2,58.3
10450,r318,R&D and R&D plant budget authority -> 2007,% distribution,Civilian functions,2,41.7
10450,r319,R&D and R&D plant budget authority -> 2008,$millions,Total,2,144391
10450,r320,R&D and R&D plant budget authority -> 2008,$millions,National defense,2,85129
10450,r321,R&D and R&D plant budget authority -> 2008,$millions,Civilian functions,2,59262
10450,r322,R&D and R&D plant budget authority -> 2008,% distribution,Total,2,100.0
10450,r323,R&D and R&D plant budget authority -> 2008,% distribution,National defense,2,59.0
10450,r324,R&D and R&D plant budget authority -> 2008,% distribution,Civilian functions,2,41.0
10450,r325,R&D and R&D plant budget authority -> 2009<sup>a</sup>,$millions,Total,2,164292
10450,r326,R&D and R&D plant budget authority -> 2009<sup>a</sup>,$millions,National defense,2,85642
10450,r327,R&D and R&D plant budget authority -> 2009<sup>a</sup>,$millions,Civilian functions,2,78650
10450,r328,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Total,2,100.0
10450,r329,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,National defense,2,52.1
10450,r330,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Civilian functions,2,47.9
10450,r331,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,$millions,Total,2,145553
10450,r332,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,$millions,National defense,2,85342
10450,r333,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,$millions,Civilian functions,2,60211
10450,r334,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Total,2,100.0
10450,r335,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,National defense,2,58.6
10450,r336,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Civilian functions,2,41.4
10450,r337,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,$millions,Total,2,18739
10450,r338,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,$millions,National defense,2,300
10450,r339,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,$millions,Civilian functions,2,18439
10450,r340,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Total,2,100.0
10450,r341,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,National defense,2,1.6
10450,r342,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Civilian functions,2,98.4
10450,r343,R&D and R&D plant budget authority -> 2010,$millions,Total,2,148962
10450,r344,R&D and R&D plant budget authority -> 2010,$millions,National defense,2,86789
10450,r345,R&D and R&D plant budget authority -> 2010,$millions,Civilian functions,2,62173
10450,r346,R&D and R&D plant budget authority -> 2010,% distribution,Total,2,100.0
10450,r347,R&D and R&D plant budget authority -> 2010,% distribution,National defense,2,58.3
10450,r348,R&D and R&D plant budget authority -> 2010,% distribution,Civilian functions,2,41.7
10450,r349,R&D and R&D plant budget authority -> 2011,$millions,Total,2,144379
10450,r350,R&D and R&D plant budget authority -> 2011,$millions,National defense,2,83226
10450,r351,R&D and R&D plant budget authority -> 2011,$millions,Civilian functions,2,61153
10450,r352,R&D and R&D plant budget authority -> 2011,% distribution,Total,2,100.0
10450,r353,R&D and R&D plant budget authority -> 2011,% distribution,National defense,2,57.6
10450,r354,R&D and R&D plant budget authority -> 2011,% distribution,Civilian functions,2,42.4
10450,r355,R&D and R&D plant budget authority -> 2012,$millions,Total,2,143737
10450,r356,R&D and R&D plant budget authority -> 2012,$millions,National defense,2,79875
10450,r357,R&D and R&D plant budget authority -> 2012,$millions,Civilian functions,2,63862
10450,r358,R&D and R&D plant budget authority -> 2012,% distribution,Total,2,100.0
10450,r359,R&D and R&D plant budget authority -> 2012,% distribution,National defense,2,55.6
10450,r360,R&D and R&D plant budget authority -> 2012,% distribution,Civilian functions,2,44.4
10450,r361,R&D and R&D plant budget authority -> 2013,$millions,Total,2,132477
10450,r362,R&D and R&D plant budget authority -> 2013,$millions,National defense,2,70781
10450,r363,R&D and R&D plant budget authority -> 2013,$millions,Civilian functions,2,61696
10450,r364,R&D and R&D plant budget authority -> 2013,% distribution,Total,2,100.0
10450,r365,R&D and R&D plant budget authority -> 2013,% distribution,National defense,2,53.4
10450,r366,R&D and R&D plant budget authority -> 2013,% distribution,Civilian functions,2,46.6
10450,r367,R&D and R&D plant budget authority -> 2014,$millions,Total,2,136159
10450,r368,R&D and R&D plant budget authority -> 2014,$millions,National defense,2,70992
10450,r369,R&D and R&D plant budget authority -> 2014,$millions,Civilian functions,2,65167
10450,r370,R&D and R&D plant budget authority -> 2014,% distribution,Total,2,100.0
10450,r371,R&D and R&D plant budget authority -> 2014,% distribution,National defense,2,52.1
10450,r372,R&D and R&D plant budget authority -> 2014,% distribution,Civilian functions,2,47.9
10450,r373,R&D and R&D plant budget authority -> 2015,$millions,Total,2,138544
10450,r374,R&D and R&D plant budget authority -> 2015,$millions,National defense,2,72950
10450,r375,R&D and R&D plant budget authority -> 2015,$millions,Civilian functions,2,65594
10450,r376,R&D and R&D plant budget authority -> 2015,% distribution,Total,2,100.0
10450,r377,R&D and R&D plant budget authority -> 2015,% distribution,National defense,2,52.7
10450,r378,R&D and R&D plant budget authority -> 2015,% distribution,Civilian functions,2,47.3
10450,r379,R&D and R&D plant budget authority -> 2016,$millions,Total,2,150393
10450,r380,R&D and R&D plant budget authority -> 2016,$millions,National defense,2,80202
10450,r381,R&D and R&D plant budget authority -> 2016,$millions,Civilian functions,2,70191
10450,r382,R&D and R&D plant budget authority -> 2016,% distribution,Total,2,100.0
10450,r383,R&D and R&D plant budget authority -> 2016,% distribution,National defense,2,53.3
10450,r384,R&D and R&D plant budget authority -> 2016,% distribution,Civilian functions,2,46.7
10450,r385,R&D and R&D plant budget authority -> 2017<sup>b</sup>,$millions,Total,2,127306
10450,r386,R&D and R&D plant budget authority -> 2017<sup>b</sup>,$millions,National defense,2,57530
10450,r387,R&D and R&D plant budget authority -> 2017<sup>b</sup>,$millions,Civilian functions,2,69776
10450,r388,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,Total,2,100.0
