table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_all_graduate_students_total_number,field_all_graduate_students_total_percent,field_all_graduate_students_full_time_all_full_time_number,field_all_graduate_students_full_time_all_full_time_percent,field_all_graduate_students_full_time_first_time_full_time_number,field_all_graduate_students_full_time_first_time_full_time_percent,field_all_graduate_students_part_time_number,field_all_graduate_students_part_time_percent,field_master_s_students_total_number,field_master_s_students_total_percent,field_master_s_students_full_time_all_full_time_number,field_master_s_students_full_time_all_full_time_percent,field_master_s_students_full_time_first_time_full_time_number,field_master_s_students_full_time_first_time_full_time_percent,field_master_s_students_part_time_number,field_master_s_students_part_time_percent,field_doctoral_students_total_number,field_doctoral_students_total_percent,field_doctoral_students_full_time_all_full_time_number,field_doctoral_students_full_time_all_full_time_percent,field_doctoral_students_full_time_first_time_full_time_number,field_doctoral_students_full_time_first_time_full_time_percent,field_doctoral_students_part_time_number,field_doctoral_students_part_time_percent
3520,r011,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,4,1687,0.2,1545,0.3,301,0.2,142,0.1,392,0.1,320,0.1,113,0.1,72,0.05,1295,0.5,1225,0.5,188,0.4,70,0.2
3520,r012,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",4,5902,0.9,5577,1.1,1294,0.8,325,0.2,927,0.2,755,0.3,434,0.4,172,0.1,4975,1.8,4822,1.9,860,1.8,153,0.5
3520,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,4,3510,0.5,2911,0.6,629,0.4,599,0.3,939,0.2,637,0.3,228,0.2,302,0.2,2571,0.9,2274,0.9,401,0.9,297,0.9
3520,r014,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,4,4692,0.7,3754,0.7,1315,0.8,938,0.5,2776,0.7,2135,0.8,971,0.8,641,0.4,1916,0.7,1619,0.7,344,0.7,297,0.9
3520,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,4,2663,0.4,2507,0.5,531,0.3,156,0.1,581,0.1,494,0.2,230,0.2,87,0.1,2082,0.7,2013,0.8,301,0.6,69,0.2
3520,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,4,5307,0.8,4484,0.9,918,0.6,823,0.4,1370,0.3,709,0.3,351,0.3,661,0.4,3937,1.4,3775,1.5,567,1.2,162,0.5
3520,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,4,1531,0.2,1304,0.3,317,0.2,227,0.1,378,0.1,232,0.1,119,0.1,146,0.1,1153,0.4,1072,0.4,198,0.4,81,0.2
3520,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,4,5500,0.8,5290,1.1,1058,0.6,210,0.1,362,0.1,280,0.1,165,0.1,82,0.1,5138,1.8,5010,2.0,893,1.9,128,0.4
3520,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,3333,0.5,2505,0.5,888,0.5,828,0.4,2385,0.6,1650,0.6,735,0.6,735,0.5,948,0.3,855,0.3,153,0.3,93,0.3
3520,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,930,0.1,859,0.2,154,0.1,71,0.05,87,0.05,69,0.05,34,0.05,18,0.05,843,0.3,790,0.3,120,0.3,53,0.2
3520,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,3074,0.4,2575,0.5,603,0.4,499,0.3,923,0.2,502,0.2,289,0.2,421,0.3,2151,0.8,2073,0.8,314,0.7,78,0.2
3520,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,5297,0.8,4550,0.9,1473,0.9,747,0.4,2594,0.6,1993,0.8,1090,0.9,601,0.4,2703,1.0,2557,1.0,383,0.8,146,0.4
3520,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,2089,0.3,1677,0.3,373,0.2,412,0.2,891,0.2,624,0.2,205,0.2,267,0.2,1198,0.4,1053,0.4,168,0.4,145,0.4
3520,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,5135,0.7,4256,0.8,2005,1.2,879,0.5,2589,0.6,1905,0.7,1200,1.0,684,0.4,2546,0.9,2351,0.9,805,1.7,195,0.6
3520,r025,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,101284,14.7,62120,12.4,23781,14.6,39164,20.9,84092,20.6,47535,18.7,20788,17.8,36557,23.8,17192,6.1,14585,5.9,2993,6.4,2607,7.7
3520,r026,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,33274,4.8,25824,5.1,9479,5.8,7450,4.0,24628,6.0,18227,7.2,7909,6.8,6401,4.2,8646,3.1,7597,3.1,1570,3.4,1049,3.1
3520,r027,"All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences, general",All detailed fields,Science,Computer and information sciences,"Computer and information sciences, general",4,40650,5.9,22841,4.5,8883,5.4,17809,9.5,33698,8.3,16865,6.6,7667,6.6,16833,11.0,6952,2.5,5976,2.4,1216,2.6,976,2.9
3520,r028,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec,4,27360,4.0,13455,2.7,5419,3.3,13905,7.4,25766,6.3,12443,4.9,5212,4.5,13323,8.7,1594,0.6,1012,0.4,207,0.4,582,1.7
3520,r029,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,11878,1.7,9521,1.9,2501,1.5,2357,1.3,5327,1.3,3675,1.4,1487,1.3,1652,1.1,6551,2.3,5846,2.4,1014,2.2,705,2.1
3520,r030,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1339,0.2,1181,0.2,309,0.2,158,0.1,473,0.1,416,0.2,171,0.1,57,0.05,866,0.3,765,0.3,138,0.3,101,0.3
3520,r031,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7849,1.1,6087,1.2,1595,1.0,1762,0.9,3610,0.9,2317,0.9,947,0.8,1293,0.8,4239,1.5,3770,1.5,648,1.4,469,1.4
3520,r032,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,2690,0.4,2253,0.4,597,0.4,437,0.2,1244,0.3,942,0.4,369,0.3,302,0.2,1446,0.5,1311,0.5,228,0.5,135,0.4
3520,r033,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,33159,4.8,25681,5.1,9348,5.7,7478,4.0,19594,4.8,13359,5.2,6772,5.8,6235,4.1,13565,4.8,12322,5.0,2576,5.5,1243,3.7
3520,r034,All detailed fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics and applied mathematics,4,22241,3.2,17778,3.5,6124,3.8,4463,2.4,11933,2.9,8392,3.3,4194,3.6,3541,2.3,10308,3.7,9386,3.8,1930,4.1,922,2.7
3520,r035,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10918,1.6,7903,1.6,3224,2.0,3015,1.6,7661,1.9,4967,2.0,2578,2.2,2694,1.8,3257,1.2,2936,1.2,646,1.4,321,0.9
3520,r036,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,11181,1.6,7033,1.4,2886,1.8,4148,2.2,8203,2.0,4669,1.8,2397,2.1,3534,2.3,2978,1.1,2364,1.0,489,1.1,614,1.8
3520,r037,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,11743,1.7,8101,1.6,2536,1.6,3642,1.9,8066,2.0,5176,2.0,2081,1.8,2890,1.9,3677,1.3,2925,1.2,455,1.0,752,2.2
3520,r038,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,5621,0.8,3926,0.8,1360,0.8,1695,0.9,3883,1.0,2525,1.0,1112,1.0,1358,0.9,1738,0.6,1401,0.6,248,0.5,337,1.0
3520,r039,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,6122,0.9,4175,0.8,1176,0.7,1947,1.0,4183,1.0,2651,1.0,969,0.8,1532,1.0,1939,0.7,1524,0.6,207,0.4,415,1.2
3520,r040,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,42867,6.2,38162,7.6,8308,5.1,4705,2.5,6361,1.6,3878,1.5,1627,1.4,2483,1.6,36506,13.0,34284,13.8,6681,14.4,2222,6.5
3520,r041,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1450,0.2,1389,0.3,275,0.2,61,0.05,77,0.05,47,0.05,26,0.05,30,0.05,1373,0.5,1342,0.5,249,0.5,31,0.1
3520,r042,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,22900,3.3,20508,4.1,4537,2.8,2392,1.3,3152,0.8,1914,0.8,795,0.7,1238,0.8,19748,7.0,18594,7.5,3742,8.0,1154,3.4
3520,r043,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1552,0.2,1373,0.3,380,0.2,179,0.1,539,0.1,407,0.2,193,0.2,132,0.1,1013,0.4,966,0.4,187,0.4,47,0.1
3520,r044,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16115,2.3,14384,2.9,2949,1.8,1731,0.9,2164,0.5,1362,0.5,535,0.5,802,0.5,13951,4.9,13022,5.3,2414,5.2,929,2.7
3520,r045,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,850,0.1,508,0.1,167,0.1,342,0.2,429,0.1,148,0.1,78,0.1,281,0.2,421,0.1,360,0.1,89,0.2,61,0.2
3520,r046,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,61069,8.8,41093,8.2,13001,8.0,19976,10.6,40838,10.0,24547,9.6,9668,8.3,16291,10.6,20231,7.2,16546,6.7,3333,7.2,3685,10.8
3520,r047,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7372,1.1,5459,1.1,1453,0.9,1913,1.0,3587,0.9,2353,0.9,838,0.7,1234,0.8,3785,1.3,3106,1.3,615,1.3,679,2.0
3520,r048,All detailed fields -> Science -> Psychology -> Counseling and applied psychology,All detailed fields,Science,Psychology,Counseling and applied psychology,4,35859,5.2,21591,4.3,7327,4.5,14268,7.6,29322,7.2,16978,6.7,6404,5.5,12344,8.0,6537,2.3,4613,1.9,923,2.0,1924,5.7
3520,r049,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13106,1.9,10119,2.0,3169,1.9,2987,1.6,6357,1.6,4182,1.6,1934,1.7,2175,1.4,6749,2.4,5937,2.4,1235,2.7,812,2.4
3520,r050,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,4732,0.7,3924,0.8,1052,0.6,808,0.4,1572,0.4,1034,0.4,492,0.4,538,0.4,3160,1.1,2890,1.2,560,1.2,270,0.8
3520,r051,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,78999,11.4,56980,11.3,18394,11.3,22019,11.7,43607,10.7,26604,10.5,13053,11.2,17003,11.1,35392,12.6,30376,12.3,5341,11.5,5016,14.8
3520,r052,All detailed fields -> Science -> Social sciences -> Agricultural economics,All detailed fields,Science,Social sciences,Agricultural economics,4,1506,0.2,1330,0.3,424,0.3,176,0.1,700,0.2,609,0.2,297,0.3,91,0.1,806,0.3,721,0.3,127,0.3,85,0.3
3520,r053,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6598,1.0,5211,1.0,1210,0.7,1387,0.7,2233,0.5,1394,0.5,666,0.6,839,0.5,4365,1.5,3817,1.5,544,1.2,548,1.6
3520,r054,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,5817,0.8,2641,0.5,978,0.6,3176,1.7,4917,1.2,2030,0.8,836,0.7,2887,1.9,900,0.3,611,0.2,142,0.3,289,0.9
3520,r055,All detailed fields -> Science -> Social sciences -> Economics (except agricultural),All detailed fields,Science,Social sciences,Economics (except agricultural),4,14129,2.0,12072,2.4,4026,2.5,2057,1.1,6084,1.5,4638,1.8,2596,2.2,1446,0.9,8045,2.9,7434,3.0,1430,3.1,611,1.8
3520,r056,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4401,0.6,2882,0.6,883,0.5,1519,0.8,2660,0.7,1410,0.6,648,0.6,1250,0.8,1741,0.6,1472,0.6,235,0.5,269,0.8
3520,r057,All detailed fields -> Science -> Social sciences -> History and philosophy of science,All detailed fields,Science,Social sciences,History and philosophy of science,4,289,0.05,250,0.05,46,0.05,39,0.05,32,0.05,19,0.05,7,0.05,13,0.05,257,0.1,231,0.1,39,0.1,26,0.1
3520,r058,All detailed fields -> Science -> Social sciences -> Human development,All detailed fields,Science,Social sciences,Human development,4,2070,0.3,1346,0.3,452,0.3,724,0.4,1339,0.3,794,0.3,344,0.3,545,0.4,731,0.3,552,0.2,108,0.2,179,0.5
3520,r059,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,7070,1.0,4397,0.9,1951,1.2,2673,1.4,6657,1.6,4060,1.6,1894,1.6,2597,1.7,413,0.1,337,0.1,57,0.1,76,0.2
3520,r060,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2769,0.4,2115,0.4,564,0.3,654,0.3,1153,0.3,642,0.3,304,0.3,511,0.3,1616,0.6,1473,0.6,260,0.6,143,0.4
3520,r061,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8385,1.2,6298,1.3,1533,0.9,2087,1.1,2897,0.7,1475,0.6,661,0.6,1422,0.9,5488,1.9,4823,1.9,872,1.9,665,2.0
3520,r062,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,8711,1.3,5994,1.2,2626,1.6,2717,1.4,6297,1.5,4386,1.7,2305,2.0,1911,1.2,2414,0.9,1608,0.6,321,0.7,806,2.4
3520,r063,All detailed fields -> Science -> Social sciences -> Sociology,All detailed fields,Science,Social sciences,Sociology,4,7333,1.1,5662,1.1,1299,0.8,1671,0.9,2263,0.6,1254,0.5,596,0.5,1009,0.7,5070,1.8,4408,1.8,703,1.5,662,1.9
3520,r064,All detailed fields -> Science -> Social sciences -> Social sciences nec,All detailed fields,Science,Social sciences,Social sciences nec,4,9921,1.4,6782,1.3,2402,1.5,3139,1.7,6375,1.6,3893,1.5,1899,1.6,2482,1.6,3546,1.3,2889,1.2,503,1.1,657,1.9
3520,r065,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,164004,23.8,121117,24.1,38631,23.7,42887,22.9,91939,22.5,57723,22.7,27307,23.4,34216,22.3,72065,25.6,63394,25.6,11324,24.3,8671,25.5
3520,r066,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,6255,0.9,4435,0.9,1327,0.8,1820,1.0,3701,0.9,2197,0.9,979,0.8,1504,1.0,2554,0.9,2238,0.9,348,0.7,316,0.9
3520,r067,All detailed fields -> Engineering -> Agricultural engineering,All detailed fields,Engineering,Agricultural engineering,,3,1156,0.2,954,0.2,259,0.2,202,0.1,494,0.1,393,0.2,172,0.1,101,0.1,662,0.2,561,0.2,87,0.2,101,0.3
3520,r068,All detailed fields -> Engineering -> Bioengineering and biomedical engineering,All detailed fields,Engineering,Bioengineering and biomedical engineering,,3,12050,1.7,10453,2.1,3364,2.1,1597,0.9,4335,1.1,3353,1.3,1934,1.7,982,0.6,7715,2.7,7100,2.9,1430,3.1,615,1.8
3520,r069,All detailed fields -> Engineering -> Biological and biosystems engineering,All detailed fields,Engineering,Biological and biosystems engineering,,3,308,0.05,231,0.05,70,0.05,77,0.05,89,0.05,64,0.05,38,0.05,25,0.05,219,0.1,167,0.1,32,0.1,52,0.2
3520,r070,All detailed fields -> Engineering -> Chemical engineering,All detailed fields,Engineering,Chemical engineering,,3,9689,1.4,8565,1.7,2348,1.4,1124,0.6,2632,0.6,1888,0.7,969,0.8,744,0.5,7057,2.5,6677,2.7,1379,3.0,380,1.1
3520,r071,All detailed fields -> Engineering -> Civil engineering,All detailed fields,Engineering,Civil engineering,,3,19625,2.8,14302,2.8,4700,2.9,5323,2.8,11873,2.9,7576,3.0,3586,3.1,4297,2.8,7752,2.8,6726,2.7,1114,2.4,1026,3.0
3520,r072,"All detailed fields -> Engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, and communications engineering",,3,46754,6.8,35426,7.1,11632,7.1,11328,6.0,28177,6.9,19138,7.5,8801,7.6,9039,5.9,18577,6.6,16288,6.6,2831,6.1,2289,6.7
3520,r073,"All detailed fields -> Engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,"Engineering mechanics, physics, and science",,3,2299,0.3,1883,0.4,555,0.3,416,0.2,852,0.2,563,0.2,297,0.3,289,0.2,1447,0.5,1320,0.5,258,0.6,127,0.4
3520,r074,All detailed fields -> Engineering -> Industrial and manufacturing engineering,All detailed fields,Engineering,Industrial and manufacturing engineering,,3,15674,2.3,9186,1.8,3682,2.3,6488,3.5,11912,2.9,6247,2.5,3157,2.7,5665,3.7,3762,1.3,2939,1.2,525,1.1,823,2.4
3520,r075,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,26108,3.8,19345,3.9,5854,3.6,6763,3.6,14861,3.6,9394,3.7,4217,3.6,5467,3.6,11247,4.0,9951,4.0,1637,3.5,1296,3.8
3520,r076,All detailed fields -> Engineering -> Metallurgical and materials engineering,All detailed fields,Engineering,Metallurgical and materials engineering,,3,6590,1.0,5652,1.1,1440,0.9,938,0.5,1974,0.5,1409,0.6,683,0.6,565,0.4,4616,1.6,4243,1.7,757,1.6,373,1.1
3520,r077,All detailed fields -> Engineering -> Mining engineering,All detailed fields,Engineering,Mining engineering,,3,493,0.1,361,0.1,112,0.1,132,0.1,292,0.1,202,0.1,92,0.1,90,0.1,201,0.1,159,0.1,20,0.05,42,0.1
3520,r078,All detailed fields -> Engineering -> Nanotechnology,All detailed fields,Engineering,Nanotechnology,,3,195,0.05,179,0.05,61,0.05,16,0.05,49,0.05,38,0.05,23,0.05,11,0.05,146,0.1,141,0.1,38,0.1,5,0.05
3520,r079,All detailed fields -> Engineering -> Nuclear engineering,All detailed fields,Engineering,Nuclear engineering,,3,1449,0.2,1186,0.2,260,0.2,263,0.1,418,0.1,307,0.1,127,0.1,111,0.1,1031,0.4,879,0.4,133,0.3,152,0.4
3520,r080,All detailed fields -> Engineering -> Petroleum engineering,All detailed fields,Engineering,Petroleum engineering,,3,1249,0.2,984,0.2,243,0.1,265,0.1,642,0.2,441,0.2,155,0.1,201,0.1,607,0.2,543,0.2,88,0.2,64,0.2
3520,r081,All detailed fields -> Engineering -> Engineering nec,All detailed fields,Engineering,Engineering nec,,3,14110,2.0,7975,1.6,2724,1.7,6135,3.3,9638,2.4,4513,1.8,2077,1.8,5125,3.3,4472,1.6,3462,1.4,647,1.4,1010,3.0
3520,r082,All detailed fields -> Health,All detailed fields,Health,,,2,72422,10.5,49652,9.9,18876,11.6,22770,12.1,56494,13.8,38105,15.0,16575,14.2,18389,12.0,15928,5.7,11547,4.7,2301,4.9,4381,12.9
3520,r083,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,30822,4.5,18924,3.8,7684,4.7,11898,6.3,26251,6.4,15638,6.1,7046,6.0,10613,6.9,4571,1.6,3286,1.3,638,1.4,1285,3.8
3520,r084,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,29594,4.3,18119,3.6,7328,4.5,11475,6.1,25403,6.2,15144,5.9,6772,5.8,10259,6.7,4191,1.5,2975,1.2,556,1.2,1216,3.6
3520,r085,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,1228,0.2,805,0.2,356,0.2,423,0.2,848,0.2,494,0.2,274,0.2,354,0.2,380,0.1,311,0.1,82,0.2,69,0.2
3520,r086,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,41600,6.0,30728,6.1,11192,6.9,10872,5.8,30243,7.4,22467,8.8,9529,8.2,7776,5.1,11357,4.0,8261,3.3,1663,3.6,3096,9.1
3520,r087,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,17257,2.5,15247,3.0,6283,3.9,2010,1.1,16346,4.0,14442,5.7,6128,5.3,1904,1.2,911,0.3,805,0.3,155,0.3,106,0.3
3520,r088,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1523,0.2,1399,0.3,388,0.2,124,0.1,1315,0.3,1200,0.5,353,0.3,115,0.1,208,0.1,199,0.1,35,0.1,9,0.05
3520,r089,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,5300,0.8,2614,0.5,602,0.4,2686,1.4,1861,0.5,733,0.3,199,0.2,1128,0.7,3439,1.2,1881,0.8,403,0.9,1558,4.6
3520,r090,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,4308,0.6,3617,0.7,937,0.6,691,0.4,1187,0.3,832,0.3,368,0.3,355,0.2,3121,1.1,2785,1.1,569,1.2,336,1.0
