table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
12526,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,17210400,2751815,0,7666807,3449500,3342278,0
12526,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,9956071,3466168,0,4658143,0,1831760,0
12526,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,29171378,2498518,172926,2068739,20069625,1239135,3122435
12526,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,4072717,204134,0,920333,170477,1330439,1447334
12526,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,2521016,66591,0,1641411,0,723467,89547
12526,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,99832733,0,0,7057203,80740965,2596557,9438008
12526,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,2337788,0,0,1566851,0,770937,0
12526,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,486576578,9199446,52943590,30403179,295176385,14085670,84768308
12526,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,36106613,14087083,1659524,2906002,8484484,7864239,1105281
12526,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,25822123,3054183,18378646,659780,874605,1820328,1034581
12526,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,117471257,0,5992718,49445763,20000000,5432652,36600124
12526,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,28885260,1050099,1459455,2389244,17774197,4740677,1471588
12526,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,40257488,803998,1250000,22483060,4980964,8590054,2149412
12526,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,99487575,5019941,3878560,18896798,62664377,4800272,4227627
12526,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,4635868,150000,349934,2199338,249596,1687000,0
12526,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,53419952,2902813,587345,31915915,14095324,2339150,1579405
12526,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,5227211,3250774,37445,34950,0,1904042,0
12526,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,67457255,0,50851,0,0,3234659,64171745
12526,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,282261790,2086663,0,11126708,244640010,24220565,187844
12526,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,10119476,1317,0,7388968,0,2729191,0
12526,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,2833206,0,0,79783,1818036,935387,0
12526,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,57260560,3598429,438598,18131290,5142800,19463187,10486256
12526,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,60479947,12929594,7987717,28731394,1357424,6136300,3337518
12526,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,8731717,43500,1640120,3460082,250155,2086106,1251754
12526,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,16366530,2447261,500000,7574828,503000,4310941,1030500
12526,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,9886086,619736,3597455,3481963,70000,746932,1370000
12526,r053,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,1,47543226,140343,61401,276257,34008519,1641919,11414787
