table_id,row_id,time_period,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_level_1,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_level_2,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_hierarchy_depth,value
8141,r063_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Sales engineers
8141,r064_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570990
8141,r064_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other engineers
8141,r065_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,58
8141,r065_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - engineering
8141,r065_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,582800
8141,r065_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Engineering
8141,r066_1,Science/ engineering related occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Code,2,6
8141,r066_2,Science/ engineering related occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Label,2,S&E related occupations
8141,r066_3,Science/ engineering related occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,61
8141,r066_4,Science/ engineering related occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Health-related occupations
8141,r066_5,Science/ engineering related occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,611110
8141,r066_6,Science/ engineering related occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Diagnosing and treating practitioners
8141,r067_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,611120
8141,r067_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Registered nurses, pharmacists, dieticians, therapists, physician assistants, nurse practitioners"
8141,r068_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,611130
8141,r068_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Health technologists and technicians
8141,r069_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,611140
8141,r069_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other health occupations
8141,r070_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,612870
8141,r070_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Postsecondary teachers, health and related sciences"
8141,r071_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,62
8141,r071_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,S&E managers
8141,r071_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,621420
8141,r071_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Computer and information systems managers
8141,r072_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,621430
8141,r072_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Engineering managers
8141,r073_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,621440
8141,r073_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Medical and health services managers
8141,r074_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,621450
8141,r074_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Natural sciences managers
8141,r075_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,63
8141,r075_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,S&E pre-college teachers
8141,r075_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,632530
8141,r075_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Teachers: Secondary - computer, math or sciences"
8141,r076_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,S&E pre-college teachers
8141,r076_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,632540
8141,r076_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Teachers: Secondary - social sciences
8141,r077_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,64
8141,r077_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,S&E technicians and technologists
8141,r077_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,640260
8141,r077_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Technologists and technicians, biological and life sciences"
8141,r078_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,640530
8141,r078_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Computer programmers, business, scientific, and process control"
8141,r079_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,641000
8141,r079_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Electrical, electronic, industrial, and mechanical technicians"
8141,r080_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,641010
8141,r080_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Drafting occupations, including computer drafting"
8141,r081_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,641020
8141,r081_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Surveying and mapping technicians
8141,r082_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,641030
8141,r082_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Other engineers, technologists, and technicians"
8141,r083_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,641040
8141,r083_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Surveyors, cartographers, and photogrammetrists"
8141,r084_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,641750
8141,r084_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Technologists and technicians, mathematical sciences"
8141,r085_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,641970
8141,r085_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Technologists and technicians, physical sciences"
8141,r086_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,65
8141,r086_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Other S&E-related occupations
8141,r086_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,650810
8141,r086_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Architects
8141,r087_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,651710
8141,r087_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Actuaries
8141,r088_1,Non-science/ non-engineering occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Code,2,7
8141,r088_2,Non-science/ non-engineering occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Label,2,Non-S&E occupations
8141,r088_3,Non-science/ non-engineering occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,71
8141,r088_4,Non-science/ non-engineering occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Non-S&E managers
8141,r088_5,Non-science/ non-engineering occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,711410
8141,r088_6,Non-science/ non-engineering occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Top-level managers, executives, and administrators"
8141,r089_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,711460
8141,r089_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Education administrators
8141,r090_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,711470
8141,r090_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other mid-level managers
8141,r091_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,72
8141,r091_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Management-related occupations
8141,r091_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,721510
8141,r091_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Accountants, auditors, and other financial specialists"
8141,r092_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,721520
