table_id,row_id,region_country_or_economy,algeria,argentina,australia,austria,bangladesh,belgium,brazil,bulgaria,canada,chile,china,colombia,czechia,denmark,egypt,finland,france,germany,greece,hungary,india,indonesia,iran,iraq,ireland,israel,italy,japan,jordan,malaysia,mexico,morocco,netherlands,new_zealand,norway,pakistan,philippines,poland,portugal,romania,russia,saudi_arabia,serbia,singapore,slovakia,south_africa,south_korea,spain,sri_lanka,sweden,switzerland,taiwan,thailand,tunisia,turkey,united_kingdom,ukraine,united_arab_emirates,united_states,vietnam
10060,r019,Greece,15,0,69,49,2,91,25,29,61,5,114,1,12,51,13,75,257,270,0,12,51,0,22,1,49,36,265,33,5,10,12,8,101,4,35,10,6,58,67,38,33,17,29,24,6,5,12,226,0,110,83,8,2,0,33,647,8,48,453,13
10060,r020,Hungary,0,1,34,78,1,23,8,3,50,0,48,1,28,9,10,39,64,116,12,0,37,2,21,9,8,17,53,69,8,14,15,1,50,11,40,7,0,39,25,202,11,8,106,5,76,4,15,45,0,13,22,4,2,3,12,103,5,2,129,9
10060,r021,India,37,8,616,29,135,33,93,25,393,28,797,22,121,90,200,83,268,266,51,37,0,102,153,129,88,50,216,269,66,521,83,31,80,38,185,133,11,133,95,75,131,614,20,493,43,82,373,216,28,96,75,207,76,21,160,777,20,351,2442,107
10060,r022,Indonesia,3,0,106,18,4,3,1,0,5,0,71,7,8,2,20,3,35,45,0,2,102,0,15,16,3,1,7,340,3,570,2,16,32,8,5,22,8,13,4,1,6,72,0,15,5,4,75,10,3,8,3,190,42,3,14,98,2,17,77,22
10060,r023,Iran,17,1,353,32,7,33,29,2,578,11,333,5,75,80,17,77,131,154,22,21,153,15,0,62,21,2,158,43,29,218,27,1,75,12,25,60,8,39,78,38,36,52,6,73,47,5,105,118,1,64,51,53,20,6,181,299,7,37,637,66
10060,r024,Iraq,5,0,106,1,3,1,3,1,23,0,73,5,6,2,21,0,14,30,1,9,129,16,62,0,2,0,6,2,34,330,1,4,3,1,6,24,0,12,4,36,39,55,4,3,0,3,10,6,2,6,1,14,2,21,152,179,18,34,97,11
10060,r025,Ireland,7,5,76,28,7,58,49,35,66,10,189,8,33,21,14,51,158,173,49,8,88,3,21,2,0,14,178,27,2,25,16,3,111,6,19,40,1,17,51,18,20,24,3,32,14,9,20,146,10,53,47,5,3,1,35,342,0,5,327,19
10060,r026,Israel,1,0,54,24,0,33,21,1,160,7,57,1,35,36,0,12,127,195,36,17,50,1,2,0,14,0,135,41,0,2,6,1,89,22,20,0,0,35,10,5,35,5,4,54,0,3,10,70,0,26,81,4,0,0,10,310,7,1,1274,1
10060,r027,Italy,34,67,405,346,25,349,217,20,374,38,670,27,150,169,22,138,1218,1189,265,53,216,7,158,6,178,135,0,321,15,42,84,21,609,38,132,96,2,235,230,132,105,48,55,112,53,22,114,1022,2,292,648,46,18,29,110,1937,11,74,1929,28
10060,r028,Japan,9,4,419,74,193,69,97,8,411,30,3676,2,72,60,179,131,611,625,33,69,269,340,43,2,27,41,321,0,3,357,81,8,142,77,63,44,32,144,74,9,87,61,18,263,12,13,349,363,56,123,182,320,399,7,78,771,17,33,2133,303
10060,r029,Jordan,22,1,47,1,0,4,8,0,28,1,57,3,6,0,41,3,12,32,5,8,66,3,29,34,2,0,15,3,0,132,7,3,11,0,3,30,0,4,3,0,10,122,1,25,0,5,18,30,0,1,1,14,0,8,27,97,6,241,183,3
10060,r030,Malaysia,12,0,375,9,146,5,22,0,74,2,363,2,81,10,59,10,60,54,10,14,521,570,218,330,25,2,42,357,132,0,7,14,42,44,34,389,23,23,22,23,13,383,2,148,4,19,112,66,18,28,11,87,36,9,93,441,4,161,221,60
10060,r031,Mexico,9,44,50,12,0,16,50,4,83,76,108,89,21,5,22,21,319,87,12,15,83,2,27,1,16,6,84,81,7,7,0,2,33,7,18,26,1,17,26,5,79,20,1,31,3,11,16,496,0,16,23,3,1,7,12,190,21,7,401,6
10060,r032,Morocco,23,0,4,1,2,16,5,1,58,3,12,1,3,5,14,1,366,12,8,1,31,16,1,4,3,1,21,8,3,14,2,0,4,1,3,14,0,2,12,7,4,30,0,0,3,6,7,59,0,4,1,1,1,24,6,21,3,15,61,3
10060,r033,Netherlands,1,16,232,139,1,479,100,10,207,27,491,13,66,136,22,89,406,1079,101,50,80,32,75,3,111,89,609,142,11,42,33,4,0,38,94,21,2,73,158,88,69,8,15,83,11,31,31,372,4,182,237,15,5,4,122,1128,7,35,1112,7
10060,r034,New Zealand,1,0,210,20,3,12,34,2,49,15,410,3,2,12,4,16,68,135,4,11,38,8,12,1,6,22,38,77,0,44,7,1,38,0,12,31,1,24,8,8,7,22,0,69,6,7,33,30,6,36,16,11,3,2,12,209,2,16,233,17
10060,r035,Norway,17,1,83,37,8,28,36,2,125,8,297,3,28,96,15,64,115,189,35,40,185,5,25,6,19,20,132,63,3,34,18,3,94,12,0,35,0,34,29,33,25,22,4,27,6,11,46,145,6,156,52,69,3,3,24,257,9,11,273,24
10060,r036,Pakistan,24,0,186,16,8,8,18,1,94,1,779,5,4,18,43,21,83,84,10,7,133,22,60,24,40,0,96,44,30,389,26,14,21,31,35,0,1,21,22,28,18,604,3,26,1,14,306,90,1,41,7,40,41,8,104,366,1,252,274,8
10060,r037,Philippines,0,0,14,0,1,0,1,0,3,0,68,1,0,2,0,1,3,4,6,0,11,8,8,0,1,0,2,32,0,23,1,0,2,1,0,1,0,1,4,0,2,3,0,12,0,0,16,3,1,1,1,42,4,1,4,19,0,3,46,5
10060,r038,Poland,6,3,198,63,1,61,30,36,597,15,386,7,86,44,18,29,190,294,58,39,133,13,39,12,17,35,235,144,4,23,17,2,73,24,34,21,1,0,60,45,96,237,15,84,57,8,153,228,1,61,72,27,6,6,45,389,244,33,522,104
10060,r039,Portugal,5,6,70,51,11,78,496,18,70,11,212,17,20,36,23,70,178,244,67,25,95,4,78,4,51,10,230,74,3,22,26,12,158,8,29,22,4,60,0,18,49,44,21,12,8,3,17,500,3,93,106,9,2,25,36,432,7,43,434,13
10060,r040,Romania,9,2,19,42,2,80,6,17,144,1,53,1,14,13,32,24,243,171,38,202,75,1,38,36,18,5,132,9,0,23,5,7,88,8,33,28,0,45,18,0,26,10,28,10,7,7,11,89,0,22,23,19,17,9,29,136,3,3,185,19
10060,r041,Russia,6,1,68,34,2,20,23,31,60,2,245,8,58,17,36,76,132,271,33,11,131,6,36,39,20,35,105,87,10,13,79,4,69,7,25,18,2,96,49,26,0,20,14,26,19,4,44,110,4,49,31,37,8,1,24,318,50,34,287,45
10060,r042,Saudi Arabia,105,1,229,6,99,18,29,1,434,9,950,5,18,20,534,11,134,41,17,8,614,72,52,55,24,5,48,61,122,383,20,30,8,22,22,604,3,237,44,10,20,0,3,41,7,16,130,259,4,27,8,59,24,325,79,541,6,132,599,35
10060,r043,Serbia,0,0,10,15,1,5,3,5,27,1,81,0,24,6,1,9,44,57,29,106,20,0,6,4,3,4,55,18,1,2,1,0,15,0,4,3,0,15,21,28,14,3,0,2,35,0,2,36,0,11,14,1,1,0,17,60,2,10,78,2
10060,r044,Singapore,1,2,588,54,6,32,17,4,230,2,3427,0,12,45,16,29,165,205,24,5,493,15,73,3,32,54,112,263,25,148,31,0,83,69,27,26,12,84,12,10,26,41,2,0,2,12,143,61,15,40,109,137,28,2,53,547,0,35,1408,61
10060,r045,Slovakia,0,6,19,76,0,25,25,9,12,5,97,0,442,0,3,7,27,46,6,76,43,5,47,0,14,0,53,12,0,4,3,3,11,6,6,1,0,57,8,7,19,7,35,2,0,2,4,121,0,6,5,2,2,0,20,37,32,1,79,2
10060,r046,South Africa,5,7,48,5,2,12,16,1,61,0,117,0,2,9,6,16,51,65,5,4,82,4,5,3,9,3,22,13,5,19,11,6,31,7,11,14,0,8,3,7,4,16,0,12,2,0,13,12,3,24,18,5,8,11,11,111,0,16,146,2
10060,r047,South Korea,10,0,263,16,60,22,29,7,275,5,1138,5,16,19,38,24,119,227,12,15,373,75,105,10,20,10,114,349,18,112,16,7,31,33,46,306,16,153,17,11,44,130,2,143,4,13,0,76,5,47,59,66,22,10,27,261,7,60,1833,241
10060,r048,Spain,47,190,332,201,10,326,380,27,206,266,609,262,182,131,86,170,890,852,226,45,216,10,118,6,146,70,1022,363,30,66,496,59,372,30,145,90,3,228,500,89,110,259,36,61,121,12,76,0,4,222,276,39,8,49,85,1524,13,30,1226,42
10060,r049,Sri Lanka,0,0,89,1,2,0,0,0,20,0,11,0,0,2,1,12,4,13,0,0,28,3,1,2,10,0,2,56,0,18,0,0,4,6,6,1,1,1,3,0,4,4,0,15,0,3,5,4,0,10,9,3,6,0,1,50,0,4,43,1
10060,r050,Sweden,6,4,181,84,22,98,58,13,100,9,333,3,44,132,13,204,201,492,110,13,96,8,64,6,53,26,292,123,1,28,16,4,182,36,156,41,1,61,93,22,49,27,11,40,6,24,47,222,10,0,145,10,4,4,48,455,12,15,598,13
10060,r051,Switzerland,6,5,185,145,0,191,63,3,203,13,299,19,58,55,2,52,436,912,83,22,75,3,51,1,47,81,648,182,1,11,23,1,237,16,52,7,1,72,106,23,31,8,14,109,5,18,59,276,9,145,0,12,10,8,45,584,6,26,1075,3
10060,r052,Taiwan,3,1,200,15,2,18,11,2,135,3,1391,2,9,7,19,8,66,74,8,4,207,190,53,14,5,4,46,320,14,87,3,1,15,11,69,40,42,27,9,19,37,59,1,137,2,5,66,39,3,10,12,0,56,5,41,212,0,24,908,200
10060,r053,Thailand,1,0,42,6,23,2,5,0,34,0,120,0,9,20,0,4,75,55,2,2,76,42,20,2,3,0,18,399,0,36,1,1,5,3,3,41,4,6,2,17,8,24,1,28,2,8,22,8,6,4,10,56,0,0,11,105,0,2,213,30
10060,r054,Tunisia,44,1,11,7,2,16,1,0,90,1,38,4,23,4,33,2,851,64,0,3,21,3,6,21,1,0,29,7,8,9,7,24,4,2,3,8,1,6,25,9,1,325,0,2,0,11,10,49,0,4,8,5,0,0,19,50,1,50,76,2
10060,r055,Turkey,44,2,90,37,11,55,4,7,216,2,192,3,39,28,23,29,99,161,33,12,160,14,181,152,35,10,110,78,27,93,12,6,122,12,24,104,4,45,36,29,24,79,17,53,20,11,27,85,1,48,45,41,11,19,0,314,5,40,736,21
10060,r056,United Kingdom,96,47,1192,404,113,587,519,86,920,125,6485,68,199,285,154,288,1310,2166,647,103,777,98,299,179,342,310,1937,771,97,441,190,21,1128,209,257,366,19,389,432,136,318,541,60,547,37,111,261,1524,50,455,584,212,105,50,314,0,36,334,4004,67
10060,r057,Ukraine,1,0,3,3,0,16,0,20,12,0,40,0,23,5,3,7,36,52,8,5,20,2,7,18,0,7,11,17,6,4,21,3,7,2,9,1,0,244,7,3,50,6,2,0,32,0,7,13,0,12,6,0,0,1,5,36,0,2,67,1
10060,r058,United Arab Emirates,56,4,138,17,12,14,26,1,223,0,268,2,11,7,122,17,100,43,48,2,351,17,37,34,5,1,74,33,241,161,7,15,35,16,11,252,3,33,43,3,34,132,10,35,1,16,60,30,4,15,26,24,2,50,40,334,2,0,372,10
10060,r059,United States,62,92,2053,426,270,483,767,47,3009,153,13631,139,363,382,280,378,1759,2870,453,129,2442,77,637,97,327,1274,1929,2133,183,221,401,61,1112,233,273,274,46,522,434,185,287,599,78,1408,79,146,1833,1226,43,598,1075,908,213,76,736,4004,67,372,0,174
10060,r060,Vietnam,3,0,179,9,8,21,6,1,76,0,227,0,53,3,20,10,164,60,13,9,107,22,66,11,19,1,28,303,3,60,6,3,7,17,24,8,5,104,13,19,45,35,2,61,2,2,241,42,1,13,3,200,30,2,21,67,1,10,174,0
