table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7387,r018,All states -> Kansas,All states,Kansas,2,"['73', '&nbsp;']","['22,344', '&nbsp;']","['46', '&nbsp;']","['9,896', '&nbsp;']","['28', '&nbsp;']","['12,448', '&nbsp;']"
7387,r019,All states -> Kentucky,All states,Kentucky,2,"['55', '&nbsp;']","['12,993', '&nbsp;']","['31', '&nbsp;']","['5,060', '&nbsp;']","['25', '&nbsp;']","['7,933', '&nbsp;']"
7387,r020,All states -> Louisiana,All states,Louisiana,2,"['82', 'r']","['16,467', '&nbsp;']","['28', '&nbsp;']","['5,103', '&nbsp;']","['54', 'r']","['11,364', 'r']"
7387,r021,All states -> Maine,All states,Maine,2,"['43', '&nbsp;']","['12,988', '&nbsp;']","['21', '&nbsp;']","['4,354', '&nbsp;']","['23', 'r']","['8,635', '&nbsp;']"
7387,r022,All states -> Maryland,All states,Maryland,2,"['375', '&nbsp;']","['114,774', '&nbsp;']","['221', '&nbsp;']","['51,934', '&nbsp;']","['155', '&nbsp;']","['62,839', '&nbsp;']"
7387,r023,All states -> Massachusetts,All states,Massachusetts,2,"['561', '&nbsp;']","['281,009', '&nbsp;']","['374', '&nbsp;']","['129,473', '&nbsp;']","['186', '&nbsp;']","['151,537', '&nbsp;']"
7387,r024,All states -> Michigan,All states,Michigan,2,"['169', '&nbsp;']","['49,804', '&nbsp;']","['86', '&nbsp;']","['13,935', '&nbsp;']","['82', '&nbsp;']","['35,869', '&nbsp;']"
7387,r025,All states -> Minnesota,All states,Minnesota,2,"['366', '&nbsp;']","['108,594', '&nbsp;']","['247', '&nbsp;']","['45,454', '&nbsp;']","['120', '&nbsp;']","['63,140', 'r']"
7387,r026,All states -> Mississippi,All states,Mississippi,2,"['17', '&nbsp;']","['3,086', '&nbsp;']","['12', '&nbsp;']","['1,545', '&nbsp;']","['5', '&nbsp;']","['1,541', '&nbsp;']"
7387,r027,All states -> Missouri,All states,Missouri,2,"['86', '&nbsp;']","['28,500', '&nbsp;']","['45', '&nbsp;']","['14,246', '&nbsp;']","['41', '&nbsp;']","['14,253', '&nbsp;']"
7387,r028,All states -> Montana,All states,Montana,2,"['64', '&nbsp;']","['18,083', '&nbsp;']","['51', '&nbsp;']","['8,954', '&nbsp;']","['12', '&nbsp;']","['9,129', '&nbsp;']"
7387,r029,All states -> Nebraska,All states,Nebraska,2,"['25', '&nbsp;']","['7,961', '&nbsp;']","['13', '&nbsp;']","['2,608', '&nbsp;']","['13', '&nbsp;']","['5,353', '&nbsp;']"
7387,r030,All states -> Nevada,All states,Nevada,2,"['181', '&nbsp;']","['62,394', '&nbsp;']","['108', '&nbsp;']","['34,620', '&nbsp;']","['73', '&nbsp;']","['27,774', '&nbsp;']"
7387,r031,All states -> New Hampshire,All states,New Hampshire,2,"['96', '&nbsp;']","['44,332', '&nbsp;']","['70', 'r']","['27,605', 'r']","['26', '&nbsp;']","['16,727', '&nbsp;']"
7387,r032,All states -> New Jersey,All states,New Jersey,2,"['495', '&nbsp;']","['117,119', '&nbsp;']","['263', '&nbsp;']","['62,580', '&nbsp;']","['233', '&nbsp;']","['54,539', '&nbsp;']"
7387,r033,All states -> New Mexico,All states,New Mexico,2,"['96', '&nbsp;']","['31,141', '&nbsp;']","['60', '&nbsp;']","['17,061', '&nbsp;']","['37', '&nbsp;']","['14,080', '&nbsp;']"
7387,r034,All states -> New York,All states,New York,2,"['654', '&nbsp;']","['219,064', '&nbsp;']","['442', '&nbsp;']","['75,248', '&nbsp;']","['212', '&nbsp;']","['143,816', '&nbsp;']"
7387,r035,All states -> North Carolina,All states,North Carolina,2,"['465', '&nbsp;']","['160,161', '&nbsp;']","['391', '&nbsp;']","['125,332', '&nbsp;']","['73', '&nbsp;']","['34,829', '&nbsp;']"
7387,r036,All states -> North Dakota,All states,North Dakota,2,"['37', '&nbsp;']","['18,717', 'r']","['6', '&nbsp;']","['1,866', '&nbsp;']","['32', 'r']","['16,851', 'r']"
7387,r037,All states -> Ohio,All states,Ohio,2,"['333', '&nbsp;']","['134,799', '&nbsp;']","['263', '&nbsp;']","['89,225', '&nbsp;']","['71', '&nbsp;']","['45,574', '&nbsp;']"
7387,r038,All states -> Oklahoma,All states,Oklahoma,2,"['40', '&nbsp;']","['6,660', '&nbsp;']","['27', '&nbsp;']","['3,834', '&nbsp;']","['14', '&nbsp;']","['2,826', '&nbsp;']"
7387,r039,All states -> Oregon,All states,Oregon,2,"['267', '&nbsp;']","['124,320', '&nbsp;']","['192', '&nbsp;']","['74,448', 'r']","['74', '&nbsp;']","['49,872', '&nbsp;']"
7387,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['524', '&nbsp;']","['188,263', '&nbsp;']","['291', '&nbsp;']","['82,013', '&nbsp;']","['234', '&nbsp;']","['106,250', '&nbsp;']"
7387,r041,All states -> Rhode Island,All states,Rhode Island,2,"['27', '&nbsp;']","['8,617', 'r']","['21', '&nbsp;']","['7,977', 'r']","['5', 'r']","['640', '&nbsp;']"
7387,r042,All states -> South Carolina,All states,South Carolina,2,"['143', '&nbsp;']","['25,515', '&nbsp;']","['112', '&nbsp;']","['12,432', '&nbsp;']","['30', 'r']","['13,083', '&nbsp;']"
7387,r043,All states -> South Dakota,All states,South Dakota,2,"['30', '&nbsp;']","['11,032', '&nbsp;']","['19', 'r']","['4,365', '&nbsp;']","['12', '&nbsp;']","['6,667', '&nbsp;']"
7387,r044,All states -> Tennessee,All states,Tennessee,2,"['127', '&nbsp;']","['34,794', '&nbsp;']","['48', '&nbsp;']","['13,014', '&nbsp;']","['79', 'r']","['21,780', '&nbsp;']"
7387,r045,All states -> Texas,All states,Texas,2,"['1,006', '&nbsp;']","['274,327', '&nbsp;']","['650', '&nbsp;']","['131,213', '&nbsp;']","['357', '&nbsp;']","['143,114', '&nbsp;']"
7387,r046,All states -> Utah,All states,Utah,2,"['150', '&nbsp;']","['47,905', '&nbsp;']","['83', 'r']","['9,960', '&nbsp;']","['68', 'r']","['37,945', 'r']"
7387,r047,All states -> Vermont,All states,Vermont,2,"['52', '&nbsp;']","['12,890', '&nbsp;']","['28', '&nbsp;']","['4,211', '&nbsp;']","['23', 'r']","['8,679', 'r']"
7387,r048,All states -> Virginia,All states,Virginia,2,"['327', '&nbsp;']","['83,631', '&nbsp;']","['207', '&nbsp;']","['36,174', '&nbsp;']","['121', '&nbsp;']","['47,457', '&nbsp;']"
7387,r049,All states -> Washington,All states,Washington,2,"['509', '&nbsp;']","['180,860', '&nbsp;']","['348', '&nbsp;']","['92,626', '&nbsp;']","['161', '&nbsp;']","['88,234', '&nbsp;']"
7387,r050,All states -> West Virginia,All states,West Virginia,2,"['4', '&nbsp;']","['890', '&nbsp;']","['1', '&nbsp;']","['231', '&nbsp;']","['3', '&nbsp;']","['659', '&nbsp;']"
7387,r051,All states -> Wisconsin,All states,Wisconsin,2,"['219', '&nbsp;']","['93,940', '&nbsp;']","['170', '&nbsp;']","['45,071', '&nbsp;']","['49', '&nbsp;']","['48,869', '&nbsp;']"
7387,r052,All states -> Wyoming,All states,Wyoming,2,"['29', 'r']","['3,685', 'r']","['3', 'r']","['735', 'r']","['26', 'r']","['2,950', 'r']"
7387,r053,All states -> Undistributed,All states,Undistributed,2,"['45', '&nbsp;']","['24,836', 'r']","['16', '&nbsp;']","['3,692', '&nbsp;']","['29', 'r']","['21,144', 'r']"
